 Reporting Area,MMWR Year,MMWR Week,"Giardiasis, Current week","Giardiasis, Current week, flag","Giardiasis, Previous 52 weeks Med","Giardiasis, Previous 52 weeks Med, flag","Giardiasis, Previous 52 weeks Max","Giardiasis, Previous 52 weeks Max, flag","Giardiasis, Cum 2014","Giardiasis, Cum 2014, flag","Giardiasis, Cum 2013","Giardiasis, Cum 2013, flag","Gonorrhea,Current week","Gonorrhea,Current week, flag","Gonorrhea,Previous 52 weeks Med","Gonorrhea,Previous 52 weeks Med, flag","Gonorrhea, Previous 52 weeks Max","Gonorrhea, Previous 52 weeks Max, flag","Gonorrhea, Cum 2014","Gonorrhea, Cum 2014, flag","Gonorrhea, Cum 2013","Gonorrhea, Cum 2013, flag","Haemophilus influenzae, invasive†, All ages, all serotypes,Current week","Haemophilus influenzae, invasive†, All ages, all serotypes,Current week, flag","Haemophilus influenzae, invasive†, All ages, all serotypes, Previous 52 weeks Med","Haemophilus influenzae, invasive†, All ages, all serotypes, Previous 52 weeks Med, flag","Haemophilus influenzae, invasive†, All ages, all serotypes, Previous 52 weeks Max","Haemophilus influenzae, invasive†, All ages, all serotypes, Previous 52 weeks Max, flag","Haemophilus influenzae, invasive†, All ages, all serotypes, Cum 2014","Haemophilus influenzae, invasive†, All ages, all serotypes, Cum 2014, flag","Haemophilus influenzae, invasive†, All ages, all serotypes, Cum 2013","Haemophilus influenzae, invasive†, All ages, all serotypes, Cum 2013, flag",Location 1,Location 2
DIST. OF COL.,2014,33,,-,1,,4,,16,,53,,,-,0,,82,,,-,1530,,,-,0,,1,,2,,10,,"DIST. OF COL.
",
E.S. CENTRAL,2014,33,,-,3,,8,,89,,108,,106,,431,,566,,12115,,16430,,1,,5,,8,,147,,187,,,
W.S. CENTRAL,2014,33,4,,6,,17,,192,,212,,104,,872,,1327,,25663,,32301,,1,,4,,11,,129,,116,,,
MOUNTAIN,2014,33,21,,20,,45,,619,,709,,52,,324,,469,,10354,,8573,,2,,6,,13,,207,,227,,,
PACIFIC,2014,33,67,,50,,125,,1463,,1668,,645,,960,,1126,,30782,,28339,,2,,3,,8,,119,,123,,,
AMER. SAMOA,2014,33,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,33,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,33,,-,0,,0,,,-,,-,,-,1,,5,,32,,41,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MONTANA,2014,33,3,,2,,6,,50,,47,,,-,6,,13,,197,,114,,1,,0,,3,,9,,2,,"MONTANA
(47.06652759400049, -109.42441687999968)",
WISCONSIN,2014,33,,-,6,,15,,208,,245,,45,,81,,123,,2391,,2892,,,-,0,,5,,12,,52,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
GEORGIA,2014,33,20,,12,,26,,387,,383,,271,,248,,612,,7328,,9128,,,-,2,,8,,77,,103,,"GEORGIA
(32.83968158500045, -83.62757601199968)",
ALABAMA,2014,33,,-,3,,8,,89,,108,,,-,137,,202,,3529,,5497,,,-,1,,4,,43,,57,,"ALABAMA
(32.84057034900047, -86.63185803899967)",
TEXAS,2014,33,,N,0,,0,,,N,,N,,-,625,,779,,19258,,21676,,,-,0,,1,,6,,2,,"TEXAS
(31.827240712000446, -99.4267664729997)",
KENTUCKY,2014,33,,N,0,,0,,,N,,N,70,,82,,113,,2449,,2698,,,-,0,,3,,18,,34,,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
HAWAII,2014,33,1,,1,,4,,17,,36,,4,,14,,28,,459,,461,,,-,0,,2,,20,,19,,"HAWAII
(21.304853205000427, -157.85774691599974)",
AMER. SAMOA,2014,37,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
ARIZONA,2014,33,,-,2,,7,,57,,61,,,-,140,,262,,4471,,3333,,1,,1,,8,,68,,85,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
GUAM,2014,33,,-,0,,0,,,-,2,,,-,0,,9,,,-,66,,,-,0,,0,,,-,,-,"GUAM
(13.480998894000436, 144.73149801400064)",
NORTH DAKOTA,2014,33,,-,1,,3,,25,,29,,1,,10,,22,,332,,293,,,-,0,,2,,5,,7,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
MASSACHUSETTS,2014,33,5,,12,,27,,392,,402,,,-,64,,113,,1892,,1799,,1,,2,,14,,62,,158,,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
OREGON,2014,33,3,,7,,15,,206,,219,,53,,36,,69,,1295,,1061,,2,,1,,4,,54,,62,,"OREGON
(44.56745218600048, -120.15502977999972)",
ARKANSAS,2014,33,4,,2,,8,,60,,60,,79,,80,,143,,2833,,2566,,,-,1,,3,,31,,18,,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
MISSISSIPPI,2014,33,,N,0,,0,,,N,,N,,-,75,,276,,2084,,3400,,,-,0,,2,,20,,21,,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
UTAH,2014,33,4,,4,,9,,130,,146,,27,,24,,37,,781,,506,,,-,1,,6,,39,,28,,"UTAH
(39.36070082200047, -111.5871285339997)",
MAINE,2014,33,,-,4,,12,,87,,112,,,-,4,,9,,91,,171,,,-,0,,2,,12,,16,,"MAINE
(45.2542257390005, -68.98502952999962)",
IDAHO,2014,33,2,,2,,7,,82,,89,,,-,4,,15,,95,,93,,,-,0,,3,,13,,10,,"IDAHO
(43.68263160000049, -114.3637261449997)",
PUERTO RICO,2014,33,,-,0,,9,,20,,32,,,-,8,,21,,266,,209,,,-,0,,1,,,-,,-,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
WASHINGTON,2014,33,29,,8,,66,,203,,257,,94,,84,,121,,2532,,2648,,,-,0,,3,,5,,5,,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
ILLINOIS,2014,33,,-,2,,22,,29,,192,,16,,196,,375,,5241,,10337,,,-,2,,6,,73,,108,,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
ALASKA,2014,33,1,,1,,7,,46,,36,,4,,25,,42,,764,,640,,,-,0,,3,,14,,9,,"ALASKA
(64.84507631500048, -147.72205669099972)",
NEVADA,2014,33,,-,1,,5,,31,,60,,,-,53,,124,,1858,,1606,,,-,0,,2,,13,,11,,"NEVADA
(39.493242807000456, -117.07183978499972)",
PENNSYLVANIA,2014,33,15,,13,,28,,369,,405,,223,,252,,325,,7778,,8608,,7,,3,,7,,95,,148,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
VIRGINIA,2014,33,4,,5,,11,,128,,139,,142,,149,,372,,5074,,4193,,2,,1,,7,,50,,64,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
NEW YORK CITY,2014,33,21,,14,,26,,463,,481,,96,,250,,324,,7981,,8548,,1,,2,,7,,76,,77,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
CONNECTICUT,2014,33,,-,4,,11,,117,,123,,72,,47,,116,,1384,,1683,,,-,1,,3,,31,,39,,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
OKLAHOMA,2014,33,,-,0,,0,,,-,,-,25,,79,,146,,1992,,3219,,1,,2,,9,,57,,62,,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
TENNESSEE,2014,33,,N,0,,0,,,N,,N,36,,130,,210,,4053,,4835,,1,,2,,6,,66,,75,,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
KANSAS,2014,33,,-,2,,6,,47,,61,,18,,48,,64,,1565,,1300,,,-,0,,3,,21,,29,,"KANSAS
(38.3477418760005, -98.20077655499966)",
NORTH CAROLINA,2014,33,,N,0,,0,,,N,,N,281,,265,,512,,10062,,9159,,2,,2,,8,,95,,104,,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
OHIO,2014,33,6,,8,,25,,224,,304,,82,,313,,391,,9543,,10427,,3,,2,,9,,81,,97,,"OHIO
(40.06021184000048, -82.40425685299965)",
SOUTH CAROLINA,2014,33,1,,3,,9,,86,,75,,169,,154,,279,,4982,,4538,,,-,1,,5,,42,,79,,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
MINNESOTA,2014,33,,-,0,,20,,,-,364,,7,,71,,107,,2102,,2360,,,-,1,,8,,65,,56,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
NEW JERSEY,2014,33,,-,4,,12,,92,,222,,32,,127,,164,,3932,,4362,,,-,2,,7,,94,,81,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
NEW YORK,2014,33,19,,17,,61,,554,,495,,159,,117,,339,,3622,,3876,,4,,3,,17,,87,,103,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
DELAWARE,2014,33,,-,0,,3,,9,,11,,23,,25,,65,,771,,788,,,-,0,,3,,12,,8,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
IOWA,2014,33,3,,4,,15,,123,,159,,2,,28,,43,,891,,923,,,-,0,,1,,2,,,-,"IOWA
(42.469401477000474, -93.81648936699969)",
MISSOURI,2014,33,,-,4,,12,,97,,145,,96,,140,,180,,4337,,4668,,,-,1,,6,,48,,73,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
NEBRASKA,2014,33,3,,2,,9,,81,,106,,20,,27,,54,,883,,851,,1,,0,,3,,17,,17,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
VERMONT,2014,33,3,,3,,16,,66,,54,,1,,1,,6,,44,,60,,,-,0,,2,,5,,7,,"VERMONT
(43.62538000100045, -72.51763944499965)",
COLORADO,2014,33,12,,6,,19,,209,,208,,15,,54,,90,,1720,,1726,,,-,1,,6,,30,,59,,"COLORADO
(38.84384201300048, -106.13360888799969)",
NEW HAMPSHIRE,2014,33,1,,1,,7,,33,,60,,5,,2,,10,,108,,84,,,-,0,,2,,15,,17,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
RHODE ISLAND,2014,33,1,,0,,7,,30,,16,,,-,8,,41,,288,,244,,,-,0,,9,,8,,4,,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
SOUTH DAKOTA,2014,33,,-,2,,9,,76,,65,,,-,13,,26,,232,,474,,,-,0,,1,,,-,2,,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
CALIFORNIA,2014,33,33,,31,,104,,991,,1120,,490,,800,,945,,25732,,23529,,,-,1,,2,,26,,28,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
INDIANA,2014,33,,-,2,,11,,68,,129,,80,,136,,190,,4321,,4583,,,-,2,,6,,48,,93,,"INDIANA
(39.76691072200049, -86.14995579899966)",
WEST VIRGINIA,2014,33,,-,1,,4,,32,,26,,14,,17,,34,,526,,664,,,-,0,,3,,24,,26,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
LOUISIANA,2014,33,,-,5,,13,,132,,152,,,-,104,,397,,1580,,4840,,,-,1,,6,,35,,34,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
MICHIGAN,2014,33,6,,9,,27,,271,,295,,95,,180,,271,,5732,,6730,,,-,2,,5,,52,,65,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
NEW MEXICO,2014,33,,-,1,,7,,45,,72,,10,,39,,81,,1183,,1158,,,-,1,,3,,32,,28,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
MARYLAND,2014,33,2,,4,,8,,128,,138,,93,,106,,169,,3203,,3450,,1,,2,,5,,63,,65,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
WYOMING,2014,33,,-,0,,2,,15,,26,,,-,1,,5,,49,,37,,,-,0,,1,,3,,4,,"WYOMING
(43.235543013000495, -108.10982744299969)",
FLORIDA,2014,33,25,,22,,34,,685,,645,,263,,403,,526,,13156,,13001,,3,,5,,13,,201,,193,,"FLORIDA
(28.93204444200046, -81.92895558499964)",
UNITED STATES,2014,34,225,,245,,439,,7609,,9033,,3577,,6024,,7239,,196100,,214071,,33,,62,,110,,2114,,2613,,,
NEW ENGLAND,2014,34,24,,25,,59,,780,,816,,34,,130,,182,,3928,,4223,,3,,4,,16,,138,,245,,,
MID. ATLANTIC,2014,34,66,,50,,94,,1550,,1673,,363,,745,,926,,23793,,26257,,11,,10,,24,,361,,416,,,
E.N. CENTRAL,2014,34,18,,29,,65,,838,,1227,,330,,906,,1240,,28176,,36110,,4,,9,,19,,273,,426,,,
W.N. CENTRAL,2014,34,6,,16,,59,,465,,968,,145,,329,,421,,10606,,11240,,,-,4,,14,,159,,189,,,
S. ATLANTIC,2014,34,44,,47,,73,,1506,,1543,,1103,,1393,,1750,,46389,,47834,,6,,16,,30,,564,,661,,,
DIST. OF COL.,2014,34,,-,1,,4,,16,,55,,,-,0,,82,,,-,1572,,,-,0,,1,,2,,10,,"DIST. OF COL.
",
E.S. CENTRAL,2014,34,2,,3,,8,,94,,116,,157,,428,,563,,12511,,16984,,1,,5,,8,,151,,191,,,
W.S. CENTRAL,2014,34,2,,6,,18,,202,,217,,653,,899,,1327,,27969,,33272,,2,,4,,11,,135,,125,,,
MOUNTAIN,2014,34,32,,20,,45,,672,,750,,172,,324,,469,,10870,,8860,,4,,6,,13,,212,,235,,,
PACIFIC,2014,34,31,,50,,125,,1502,,1723,,620,,960,,1126,,31858,,29291,,2,,3,,8,,121,,125,,,
AMER. SAMOA,2014,34,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,34,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,34,,-,0,,0,,,-,,-,,-,1,,5,,32,,42,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NORTH DAKOTA,2014,34,,-,1,,3,,25,,29,,,-,10,,22,,341,,309,,,-,0,,2,,5,,7,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
OHIO,2014,34,12,,8,,25,,236,,329,,92,,314,,391,,9880,,10750,,3,,2,,9,,86,,100,,"OHIO
(40.06021184000048, -82.40425685299965)",
PENNSYLVANIA,2014,34,18,,13,,28,,386,,428,,230,,249,,325,,8028,,8900,,5,,3,,7,,98,,149,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
WISCONSIN,2014,34,3,,6,,18,,223,,249,,64,,80,,123,,2489,,2995,,,-,0,,5,,12,,53,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
PUERTO RICO,2014,34,,-,0,,9,,20,,32,,6,,8,,21,,284,,209,,,-,0,,1,,,-,,-,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
NEVADA,2014,34,1,,1,,5,,35,,60,,,-,53,,124,,1858,,1649,,,-,0,,2,,13,,11,,"NEVADA
(39.493242807000456, -117.07183978499972)",
MARYLAND,2014,34,4,,4,,8,,131,,145,,,-,105,,169,,3203,,3539,,1,,2,,5,,57,,66,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
NORTH CAROLINA,2014,34,,N,0,,0,,,N,,N,198,,265,,512,,10260,,9334,,,-,2,,8,,95,,106,,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
NEW JERSEY,2014,34,,-,4,,12,,99,,232,,35,,127,,164,,4064,,4504,,,-,2,,7,,94,,85,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
ILLINOIS,2014,34,,-,1,,22,,29,,197,,16,,196,,364,,5461,,10699,,,-,2,,6,,74,,110,,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
WASHINGTON,2014,34,15,,8,,66,,215,,266,,113,,84,,121,,2645,,2742,,,-,0,,3,,5,,5,,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
TENNESSEE,2014,34,,N,0,,0,,,N,,N,73,,128,,210,,4126,,4995,,1,,2,,6,,68,,77,,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
KANSAS,2014,34,,-,2,,6,,51,,64,,25,,48,,64,,1614,,1341,,,-,0,,3,,22,,30,,"KANSAS
(38.3477418760005, -98.20077655499966)",
UTAH,2014,34,1,,4,,9,,142,,151,,11,,24,,37,,800,,520,,,-,1,,6,,40,,29,,"UTAH
(39.36070082200047, -111.5871285339997)",
NEW YORK,2014,34,20,,17,,61,,574,,520,,98,,117,,339,,3720,,4018,,1,,3,,17,,88,,105,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
WYOMING,2014,34,,-,0,,2,,15,,26,,,-,1,,5,,52,,38,,,-,0,,1,,3,,4,,"WYOMING
(43.235543013000495, -108.10982744299969)",
CONNECTICUT,2014,34,,-,4,,11,,132,,132,,26,,47,,116,,1410,,1787,,,-,1,,3,,31,,39,,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
GEORGIA,2014,34,,-,13,,26,,387,,400,,287,,251,,612,,7630,,9403,,3,,2,,8,,80,,105,,"GEORGIA
(32.83968158500045, -83.62757601199968)",
KENTUCKY,2014,34,,N,0,,0,,,N,,N,84,,80,,113,,2533,,2801,,,-,0,,3,,18,,34,,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
ALASKA,2014,34,,-,1,,7,,47,,38,,7,,25,,42,,789,,662,,1,,0,,3,,15,,10,,"ALASKA
(64.84507631500048, -147.72205669099972)",
NEBRASKA,2014,34,,-,2,,9,,81,,110,,,-,27,,54,,883,,887,,,-,0,,3,,17,,17,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
VIRGINIA,2014,34,3,,5,,11,,125,,148,,211,,149,,372,,5285,,4402,,,-,1,,7,,49,,65,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
SOUTH CAROLINA,2014,34,1,,2,,9,,87,,78,,158,,156,,279,,5142,,4693,,,-,1,,4,,42,,81,,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
HAWAII,2014,34,,-,1,,4,,17,,38,,,-,14,,28,,459,,471,,,-,0,,2,,20,,20,,"HAWAII
(21.304853205000427, -157.85774691599974)",
DELAWARE,2014,34,,-,0,,3,,9,,13,,20,,25,,65,,791,,806,,,-,0,,3,,12,,8,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
MINNESOTA,2014,34,,-,0,,20,,,-,379,,,-,70,,107,,2105,,2437,,,-,1,,8,,65,,59,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
IOWA,2014,34,3,,4,,13,,127,,165,,5,,28,,43,,924,,962,,,-,0,,1,,2,,,-,"IOWA
(42.469401477000474, -93.81648936699969)",
MICHIGAN,2014,34,3,,9,,27,,276,,322,,94,,181,,271,,5885,,6923,,1,,2,,5,,53,,66,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
GUAM,2014,34,,-,0,,0,,,-,2,,,-,0,,9,,,-,66,,,-,0,,0,,,-,,-,"GUAM
(13.480998894000436, 144.73149801400064)",
MISSOURI,2014,34,3,,4,,12,,105,,152,,115,,140,,180,,4507,,4815,,,-,1,,6,,48,,73,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
MONTANA,2014,34,4,,2,,6,,55,,51,,2,,6,,14,,213,,116,,,-,0,,2,,8,,3,,"MONTANA
(47.06652759400049, -109.42441687999968)",
WEST VIRGINIA,2014,34,,-,1,,4,,32,,26,,11,,17,,34,,540,,693,,,-,0,,3,,24,,26,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
MAINE,2014,34,3,,4,,12,,93,,116,,,-,3,,9,,91,,177,,,-,0,,2,,13,,16,,"MAINE
(45.2542257390005, -68.98502952999962)",
ARKANSAS,2014,34,2,,2,,8,,62,,61,,93,,80,,143,,2926,,2666,,1,,0,,3,,32,,18,,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
CALIFORNIA,2014,34,10,,31,,104,,1009,,1153,,468,,800,,945,,26636,,24315,,,-,1,,3,,26,,28,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
MASSACHUSETTS,2014,34,13,,12,,27,,416,,422,,,-,64,,113,,1977,,1870,,1,,2,,14,,64,,162,,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
INDIANA,2014,34,,-,3,,11,,74,,130,,64,,136,,190,,4461,,4743,,,-,2,,6,,48,,97,,"INDIANA
(39.76691072200049, -86.14995579899966)",
MISSISSIPPI,2014,34,,N,0,,0,,,N,,N,,-,72,,276,,2084,,3507,,,-,0,,2,,22,,22,,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
RHODE ISLAND,2014,34,1,,0,,7,,31,,20,,,-,7,,41,,288,,245,,1,,0,,9,,9,,4,,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
NEW YORK CITY,2014,34,28,,14,,26,,491,,493,,,-,250,,324,,7981,,8835,,5,,2,,7,,81,,77,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
IDAHO,2014,34,7,,2,,7,,91,,93,,,-,4,,15,,116,,103,,,-,0,,3,,14,,10,,"IDAHO
(43.68263160000049, -114.3637261449997)",
FLORIDA,2014,34,36,,22,,34,,719,,678,,218,,402,,526,,13538,,13392,,2,,5,,13,,203,,194,,"FLORIDA
(28.93204444200046, -81.92895558499964)",
NEW HAMPSHIRE,2014,34,1,,1,,7,,35,,67,,7,,3,,10,,115,,84,,,-,0,,2,,15,,17,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
ALABAMA,2014,34,2,,3,,8,,94,,116,,,-,138,,202,,3768,,5681,,,-,1,,4,,43,,58,,"ALABAMA
(32.84057034900047, -86.63185803899967)",
NEW MEXICO,2014,34,,-,1,,7,,47,,76,,11,,39,,81,,1247,,1197,,,-,1,,3,,32,,29,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
LOUISIANA,2014,34,,-,5,,14,,140,,156,,,-,107,,397,,2367,,4928,,,-,1,,6,,38,,34,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
VERMONT,2014,34,6,,3,,16,,73,,59,,1,,1,,6,,47,,60,,1,,0,,2,,6,,7,,"VERMONT
(43.62538000100045, -72.51763944499965)",
TEXAS,2014,34,,N,0,,0,,,N,,N,543,,629,,779,,20580,,22359,,,-,0,,1,,7,,2,,"TEXAS
(31.827240712000446, -99.4267664729997)",
OREGON,2014,34,6,,7,,15,,214,,228,,32,,36,,69,,1329,,1101,,1,,1,,4,,55,,62,,"OREGON
(44.56745218600048, -120.15502977999972)",
SOUTH DAKOTA,2014,34,,-,2,,9,,76,,69,,,-,12,,26,,232,,489,,,-,0,,1,,,-,3,,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
ARIZONA,2014,34,2,,2,,7,,61,,66,,133,,143,,262,,4800,,3443,,,-,1,,8,,68,,89,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
OKLAHOMA,2014,34,,-,0,,0,,,-,,-,17,,78,,134,,2096,,3319,,1,,2,,9,,58,,71,,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
COLORADO,2014,34,17,,6,,19,,226,,227,,15,,54,,90,,1784,,1794,,4,,1,,6,,34,,60,,"COLORADO
(38.84384201300048, -106.13360888799969)",
UNITED STATES,2014,35,218,,243,,439,,7921,,9443,,2680,,6006,,7239,,201357,,220864,,22,,62,,110,,2165,,2673,,,
NEW ENGLAND,2014,35,7,,24,,59,,787,,860,,38,,130,,179,,4177,,4357,,1,,4,,16,,145,,249,,,
MID. ATLANTIC,2014,35,55,,50,,94,,1612,,1754,,539,,745,,926,,24907,,27121,,9,,10,,24,,377,,423,,,
E.N. CENTRAL,2014,35,18,,30,,65,,889,,1278,,301,,904,,1240,,29159,,37350,,3,,9,,19,,281,,440,,,
W.N. CENTRAL,2014,35,4,,16,,59,,475,,1013,,88,,328,,421,,10794,,11661,,,-,4,,14,,161,,194,,,
S. ATLANTIC,2014,35,67,,47,,73,,1579,,1601,,811,,1393,,1750,,47219,,49181,,4,,16,,30,,571,,676,,,
DIST. OF COL.,2014,35,,-,1,,4,,16,,58,,,-,0,,82,,,-,1628,,,-,0,,1,,2,,10,,"DIST. OF COL.
",
E.S. CENTRAL,2014,35,2,,3,,7,,99,,123,,120,,424,,563,,12968,,17436,,1,,5,,8,,155,,196,,,
W.S. CENTRAL,2014,35,3,,6,,18,,210,,228,,161,,895,,1327,,28247,,34284,,2,,4,,11,,137,,129,,,
MOUNTAIN,2014,35,15,,20,,45,,693,,786,,26,,324,,469,,10965,,9216,,2,,6,,13,,216,,237,,,
PACIFIC,2014,35,47,,51,,125,,1577,,1800,,596,,961,,1126,,32921,,30258,,,-,3,,8,,122,,129,,,
AMER. SAMOA,2014,35,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,35,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,35,,-,0,,0,,,-,,-,,-,1,,5,,32,,43,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
GEORGIA,2014,35,3,,12,,26,,392,,415,,281,,251,,612,,7927,,9665,,,-,2,,8,,81,,107,,"GEORGIA
(32.83968158500045, -83.62757601199968)",
ALASKA,2014,35,,-,1,,7,,50,,43,,,-,25,,44,,846,,701,,,-,0,,3,,15,,11,,"ALASKA
(64.84507631500048, -147.72205669099972)",
PENNSYLVANIA,2014,35,12,,13,,28,,405,,452,,228,,249,,325,,8281,,9225,,6,,3,,7,,106,,152,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
NEBRASKA,2014,35,,-,2,,9,,81,,113,,,-,26,,54,,903,,927,,,-,0,,3,,17,,18,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
HAWAII,2014,35,,-,1,,4,,22,,42,,,-,14,,28,,459,,487,,,-,0,,2,,21,,20,,"HAWAII
(21.304853205000427, -157.85774691599974)",
KENTUCKY,2014,35,,N,0,,0,,,N,,N,74,,80,,113,,2604,,2884,,,-,0,,3,,18,,35,,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
KANSAS,2014,35,,-,2,,6,,51,,69,,,-,48,,64,,1614,,1394,,,-,0,,3,,22,,30,,"KANSAS
(38.3477418760005, -98.20077655499966)",
MISSOURI,2014,35,3,,4,,12,,110,,158,,83,,140,,180,,4638,,4995,,,-,1,,6,,50,,75,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
SOUTH CAROLINA,2014,35,2,,2,,9,,89,,82,,186,,156,,279,,5328,,4831,,,-,1,,4,,43,,81,,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
WEST VIRGINIA,2014,35,,-,1,,4,,32,,27,,15,,17,,34,,559,,727,,,-,0,,3,,24,,26,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
NEW MEXICO,2014,35,,-,1,,7,,52,,78,,8,,39,,81,,1289,,1243,,,-,1,,3,,32,,30,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
NEW YORK CITY,2014,35,18,,14,,28,,509,,519,,147,,251,,324,,8620,,9127,,1,,2,,7,,82,,78,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
NORTH DAKOTA,2014,35,,-,1,,3,,26,,29,,1,,10,,22,,352,,319,,,-,0,,2,,5,,7,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
MARYLAND,2014,35,6,,4,,8,,140,,149,,,-,105,,169,,3203,,3654,,1,,2,,5,,58,,68,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
LOUISIANA,2014,35,1,,5,,14,,146,,165,,21,,108,,397,,2405,,5091,,,-,1,,6,,38,,35,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
