Reporting Area,MMWR Year,MMWR Week,"Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Current week","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Current week, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2014","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2014, flag","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2013","Ehrlichiosis/Anaplasmosis†, Ehrlichia chaffeensis, Cum 2013, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Current week","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Current week, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2014","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2014, flag","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2013","Ehrlichiosis/Anaplasmosis†, Anaplasma phagocytophilum, Cum 2013, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Current week","Ehrlichiosis/Anaplasmosis†, Undetermined, Current week, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis†, Undetermined, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2014","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2014, flag","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2013","Ehrlichiosis/Anaplasmosis†, Undetermined, Cum 2013, flag",Location 1,Location 2
WISCONSIN,2014,39,,-,0,,2,,4,,28,,,-,4,,43,,338,,591,,,-,0,,3,,27,,40,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
PUERTO RICO,2014,39,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
TEXAS,2014,39,,-,0,,2,,9,,6,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827240712000446, -99.4267664729997)",
MISSOURI,2014,39,,-,1,,28,,251,,338,,,-,0,,2,,11,,9,,,-,0,,3,,17,,10,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
OREGON,2014,39,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.56745218600048, -120.15502977999972)",
MISSISSIPPI,2014,39,,-,0,,1,,2,,3,,,-,0,,0,,,-,1,,,-,0,,0,,,-,1,,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
MONTANA,2014,39,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.06652759400049, -109.42441687999968)",
VERMONT,2014,39,,-,0,,1,,1,,6,,,-,1,,4,,39,,25,,,-,0,,1,,,-,,-,"VERMONT
(43.62538000100045, -72.51763944499965)",
ARIZONA,2014,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
UNITED STATES,2014,40,10,,15,,100,,1124,,1258,,14,,24,,98,,1146,,2042,,,-,2,,11,,103,,181,,,
NEW ENGLAND,2014,40,,-,0,,9,,23,,40,,3,,5,,31,,327,,326,,,-,0,,2,,4,,2,,,
MID. ATLANTIC,2014,40,7,,2,,18,,149,,102,,10,,9,,42,,384,,446,,,-,0,,3,,9,,22,,,
E.N. CENTRAL,2014,40,,-,1,,5,,56,,80,,,-,5,,45,,362,,620,,,-,0,,7,,55,,88,,,
W.N. CENTRAL,2014,40,,-,2,,33,,296,,436,,,-,0,,17,,21,,593,,,-,0,,3,,20,,49,,,
S. ATLANTIC,2014,40,2,,3,,24,,242,,248,,1,,0,,3,,30,,39,,,-,0,,1,,1,,4,,,
DIST. OF COL.,2014,40,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"DIST. OF COL.
",
E.S. CENTRAL,2014,40,,-,2,,13,,148,,152,,,-,0,,1,,5,,9,,,-,0,,2,,11,,5,,,
W.S. CENTRAL,2014,40,1,,3,,63,,210,,198,,,-,0,,8,,17,,9,,,-,0,,0,,,-,,-,,
MOUNTAIN,2014,40,,-,0,,0,,,-,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,2,,,
PACIFIC,2014,40,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,3,,9,,,
AMER. SAMOA,2014,40,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2014,40,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NEW YORK CITY,2014,40,,-,0,,3,,13,,14,,2,,0,,5,,36,,20,,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
HAWAII,2014,40,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.304853205000427, -157.85774691599974)",
CALIFORNIA,2014,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,3,,9,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
NEW MEXICO,2014,40,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
UTAH,2014,40,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.36070082200047, -111.5871285339997)",
NORTH CAROLINA,2014,40,1,,0,,13,,38,,62,,,-,0,,2,,4,,10,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
WISCONSIN,2014,40,,-,0,,2,,4,,28,,,-,4,,43,,345,,605,,,-,0,,4,,28,,42,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
NEW HAMPSHIRE,2014,40,,-,0,,1,,1,,7,,,-,1,,7,,52,,68,,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
TENNESSEE,2014,40,,-,1,,8,,79,,80,,,-,0,,1,,1,,5,,,-,0,,2,,10,,4,,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
MASSACHUSETTS,2014,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
ILLINOIS,2014,40,,-,0,,5,,45,,42,,,-,0,,2,,13,,8,,,-,0,,1,,1,,,-,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
WEST VIRGINIA,2014,40,,-,0,,1,,3,,3,,,-,0,,0,,,-,3,,,-,0,,0,,,-,2,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
OREGON,2014,40,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.56745218600048, -120.15502977999972)",
WASHINGTON,2014,40,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
VERMONT,2014,40,,-,0,,1,,1,,6,,,-,1,,4,,39,,26,,,-,0,,1,,,-,,-,"VERMONT
(43.62538000100045, -72.51763944499965)",
NEBRASKA,2014,40,,-,0,,2,,7,,6,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
OHIO,2014,40,,-,0,,1,,4,,9,,,-,0,,1,,1,,4,,,-,0,,1,,1,,2,,"OHIO
(40.06021184000048, -82.40425685299965)",
GUAM,2014,40,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.480998894000436, 144.73149801400064)",
DELAWARE,2014,40,,-,0,,5,,20,,13,,,-,0,,1,,2,,,-,,-,0,,0,,,-,1,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
ALABAMA,2014,40,,-,0,,2,,9,,11,,,-,0,,1,,4,,3,,,-,0,,1,,1,,,-,"ALABAMA
(32.84057034900047, -86.63185803899967)",
NEW YORK,2014,40,7,,1,,17,,93,,34,,8,,7,,36,,308,,333,,,-,0,,3,,7,,9,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
ARIZONA,2014,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
PENNSYLVANIA,2014,40,,-,0,,1,,2,,8,,,-,0,,5,,,-,19,,,-,0,,2,,,-,11,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
FLORIDA,2014,40,,-,0,,3,,25,,19,,1,,0,,2,,7,,2,,,-,0,,0,,,-,,-,"FLORIDA
(28.93204444200046, -81.92895558499964)",
GEORGIA,2014,40,,-,0,,5,,24,,18,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GEORGIA
(32.83968158500045, -83.62757601199968)",
MISSISSIPPI,2014,40,,-,0,,1,,2,,3,,,-,0,,0,,,-,1,,,-,0,,0,,,-,1,,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
MAINE,2014,40,,-,0,,1,,8,,2,,3,,2,,13,,136,,61,,,-,0,,2,,4,,2,,"MAINE
(45.2542257390005, -68.98502952999962)",
COLORADO,2014,40,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.84384201300048, -106.13360888799969)",
CONNECTICUT,2014,40,,-,0,,0,,,-,,-,,-,0,,7,,42,,117,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
ALASKA,2014,40,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.84507631500048, -147.72205669099972)",
PUERTO RICO,2014,40,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
NORTH DAKOTA,2014,40,,-,0,,1,,1,,,-,,-,0,,1,,5,,7,,,-,0,,0,,,-,3,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
IDAHO,2014,40,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.68263160000049, -114.3637261449997)",
ARKANSAS,2014,40,1,,1,,18,,156,,147,,,-,0,,3,,12,,6,,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
NEVADA,2014,40,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.493242807000456, -117.07183978499972)",
NEW JERSEY,2014,40,,-,0,,6,,41,,46,,,-,0,,5,,40,,74,,,-,0,,2,,2,,2,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
MINNESOTA,2014,40,,-,0,,0,,,-,7,,,-,0,,15,,,-,568,,,-,0,,2,,,-,36,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
LOUISIANA,2014,40,,-,0,,1,,3,,1,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
KANSAS,2014,40,,-,0,,5,,37,,81,,,-,0,,1,,4,,7,,,-,0,,1,,3,,,-,"KANSAS
(38.3477418760005, -98.20077655499966)",
WYOMING,2014,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.235543013000495, -108.10982744299969)",
MICHIGAN,2014,40,,-,0,,1,,3,,1,,,-,0,,1,,3,,3,,,-,0,,0,,,-,1,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
KENTUCKY,2014,40,,-,1,,6,,58,,58,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
MONTANA,2014,40,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.06652759400049, -109.42441687999968)",
SOUTH CAROLINA,2014,40,,-,0,,2,,8,,7,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
SOUTH DAKOTA,2014,40,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
MARYLAND,2014,40,1,,0,,5,,36,,28,,,-,0,,2,,7,,4,,,-,0,,0,,,-,1,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
MISSOURI,2014,40,,-,1,,28,,251,,341,,,-,0,,2,,11,,9,,,-,0,,3,,17,,10,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
TEXAS,2014,40,,-,0,,2,,9,,6,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827240712000446, -99.4267664729997)",
OKLAHOMA,2014,40,,-,0,,62,,42,,44,,,-,0,,8,,3,,2,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
IOWA,2014,40,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.469401477000474, -93.81648936699969)",
RHODE ISLAND,2014,40,,-,0,,9,,13,,25,,,-,0,,11,,58,,54,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
INDIANA,2014,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,5,,25,,43,,"INDIANA
(39.76691072200049, -86.14995579899966)",
VIRGINIA,2014,40,,-,1,,9,,88,,98,,,-,0,,2,,10,,20,,,-,0,,1,,1,,,-,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
UNITED STATES,2014,41,5,,15,,100,,1167,,1285,,4,,24,,98,,1166,,2087,,,-,2,,11,,112,,188,,,
NEW ENGLAND,2014,41,,-,0,,9,,23,,44,,,-,5,,31,,327,,330,,,-,0,,2,,4,,3,,,
MID. ATLANTIC,2014,41,2,,2,,18,,151,,111,,3,,9,,42,,391,,463,,,-,0,,3,,9,,24,,,
E.N. CENTRAL,2014,41,,-,1,,5,,56,,81,,,-,4,,45,,368,,630,,,-,0,,7,,63,,91,,,
W.N. CENTRAL,2014,41,2,,3,,35,,334,,440,,,-,1,,17,,27,,606,,,-,0,,3,,21,,50,,,
S. ATLANTIC,2014,41,1,,3,,24,,243,,250,,,-,0,,3,,30,,40,,,-,0,,1,,1,,4,,,
DIST. OF COL.,2014,41,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"DIST. OF COL.
",
E.S. CENTRAL,2014,41,,-,2,,13,,149,,154,,,-,0,,1,,5,,9,,,-,0,,2,,11,,5,,,
W.S. CENTRAL,2014,41,,-,3,,63,,211,,203,,1,,0,,8,,18,,9,,,-,0,,0,,,-,,-,,
MOUNTAIN,2014,41,,-,0,,0,,,-,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,2,,,
C.N.M.I.,2014,46,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
PACIFIC,2014,41,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,3,,9,,,
AMER. SAMOA,2014,41,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2014,41,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
ILLINOIS,2014,41,,-,0,,5,,45,,42,,,-,0,,2,,13,,8,,,-,0,,1,,1,,,-,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
OKLAHOMA,2014,41,,-,0,,62,,42,,44,,,-,0,,8,,3,,2,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
NEW HAMPSHIRE,2014,41,,-,0,,1,,1,,7,,,-,0,,7,,52,,69,,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
OREGON,2014,41,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.56745218600048, -120.15502977999972)",
MONTANA,2014,41,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.06652759400049, -109.42441687999968)",
IOWA,2014,41,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.469401477000474, -93.81648936699969)",
RHODE ISLAND,2014,41,,-,0,,9,,13,,29,,,-,0,,11,,58,,54,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
LOUISIANA,2014,41,,-,0,,1,,3,,1,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
DELAWARE,2014,41,,-,0,,5,,20,,13,,,-,0,,1,,2,,,-,,-,0,,0,,,-,1,,"DELAWARE
(39.00883059000046, -75.57773943699965)",
COLORADO,2014,41,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.84384201300048, -106.13360888799969)",
MINNESOTA,2014,41,,-,0,,0,,,-,7,,,-,0,,15,,,-,580,,,-,0,,2,,,-,37,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
IDAHO,2014,41,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.68263160000049, -114.3637261449997)",
GEORGIA,2014,41,,-,0,,5,,24,,18,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GEORGIA
(32.83968158500045, -83.62757601199968)",
ARIZONA,2014,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,2,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
VERMONT,2014,41,,-,0,,1,,1,,6,,,-,1,,4,,39,,28,,,-,0,,1,,,-,1,,"VERMONT
(43.62538000100045, -72.51763944499965)",
OHIO,2014,41,,-,0,,1,,4,,9,,,-,0,,1,,1,,4,,,-,0,,1,,1,,2,,"OHIO
(40.06021184000048, -82.40425685299965)",
INDIANA,2014,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,5,,33,,46,,"INDIANA
(39.76691072200049, -86.14995579899966)",
WEST VIRGINIA,2014,41,,-,0,,1,,3,,3,,,-,0,,0,,,-,3,,,-,0,,0,,,-,2,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
NEVADA,2014,41,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.493242807000456, -117.07183978499972)",
KANSAS,2014,41,,-,0,,5,,37,,82,,,-,0,,1,,4,,7,,,-,0,,1,,3,,,-,"KANSAS
(38.3477418760005, -98.20077655499966)",
NORTH DAKOTA,2014,41,,-,0,,1,,1,,,-,,-,0,,1,,5,,7,,,-,0,,0,,,-,3,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
PENNSYLVANIA,2014,41,,-,0,,1,,2,,8,,,-,0,,5,,,-,21,,,-,0,,2,,,-,12,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
WYOMING,2014,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.235543013000495, -108.10982744299969)",
NEW MEXICO,2014,41,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
MISSISSIPPI,2014,41,,-,0,,1,,2,,3,,,-,0,,0,,,-,1,,,-,0,,0,,,-,1,,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
HAWAII,2014,41,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.304853205000427, -157.85774691599974)",
SOUTH DAKOTA,2014,41,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
MARYLAND,2014,41,,-,0,,5,,36,,29,,,-,0,,2,,7,,4,,,-,0,,0,,,-,1,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
CONNECTICUT,2014,41,,-,0,,0,,,-,,-,,-,0,,7,,42,,117,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
NEBRASKA,2014,41,,-,0,,2,,7,,6,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
TENNESSEE,2014,41,,-,1,,8,,80,,81,,,-,0,,1,,1,,5,,,-,0,,2,,10,,4,,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
KENTUCKY,2014,41,,-,0,,6,,58,,59,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
FLORIDA,2014,41,1,,0,,3,,26,,20,,,-,0,,2,,7,,2,,,-,0,,0,,,-,,-,"FLORIDA
(28.93204444200046, -81.92895558499964)",
SOUTH CAROLINA,2014,41,,-,0,,2,,8,,7,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
MISSOURI,2014,41,2,,2,,30,,289,,344,,,-,0,,3,,17,,10,,,-,0,,3,,18,,10,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
NEW YORK CITY,2014,41,1,,0,,3,,14,,14,,,-,0,,5,,36,,20,,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
UTAH,2014,41,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.36070082200047, -111.5871285339997)",
TEXAS,2014,41,,-,0,,2,,10,,6,,1,,0,,1,,3,,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827240712000446, -99.4267664729997)",
NORTH CAROLINA,2014,41,,-,0,,13,,38,,62,,,-,0,,2,,4,,10,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
PUERTO RICO,2014,41,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
WASHINGTON,2014,41,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
MICHIGAN,2014,41,,-,0,,1,,3,,1,,,-,0,,1,,4,,3,,,-,0,,0,,,-,1,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
MASSACHUSETTS,2014,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
GUAM,2014,41,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"GUAM
(13.480998894000436, 144.73149801400064)",
ARKANSAS,2014,41,,-,1,,18,,156,,152,,,-,0,,3,,12,,6,,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
ALASKA,2014,41,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.84507631500048, -147.72205669099972)",
ALABAMA,2014,41,,-,0,,2,,9,,11,,,-,0,,1,,4,,3,,,-,0,,1,,1,,,-,"ALABAMA
(32.84057034900047, -86.63185803899967)",
NEW YORK,2014,41,1,,1,,17,,94,,42,,3,,7,,36,,311,,348,,,-,0,,3,,7,,10,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
NEW JERSEY,2014,41,,-,0,,6,,41,,47,,,-,0,,6,,44,,74,,,-,0,,2,,2,,2,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
WISCONSIN,2014,41,,-,0,,2,,4,,29,,,-,4,,43,,350,,615,,,-,0,,4,,28,,42,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
CALIFORNIA,2014,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,3,,9,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
VIRGINIA,2014,41,,-,1,,9,,88,,98,,,-,0,,2,,10,,21,,,-,0,,1,,1,,,-,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
MAINE,2014,41,,-,0,,1,,8,,2,,,-,2,,13,,136,,62,,,-,0,,2,,4,,2,,"MAINE
(45.2542257390005, -68.98502952999962)",
UNITED STATES,2014,42,3,,15,,100,,1188,,1304,,4,,24,,99,,1191,,2138,,,-,2,,11,,117,,192,,,
NEW ENGLAND,2014,42,,-,0,,9,,23,,44,,1,,5,,31,,331,,337,,,-,0,,2,,4,,3,,,
MID. ATLANTIC,2014,42,1,,2,,18,,152,,115,,3,,9,,42,,402,,472,,,-,0,,3,,9,,25,,,
E.N. CENTRAL,2014,42,,-,1,,5,,56,,82,,,-,4,,45,,375,,647,,,-,1,,7,,68,,92,,,
W.N. CENTRAL,2014,42,2,,3,,35,,336,,444,,,-,1,,17,,28,,623,,,-,0,,3,,21,,51,,,
S. ATLANTIC,2014,42,,-,3,,24,,244,,252,,,-,0,,3,,30,,40,,,-,0,,1,,1,,5,,,
DIST. OF COL.,2014,42,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"DIST. OF COL.
",
E.S. CENTRAL,2014,42,,-,1,,13,,151,,157,,,-,0,,1,,6,,9,,,-,0,,2,,11,,5,,,
W.S. CENTRAL,2014,42,,-,2,,63,,226,,208,,,-,0,,8,,19,,10,,,-,0,,0,,,-,,-,,
MOUNTAIN,2014,42,,-,0,,0,,,-,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,2,,,
PACIFIC,2014,42,,-,0,,0,,,-,,-,,-,0,,2,,,-,,-,,-,0,,1,,3,,9,,,
AMER. SAMOA,2014,42,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2014,42,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
