Reporting Area,MMWR Year,MMWR Week,"Tetanus, Current week","Tetanus, Current week, flag","Tetanus, Previous 52 weeks Med","Tetanus, Previous 52 weeks Med, flag","Tetanus, Previous 52 weeks Max","Tetanus, Previous 52 weeks Max, flag","Tetanus, Cum 2016","Tetanus, Cum 2016, flag","Tetanus, Cum 2015","Tetanus, Cum 2015, flag","Varicella (chickenpox), Current week","Varicella (chickenpox), Current week, flag","Varicella (chickenpox), Previous 52 weeks Med","Varicella (chickenpox), Previous 52 weeks Med, flag","Varicella (chickenpox), Previous 52 weeks Max","Varicella (chickenpox), Previous 52 weeks Max, flag","Varicella (chickenpox), Cum 2016","Varicella (chickenpox), Cum 2016, flag","Varicella (chickenpox), Cum 2015","Varicella (chickenpox), Cum 2015, flag","Vibriosis§, Current week","Vibriosis§, Current week, flag","Vibriosis§, Previous 52 weeks Med","Vibriosis§, Previous 52 weeks Med, flag","Vibriosis§, Previous 52 weeks Max","Vibriosis§, Previous 52 weeks Max, flag","Vibriosis§, Cum 2016","Vibriosis§, Cum 2016, flag","Vibriosis§, Cum 2015","Vibriosis§, Cum 2015, flag",Location 1,Location 2
NEW MEXICO,2016,30,,-,0,,1,,,-,,-,,-,1,,5,,29,,27,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
NEW YORK,2016,30,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,3,,0,,6,,18,,21,,"NEW YORK
(42.826892, -75.544286)",
OHIO,2016,30,,-,0,,1,,1,,1,,8,,9,,21,,270,,221,,1,,0,,1,,3,,8,,"OHIO
(40.056807, -82.405897)",
MONTANA,2016,30,,-,0,,0,,,-,,-,,-,1,,5,,44,,97,,,-,0,,1,,2,,,-,"MONTANA
(47.062617, -109.430168)",
VERMONT,2016,30,,-,0,,0,,,-,,-,,-,0,,6,,31,,19,,,-,0,,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
ILLINOIS,2016,30,,-,0,,1,,1,,1,,,-,8,,19,,226,,242,,,-,0,,3,,10,,12,,"ILLINOIS
(40.477092, -88.993221)",
UNITED STATES,2016,31,,-,1,,2,,17,,16,,43,,167,,260,,4358,,5478,,6,,16,,83,,437,,676,,,
NEW ENGLAND,2016,31,,-,0,,0,,,-,,-,8,,17,,32,,467,,545,,,-,1,,13,,32,,53,,,
MID. ATLANTIC,2016,31,,-,0,,1,,3,,,-,3,,22,,46,,541,,651,,3,,1,,11,,42,,61,,,
NEW YORK CITY,2016,31,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,1,,0,,2,,6,,13,,"NEW YORK CITY
",
E.N. CENTRAL,2016,31,,-,0,,1,,2,,2,,4,,37,,73,,901,,1022,,,-,1,,6,,30,,37,,,
W.N. CENTRAL,2016,31,,-,0,,0,,,-,2,,1,,12,,32,,311,,488,,,-,0,,3,,5,,12,,,
S. ATLANTIC,2016,31,,-,0,,1,,4,,5,,13,,27,,54,,775,,974,,1,,7,,20,,162,,183,,,
DIST. OF COL.,2016,31,,-,0,,0,,,-,,-,1,,0,,2,,6,,18,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,31,,-,0,,1,,2,,1,,,-,2,,8,,64,,120,,,-,1,,4,,29,,23,,,
W.S. CENTRAL,2016,31,,-,0,,1,,3,,2,,12,,30,,80,,823,,1002,,,-,2,,11,,59,,99,,,
MOUNTAIN,2016,31,,-,0,,1,,1,,3,,2,,17,,35,,431,,572,,,-,0,,7,,16,,31,,,
PACIFIC,2016,31,,-,0,,1,,2,,1,,,-,2,,9,,45,,104,,2,,3,,68,,62,,177,,,
AMER. SAMOA,2016,31,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,31,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
WISCONSIN,2016,31,,-,0,,1,,,-,,-,1,,2,,13,,19,,176,,,-,0,,2,,5,,4,,"WISCONSIN
(44.395526, -89.834513)",
OREGON,2016,31,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,3,,9,,14,,"OREGON
(44.567912, -120.156945)",
TEXAS,2016,31,,-,0,,1,,2,,1,,11,,24,,79,,727,,879,,,-,1,,9,,45,,56,,"TEXAS
(31.827233, -99.423022)",
SOUTH DAKOTA,2016,31,,-,0,,0,,,-,1,,,-,0,,4,,24,,18,,,-,0,,1,,1,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MAINE,2016,31,,-,0,,0,,,-,,-,6,,5,,9,,125,,125,,,-,0,,3,,2,,1,,"MAINE
(45.252223, -68.986647)",
NEW JERSEY,2016,31,,-,0,,0,,,-,,-,,-,7,,19,,191,,259,,,-,0,,3,,10,,17,,"NEW JERSEY
(40.104655, -74.386686)",
INDIANA,2016,31,,-,0,,0,,,-,,-,,-,3,,9,,103,,93,,,-,0,,2,,4,,3,,"INDIANA
(39.76845, -86.156212)",
GEORGIA,2016,31,,-,0,,0,,,-,,-,,-,2,,8,,73,,100,,,-,0,,2,,9,,16,,"GEORGIA
(32.836038, -83.631709)",
ILLINOIS,2016,31,,-,0,,1,,1,,1,,1,,8,,19,,227,,246,,,-,0,,3,,11,,15,,"ILLINOIS
(40.477092, -88.993221)",
UTAH,2016,31,,-,0,,0,,,-,,-,,-,4,,18,,142,,111,,,-,0,,1,,5,,8,,"UTAH
(39.359772, -111.584173)",
MARYLAND,2016,31,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,6,,26,,15,,"MARYLAND
(39.290443, -76.612333)",
NEVADA,2016,31,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,1,,2,,"NEVADA
(39.491833, -117.070159)",
COLORADO,2016,31,,-,0,,0,,,-,2,,,-,1,,12,,40,,191,,,-,0,,1,,,-,5,,"COLORADO
(38.841772, -106.132562)",
KENTUCKY,2016,31,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,2,,3,,,-,"KENTUCKY
(37.64591, -84.774043)",
DELAWARE,2016,31,,-,0,,0,,,-,,-,,-,0,,2,,7,,15,,,-,0,,2,,4,,3,,"DELAWARE
(39.008676, -75.574561)",
ALABAMA,2016,31,,-,0,,0,,,-,1,,,-,2,,7,,62,,110,,,-,0,,4,,15,,8,,"ALABAMA
(32.839182, -86.631125)",
PENNSYLVANIA,2016,31,,-,0,,1,,2,,,-,3,,14,,28,,350,,392,,,-,0,,2,,6,,8,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW HAMPSHIRE,2016,31,,-,0,,0,,,-,,-,,-,0,,7,,1,,51,,,-,0,,2,,1,,3,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
VIRGINIA,2016,31,,-,0,,1,,1,,,-,1,,6,,12,,153,,198,,1,,0,,3,,19,,18,,"VIRGINIA
(37.542699, -78.45822)",
ARKANSAS,2016,31,,-,0,,0,,,-,,-,1,,3,,23,,70,,77,,,-,0,,1,,1,,2,,"ARKANSAS
(34.748745, -92.275105)",
IOWA,2016,31,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
RHODE ISLAND,2016,31,,-,0,,0,,,-,,-,,-,1,,6,,31,,29,,,-,0,,2,,1,,,-,"RHODE ISLAND
(41.707447, -71.522488)",
ALASKA,2016,31,,-,0,,1,,1,,,-,,-,1,,4,,10,,28,,1,,0,,1,,1,,2,,"ALASKA
(64.836661, -147.738891)",
NORTH CAROLINA,2016,31,,-,0,,1,,,-,2,,,N,0,,0,,,N,,N,,-,0,,6,,6,,12,,"NORTH CAROLINA
(35.47995, -79.180571)",
KANSAS,2016,31,,-,0,,0,,,-,,-,,-,0,,12,,,-,124,,,-,0,,2,,2,,1,,"KANSAS
(38.345528, -98.201847)",
GUAM,2016,31,,-,0,,0,,,-,,-,,-,0,,1,,,-,28,,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW YORK,2016,31,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,2,,0,,6,,20,,23,,"NEW YORK
(42.826892, -75.544286)",
LOUISIANA,2016,31,,-,0,,0,,,-,1,,,-,1,,21,,26,,46,,,-,0,,2,,12,,40,,"LOUISIANA
(31.2931, -92.463284)",
IDAHO,2016,31,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
WASHINGTON,2016,31,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,68,,8,,,-,"WASHINGTON
(47.517368, -120.467672)",
MISSOURI,2016,31,,-,0,,0,,,-,1,,1,,2,,15,,69,,85,,,-,0,,1,,,-,2,,"MISSOURI
(38.636168, -92.566292)",
OKLAHOMA,2016,31,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,,-,0,,1,,1,,1,,"OKLAHOMA
(35.468494, -97.521264)",
TENNESSEE,2016,31,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,,-,0,,2,,8,,4,,"TENNESSEE
(35.681402, -85.774444)",
NORTH DAKOTA,2016,31,,-,0,,0,,,-,,-,,-,0,,5,,30,,32,,,-,0,,1,,1,,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
OHIO,2016,31,,-,0,,1,,1,,1,,2,,9,,21,,266,,224,,,-,0,,1,,3,,8,,"OHIO
(40.056807, -82.405897)",
FLORIDA,2016,31,,-,0,,1,,3,,2,,11,,15,,39,,493,,454,,,-,4,,10,,92,,113,,"FLORIDA
(28.915325, -81.922409)",
MINNESOTA,2016,31,,-,0,,0,,,-,,-,,-,6,,13,,168,,217,,,-,0,,3,,,-,8,,"MINNESOTA
(46.357661, -94.793397)",
MONTANA,2016,31,,-,0,,0,,,-,,-,,-,1,,5,,44,,98,,,-,0,,1,,2,,,-,"MONTANA
(47.062617, -109.430168)",
ARIZONA,2016,31,,-,0,,1,,1,,1,,2,,5,,18,,172,,138,,,-,0,,6,,8,,16,,"ARIZONA
(34.869712, -111.760902)",
MASSACHUSETTS,2016,31,,-,0,,0,,,-,,-,2,,7,,16,,202,,223,,,-,1,,9,,23,,32,,"MASSACHUSETTS
(42.268546, -72.085064)",
MISSISSIPPI,2016,31,,-,0,,1,,1,,,-,,-,0,,2,,2,,10,,,-,0,,1,,3,,11,,"MISSISSIPPI
(32.738663, -89.537312)",
HAWAII,2016,31,,-,0,,0,,,-,,-,,-,1,,5,,19,,38,,,-,0,,5,,12,,18,,"HAWAII
(21.30992, -157.858158)",
VERMONT,2016,31,,-,0,,0,,,-,,-,,-,0,,6,,31,,20,,,-,0,,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
NEBRASKA,2016,31,,-,0,,0,,,-,,-,,-,0,,3,,20,,12,,,-,0,,1,,1,,,-,"NEBRASKA
(41.640503, -99.367122)",
CONNECTICUT,2016,31,,-,0,,0,,,-,,-,,-,3,,10,,77,,97,,,-,0,,3,,5,,17,,"CONNECTICUT
(41.544654, -72.651713)",
PUERTO RICO,2016,31,,-,0,,0,,,-,1,,,-,1,,6,,40,,65,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
SOUTH CAROLINA,2016,31,,-,0,,0,,,-,1,,,-,2,,13,,38,,115,,,-,0,,3,,6,,4,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MICHIGAN,2016,31,,-,0,,0,,,-,,-,,-,10,,36,,286,,283,,,-,0,,2,,7,,7,,"MICHIGAN
(44.66399, -84.711206)",
WYOMING,2016,31,,-,0,,0,,,-,,-,,-,0,,3,,4,,6,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
NEW MEXICO,2016,31,,-,0,,1,,,-,,-,,-,1,,5,,29,,28,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
CALIFORNIA,2016,31,,-,0,,1,,1,,1,,,-,1,,3,,16,,38,,1,,2,,13,,32,,143,,"CALIFORNIA
(37.640735, -121.002435)",
WEST VIRGINIA,2016,31,,-,0,,0,,,-,,-,,-,0,,8,,5,,74,,,-,0,,0,,,-,2,,"WEST VIRGINIA
(38.668501, -80.709421)",
UNITED STATES,2016,32,,-,1,,2,,17,,16,,41,,168,,260,,4456,,5613,,31,,16,,83,,494,,729,,,
NEW ENGLAND,2016,32,,-,0,,0,,,-,,-,4,,17,,32,,472,,567,,,-,1,,13,,32,,62,,,
MID. ATLANTIC,2016,32,,-,0,,1,,3,,,-,4,,22,,46,,551,,664,,5,,1,,11,,51,,67,,,
NEW YORK CITY,2016,32,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,6,,14,,"NEW YORK CITY
",
E.N. CENTRAL,2016,32,,-,0,,1,,2,,2,,7,,37,,73,,916,,1040,,2,,1,,5,,33,,42,,,
W.N. CENTRAL,2016,32,,-,0,,0,,,-,2,,2,,12,,32,,324,,496,,,-,0,,3,,8,,15,,,
S. ATLANTIC,2016,32,,-,0,,1,,4,,5,,8,,27,,54,,796,,1000,,11,,7,,20,,184,,194,,,
DIST. OF COL.,2016,32,,-,0,,0,,,-,,-,1,,0,,2,,7,,18,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,32,,-,0,,1,,2,,1,,,-,2,,8,,65,,125,,1,,1,,4,,31,,25,,,
W.S. CENTRAL,2016,32,,-,0,,1,,3,,2,,14,,31,,80,,848,,1027,,,-,2,,11,,60,,102,,,
IOWA,2016,32,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
MOUNTAIN,2016,32,,-,0,,1,,1,,3,,2,,17,,35,,434,,586,,,-,0,,7,,17,,32,,,
PACIFIC,2016,32,,-,0,,1,,2,,1,,,-,2,,9,,50,,108,,12,,3,,68,,78,,190,,,
AMER. SAMOA,2016,32,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,32,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
UTAH,2016,32,,-,0,,0,,,-,,-,,-,4,,18,,142,,112,,,-,0,,1,,6,,8,,"UTAH
(39.359772, -111.584173)",
MAINE,2016,32,,-,0,,0,,,-,,-,4,,5,,9,,129,,132,,,-,0,,3,,2,,2,,"MAINE
(45.252223, -68.986647)",
SOUTH DAKOTA,2016,32,,-,0,,0,,,-,1,,,-,0,,4,,25,,18,,,-,0,,1,,4,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
TENNESSEE,2016,32,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,1,,0,,2,,9,,4,,"TENNESSEE
(35.681402, -85.774444)",
MISSISSIPPI,2016,32,,-,0,,1,,1,,,-,,-,0,,2,,3,,10,,,-,0,,1,,4,,11,,"MISSISSIPPI
(32.738663, -89.537312)",
NEW JERSEY,2016,32,,-,0,,0,,,-,,-,,-,8,,19,,195,,264,,,-,0,,3,,12,,20,,"NEW JERSEY
(40.104655, -74.386686)",
CALIFORNIA,2016,32,,-,0,,1,,1,,1,,,-,1,,4,,21,,40,,,-,2,,10,,34,,153,,"CALIFORNIA
(37.640735, -121.002435)",
MICHIGAN,2016,32,,-,0,,0,,,-,,-,,-,10,,36,,286,,284,,,-,0,,2,,7,,7,,"MICHIGAN
(44.66399, -84.711206)",
MARYLAND,2016,32,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,4,,0,,6,,31,,16,,"MARYLAND
(39.290443, -76.612333)",
GEORGIA,2016,32,,-,0,,0,,,-,,-,,-,3,,8,,85,,103,,,-,0,,2,,9,,17,,"GEORGIA
(32.836038, -83.631709)",
COLORADO,2016,32,,-,0,,0,,,-,2,,,-,0,,12,,40,,194,,,-,0,,1,,,-,5,,"COLORADO
(38.841772, -106.132562)",
VERMONT,2016,32,,-,0,,0,,,-,,-,,-,0,,6,,31,,20,,,-,0,,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
LOUISIANA,2016,32,,-,0,,0,,,-,1,,,-,1,,21,,26,,48,,,-,0,,2,,13,,40,,"LOUISIANA
(31.2931, -92.463284)",
HAWAII,2016,32,,-,0,,0,,,-,,-,,-,1,,5,,19,,40,,,-,0,,5,,14,,20,,"HAWAII
(21.30992, -157.858158)",
INDIANA,2016,32,,-,0,,0,,,-,,-,1,,3,,9,,107,,98,,,-,0,,2,,4,,3,,"INDIANA
(39.76845, -86.156212)",
OREGON,2016,32,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,3,,9,,15,,"OREGON
(44.567912, -120.156945)",
WEST VIRGINIA,2016,32,,-,0,,0,,,-,,-,,-,0,,8,,5,,77,,,-,0,,0,,,-,2,,"WEST VIRGINIA
(38.668501, -80.709421)",
NORTH CAROLINA,2016,32,,-,0,,1,,,-,2,,,N,0,,0,,,N,,N,,-,0,,6,,6,,14,,"NORTH CAROLINA
(35.47995, -79.180571)",
WASHINGTON,2016,32,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,12,,0,,68,,20,,,-,"WASHINGTON
(47.517368, -120.467672)",
NORTH DAKOTA,2016,32,,-,0,,0,,,-,,-,,-,0,,5,,30,,32,,,-,0,,1,,1,,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
CONNECTICUT,2016,32,,-,0,,0,,,-,,-,,-,3,,10,,78,,101,,,-,0,,3,,5,,19,,"CONNECTICUT
(41.544654, -72.651713)",
MINNESOTA,2016,32,,-,0,,0,,,-,,-,,-,6,,13,,175,,220,,,-,0,,3,,,-,11,,"MINNESOTA
(46.357661, -94.793397)",
PUERTO RICO,2016,32,,-,0,,0,,,-,1,,,-,1,,6,,40,,69,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
GUAM,2016,32,,-,0,,0,,,-,,-,,-,0,,1,,,-,29,,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
ALABAMA,2016,32,,-,0,,0,,,-,1,,,-,2,,7,,62,,115,,,-,0,,4,,15,,8,,"ALABAMA
(32.839182, -86.631125)",
KANSAS,2016,32,,-,0,,0,,,-,,-,,-,0,,12,,,-,125,,,-,0,,2,,2,,1,,"KANSAS
(38.345528, -98.201847)",
MASSACHUSETTS,2016,32,,-,0,,0,,,-,,-,,-,7,,16,,202,,231,,,-,1,,9,,23,,38,,"MASSACHUSETTS
(42.268546, -72.085064)",
ALASKA,2016,32,,-,0,,1,,1,,,-,,-,0,,4,,10,,28,,,-,0,,1,,1,,2,,"ALASKA
(64.836661, -147.738891)",
NEW YORK,2016,32,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,5,,0,,6,,25,,25,,"NEW YORK
(42.826892, -75.544286)",
IDAHO,2016,32,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
VIRGINIA,2016,32,,-,0,,1,,1,,,-,,-,6,,12,,153,,202,,2,,0,,3,,22,,19,,"VIRGINIA
(37.542699, -78.45822)",
OKLAHOMA,2016,32,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,,-,0,,1,,1,,1,,"OKLAHOMA
(35.468494, -97.521264)",
RHODE ISLAND,2016,32,,-,0,,0,,,-,,-,,-,1,,6,,31,,29,,,-,0,,2,,1,,,-,"RHODE ISLAND
(41.707447, -71.522488)",
NEW HAMPSHIRE,2016,32,,-,0,,0,,,-,,-,,-,0,,7,,1,,54,,,-,0,,2,,1,,3,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
FLORIDA,2016,32,,-,0,,1,,3,,2,,7,,15,,39,,500,,466,,5,,4,,10,,105,,119,,"FLORIDA
(28.915325, -81.922409)",
PENNSYLVANIA,2016,32,,-,0,,1,,2,,,-,4,,14,,28,,356,,400,,,-,0,,3,,8,,8,,"PENNSYLVANIA
(40.789676, -77.858055)",
TEXAS,2016,32,,-,0,,1,,2,,1,,14,,23,,79,,743,,898,,,-,1,,9,,45,,59,,"TEXAS
(31.827233, -99.423022)",
OHIO,2016,32,,-,0,,1,,1,,1,,2,,9,,21,,268,,226,,2,,0,,1,,5,,9,,"OHIO
(40.056807, -82.405897)",
ILLINOIS,2016,32,,-,0,,1,,1,,1,,1,,8,,19,,233,,252,,,-,0,,2,,12,,17,,"ILLINOIS
(40.477092, -88.993221)",
MONTANA,2016,32,,-,0,,0,,,-,,-,,-,1,,5,,44,,100,,,-,0,,1,,2,,,-,"MONTANA
(47.062617, -109.430168)",
DELAWARE,2016,32,,-,0,,0,,,-,,-,,-,0,,2,,7,,15,,,-,0,,2,,5,,3,,"DELAWARE
(39.008676, -75.574561)",
WYOMING,2016,32,,-,0,,0,,,-,,-,,-,0,,3,,4,,6,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
KENTUCKY,2016,32,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,2,,3,,2,,"KENTUCKY
(37.64591, -84.774043)",
WISCONSIN,2016,32,,-,0,,1,,,-,,-,3,,2,,13,,22,,180,,,-,0,,2,,5,,6,,"WISCONSIN
(44.395526, -89.834513)",
ARIZONA,2016,32,,-,0,,1,,1,,1,,2,,5,,18,,174,,144,,,-,0,,6,,8,,17,,"ARIZONA
(34.869712, -111.760902)",
NEW MEXICO,2016,32,,-,0,,1,,,-,,-,,-,1,,5,,30,,30,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
MISSOURI,2016,32,,-,0,,0,,,-,1,,2,,3,,15,,74,,88,,,-,0,,1,,,-,2,,"MISSOURI
(38.636168, -92.566292)",
NEVADA,2016,32,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,1,,2,,"NEVADA
(39.491833, -117.070159)",
NEBRASKA,2016,32,,-,0,,0,,,-,,-,,-,0,,3,,20,,13,,,-,0,,1,,1,,,-,"NEBRASKA
(41.640503, -99.367122)",
SOUTH CAROLINA,2016,32,,-,0,,0,,,-,1,,,-,2,,13,,39,,119,,,-,0,,3,,6,,4,,"SOUTH CAROLINA
(34.009286, -81.037094)",
ARKANSAS,2016,32,,-,0,,0,,,-,,-,,-,3,,23,,79,,81,,,-,0,,1,,1,,2,,"ARKANSAS
(34.748745, -92.275105)",
UNITED STATES,2016,33,1,,1,,2,,19,,16,,43,,168,,260,,4553,,5726,,30,,16,,83,,538,,783,,,
NEW ENGLAND,2016,33,,-,0,,0,,,-,,-,3,,17,,32,,475,,579,,1,,1,,13,,34,,74,,,
MID. ATLANTIC,2016,33,,-,0,,2,,4,,,-,1,,23,,46,,587,,673,,2,,1,,11,,55,,75,,,
NEW YORK CITY,2016,33,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,2,,6,,15,,"NEW YORK CITY
",
E.N. CENTRAL,2016,33,,-,0,,1,,2,,2,,5,,37,,73,,926,,1063,,,-,1,,5,,34,,46,,,
W.N. CENTRAL,2016,33,,-,0,,0,,,-,2,,6,,12,,32,,335,,508,,,-,0,,3,,8,,18,,,
HAWAII,2016,33,,-,0,,0,,,-,,-,,-,1,,5,,19,,40,,,-,0,,5,,14,,25,,"HAWAII
(21.30992, -157.858158)",
S. ATLANTIC,2016,33,,-,0,,1,,4,,5,,11,,27,,54,,812,,1024,,14,,7,,20,,201,,205,,,
DIST. OF COL.,2016,33,,-,0,,0,,,-,,-,,-,0,,2,,7,,18,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,33,1,,0,,1,,3,,1,,,-,2,,8,,66,,127,,1,,1,,4,,33,,26,,,
W.S. CENTRAL,2016,33,,-,0,,1,,3,,2,,14,,31,,80,,864,,1048,,,-,2,,11,,60,,103,,,
MOUNTAIN,2016,33,,-,0,,1,,1,,3,,2,,17,,35,,437,,595,,,-,0,,7,,17,,33,,,
PACIFIC,2016,33,,-,0,,1,,2,,1,,1,,2,,9,,51,,109,,12,,3,,68,,96,,203,,,
AMER. SAMOA,2016,33,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,33,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
ARKANSAS,2016,33,,-,0,,0,,,-,,-,1,,3,,23,,80,,84,,,-,0,,1,,1,,2,,"ARKANSAS
(34.748745, -92.275105)",
IDAHO,2016,33,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
PUERTO RICO,2016,33,,-,0,,0,,,-,1,,,-,1,,6,,40,,71,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
RHODE ISLAND,2016,33,,-,0,,0,,,-,,-,2,,1,,6,,33,,29,,1,,0,,2,,2,,1,,"RHODE ISLAND
(41.707447, -71.522488)",
NEW JERSEY,2016,33,,-,0,,0,,,-,,-,,-,8,,19,,211,,266,,,-,0,,3,,13,,23,,"NEW JERSEY
(40.104655, -74.386686)",
TEXAS,2016,33,,-,0,,1,,2,,1,,13,,23,,79,,758,,915,,,-,1,,9,,45,,60,,"TEXAS
(31.827233, -99.423022)",
MARYLAND,2016,33,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,4,,0,,6,,36,,18,,"MARYLAND
(39.290443, -76.612333)",
MONTANA,2016,33,,-,0,,0,,,-,,-,,-,1,,5,,45,,100,,,-,0,,1,,2,,,-,"MONTANA
(47.062617, -109.430168)",
WYOMING,2016,33,,-,0,,0,,,-,,-,,-,0,,3,,4,,6,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
MISSOURI,2016,33,,-,0,,0,,,-,1,,4,,3,,15,,78,,93,,,-,0,,1,,,-,2,,"MISSOURI
(38.636168, -92.566292)",
NEW HAMPSHIRE,2016,33,,-,0,,0,,,-,,-,,-,0,,7,,1,,54,,,-,0,,2,,2,,3,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MISSISSIPPI,2016,33,,-,0,,1,,1,,,-,,-,0,,2,,3,,10,,,-,0,,1,,4,,11,,"MISSISSIPPI
(32.738663, -89.537312)",
OREGON,2016,33,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,3,,13,,16,,"OREGON
(44.567912, -120.156945)",
ARIZONA,2016,33,,-,0,,1,,1,,1,,2,,5,,18,,176,,147,,,-,0,,6,,8,,18,,"ARIZONA
(34.869712, -111.760902)",
OHIO,2016,33,,-,0,,1,,1,,1,,5,,9,,21,,273,,232,,,-,0,,2,,5,,10,,"OHIO
(40.056807, -82.405897)",
WISCONSIN,2016,33,,-,0,,1,,,-,,-,,-,1,,13,,20,,185,,,-,0,,1,,5,,6,,"WISCONSIN
(44.395526, -89.834513)",
WEST VIRGINIA,2016,33,,-,0,,0,,,-,,-,,-,0,,8,,5,,78,,,-,0,,0,,,-,2,,"WEST VIRGINIA
(38.668501, -80.709421)",
NORTH DAKOTA,2016,33,,-,0,,0,,,-,,-,,-,0,,5,,30,,32,,,-,0,,1,,1,,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
