Reporting Area,MMWR Year,MMWR Week,"Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Current week","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Current week, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2016","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2016, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2015","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2015, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Current week","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Current week, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2016","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2016, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2015","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2015, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Current week","Ehrlichiosis/Anaplasmosis§, Undetermined, Current week, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2016","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2016, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2015","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2015, flag",Location 1,Location 2
FLORIDA,2016,20,,-,0,,3,,1,,4,,,-,0,,2,,2,,1,,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
GEORGIA,2016,20,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"GEORGIA
(32.836038, -83.631709)",
NEVADA,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
SOUTH CAROLINA,2016,20,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
NORTH CAROLINA,2016,20,,-,0,,22,,2,,11,,,-,0,,5,,1,,4,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW YORK,2016,20,,-,1,,36,,18,,3,,13,,12,,53,,70,,33,,,-,0,,3,,1,,1,,"NEW YORK
(42.826892, -75.544286)",
WASHINGTON,2016,20,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
VIRGINIA,2016,20,1,,1,,9,,9,,12,,,-,0,,2,,1,,2,,,-,0,,2,,,-,1,,"VIRGINIA
(37.542699, -78.45822)",
ALABAMA,2016,20,,-,0,,3,,1,,,-,,-,0,,1,,1,,5,,,-,0,,1,,2,,1,,"ALABAMA
(32.839182, -86.631125)",
COLORADO,2016,20,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
ARKANSAS,2016,20,5,,2,,16,,19,,19,,,-,0,,2,,1,,6,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
RHODE ISLAND,2016,20,,-,0,,6,,6,,8,,,-,1,,11,,7,,11,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MINNESOTA,2016,20,,-,0,,1,,,-,2,,,-,5,,53,,,-,53,,,-,0,,2,,,-,4,,"MINNESOTA
(44.943719, -93.094281)",
UTAH,2016,20,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
MASSACHUSETTS,2016,20,,-,0,,2,,,-,,-,,-,8,,62,,55,,118,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
IOWA,2016,20,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,1,,1,,,-,"IOWA
(42.46942, -93.815856)",
MISSISSIPPI,2016,20,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
CALIFORNIA,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,"CALIFORNIA
(37.640735, -121.002435)",
KANSAS,2016,20,,-,0,,5,,5,,10,,,-,0,,1,,1,,2,,,-,0,,0,,,-,1,,"KANSAS
(38.345528, -98.201847)",
MAINE,2016,20,,-,0,,1,,,-,1,,1,,2,,16,,22,,6,,,-,0,,1,,2,,1,,"MAINE
(45.252223, -68.986647)",
WYOMING,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
OREGON,2016,20,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"OREGON
(44.567912, -120.156945)",
TEXAS,2016,20,,-,0,,1,,2,,1,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
ALASKA,2016,20,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
MISSOURI,2016,20,,-,1,,17,,4,,49,,,-,0,,2,,1,,4,,,-,0,,3,,,-,4,,"MISSOURI
(38.636168, -92.566292)",
SOUTH DAKOTA,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
OHIO,2016,20,,-,0,,2,,,-,2,,,-,0,,0,,,-,1,,,-,0,,0,,,-,1,,"OHIO
(40.056807, -82.405897)",
WISCONSIN,2016,20,,-,0,,3,,,-,6,,,-,6,,48,,18,,76,,,-,0,,6,,2,,15,,"WISCONSIN
(44.395526, -89.834513)",
MICHIGAN,2016,20,,-,0,,2,,,-,1,,,-,0,,1,,1,,4,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
LOUISIANA,2016,20,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
NEW MEXICO,2016,20,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
HAWAII,2016,20,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
ARIZONA,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
PENNSYLVANIA,2016,20,,-,0,,2,,,-,2,,,-,0,,3,,1,,3,,,-,0,,2,,1,,2,,"PENNSYLVANIA
(40.789676, -77.858055)",
WEST VIRGINIA,2016,20,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
ILLINOIS,2016,20,,-,0,,5,,2,,4,,,-,0,,2,,,-,5,,,-,0,,0,,,-,2,,"ILLINOIS
(40.477092, -88.993221)",
UNITED STATES,2016,21,1,,12,,106,,102,,220,,12,,48,,255,,241,,565,,,-,1,,17,,12,,51,,,
NEW ENGLAND,2016,21,,-,1,,8,,10,,14,,11,,15,,102,,124,,259,,,-,0,,1,,2,,1,,,
MID. ATLANTIC,2016,21,,-,2,,37,,21,,20,,1,,13,,67,,84,,83,,,-,0,,3,,4,,5,,,
NEW YORK CITY,2016,21,,-,0,,1,,1,,2,,,-,1,,7,,9,,4,,,-,0,,1,,2,,,-,"NEW YORK CITY
",
E.N. CENTRAL,2016,21,1,,1,,8,,5,,19,,,-,5,,49,,21,,114,,,-,0,,6,,2,,27,,,
W.N. CENTRAL,2016,21,,-,1,,20,,10,,70,,,-,5,,57,,3,,84,,,-,0,,5,,2,,12,,,
S. ATLANTIC,2016,21,,-,2,,23,,19,,46,,,-,1,,6,,7,,7,,,-,0,,2,,,-,2,,,
DIST. OF COL.,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,21,,-,1,,14,,15,,23,,,-,0,,2,,1,,8,,,-,0,,6,,2,,3,,,
W.S. CENTRAL,2016,21,,-,2,,63,,22,,28,,,-,0,,2,,1,,8,,,-,0,,1,,,-,,-,,
MOUNTAIN,2016,21,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,,
PACIFIC,2016,21,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,,-,0,,1,,,-,1,,,
AMER. SAMOA,2016,21,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,21,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
SOUTH DAKOTA,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
UTAH,2016,21,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
WASHINGTON,2016,21,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
TENNESSEE,2016,21,,-,0,,7,,7,,14,,,-,0,,2,,,-,3,,,-,0,,6,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
TEXAS,2016,21,,-,0,,1,,2,,1,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
LOUISIANA,2016,21,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
MONTANA,2016,21,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
KANSAS,2016,21,,-,0,,5,,6,,11,,,-,0,,1,,1,,2,,,-,0,,0,,,-,1,,"KANSAS
(38.345528, -98.201847)",
NEVADA,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
VIRGINIA,2016,21,,-,1,,9,,9,,15,,,-,0,,2,,1,,2,,,-,0,,2,,,-,1,,"VIRGINIA
(37.542699, -78.45822)",
MISSISSIPPI,2016,21,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,"MISSISSIPPI
(32.738663, -89.537312)",
DELAWARE,2016,21,,-,0,,3,,2,,,-,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
ILLINOIS,2016,21,,-,0,,4,,3,,8,,,-,0,,2,,,-,5,,,-,0,,0,,,-,1,,"ILLINOIS
(40.477092, -88.993221)",
MICHIGAN,2016,21,,-,0,,2,,,-,,-,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
WEST VIRGINIA,2016,21,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
ARKANSAS,2016,21,,-,2,,16,,19,,25,,,-,0,,2,,1,,7,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
NEW MEXICO,2016,21,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
SOUTH CAROLINA,2016,21,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEBRASKA,2016,21,,-,0,,1,,,-,2,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
NEW YORK,2016,21,,-,1,,36,,18,,4,,1,,13,,53,,71,,50,,,-,0,,3,,1,,1,,"NEW YORK
(42.826892, -75.544286)",
ALABAMA,2016,21,,-,0,,3,,1,,,-,,-,0,,1,,1,,5,,,-,0,,1,,2,,2,,"ALABAMA
(32.839182, -86.631125)",
IDAHO,2016,21,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
CALIFORNIA,2016,21,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,0,,,-,1,,"CALIFORNIA
(37.640735, -121.002435)",
IOWA,2016,21,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,1,,1,,,-,"IOWA
(42.46942, -93.815856)",
OREGON,2016,21,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"OREGON
(44.567912, -120.156945)",
MISSOURI,2016,21,,-,1,,17,,4,,55,,,-,0,,2,,1,,5,,,-,0,,2,,,-,4,,"MISSOURI
(38.636168, -92.566292)",
VERMONT,2016,21,,-,0,,2,,1,,,-,6,,2,,12,,20,,17,,,-,0,,1,,,-,,-,"VERMONT
(43.622479, -72.51927)",
WISCONSIN,2016,21,,-,0,,3,,,-,9,,,-,5,,48,,20,,105,,,-,0,,6,,2,,21,,"WISCONSIN
(44.395526, -89.834513)",
NEW HAMPSHIRE,2016,21,,-,0,,2,,3,,5,,,-,2,,7,,13,,31,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
PENNSYLVANIA,2016,21,,-,0,,1,,,-,2,,,-,0,,3,,1,,3,,,-,0,,2,,1,,2,,"PENNSYLVANIA
(40.789676, -77.858055)",
MASSACHUSETTS,2016,21,,-,0,,2,,,-,,-,,-,8,,62,,55,,159,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
FLORIDA,2016,21,,-,0,,3,,1,,4,,,-,0,,2,,2,,1,,,-,0,,1,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
NORTH CAROLINA,2016,21,,-,0,,22,,2,,12,,,-,0,,5,,1,,4,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
ALASKA,2016,21,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
GEORGIA,2016,21,,-,0,,4,,,-,11,,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,"GEORGIA
(32.836038, -83.631709)",
RHODE ISLAND,2016,21,,-,0,,6,,6,,8,,,-,1,,11,,7,,14,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MAINE,2016,21,,-,0,,1,,,-,1,,5,,2,,16,,28,,12,,,-,0,,1,,2,,1,,"MAINE
(45.252223, -68.986647)",
INDIANA,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,,-,4,,"INDIANA
(39.76845, -86.156212)",
GUAM,2016,21,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"GUAM
(13.3532, 144.653198)",
COLORADO,2016,21,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
OKLAHOMA,2016,21,,-,0,,59,,,-,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
ARIZONA,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
NORTH DAKOTA,2016,21,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
KENTUCKY,2016,21,,-,0,,6,,7,,7,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
MINNESOTA,2016,21,,-,0,,1,,,-,2,,,-,5,,54,,,-,76,,,-,0,,3,,,-,7,,"MINNESOTA
(44.943719, -93.094281)",
PUERTO RICO,2016,21,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
OHIO,2016,21,1,,0,,2,,2,,2,,,-,0,,0,,,-,1,,,-,0,,0,,,-,1,,"OHIO
(40.056807, -82.405897)",
CONNECTICUT,2016,21,,-,0,,0,,,-,,-,,-,0,,20,,1,,26,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
MARYLAND,2016,21,,-,0,,6,,4,,3,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
HAWAII,2016,21,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
NEW JERSEY,2016,21,,-,0,,6,,2,,12,,,-,1,,14,,3,,26,,,-,0,,1,,,-,2,,"NEW JERSEY
(40.104655, -74.386686)",
WYOMING,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
UNITED STATES,2016,22,4,,11,,107,,115,,293,,6,,42,,255,,269,,765,,,-,1,,17,,11,,59,,,
NEW ENGLAND,2016,22,,-,1,,8,,10,,15,,5,,15,,102,,150,,344,,,-,0,,1,,2,,2,,,
MID. ATLANTIC,2016,22,,-,2,,37,,21,,27,,,-,13,,67,,84,,113,,,-,0,,3,,4,,6,,,
NEW YORK CITY,2016,22,,-,0,,1,,1,,2,,,-,1,,7,,9,,6,,,-,0,,1,,2,,,-,"NEW YORK CITY
",
E.N. CENTRAL,2016,22,,-,1,,8,,7,,25,,,-,4,,49,,22,,154,,,-,0,,6,,1,,30,,,
W.N. CENTRAL,2016,22,,-,1,,20,,11,,87,,,-,4,,57,,3,,128,,,-,0,,5,,2,,13,,,
S. ATLANTIC,2016,22,1,,2,,23,,22,,69,,,-,1,,6,,7,,7,,,-,0,,2,,,-,3,,,
DIST. OF COL.,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,22,2,,1,,14,,20,,34,,1,,0,,2,,2,,9,,,-,0,,6,,2,,4,,,
W.S. CENTRAL,2016,22,1,,2,,64,,24,,36,,,-,0,,2,,1,,8,,,-,0,,1,,,-,,-,,
MOUNTAIN,2016,22,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,,-,0,,1,,,-,,-,,
PACIFIC,2016,22,,-,0,,0,,,-,,-,,-,0,,2,,,-,1,,,-,0,,1,,,-,1,,,
AMER. SAMOA,2016,22,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,22,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
RHODE ISLAND,2016,22,,-,0,,6,,6,,9,,,-,1,,11,,7,,14,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
ALASKA,2016,22,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
KANSAS,2016,22,,-,0,,5,,6,,13,,,-,0,,1,,1,,3,,,-,0,,0,,,-,1,,"KANSAS
(38.345528, -98.201847)",
NEW MEXICO,2016,22,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.520396, -106.244402)",
MARYLAND,2016,22,,-,0,,6,,4,,5,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
OKLAHOMA,2016,22,,-,0,,60,,,-,2,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
COLORADO,2016,22,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
GUAM,2016,22,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"GUAM
(13.3532, 144.653198)",
KENTUCKY,2016,22,,-,0,,6,,7,,13,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
VIRGINIA,2016,22,1,,1,,9,,11,,21,,,-,0,,2,,1,,2,,,-,0,,2,,,-,2,,"VIRGINIA
(37.542699, -78.45822)",
MICHIGAN,2016,22,,-,0,,2,,,-,,-,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
SOUTH CAROLINA,2016,22,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
ALABAMA,2016,22,,-,0,,3,,3,,,-,,-,0,,1,,1,,5,,,-,0,,1,,2,,2,,"ALABAMA
(32.839182, -86.631125)",
NORTH CAROLINA,2016,22,,-,0,,22,,2,,20,,,-,0,,5,,1,,4,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
LOUISIANA,2016,22,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
WYOMING,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
ILLINOIS,2016,22,,-,0,,4,,5,,12,,,-,0,,2,,,-,7,,,-,0,,0,,,-,1,,"ILLINOIS
(40.477092, -88.993221)",
UTAH,2016,22,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
WASHINGTON,2016,22,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
MASSACHUSETTS,2016,22,,-,0,,2,,,-,,-,,-,8,,62,,73,,212,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
PUERTO RICO,2016,22,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
DELAWARE,2016,22,,-,0,,3,,2,,2,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
IDAHO,2016,22,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
TEXAS,2016,22,,-,0,,1,,2,,1,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
VERMONT,2016,22,,-,0,,2,,1,,,-,3,,2,,12,,23,,26,,,-,0,,1,,,-,1,,"VERMONT
(43.622479, -72.51927)",
WEST VIRGINIA,2016,22,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MISSOURI,2016,22,,-,1,,17,,4,,69,,,-,0,,2,,1,,5,,,-,0,,2,,,-,5,,"MISSOURI
(38.636168, -92.566292)",
NORTH DAKOTA,2016,22,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MINNESOTA,2016,22,,-,0,,1,,,-,2,,,-,4,,54,,,-,119,,,-,0,,3,,,-,7,,"MINNESOTA
(44.943719, -93.094281)",
NEBRASKA,2016,22,,-,0,,1,,1,,2,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
PENNSYLVANIA,2016,22,,-,0,,1,,,-,2,,,-,0,,3,,1,,4,,,-,0,,2,,1,,3,,"PENNSYLVANIA
(40.789676, -77.858055)",
GEORGIA,2016,22,,-,0,,4,,,-,15,,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,"GEORGIA
(32.836038, -83.631709)",
OHIO,2016,22,,-,0,,2,,2,,3,,,-,0,,0,,,-,1,,,-,0,,0,,,-,1,,"OHIO
(40.056807, -82.405897)",
TENNESSEE,2016,22,2,,0,,7,,10,,18,,1,,0,,2,,1,,4,,,-,0,,6,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
MAINE,2016,22,,-,0,,1,,,-,1,,2,,2,,16,,33,,17,,,-,0,,1,,2,,1,,"MAINE
(45.252223, -68.986647)",
ARIZONA,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
ARKANSAS,2016,22,1,,2,,16,,21,,33,,,-,0,,2,,1,,7,,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
WISCONSIN,2016,22,,-,0,,3,,,-,10,,,-,4,,48,,21,,143,,,-,0,,6,,1,,23,,"WISCONSIN
(44.395526, -89.834513)",
CONNECTICUT,2016,22,,-,0,,0,,,-,,-,,-,0,,20,,1,,38,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
OREGON,2016,22,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,,-,0,,1,,,-,,-,"OREGON
(44.567912, -120.156945)",
SOUTH DAKOTA,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
HAWAII,2016,22,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
NEW JERSEY,2016,22,,-,0,,6,,2,,16,,,-,0,,14,,3,,32,,,-,0,,1,,,-,2,,"NEW JERSEY
(40.104655, -74.386686)",
IOWA,2016,22,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,1,,1,,,-,"IOWA
(42.46942, -93.815856)",
NEW YORK,2016,22,,-,1,,36,,18,,7,,,-,13,,53,,71,,71,,,-,0,,3,,1,,1,,"NEW YORK
(42.826892, -75.544286)",
