Reporting Area,MMWR Year,MMWR Week,"Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Current week","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Current week, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2015","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2015, flag","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2014","Ehrlichiosis/Anaplasmosis§, Ehrlichia chaffeensis, Cum 2014, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Current week","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Current week, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2015","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2015, flag","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2014","Ehrlichiosis/Anaplasmosis§, Anaplasma phagocytophilum, Cum 2014, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Current week","Ehrlichiosis/Anaplasmosis§, Undetermined, Current week, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Med","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Med, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Max","Ehrlichiosis/Anaplasmosis§, Undetermined, Previous 52 weeks Max, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2015","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2015, flag","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2014","Ehrlichiosis/Anaplasmosis§, Undetermined, Cum 2014, flag",Location 1,Location 2
GUAM,2015,25,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"GUAM
(13.480998894000038, 144.73149801400007)",
MOUNTAIN,2015,25,,-,0,,0,,,-,,-,,-,0,,1,,2,,,-,,-,0,,1,,,-,,-,,
PACIFIC,2015,25,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,,-,0,,1,,,-,1,,,
AMER. SAMOA,2015,25,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,25,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
FLORIDA,2015,25,2,,0,,3,,10,,14,,,-,0,,2,,1,,,-,,-,0,,1,,1,,,-,"FLORIDA
(28.932042722000062, -81.92895768899996)",
NEW YORK CITY,2015,25,,-,0,,2,,9,,2,,1,,0,,6,,10,,8,,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
GEORGIA,2015,25,,-,0,,1,,,-,9,,,-,0,,0,,,-,1,,,-,0,,1,,,-,,-,"GEORGIA
(32.839683200000024, -83.62757885599996)",
IOWA,2015,25,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.469401411000035, -93.81648725599996)",
MICHIGAN,2015,25,,-,0,,1,,1,,,-,,-,0,,1,,5,,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
NEW MEXICO,2015,25,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
VIRGINIA,2015,25,5,,1,,11,,32,,29,,,-,0,,2,,2,,6,,,-,0,,2,,2,,2,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
PUERTO RICO,2015,25,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
IDAHO,2015,25,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.68263174800006, -114.36372693399994)",
MASSACHUSETTS,2015,25,,-,0,,2,,,-,10,,1,,7,,43,,146,,237,,,-,0,,1,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
CALIFORNIA,2015,25,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,,-,0,,1,,,-,1,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
ALASKA,2015,25,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.84507799500005, -147.72205958799998)",
NEW JERSEY,2015,25,,-,0,,4,,10,,22,,,-,1,,6,,17,,23,,,-,0,,2,,2,,3,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
INDIANA,2015,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,7,,8,,13,,"INDIANA
(39.766913353000064, -86.14995646699998)",
MISSOURI,2015,25,,-,2,,27,,52,,98,,,-,0,,3,,6,,8,,,-,0,,3,,5,,9,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
ALABAMA,2015,25,,-,0,,2,,1,,2,,,-,0,,2,,4,,2,,,-,0,,1,,2,,,-,"ALABAMA
(32.84057234800002, -86.63185738799996)",
VERMONT,2015,25,,-,0,,1,,1,,,-,6,,1,,9,,46,,20,,,-,0,,1,,1,,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
KANSAS,2015,25,,-,0,,5,,10,,22,,,-,0,,1,,3,,3,,,-,0,,1,,1,,3,,"KANSAS
(38.347742794000055, -98.20077822999997)",
RHODE ISLAND,2015,25,,-,0,,4,,8,,3,,,-,1,,11,,11,,23,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
WYOMING,2015,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
MARYLAND,2015,25,1,,0,,5,,9,,5,,,-,0,,1,,1,,1,,,-,0,,1,,1,,,-,"MARYLAND
(39.290582950000044, -76.60925984299996)",
MONTANA,2015,25,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"MONTANA
(47.06652795700006, -109.42441587999997)",
ILLINOIS,2015,25,,-,0,,4,,5,,22,,,-,0,,2,,3,,10,,,-,0,,1,,1,,,-,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
NEVADA,2015,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.49324221300003, -117.07183885899997)",
OREGON,2015,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.56745049300008, -120.15502935599994)",
NEBRASKA,2015,25,,-,0,,1,,2,,4,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
WASHINGTON,2015,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
NEW YORK,2015,25,2,,1,,12,,10,,11,,29,,7,,49,,175,,84,,,-,0,,2,,2,,3,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
KENTUCKY,2015,25,3,,0,,6,,21,,21,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
PENNSYLVANIA,2015,25,,-,0,,1,,,-,3,,,-,0,,3,,,-,9,,,-,0,,1,,,-,4,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
MAINE,2015,25,1,,0,,1,,3,,2,,10,,2,,13,,49,,46,,,-,0,,2,,1,,1,,"MAINE
(45.25422910300006, -68.98502586699993)",
OKLAHOMA,2015,25,,-,0,,20,,2,,6,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
ARIZONA,2015,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"ARIZONA
(34.86597351900008, -111.76380664699997)",
SOUTH DAKOTA,2015,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
OHIO,2015,25,1,,0,,2,,5,,1,,,-,0,,1,,1,,,-,,-,0,,2,,2,,,-,"OHIO
(40.060212455000055, -82.40425667899996)",
UTAH,2015,25,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
HAWAII,2015,25,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30485232600006, -157.85774798099996)",
TENNESSEE,2015,25,1,,1,,8,,19,,29,,,-,0,,3,,5,,,-,,-,0,,2,,,-,2,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
ARKANSAS,2015,25,7,,3,,20,,45,,48,,1,,0,,3,,9,,6,,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
NEW HAMPSHIRE,2015,25,,-,0,,2,,5,,3,,,-,2,,8,,33,,55,,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
DELAWARE,2015,25,1,,0,,5,,4,,6,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
COLORADO,2015,25,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.84384342200008, -106.13360911499996)",
TEXAS,2015,25,,-,0,,3,,1,,3,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827240467000024, -99.42676785299994)",
MINNESOTA,2015,25,,-,0,,1,,,-,2,,,-,0,,44,,,-,167,,,-,0,,2,,,-,6,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
LOUISIANA,2015,25,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
SOUTH CAROLINA,2015,25,,-,0,,2,,1,,4,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
MISSISSIPPI,2015,25,,-,0,,1,,2,,2,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
NORTH CAROLINA,2015,25,1,,0,,23,,26,,11,,,-,0,,6,,7,,2,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
NORTH DAKOTA,2015,25,,-,0,,0,,,-,1,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
WISCONSIN,2015,25,,-,0,,1,,4,,5,,,-,5,,51,,110,,218,,,-,1,,4,,18,,20,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
WEST VIRGINIA,2015,25,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
CONNECTICUT,2015,25,,-,0,,0,,,-,,-,,-,0,,9,,,-,44,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
UNITED STATES,2015,26,15,,16,,96,,368,,502,,44,,37,,195,,785,,1117,,1,,2,,12,,51,,81,,,
NEW ENGLAND,2015,26,,-,1,,6,,17,,21,,8,,14,,72,,341,,486,,,-,0,,2,,2,,1,,,
MID. ATLANTIC,2015,26,,-,2,,16,,32,,41,,34,,9,,55,,250,,144,,1,,0,,2,,5,,12,,,
E.N. CENTRAL,2015,26,,-,1,,5,,18,,32,,1,,5,,54,,149,,257,,,-,1,,8,,31,,39,,,
W.N. CENTRAL,2015,26,4,,4,,33,,100,,156,,,-,1,,46,,10,,203,,,-,0,,3,,7,,22,,,
S. ATLANTIC,2015,26,3,,3,,27,,88,,98,,,-,0,,6,,13,,13,,,-,0,,2,,4,,2,,,
DIST. OF COL.,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,26,7,,1,,13,,53,,67,,,-,0,,3,,9,,3,,,-,0,,2,,2,,4,,,
W.S. CENTRAL,2015,26,1,,4,,26,,60,,87,,1,,0,,4,,11,,9,,,-,0,,0,,,-,,-,,
MOUNTAIN,2015,26,,-,0,,0,,,-,,-,,-,0,,1,,2,,,-,,-,0,,1,,,-,,-,,
PACIFIC,2015,26,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,,-,0,,1,,,-,1,,,
AMER. SAMOA,2015,26,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,26,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
HAWAII,2015,26,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30485232600006, -157.85774798099996)",
IOWA,2015,26,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.469401411000035, -93.81648725599996)",
MINNESOTA,2015,26,,-,0,,1,,,-,2,,,-,0,,44,,,-,189,,,-,0,,2,,,-,8,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
NEW JERSEY,2015,26,,-,0,,4,,13,,24,,,-,1,,6,,31,,29,,,-,0,,2,,2,,4,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
MAINE,2015,26,,-,0,,1,,3,,3,,5,,2,,13,,55,,53,,,-,0,,2,,1,,1,,"MAINE
(45.25422910300006, -68.98502586699993)",
WASHINGTON,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
MISSISSIPPI,2015,26,,-,0,,1,,2,,2,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
IDAHO,2015,26,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.68263174800006, -114.36372693399994)",
CALIFORNIA,2015,26,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,,-,0,,1,,,-,1,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
COLORADO,2015,26,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"COLORADO
(38.84384342200008, -106.13360911499996)",
ARKANSAS,2015,26,1,,4,,20,,57,,66,,1,,0,,3,,10,,7,,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
WISCONSIN,2015,26,,-,0,,1,,4,,5,,1,,5,,51,,140,,247,,,-,1,,4,,20,,24,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
ALASKA,2015,26,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"ALASKA
(64.84507799500005, -147.72205958799998)",
MICHIGAN,2015,26,,-,0,,1,,1,,1,,,-,0,,1,,5,,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
MONTANA,2015,26,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"MONTANA
(47.06652795700006, -109.42441587999997)",
MARYLAND,2015,26,,-,0,,5,,9,,9,,,-,0,,1,,1,,1,,,-,0,,1,,1,,,-,"MARYLAND
(39.290582950000044, -76.60925984299996)",
NORTH CAROLINA,2015,26,2,,0,,23,,28,,19,,,-,0,,6,,7,,4,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
SOUTH CAROLINA,2015,26,,-,0,,2,,1,,4,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
PENNSYLVANIA,2015,26,,-,0,,1,,,-,3,,,-,0,,3,,,-,9,,,-,0,,1,,,-,4,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
TENNESSEE,2015,26,5,,1,,8,,25,,36,,,-,0,,3,,5,,,-,,-,0,,2,,,-,4,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
INDIANA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,7,,8,,14,,"INDIANA
(39.766913353000064, -86.14995646699998)",
NEW YORK,2015,26,,-,1,,12,,10,,12,,32,,7,,49,,207,,96,,1,,0,,2,,3,,4,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
WEST VIRGINIA,2015,26,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,0,,1,,1,,,-,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
NEW HAMPSHIRE,2015,26,,-,0,,2,,5,,3,,,-,1,,8,,33,,61,,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
ILLINOIS,2015,26,,-,0,,4,,7,,25,,,-,0,,2,,3,,10,,,-,0,,1,,1,,,-,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
KANSAS,2015,26,,-,0,,5,,11,,25,,,-,0,,1,,3,,3,,,-,0,,1,,1,,3,,"KANSAS
(38.347742794000055, -98.20077822999997)",
MISSOURI,2015,26,4,,2,,27,,87,,124,,,-,0,,3,,6,,8,,,-,0,,3,,6,,11,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
VIRGINIA,2015,26,1,,1,,11,,36,,33,,,-,0,,2,,3,,6,,,-,0,,2,,2,,2,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
VERMONT,2015,26,,-,0,,1,,1,,,-,3,,1,,12,,55,,23,,,-,0,,1,,1,,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
LOUISIANA,2015,26,,-,0,,1,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
ARIZONA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"ARIZONA
(34.86597351900008, -111.76380664699997)",
OHIO,2015,26,,-,0,,2,,6,,1,,,-,0,,1,,1,,,-,,-,0,,2,,2,,1,,"OHIO
(40.060212455000055, -82.40425667899996)",
GUAM,2015,26,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"GUAM
(13.480998894000038, 144.73149801400007)",
NEVADA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.49324221300003, -117.07183885899997)",
OREGON,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.56745049300008, -120.15502935599994)",
NEW MEXICO,2015,26,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
CONNECTICUT,2015,26,,-,0,,0,,,-,,-,,-,0,,6,,,-,53,,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
PUERTO RICO,2015,26,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
MASSACHUSETTS,2015,26,,-,0,,2,,,-,11,,,-,7,,43,,187,,271,,,-,0,,1,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
ALABAMA,2015,26,,-,0,,2,,1,,2,,,-,0,,2,,4,,2,,,-,0,,1,,2,,,-,"ALABAMA
(32.84057234800002, -86.63185738799996)",
GEORGIA,2015,26,,-,0,,1,,,-,10,,,-,0,,0,,,-,1,,,-,0,,1,,,-,,-,"GEORGIA
(32.839683200000024, -83.62757885599996)",
OKLAHOMA,2015,26,,-,0,,20,,2,,15,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
SOUTH DAKOTA,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
KENTUCKY,2015,26,2,,0,,6,,25,,27,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
WYOMING,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
NEBRASKA,2015,26,,-,0,,1,,2,,4,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
FLORIDA,2015,26,,-,0,,3,,10,,15,,,-,0,,2,,1,,,-,,-,0,,0,,,-,,-,"FLORIDA
(28.932042722000062, -81.92895768899996)",
NORTH DAKOTA,2015,26,,-,0,,0,,,-,1,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
UTAH,2015,26,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
NEW YORK CITY,2015,26,,-,0,,2,,9,,2,,2,,0,,6,,12,,10,,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
TEXAS,2015,26,,-,0,,3,,1,,5,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"TEXAS
(31.827240467000024, -99.42676785299994)",
DELAWARE,2015,26,,-,0,,5,,4,,7,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
RHODE ISLAND,2015,26,,-,0,,4,,8,,4,,,-,1,,11,,11,,25,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
UNITED STATES,2015,27,29,,16,,96,,424,,561,,65,,37,,165,,934,,1313,,,-,2,,12,,51,,91,,,
NEW ENGLAND,2015,27,1,,1,,6,,20,,23,,16,,14,,68,,413,,558,,,-,0,,2,,2,,1,,,
MID. ATLANTIC,2015,27,4,,2,,16,,36,,45,,44,,9,,57,,299,,161,,,-,0,,2,,4,,13,,,
E.N. CENTRAL,2015,27,,-,0,,5,,22,,37,,3,,5,,25,,173,,312,,,-,1,,8,,31,,45,,,
W.N. CENTRAL,2015,27,3,,4,,33,,111,,177,,,-,1,,32,,10,,249,,,-,0,,3,,8,,25,,,
S. ATLANTIC,2015,27,10,,3,,27,,104,,109,,,-,0,,6,,15,,15,,,-,0,,2,,4,,2,,,
DIST. OF COL.,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,27,4,,1,,13,,60,,78,,1,,0,,3,,10,,3,,,-,0,,2,,2,,4,,,
W.S. CENTRAL,2015,27,7,,4,,26,,71,,92,,1,,0,,2,,12,,13,,,-,0,,0,,,-,,-,,
MOUNTAIN,2015,27,,-,0,,0,,,-,,-,,-,0,,1,,2,,,-,,-,0,,1,,,-,,-,,
PACIFIC,2015,27,,-,0,,0,,,-,,-,,-,0,,1,,,-,2,,,-,0,,1,,,-,1,,,
AMER. SAMOA,2015,27,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,27,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NORTH CAROLINA,2015,27,2,,0,,23,,31,,19,,,-,0,,6,,7,,4,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
HAWAII,2015,27,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"HAWAII
(21.30485232600006, -157.85774798099996)",
NORTH DAKOTA,2015,27,,-,0,,0,,,-,1,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
NEW JERSEY,2015,27,,-,0,,4,,13,,26,,,-,1,,6,,36,,33,,,-,0,,2,,2,,5,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
NEVADA,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.49324221300003, -117.07183885899997)",
RHODE ISLAND,2015,27,,-,0,,4,,8,,4,,,-,1,,11,,11,,25,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
MINNESOTA,2015,27,,-,0,,1,,,-,2,,,-,0,,29,,,-,233,,,-,0,,2,,,-,10,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
SOUTH CAROLINA,2015,27,,-,0,,2,,2,,4,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
KANSAS,2015,27,,-,0,,5,,11,,27,,,-,0,,1,,3,,4,,,-,0,,1,,1,,3,,"KANSAS
(38.347742794000055, -98.20077822999997)",
NEW YORK,2015,27,3,,1,,12,,13,,14,,39,,7,,49,,246,,108,,,-,0,,2,,2,,4,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
NEW HAMPSHIRE,2015,27,,-,0,,2,,6,,3,,,-,1,,8,,36,,68,,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
NEBRASKA,2015,27,,-,0,,1,,2,,4,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
WASHINGTON,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
MISSOURI,2015,27,3,,2,,27,,98,,143,,,-,0,,3,,6,,9,,,-,0,,3,,7,,12,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
IDAHO,2015,27,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.68263174800006, -114.36372693399994)",
