Reporting Area,MMWR Year,MMWR Week,"Shiga toxin-producing E. coli (STEC)§, Current week","Shiga toxin-producing E. coli (STEC)§, Current week, flag","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Med","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Med, flag","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Max","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Max, flag","Shiga toxin-producing E. coli (STEC)§, Cum 2016","Shiga toxin-producing E. coli (STEC)§, Cum 2016, flag","Shiga toxin-producing E. coli (STEC)§, Cum 2015","Shiga toxin-producing E. coli (STEC)§, Cum 2015, flag","Shigellosis, Current week","Shigellosis, Current week, flag","Shigellosis, Previous 52 weeks Med","Shigellosis, Previous 52 weeks Med, flag","Shigellosis, Previous 52 weeks Max","Shigellosis, Previous 52 weeks Max, flag","Shigellosis, Cum 2016","Shigellosis, Cum 2016, flag","Shigellosis, Cum 2015","Shigellosis, Cum 2015, flag",Location 1,Location 2
UTAH,2016,32,,-,1,,7,,28,,58,,,-,1,,5,,40,,24,,"UTAH
(39.359772, -111.584173)",
OHIO,2016,32,13,,4,,19,,138,,133,,17,,22,,54,,726,,272,,"OHIO
(40.056807, -82.405897)",
UNITED STATES,2016,33,77,,114,,549,,3394,,4078,,190,,401,,981,,11891,,12980,,,
NEW ENGLAND,2016,33,1,,5,,36,,215,,150,,,-,5,,13,,146,,176,,,
MID. ATLANTIC,2016,33,16,,12,,27,,411,,427,,14,,26,,58,,797,,1227,,,
NEW YORK CITY,2016,33,6,,1,,7,,71,,75,,8,,7,,17,,262,,540,,"NEW YORK CITY
",
E.N. CENTRAL,2016,33,17,,14,,74,,535,,567,,45,,64,,123,,2207,,1442,,,
W.N. CENTRAL,2016,33,1,,16,,41,,409,,634,,2,,31,,98,,687,,1330,,,
S. ATLANTIC,2016,33,12,,10,,18,,324,,369,,28,,58,,130,,1591,,2762,,,
DIST. OF COL.,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,33,4,,5,,13,,192,,201,,4,,15,,37,,431,,961,,,
W.S. CENTRAL,2016,33,14,,15,,92,,444,,483,,67,,128,,497,,3740,,3495,,,
MOUNTAIN,2016,33,4,,11,,30,,306,,491,,17,,30,,54,,1116,,431,,,
PACIFIC,2016,33,8,,17,,399,,558,,756,,13,,41,,190,,1176,,1156,,,
AMER. SAMOA,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,33,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,33,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
ALABAMA,2016,33,,-,1,,3,,18,,24,,,-,8,,25,,172,,395,,"ALABAMA
(32.839182, -86.631125)",
NEW MEXICO,2016,33,,-,0,,3,,16,,26,,,-,2,,19,,108,,47,,"NEW MEXICO
(34.520396, -106.244402)",
KENTUCKY,2016,33,1,,1,,4,,48,,51,,1,,3,,15,,114,,321,,"KENTUCKY
(37.64591, -84.774043)",
ARIZONA,2016,33,2,,2,,8,,94,,84,,17,,22,,49,,907,,250,,"ARIZONA
(34.869712, -111.760902)",
SOUTH CAROLINA,2016,33,,-,0,,2,,15,,30,,1,,4,,44,,128,,125,,"SOUTH CAROLINA
(34.009286, -81.037094)",
DELAWARE,2016,33,,-,0,,2,,5,,2,,1,,0,,3,,35,,17,,"DELAWARE
(39.008676, -75.574561)",
MISSOURI,2016,33,,-,0,,9,,9,,163,,,-,0,,52,,27,,485,,"MISSOURI
(38.636168, -92.566292)",
PUERTO RICO,2016,33,,-,0,,1,,,-,1,,,-,0,,3,,14,,11,,"PUERTO RICO
(18.215692, -66.414655)",
WEST VIRGINIA,2016,33,,-,0,,3,,12,,11,,,-,0,,2,,5,,13,,"WEST VIRGINIA
(38.668501, -80.709421)",
KANSAS,2016,33,,-,2,,7,,73,,72,,,-,4,,14,,156,,73,,"KANSAS
(38.345528, -98.201847)",
TENNESSEE,2016,33,3,,3,,8,,113,,113,,2,,3,,9,,112,,174,,"TENNESSEE
(35.681402, -85.774444)",
ALASKA,2016,33,,-,0,,1,,7,,7,,,-,0,,1,,4,,2,,"ALASKA
(64.836661, -147.738891)",
PENNSYLVANIA,2016,33,4,,3,,12,,110,,146,,2,,9,,24,,312,,212,,"PENNSYLVANIA
(40.789676, -77.858055)",
MONTANA,2016,33,2,,2,,6,,56,,51,,,-,0,,2,,7,,11,,"MONTANA
(47.062617, -109.430168)",
NORTH DAKOTA,2016,33,,-,1,,3,,24,,31,,,-,0,,2,,15,,17,,"NORTH DAKOTA
(47.475879, -100.121011)",
MISSISSIPPI,2016,33,,-,0,,3,,13,,13,,1,,1,,4,,33,,71,,"MISSISSIPPI
(32.738663, -89.537312)",
VIRGINIA,2016,33,2,,1,,8,,64,,70,,1,,7,,22,,264,,209,,"VIRGINIA
(37.542699, -78.45822)",
NEW HAMPSHIRE,2016,33,,-,0,,7,,20,,14,,,-,0,,1,,5,,3,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MINNESOTA,2016,33,,-,0,,13,,,-,154,,,-,0,,21,,,-,78,,"MINNESOTA
(46.357661, -94.793397)",
NEW JERSEY,2016,33,,-,2,,7,,57,,92,,,-,5,,15,,107,,227,,"NEW JERSEY
(40.104655, -74.386686)",
LOUISIANA,2016,33,,-,0,,2,,8,,36,,,-,6,,16,,218,,113,,"LOUISIANA
(31.2931, -92.463284)",
MASSACHUSETTS,2016,33,,-,2,,7,,65,,37,,,-,3,,11,,95,,102,,"MASSACHUSETTS
(42.268546, -72.085064)",
ILLINOIS,2016,33,,-,3,,53,,176,,118,,,-,13,,35,,366,,543,,"ILLINOIS
(40.477092, -88.993221)",
MICHIGAN,2016,33,3,,2,,10,,100,,77,,9,,10,,24,,340,,313,,"MICHIGAN
(44.66399, -84.711206)",
TEXAS,2016,33,,-,11,,53,,294,,311,,40,,100,,363,,2916,,2818,,"TEXAS
(31.827233, -99.423022)",
HAWAII,2016,33,,-,0,,2,,8,,36,,,-,1,,6,,26,,53,,"HAWAII
(21.30992, -157.858158)",
WISCONSIN,2016,33,,-,3,,9,,67,,142,,3,,14,,39,,587,,113,,"WISCONSIN
(44.395526, -89.834513)",
GUAM,2016,33,,-,0,,0,,,-,,-,,-,0,,5,,,-,7,,"GUAM
(13.3532, 144.653198)",
NEW YORK,2016,33,6,,4,,16,,173,,114,,4,,4,,10,,116,,248,,"NEW YORK
(42.826892, -75.544286)",
VERMONT,2016,33,1,,0,,4,,13,,12,,,-,0,,1,,1,,5,,"VERMONT
(43.622479, -72.51927)",
INDIANA,2016,33,,-,1,,8,,40,,83,,,-,5,,13,,155,,178,,"INDIANA
(39.76845, -86.156212)",
FLORIDA,2016,33,4,,3,,7,,105,,85,,20,,17,,38,,436,,1289,,"FLORIDA
(28.915325, -81.922409)",
NORTH CAROLINA,2016,33,,-,1,,6,,19,,38,,,-,6,,34,,142,,177,,"NORTH CAROLINA
(35.47995, -79.180571)",
SOUTH DAKOTA,2016,33,,-,1,,4,,35,,37,,,-,1,,12,,17,,225,,"SOUTH DAKOTA
(44.35371, -100.373709)",
C.N.M.I.,2016,34,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
ARKANSAS,2016,33,,-,1,,7,,62,,49,,1,,3,,9,,107,,36,,"ARKANSAS
(34.748745, -92.275105)",
MAINE,2016,33,,-,0,,3,,22,,19,,,-,0,,1,,,-,3,,"MAINE
(45.252223, -68.986647)",
IDAHO,2016,33,,-,3,,12,,96,,84,,,-,1,,4,,35,,15,,"IDAHO
(43.680635, -114.364237)",
IOWA,2016,33,,-,4,,19,,177,,101,,,-,10,,31,,350,,404,,"IOWA
(42.46942, -93.815856)",
OREGON,2016,33,6,,4,,10,,105,,140,,1,,3,,10,,82,,33,,"OREGON
(44.567912, -120.156945)",
OHIO,2016,33,14,,4,,19,,152,,147,,33,,22,,54,,759,,295,,"OHIO
(40.056807, -82.405897)",
UTAH,2016,33,,-,1,,7,,35,,61,,,-,1,,5,,43,,25,,"UTAH
(39.359772, -111.584173)",
CONNECTICUT,2016,33,,-,1,,33,,91,,63,,,-,1,,4,,29,,42,,"CONNECTICUT
(41.544654, -72.651713)",
NEBRASKA,2016,33,1,,2,,9,,91,,76,,2,,2,,14,,122,,48,,"NEBRASKA
(41.640503, -99.367122)",
GEORGIA,2016,33,,-,2,,6,,59,,74,,2,,18,,38,,484,,782,,"GEORGIA
(32.836038, -83.631709)",
NEVADA,2016,33,,-,0,,7,,6,,24,,,-,0,,8,,11,,30,,"NEVADA
(39.491833, -117.070159)",
WYOMING,2016,33,,-,0,,2,,3,,32,,,-,0,,1,,5,,8,,"WYOMING
(43.23558, -108.110518)",
CALIFORNIA,2016,33,,-,11,,33,,332,,573,,9,,36,,158,,955,,1068,,"CALIFORNIA
(37.640735, -121.002435)",
COLORADO,2016,33,,-,0,,10,,,-,129,,,-,0,,8,,,-,45,,"COLORADO
(38.841772, -106.132562)",
OKLAHOMA,2016,33,14,,1,,33,,80,,87,,26,,16,,165,,499,,528,,"OKLAHOMA
(35.468494, -97.521264)",
MARYLAND,2016,33,6,,1,,5,,45,,59,,3,,3,,13,,97,,150,,"MARYLAND
(39.290443, -76.612333)",
WASHINGTON,2016,33,2,,0,,386,,106,,,-,3,,1,,152,,109,,,-,"WASHINGTON
(47.517368, -120.467672)",
RHODE ISLAND,2016,33,,-,0,,2,,4,,5,,,-,0,,2,,16,,21,,"RHODE ISLAND
(41.707447, -71.522488)",
UNITED STATES,2016,34,72,,113,,549,,3582,,4240,,137,,398,,981,,12189,,13437,,,
NEW ENGLAND,2016,34,,-,5,,36,,209,,152,,,-,4,,13,,146,,182,,,
MID. ATLANTIC,2016,34,10,,12,,27,,429,,447,,16,,26,,58,,841,,1285,,,
NEW YORK CITY,2016,34,1,,1,,7,,72,,75,,8,,7,,17,,269,,555,,"NEW YORK CITY
",
E.N. CENTRAL,2016,34,11,,14,,76,,557,,592,,33,,63,,123,,2254,,1486,,,
W.N. CENTRAL,2016,34,2,,16,,41,,445,,664,,2,,30,,98,,707,,1375,,,
S. ATLANTIC,2016,34,15,,10,,19,,340,,382,,28,,56,,130,,1626,,2825,,,
DIST. OF COL.,2016,34,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,34,5,,5,,14,,202,,203,,5,,15,,37,,453,,976,,,
W.S. CENTRAL,2016,34,2,,16,,92,,454,,509,,25,,127,,497,,3778,,3642,,,
MOUNTAIN,2016,34,16,,11,,30,,336,,508,,19,,30,,54,,1148,,452,,,
PACIFIC,2016,34,11,,17,,399,,610,,783,,9,,41,,190,,1236,,1214,,,
VIRGIN ISL.,2016,34,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
IOWA,2016,34,,-,4,,19,,203,,110,,2,,10,,31,,362,,410,,"IOWA
(42.46942, -93.815856)",
NORTH CAROLINA,2016,34,,-,0,,6,,19,,40,,,-,5,,34,,142,,182,,"NORTH CAROLINA
(35.47995, -79.180571)",
LOUISIANA,2016,34,,-,0,,2,,8,,36,,,-,6,,16,,218,,124,,"LOUISIANA
(31.2931, -92.463284)",
GUAM,2016,34,,-,0,,0,,,-,,-,,-,0,,5,,,-,7,,"GUAM
(13.3532, 144.653198)",
KANSAS,2016,34,,-,2,,7,,80,,77,,,-,4,,14,,164,,75,,"KANSAS
(38.345528, -98.201847)",
NEW MEXICO,2016,34,,-,0,,3,,19,,26,,1,,2,,19,,114,,48,,"NEW MEXICO
(34.520396, -106.244402)",
SOUTH CAROLINA,2016,34,,-,0,,2,,15,,30,,,-,4,,44,,128,,129,,"SOUTH CAROLINA
(34.009286, -81.037094)",
UTAH,2016,34,,-,1,,7,,39,,63,,,-,1,,5,,45,,26,,"UTAH
(39.359772, -111.584173)",
DELAWARE,2016,34,,-,0,,2,,5,,2,,,-,0,,3,,36,,17,,"DELAWARE
(39.008676, -75.574561)",
MINNESOTA,2016,34,,-,0,,13,,,-,162,,,-,0,,21,,,-,81,,"MINNESOTA
(46.357661, -94.793397)",
WASHINGTON,2016,34,10,,0,,386,,115,,,-,3,,2,,152,,112,,,-,"WASHINGTON
(47.517368, -120.467672)",
NORTH DAKOTA,2016,34,,-,0,,3,,24,,31,,,-,0,,2,,15,,18,,"NORTH DAKOTA
(47.475879, -100.121011)",
ARKANSAS,2016,34,,-,1,,7,,66,,52,,,-,3,,9,,107,,37,,"ARKANSAS
(34.748745, -92.275105)",
COLORADO,2016,34,,-,0,,10,,,-,138,,,-,0,,8,,,-,47,,"COLORADO
(38.841772, -106.132562)",
CALIFORNIA,2016,34,,-,12,,33,,366,,595,,5,,36,,158,,1010,,1118,,"CALIFORNIA
(37.640735, -121.002435)",
OREGON,2016,34,1,,4,,10,,112,,145,,1,,2,,10,,83,,35,,"OREGON
(44.567912, -120.156945)",
ILLINOIS,2016,34,,-,3,,55,,183,,121,,,-,13,,35,,369,,552,,"ILLINOIS
(40.477092, -88.993221)",
MASSACHUSETTS,2016,34,,-,2,,7,,65,,38,,,-,3,,11,,95,,107,,"MASSACHUSETTS
(42.268546, -72.085064)",
WEST VIRGINIA,2016,34,,-,0,,3,,13,,14,,,-,0,,2,,5,,13,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW HAMPSHIRE,2016,34,,-,0,,4,,13,,14,,,-,0,,1,,5,,4,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ARIZONA,2016,34,3,,2,,8,,97,,87,,18,,22,,49,,929,,265,,"ARIZONA
(34.869712, -111.760902)",
TEXAS,2016,34,2,,11,,53,,300,,333,,17,,100,,363,,2946,,2931,,"TEXAS
(31.827233, -99.423022)",
CONNECTICUT,2016,34,,-,1,,33,,91,,63,,,-,1,,4,,29,,42,,"CONNECTICUT
(41.544654, -72.651713)",
HAWAII,2016,34,,-,0,,2,,10,,36,,,-,1,,6,,27,,59,,"HAWAII
(21.30992, -157.858158)",
RHODE ISLAND,2016,34,,-,0,,1,,4,,5,,,-,0,,2,,16,,21,,"RHODE ISLAND
(41.707447, -71.522488)",
MAINE,2016,34,,-,0,,3,,22,,20,,,-,0,,1,,,-,3,,"MAINE
(45.252223, -68.986647)",
NEW YORK,2016,34,7,,4,,16,,181,,120,,5,,4,,10,,123,,252,,"NEW YORK
(42.826892, -75.544286)",
KENTUCKY,2016,34,,-,1,,5,,51,,52,,2,,3,,15,,123,,326,,"KENTUCKY
(37.64591, -84.774043)",
MARYLAND,2016,34,3,,1,,6,,45,,60,,2,,3,,13,,99,,157,,"MARYLAND
(39.290443, -76.612333)",
VIRGINIA,2016,34,4,,1,,8,,68,,74,,3,,6,,22,,268,,212,,"VIRGINIA
(37.542699, -78.45822)",
NEVADA,2016,34,,-,0,,7,,6,,24,,,-,0,,8,,11,,31,,"NEVADA
(39.491833, -117.070159)",
PENNSYLVANIA,2016,34,2,,3,,12,,119,,153,,3,,9,,26,,337,,236,,"PENNSYLVANIA
(40.789676, -77.858055)",
ALASKA,2016,34,,-,0,,1,,7,,7,,,-,0,,1,,4,,2,,"ALASKA
(64.836661, -147.738891)",
WYOMING,2016,34,,-,0,,2,,3,,32,,,-,0,,1,,5,,8,,"WYOMING
(43.23558, -108.110518)",
VERMONT,2016,34,,-,0,,4,,14,,12,,,-,0,,1,,1,,5,,"VERMONT
(43.622479, -72.51927)",
PUERTO RICO,2016,34,,-,0,,1,,,-,1,,,-,0,,3,,14,,11,,"PUERTO RICO
(18.215692, -66.414655)",
OKLAHOMA,2016,34,,-,2,,33,,80,,88,,8,,16,,124,,507,,550,,"OKLAHOMA
(35.468494, -97.521264)",
OHIO,2016,34,11,,4,,19,,163,,155,,23,,22,,54,,782,,314,,"OHIO
(40.056807, -82.405897)",
FLORIDA,2016,34,7,,3,,7,,113,,87,,17,,17,,38,,453,,1315,,"FLORIDA
(28.915325, -81.922409)",
MISSISSIPPI,2016,34,,-,0,,3,,13,,13,,,-,1,,4,,36,,72,,"MISSISSIPPI
(32.738663, -89.537312)",
MONTANA,2016,34,2,,1,,7,,63,,52,,,-,0,,2,,9,,11,,"MONTANA
(47.062617, -109.430168)",
INDIANA,2016,34,,-,1,,8,,40,,86,,,-,5,,13,,155,,180,,"INDIANA
(39.76845, -86.156212)",
MISSOURI,2016,34,,-,0,,9,,9,,167,,,-,0,,52,,27,,507,,"MISSOURI
(38.636168, -92.566292)",
ALABAMA,2016,34,,-,1,,3,,19,,24,,,-,8,,25,,176,,404,,"ALABAMA
(32.839182, -86.631125)",
GEORGIA,2016,34,1,,2,,6,,62,,75,,6,,18,,38,,495,,800,,"GEORGIA
(32.836038, -83.631709)",
NEW JERSEY,2016,34,,-,2,,7,,57,,99,,,-,4,,15,,112,,242,,"NEW JERSEY
(40.104655, -74.386686)",
WISCONSIN,2016,34,,-,2,,10,,67,,147,,5,,14,,39,,595,,116,,"WISCONSIN
(44.395526, -89.834513)",
MICHIGAN,2016,34,,-,2,,10,,104,,83,,5,,10,,24,,353,,324,,"MICHIGAN
(44.66399, -84.711206)",
IDAHO,2016,34,11,,3,,12,,109,,86,,,-,1,,4,,35,,16,,"IDAHO
(43.680635, -114.364237)",
SOUTH DAKOTA,2016,34,,-,1,,4,,35,,38,,,-,1,,12,,17,,234,,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEBRASKA,2016,34,2,,2,,9,,94,,79,,,-,2,,14,,122,,50,,"NEBRASKA
(41.640503, -99.367122)",
TENNESSEE,2016,34,5,,3,,8,,119,,114,,3,,3,,9,,118,,174,,"TENNESSEE
(35.681402, -85.774444)",
UNITED STATES,2016,35,57,,119,,549,,3834,,4413,,143,,397,,981,,12538,,13893,,,
NEW ENGLAND,2016,35,1,,5,,36,,222,,160,,1,,5,,13,,171,,195,,,
MID. ATLANTIC,2016,35,8,,12,,27,,453,,468,,8,,26,,41,,854,,1326,,,
NEW YORK CITY,2016,35,4,,1,,7,,76,,80,,6,,7,,17,,275,,565,,"NEW YORK CITY
",
E.N. CENTRAL,2016,35,14,,13,,80,,587,,617,,28,,64,,123,,2300,,1524,,,
W.N. CENTRAL,2016,35,3,,16,,41,,473,,695,,3,,29,,98,,718,,1413,,,
S. ATLANTIC,2016,35,7,,10,,19,,359,,391,,25,,56,,130,,1681,,2907,,,
DIST. OF COL.,2016,35,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,35,2,,5,,14,,209,,212,,7,,15,,37,,462,,998,,,
MICHIGAN,2016,35,,-,2,,10,,108,,88,,3,,10,,24,,364,,331,,"MICHIGAN
(44.66399, -84.711206)",
W.S. CENTRAL,2016,35,9,,16,,92,,526,,537,,42,,126,,497,,3863,,3768,,,
MOUNTAIN,2016,35,10,,11,,30,,353,,523,,9,,30,,54,,1172,,470,,,
PACIFIC,2016,35,3,,18,,399,,652,,810,,20,,43,,190,,1317,,1292,,,
AMER. SAMOA,2016,35,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,35,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,35,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
CALIFORNIA,2016,35,1,,13,,33,,396,,614,,10,,36,,158,,1082,,1191,,"CALIFORNIA
(37.640735, -121.002435)",
MAINE,2016,35,,-,0,,3,,22,,21,,,-,0,,1,,1,,3,,"MAINE
(45.252223, -68.986647)",
NEW YORK,2016,35,,-,4,,16,,181,,122,,,-,4,,10,,123,,257,,"NEW YORK
(42.826892, -75.544286)",
KENTUCKY,2016,35,1,,1,,5,,53,,53,,2,,3,,15,,126,,329,,"KENTUCKY
(37.64591, -84.774043)",
UTAH,2016,35,,-,1,,7,,44,,64,,,-,1,,5,,50,,26,,"UTAH
(39.359772, -111.584173)",
NORTH DAKOTA,2016,35,,-,0,,3,,24,,31,,,-,0,,2,,15,,20,,"NORTH DAKOTA
(47.475879, -100.121011)",
MASSACHUSETTS,2016,35,,-,2,,7,,77,,41,,1,,3,,11,,119,,118,,"MASSACHUSETTS
(42.268546, -72.085064)",
COLORADO,2016,35,,-,0,,10,,,-,141,,,-,0,,8,,,-,48,,"COLORADO
(38.841772, -106.132562)",
WISCONSIN,2016,35,,-,2,,10,,69,,153,,7,,14,,39,,607,,118,,"WISCONSIN
(44.395526, -89.834513)",
PUERTO RICO,2016,35,,-,0,,1,,,-,1,,,-,0,,3,,14,,12,,"PUERTO RICO
(18.215692, -66.414655)",
ALASKA,2016,35,,-,0,,1,,8,,7,,,-,0,,1,,4,,2,,"ALASKA
(64.836661, -147.738891)",
NEW HAMPSHIRE,2016,35,,-,0,,4,,13,,15,,,-,0,,1,,5,,4,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
GUAM,2016,35,,-,0,,0,,,-,,-,,-,0,,5,,,-,7,,"GUAM
(13.3532, 144.653198)",
INDIANA,2016,35,,-,1,,8,,42,,89,,,-,5,,13,,156,,186,,"INDIANA
(39.76845, -86.156212)",
GEORGIA,2016,35,,-,2,,6,,67,,77,,5,,17,,38,,507,,833,,"GEORGIA
(32.836038, -83.631709)",
NEW MEXICO,2016,35,,-,0,,3,,19,,27,,,-,2,,23,,119,,50,,"NEW MEXICO
(34.520396, -106.244402)",
TEXAS,2016,35,4,,12,,53,,364,,353,,34,,97,,363,,3021,,3033,,"TEXAS
(31.827233, -99.423022)",
SOUTH DAKOTA,2016,35,,-,1,,4,,35,,41,,,-,1,,12,,17,,238,,"SOUTH DAKOTA
(44.35371, -100.373709)",
TENNESSEE,2016,35,1,,3,,8,,124,,122,,5,,3,,9,,124,,175,,"TENNESSEE
(35.681402, -85.774444)",
MISSISSIPPI,2016,35,,-,0,,3,,13,,13,,,-,1,,4,,36,,73,,"MISSISSIPPI
(32.738663, -89.537312)",
ALABAMA,2016,35,,-,1,,3,,19,,24,,,-,8,,25,,176,,421,,"ALABAMA
(32.839182, -86.631125)",
VIRGINIA,2016,35,1,,1,,8,,69,,74,,4,,7,,22,,277,,215,,"VIRGINIA
(37.542699, -78.45822)",
LOUISIANA,2016,35,,-,0,,2,,8,,36,,,-,6,,16,,218,,130,,"LOUISIANA
(31.2931, -92.463284)",
DELAWARE,2016,35,,-,0,,2,,7,,2,,,-,1,,3,,39,,17,,"DELAWARE
(39.008676, -75.574561)",
ILLINOIS,2016,35,,-,3,,59,,191,,125,,,-,13,,35,,373,,564,,"ILLINOIS
(40.477092, -88.993221)",
NEW JERSEY,2016,35,,-,2,,7,,68,,101,,,-,4,,12,,112,,254,,"NEW JERSEY
(40.104655, -74.386686)",
IDAHO,2016,35,9,,3,,12,,119,,90,,1,,1,,4,,36,,16,,"IDAHO
(43.680635, -114.364237)",
WYOMING,2016,35,,-,0,,2,,4,,32,,,-,0,,1,,5,,9,,"WYOMING
(43.23558, -108.110518)",
NEVADA,2016,35,,-,0,,7,,6,,28,,,-,0,,8,,11,,31,,"NEVADA
(39.491833, -117.070159)",
MINNESOTA,2016,35,,-,0,,13,,,-,171,,,-,0,,21,,,-,86,,"MINNESOTA
(46.357661, -94.793397)",
CONNECTICUT,2016,35,,-,1,,33,,91,,65,,,-,1,,4,,29,,44,,"CONNECTICUT
(41.544654, -72.651713)",
IOWA,2016,35,,-,4,,20,,227,,116,,3,,10,,31,,371,,417,,"IOWA
(42.46942, -93.815856)",
VERMONT,2016,35,1,,0,,4,,15,,12,,,-,0,,1,,1,,5,,"VERMONT
(43.622479, -72.51927)",
KANSAS,2016,35,,-,2,,7,,81,,82,,,-,4,,14,,166,,78,,"KANSAS
(38.345528, -98.201847)",
MARYLAND,2016,35,2,,1,,8,,49,,60,,2,,3,,13,,103,,158,,"MARYLAND
(39.290443, -76.612333)",
WEST VIRGINIA,2016,35,,-,0,,3,,13,,14,,,-,0,,2,,5,,14,,"WEST VIRGINIA
(38.668501, -80.709421)",
WASHINGTON,2016,35,,-,0,,386,,115,,,-,10,,2,,152,,121,,,-,"WASHINGTON
(47.517368, -120.467672)",
OREGON,2016,35,2,,4,,12,,123,,153,,,-,2,,10,,83,,40,,"OREGON
(44.567912, -120.156945)",
ARKANSAS,2016,35,1,,1,,7,,68,,53,,1,,3,,9,,108,,40,,"ARKANSAS
(34.748745, -92.275105)",
RHODE ISLAND,2016,35,,-,0,,1,,4,,6,,,-,0,,2,,16,,21,,"RHODE ISLAND
(41.707447, -71.522488)",
NORTH CAROLINA,2016,35,,-,0,,6,,21,,40,,,-,5,,34,,152,,186,,"NORTH CAROLINA
(35.47995, -79.180571)",
OHIO,2016,35,14,,4,,19,,177,,162,,18,,22,,54,,800,,325,,"OHIO
(40.056807, -82.405897)",
SOUTH CAROLINA,2016,35,,-,0,,2,,16,,31,,,-,4,,44,,131,,131,,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEBRASKA,2016,35,3,,2,,9,,97,,81,,,-,2,,14,,122,,50,,"NEBRASKA
(41.640503, -99.367122)",
FLORIDA,2016,35,4,,3,,7,,117,,93,,14,,17,,38,,467,,1353,,"FLORIDA
(28.915325, -81.922409)",
OKLAHOMA,2016,35,4,,2,,33,,86,,95,,7,,16,,124,,516,,565,,"OKLAHOMA
(35.468494, -97.521264)",
ARIZONA,2016,35,1,,2,,8,,97,,89,,8,,23,,49,,942,,279,,"ARIZONA
(34.869712, -111.760902)",
MONTANA,2016,35,,-,2,,7,,64,,52,,,-,0,,2,,9,,11,,"MONTANA
(47.062617, -109.430168)",
PENNSYLVANIA,2016,35,4,,3,,12,,128,,165,,2,,9,,26,,344,,250,,"PENNSYLVANIA
(40.789676, -77.858055)",
HAWAII,2016,35,,-,0,,2,,10,,36,,,-,1,,4,,27,,59,,"HAWAII
(21.30992, -157.858158)",
MISSOURI,2016,35,,-,0,,9,,9,,173,,,-,0,,52,,27,,524,,"MISSOURI
(38.636168, -92.566292)",
UNITED STATES,2016,36,80,,120,,549,,4141,,4547,,148,,396,,981,,12910,,14251,,,
NEW ENGLAND,2016,36,2,,5,,36,,226,,178,,1,,5,,12,,172,,201,,,
MID. ATLANTIC,2016,36,18,,12,,28,,488,,478,,16,,26,,39,,897,,1365,,,
NEW YORK CITY,2016,36,3,,1,,7,,79,,83,,9,,7,,17,,284,,579,,"NEW YORK CITY
",
E.N. CENTRAL,2016,36,6,,14,,80,,624,,636,,37,,64,,123,,2359,,1563,,,
W.N. CENTRAL,2016,36,4,,16,,41,,494,,719,,2,,28,,98,,725,,1444,,,
S. ATLANTIC,2016,36,8,,10,,20,,374,,399,,18,,55,,130,,1712,,2971,,,
DIST. OF COL.,2016,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
GEORGIA,2016,36,,-,2,,6,,73,,80,,3,,17,,38,,510,,862,,"GEORGIA
(32.836038, -83.631709)",
E.S. CENTRAL,2016,36,5,,5,,14,,216,,219,,8,,14,,37,,480,,1012,,,
W.S. CENTRAL,2016,36,10,,19,,92,,657,,548,,35,,127,,497,,3995,,3857,,,
MOUNTAIN,2016,36,4,,12,,30,,366,,535,,7,,30,,54,,1184,,490,,,
PACIFIC,2016,36,23,,18,,399,,696,,835,,24,,44,,190,,1386,,1348,,,
AMER. SAMOA,2016,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,36,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,36,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
