Reporting Area,MMWR Year,MMWR Week,"Mumps, Current week","Mumps, Current week, flag","Mumps, Previous 52 weeks Med","Mumps, Previous 52 weeks Med, flag","Mumps, Previous 52 weeks Max","Mumps, Previous 52 weeks Max, flag","Mumps, Cum 2015","Mumps, Cum 2015, flag","Mumps, Cum 2014","Mumps, Cum 2014, flag","Pertussis, Current week","Pertussis, Current week, flag","Pertussis, Previous 52 weeks Med","Pertussis, Previous 52 weeks Med, flag","Pertussis, Previous 52 weeks Max","Pertussis, Previous 52 weeks Max, flag","Pertussis, Cum 2015","Pertussis, Cum 2015, flag","Pertussis, Cum 2014","Pertussis, Cum 2014, flag","Rabies, animal, Current week","Rabies, animal, Current week, flag","Rabies, animal, Previous 52 weeks Med","Rabies, animal, Previous 52 weeks Med, flag","Rabies, animal, Previous 52 weeks Max","Rabies, animal, Previous 52 weeks Max, flag","Rabies, animal, Cum 2015","Rabies, animal, Cum 2015, flag","Rabies, animal, Cum 2014","Rabies, animal, Cum 2014, flag",Location 1,Location 2
NORTH DAKOTA,2015,29,,-,0,,1,,,-,,-,,-,0,,6,,12,,25,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
COLORADO,2015,29,,-,0,,1,,2,,2,,22,,20,,33,,535,,786,,,-,0,,0,,,-,,-,"COLORADO
(38.84384342200008, -106.13360911499996)",
INDIANA,2015,29,,-,0,,1,,1,,23,,,-,5,,21,,84,,255,,,-,0,,4,,,-,,-,"INDIANA
(39.766913353000064, -86.14995646699998)",
OHIO,2015,29,,-,1,,6,,17,,511,,16,,18,,53,,427,,865,,1,,0,,5,,18,,7,,"OHIO
(40.060212455000055, -82.40425667899996)",
MAINE,2015,29,,-,0,,0,,,-,,-,2,,8,,35,,192,,230,,,-,1,,3,,13,,20,,"MAINE
(45.25422910300006, -68.98502586699993)",
MISSOURI,2015,29,,-,0,,1,,1,,4,,,-,6,,26,,50,,254,,,-,0,,2,,,-,15,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
UTAH,2015,29,,-,0,,1,,,-,,-,,-,10,,25,,233,,649,,,-,0,,4,,3,,9,,"UTAH
(39.36070123200005, -111.58712831499997)",
DELAWARE,2015,29,,-,0,,1,,2,,,-,,-,0,,2,,6,,199,,,-,0,,0,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
NEW JERSEY,2015,29,,-,0,,3,,15,,32,,,-,6,,15,,139,,206,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
NEBRASKA,2015,29,,-,0,,0,,,-,,-,,-,6,,73,,462,,117,,1,,0,,5,,20,,7,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
CALIFORNIA,2015,29,,-,0,,4,,6,,8,,,-,89,,214,,1661,,5576,,,-,2,,24,,136,,159,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
TEXAS,2015,29,,-,0,,5,,12,,7,,30,,33,,159,,759,,1272,,12,,20,,108,,500,,421,,"TEXAS
(31.827240467000024, -99.42676785299994)",
UNITED STATES,2015,30,3,,9,,29,,276,,970,,185,,467,,853,,10582,,18586,,77,,68,,151,,1775,,2166,,,
NEW ENGLAND,2015,30,,-,0,,2,,7,,7,,1,,16,,55,,329,,542,,3,,6,,16,,128,,146,,,
MID. ATLANTIC,2015,30,1,,2,,10,,62,,145,,14,,37,,98,,1060,,1033,,8,,8,,31,,183,,394,,,
E.N. CENTRAL,2015,30,,-,3,,14,,105,,724,,21,,74,,193,,1313,,2769,,6,,1,,14,,62,,40,,,
W.N. CENTRAL,2015,30,,-,0,,4,,7,,20,,4,,49,,103,,1033,,1305,,5,,3,,9,,118,,76,,,
S. ATLANTIC,2015,30,2,,1,,5,,48,,33,,23,,37,,96,,874,,1801,,24,,16,,41,,450,,626,,,
DIST. OF COL.,2015,30,,-,0,,0,,,-,16,,,-,0,,3,,6,,10,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,30,,-,0,,2,,8,,7,,2,,12,,31,,274,,561,,,-,2,,6,,58,,40,,,
W.S. CENTRAL,2015,30,,-,0,,6,,17,,10,,32,,39,,186,,874,,1668,,31,,23,,108,,625,,605,,,
MOUNTAIN,2015,30,,-,0,,6,,11,,13,,31,,63,,102,,1702,,2622,,,-,0,,9,,10,,72,,,
PACIFIC,2015,30,,-,0,,4,,11,,11,,57,,127,,275,,3123,,6285,,,-,2,,24,,141,,167,,,
AMER. SAMOA,2015,30,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,U,,-,,-,,U,,U,"AMER. SAMOA
",
C.N.M.I.,2015,30,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
INDIANA,2015,30,,-,0,,1,,2,,23,,,-,5,,21,,89,,270,,,-,0,,4,,,-,,-,"INDIANA
(39.766913353000064, -86.14995646699998)",
ALASKA,2015,30,,-,0,,0,,,-,1,,1,,3,,18,,69,,39,,,-,0,,1,,3,,3,,"ALASKA
(64.84507799500005, -147.72205958799998)",
NEBRASKA,2015,30,,-,0,,0,,,-,,-,4,,6,,73,,465,,120,,1,,0,,5,,21,,7,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
GUAM,2015,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
NEW JERSEY,2015,30,,-,0,,3,,15,,33,,,-,6,,15,,153,,214,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
UTAH,2015,30,,-,0,,1,,,-,,-,,-,10,,25,,233,,665,,,-,0,,4,,4,,9,,"UTAH
(39.36070123200005, -111.58712831499997)",
HAWAII,2015,30,,-,0,,1,,,-,,-,,-,0,,4,,22,,26,,,-,0,,0,,,-,,-,"HAWAII
(21.30485232600006, -157.85774798099996)",
ALABAMA,2015,30,,-,0,,1,,1,,2,,,-,4,,13,,93,,150,,,-,2,,6,,51,,36,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
NEW MEXICO,2015,30,,-,0,,1,,1,,,-,,-,4,,17,,98,,212,,,-,0,,2,,2,,6,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
OKLAHOMA,2015,30,,-,0,,2,,1,,2,,,-,0,,20,,24,,70,,23,,1,,14,,68,,70,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
TENNESSEE,2015,30,,-,0,,2,,3,,4,,2,,5,,16,,122,,165,,,-,0,,0,,,-,,-,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
TEXAS,2015,30,,-,0,,5,,12,,7,,30,,33,,159,,793,,1344,,8,,20,,108,,510,,430,,"TEXAS
(31.827240467000024, -99.42676785299994)",
VERMONT,2015,30,,-,0,,1,,1,,,-,,-,0,,4,,3,,32,,2,,0,,4,,11,,30,,"VERMONT
(43.62538389600007, -72.51763667599994)",
NEVADA,2015,30,,-,0,,0,,,-,2,,,-,2,,8,,77,,89,,,-,0,,5,,4,,6,,"NEVADA
(39.49324221300003, -117.07183885899997)",
KENTUCKY,2015,30,,-,0,,2,,3,,1,,,-,3,,8,,51,,194,,,-,0,,2,,7,,4,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
LOUISIANA,2015,30,,-,0,,1,,1,,,-,,-,1,,4,,31,,58,,,-,0,,1,,,-,2,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
RHODE ISLAND,2015,30,,-,0,,1,,1,,,-,,-,0,,7,,10,,76,,,-,0,,3,,7,,12,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
NEW YORK CITY,2015,30,,-,1,,4,,27,,99,,,-,3,,8,,103,,48,,,-,0,,1,,,-,8,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
WISCONSIN,2015,30,,-,0,,1,,3,,64,,,-,15,,82,,259,,685,,,N,0,,0,,,N,,N,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
NORTH CAROLINA,2015,30,1,,0,,2,,3,,,-,5,,8,,76,,226,,401,,8,,7,,15,,197,,188,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
PUERTO RICO,2015,30,,-,0,,1,,3,,,-,,-,0,,2,,8,,11,,,-,0,,4,,7,,20,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
GEORGIA,2015,30,,-,0,,1,,,-,1,,,-,5,,13,,112,,266,,,-,0,,10,,,-,150,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
ILLINOIS,2015,30,,-,1,,11,,82,,112,,,-,12,,45,,266,,305,,2,,0,,6,,26,,10,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
IDAHO,2015,30,,-,0,,6,,8,,,-,2,,5,,20,,163,,228,,,-,0,,2,,,-,5,,"IDAHO
(43.68263174800006, -114.36372693399994)",
FLORIDA,2015,30,,-,0,,1,,6,,,-,12,,7,,29,,195,,496,,,-,0,,36,,41,,94,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
PENNSYLVANIA,2015,30,,-,0,,5,,4,,7,,7,,16,,38,,493,,401,,,-,0,,17,,,-,202,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
VIRGINIA,2015,30,,-,0,,5,,29,,14,,,-,5,,39,,143,,275,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
OREGON,2015,30,,-,0,,1,,2,,1,,2,,10,,28,,407,,265,,,-,0,,3,,2,,1,,"OREGON
(44.56745049300008, -120.15502935599994)",
WYOMING,2015,30,,-,0,,0,,,-,,-,,-,0,,4,,1,,50,,,-,0,,5,,,-,46,,"WYOMING
(43.23554100600006, -108.10982701399996)",
NEW HAMPSHIRE,2015,30,,-,0,,1,,1,,2,,,-,1,,5,,13,,40,,1,,0,,2,,13,,10,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
MINNESOTA,2015,30,,-,0,,2,,3,,12,,,-,11,,40,,191,,462,,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
COLORADO,2015,30,,-,0,,1,,2,,2,,19,,20,,33,,555,,814,,,-,0,,0,,,-,,-,"COLORADO
(38.84384342200008, -106.13360911499996)",
MISSISSIPPI,2015,30,,-,0,,1,,1,,,-,,-,0,,2,,8,,52,,,-,0,,1,,,-,,-,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
CONNECTICUT,2015,30,,-,0,,2,,,-,,-,,-,2,,7,,30,,23,,,-,3,,13,,83,,73,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
NEW YORK,2015,30,1,,0,,3,,16,,6,,7,,13,,57,,311,,370,,8,,7,,15,,183,,184,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
ARKANSAS,2015,30,,-,0,,1,,3,,1,,2,,1,,7,,26,,196,,,-,1,,7,,47,,103,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
SOUTH CAROLINA,2015,30,,-,0,,1,,,-,,-,3,,3,,9,,87,,80,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
DELAWARE,2015,30,,-,0,,1,,2,,,-,,-,0,,2,,6,,199,,,-,0,,0,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
OHIO,2015,30,,-,1,,6,,17,,516,,19,,18,,53,,446,,901,,4,,0,,5,,22,,9,,"OHIO
(40.060212455000055, -82.40425667899996)",
WASHINGTON,2015,30,,-,0,,4,,3,,1,,54,,18,,123,,934,,203,,,-,0,,15,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
IOWA,2015,30,,-,0,,3,,3,,2,,,-,2,,10,,70,,122,,,-,0,,0,,,-,,-,"IOWA
(42.469401411000035, -93.81648725599996)",
MICHIGAN,2015,30,,-,0,,3,,1,,9,,2,,16,,73,,253,,608,,,-,0,,5,,14,,21,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
CALIFORNIA,2015,30,,-,0,,4,,6,,8,,,-,87,,214,,1691,,5752,,,-,2,,24,,136,,163,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
ARIZONA,2015,30,,-,0,,2,,,-,9,,10,,11,,29,,395,,323,,,N,0,,0,,,N,,N,"ARIZONA
(34.86597351900008, -111.76380664699997)",
WEST VIRGINIA,2015,30,,-,0,,1,,1,,,-,,-,0,,4,,27,,11,,2,,0,,4,,23,,26,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
MISSOURI,2015,30,,-,0,,1,,1,,5,,,-,6,,26,,50,,260,,,-,0,,2,,,-,17,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
SOUTH DAKOTA,2015,30,,-,0,,0,,,-,,-,,-,0,,5,,4,,79,,2,,0,,2,,22,,12,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
KANSAS,2015,30,,-,0,,1,,,-,1,,,-,8,,23,,240,,231,,2,,2,,6,,75,,40,,"KANSAS
(38.347742794000055, -98.20077822999997)",
MARYLAND,2015,30,1,,0,,2,,7,,2,,3,,3,,16,,72,,63,,14,,7,,19,,189,,168,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
MASSACHUSETTS,2015,30,,-,0,,2,,4,,5,,,-,4,,16,,80,,129,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
MAINE,2015,30,,-,0,,0,,,-,,-,1,,7,,35,,193,,242,,,-,1,,3,,14,,21,,"MAINE
(45.25422910300006, -68.98502586699993)",
MONTANA,2015,30,,-,0,,1,,,-,,-,,-,7,,27,,180,,241,,,-,0,,0,,,-,,-,"MONTANA
(47.06652795700006, -109.42441587999997)",
NORTH DAKOTA,2015,30,,-,0,,1,,,-,,-,,-,0,,5,,13,,31,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
UNITED STATES,2015,31,3,,9,,29,,284,,981,,174,,446,,853,,11049,,19402,,44,,68,,151,,1841,,2264,,,
NEW ENGLAND,2015,31,,-,0,,2,,7,,7,,1,,15,,55,,336,,581,,1,,6,,16,,130,,156,,,
MID. ATLANTIC,2015,31,,-,2,,10,,64,,145,,24,,37,,98,,1106,,1095,,11,,8,,31,,194,,410,,,
NEW YORK CITY,2015,31,,-,1,,4,,29,,99,,,-,4,,8,,107,,50,,,-,0,,1,,,-,8,,"NEW YORK CITY
",
E.N. CENTRAL,2015,31,1,,2,,14,,108,,732,,18,,69,,193,,1368,,2889,,6,,1,,14,,69,,42,,,
W.N. CENTRAL,2015,31,,-,0,,4,,8,,21,,3,,47,,103,,1086,,1355,,4,,3,,9,,124,,79,,,
S. ATLANTIC,2015,31,2,,1,,5,,50,,34,,18,,36,,96,,906,,1887,,,-,16,,44,,453,,653,,,
E.S. CENTRAL,2015,31,,-,0,,2,,8,,7,,2,,11,,31,,282,,587,,1,,2,,6,,59,,43,,,
W.S. CENTRAL,2015,31,,-,0,,6,,17,,10,,17,,39,,186,,901,,1753,,20,,23,,108,,654,,634,,,
MOUNTAIN,2015,31,,-,0,,6,,11,,13,,59,,63,,88,,1792,,2724,,1,,0,,9,,17,,78,,,
PACIFIC,2015,31,,-,0,,4,,11,,12,,32,,127,,275,,3272,,6531,,,-,2,,24,,141,,169,,,
C.N.M.I.,2015,31,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MASSACHUSETTS,2015,31,,-,0,,2,,4,,5,,,-,4,,16,,80,,132,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW HAMPSHIRE,2015,31,,-,0,,1,,1,,2,,,-,1,,5,,13,,44,,,-,0,,2,,13,,11,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MAINE,2015,31,,-,0,,0,,,-,,-,1,,7,,35,,194,,259,,1,,0,,3,,15,,23,,"MAINE
(45.252223, -68.986647)",
CONNECTICUT,2015,31,,-,0,,2,,,-,,-,,-,2,,7,,36,,27,,,-,3,,13,,84,,79,,"CONNECTICUT
(41.544654, -72.651713)",
GUAM,2015,31,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
VERMONT,2015,31,,-,0,,1,,1,,,-,,-,0,,2,,3,,36,,,-,0,,4,,11,,31,,"VERMONT
(43.622479, -72.51927)",
CALIFORNIA,2015,31,,-,0,,4,,6,,9,,1,,85,,162,,1799,,5966,,,-,2,,24,,136,,164,,"CALIFORNIA
(37.640735, -121.002435)",
MICHIGAN,2015,31,,-,0,,3,,1,,9,,5,,15,,73,,265,,641,,,-,0,,5,,15,,23,,"MICHIGAN
(44.66399, -84.711206)",
ARIZONA,2015,31,,-,0,,2,,,-,9,,23,,11,,29,,426,,330,,,N,0,,0,,,N,,N,"ARIZONA
(34.869712, -111.760902)",
KENTUCKY,2015,31,,-,0,,2,,3,,1,,,-,2,,8,,51,,201,,1,,0,,2,,8,,4,,"KENTUCKY
(37.64591, -84.774043)",
KANSAS,2015,31,,-,0,,1,,,-,1,,,-,9,,23,,259,,241,,1,,2,,6,,78,,41,,"KANSAS
(38.345528, -98.201847)",
NORTH CAROLINA,2015,31,,-,0,,2,,3,,,-,10,,8,,76,,236,,424,,,-,7,,15,,197,,201,,"NORTH CAROLINA
(35.47995, -79.180571)",
WASHINGTON,2015,31,,-,0,,4,,3,,1,,31,,18,,123,,964,,214,,,-,0,,15,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
NEW MEXICO,2015,31,,-,0,,1,,1,,,-,,-,4,,17,,98,,228,,,-,0,,2,,5,,6,,"NEW MEXICO
(34.520396, -106.244402)",
SOUTH CAROLINA,2015,31,,-,0,,1,,,-,,-,1,,3,,9,,88,,85,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
UTAH,2015,31,,-,0,,1,,,-,,-,,-,10,,20,,250,,690,,1,,0,,4,,8,,10,,"UTAH
(39.359772, -111.584173)",
NEVADA,2015,31,,-,0,,0,,,-,2,,,-,2,,8,,77,,92,,,-,0,,5,,4,,6,,"NEVADA
(39.491833, -117.070159)",
WISCONSIN,2015,31,,-,0,,1,,3,,65,,,-,14,,82,,268,,709,,,N,0,,0,,,N,,N,"WISCONSIN
(44.395526, -89.834513)",
INDIANA,2015,31,,-,0,,1,,2,,23,,,-,5,,21,,96,,283,,,-,0,,4,,,-,,-,"INDIANA
(39.76845, -86.156212)",
MONTANA,2015,31,,-,0,,1,,,-,,-,15,,7,,27,,201,,244,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
MINNESOTA,2015,31,,-,0,,2,,4,,12,,,-,11,,40,,219,,481,,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
NEW JERSEY,2015,31,,-,0,,3,,15,,33,,,-,6,,15,,162,,222,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.121601, -74.321404)",
ALABAMA,2015,31,,-,0,,1,,1,,2,,,-,3,,13,,96,,157,,,-,2,,6,,51,,38,,"ALABAMA
(32.839182, -86.631125)",
MISSISSIPPI,2015,31,,-,0,,1,,1,,,-,,-,0,,2,,10,,54,,,-,0,,0,,,-,1,,"MISSISSIPPI
(32.738663, -89.537312)",
OKLAHOMA,2015,31,,-,0,,2,,1,,2,,,-,0,,20,,24,,70,,,-,1,,23,,68,,70,,"OKLAHOMA
(35.468494, -97.521264)",
DELAWARE,2015,31,,-,0,,1,,2,,,-,,-,0,,2,,6,,199,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
SOUTH DAKOTA,2015,31,,-,0,,0,,,-,,-,,-,0,,5,,4,,81,,1,,0,,2,,23,,12,,"SOUTH DAKOTA
(44.35371, -100.373709)",
PUERTO RICO,2015,31,,-,0,,1,,3,,,-,,-,0,,2,,8,,11,,1,,0,,4,,10,,21,,"PUERTO RICO
(18.215692, -66.414655)",
NEW YORK,2015,31,,-,0,,3,,16,,6,,14,,13,,57,,325,,398,,11,,7,,15,,194,,187,,"NEW YORK
(42.826892, -75.544286)",
OREGON,2015,31,,-,0,,1,,2,,1,,,-,10,,27,,416,,276,,,-,0,,3,,2,,2,,"OREGON
(44.567912, -120.156945)",
LOUISIANA,2015,31,,-,0,,1,,1,,,-,,-,1,,4,,34,,61,,,-,0,,1,,,-,2,,"LOUISIANA
(31.31111, -92.445)",
FLORIDA,2015,31,1,,0,,1,,7,,,-,7,,7,,18,,202,,525,,,-,0,,39,,44,,94,,"FLORIDA
(28.915325, -81.922409)",
PENNSYLVANIA,2015,31,,-,0,,5,,4,,7,,10,,16,,38,,512,,425,,,-,0,,17,,,-,215,,"PENNSYLVANIA
(40.789676, -77.858055)",
TENNESSEE,2015,31,,-,0,,2,,3,,4,,2,,4,,16,,125,,175,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
WEST VIRGINIA,2015,31,,-,0,,1,,1,,,-,,-,0,,4,,28,,11,,,-,1,,4,,23,,26,,"WEST VIRGINIA
(38.668501, -80.709421)",
VIRGINIA,2015,31,,-,0,,5,,29,,15,,,-,5,,39,,155,,294,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
COLORADO,2015,31,,-,0,,1,,2,,2,,16,,20,,33,,571,,841,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
IOWA,2015,31,,-,0,,3,,3,,3,,,-,2,,10,,71,,128,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
NEBRASKA,2015,31,,-,0,,0,,,-,,-,3,,6,,73,,470,,124,,2,,0,,5,,23,,9,,"NEBRASKA
(41.640503, -99.367122)",
MISSOURI,2015,31,,-,0,,1,,1,,5,,,-,5,,26,,50,,269,,,-,0,,2,,,-,17,,"MISSOURI
(38.636168, -92.566292)",
IDAHO,2015,31,,-,0,,6,,8,,,-,5,,5,,20,,168,,245,,,-,0,,2,,,-,5,,"IDAHO
(43.680635, -114.364237)",
TEXAS,2015,31,,-,0,,5,,12,,7,,16,,33,,159,,813,,1419,,20,,19,,108,,539,,458,,"TEXAS
(31.827233, -99.423022)",
ALASKA,2015,31,,-,0,,0,,,-,1,,,-,3,,18,,71,,49,,,-,0,,1,,3,,3,,"ALASKA
(64.836661, -147.738891)",
ILLINOIS,2015,31,1,,1,,11,,85,,113,,,-,12,,45,,281,,319,,5,,0,,6,,31,,10,,"ILLINOIS
(40.477092, -88.993221)",
MARYLAND,2015,31,1,,0,,2,,8,,2,,,-,3,,16,,72,,65,,,-,7,,19,,189,,176,,"MARYLAND
(39.290443, -76.612333)",
HAWAII,2015,31,,-,0,,1,,,-,,-,,-,0,,4,,22,,26,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
NORTH DAKOTA,2015,31,,-,0,,1,,,-,,-,,-,0,,5,,13,,31,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
WYOMING,2015,31,,-,0,,0,,,-,,-,,-,0,,2,,1,,54,,,-,0,,2,,,-,51,,"WYOMING
(43.23558, -108.110518)",
OHIO,2015,31,,-,0,,6,,17,,522,,13,,18,,53,,458,,937,,1,,0,,5,,23,,9,,"OHIO
(40.056807, -82.405897)",
RHODE ISLAND,2015,31,,-,0,,1,,1,,,-,,-,0,,5,,10,,83,,,-,0,,3,,7,,12,,"RHODE ISLAND
(41.707447, -71.522488)",
ARKANSAS,2015,31,,-,0,,1,,3,,1,,1,,1,,7,,30,,203,,,-,1,,7,,47,,104,,"ARKANSAS
(34.748745, -92.275105)",
UNITED STATES,2015,32,2,,9,,29,,310,,987,,124,,432,,853,,11463,,20060,,50,,68,,151,,1916,,2373,,,
NEW ENGLAND,2015,32,,-,0,,2,,7,,7,,2,,15,,55,,349,,594,,1,,6,,16,,138,,172,,,
MID. ATLANTIC,2015,32,1,,2,,10,,66,,147,,22,,37,,98,,1156,,1152,,10,,8,,31,,204,,435,,,
NEW YORK CITY,2015,32,,-,1,,4,,29,,100,,,-,4,,8,,119,,53,,,-,0,,1,,,-,9,,"NEW YORK CITY
",
E.N. CENTRAL,2015,32,,-,3,,14,,122,,733,,8,,59,,193,,1410,,3000,,8,,1,,14,,77,,53,,,
W.N. CENTRAL,2015,32,,-,0,,4,,15,,21,,,-,46,,103,,1102,,1402,,2,,3,,9,,126,,83,,,
S. ATLANTIC,2015,32,,-,1,,5,,49,,35,,18,,37,,96,,974,,1952,,12,,16,,46,,473,,678,,,
DIST. OF COL.,2015,32,,-,0,,0,,,-,16,,1,,0,,3,,7,,10,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,32,,-,0,,2,,8,,7,,6,,11,,28,,299,,618,,,-,2,,6,,63,,46,,,
W.S. CENTRAL,2015,32,1,,0,,6,,18,,10,,33,,38,,186,,939,,1817,,16,,23,,108,,674,,647,,,
MOUNTAIN,2015,32,,-,0,,6,,14,,13,,28,,65,,88,,1918,,2801,,,-,0,,7,,17,,87,,,
PACIFIC,2015,32,,-,0,,4,,11,,14,,7,,126,,275,,3316,,6724,,1,,2,,24,,144,,172,,,
AMER. SAMOA,2015,32,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,U,,-,,-,,U,,U,"AMER. SAMOA
",
C.N.M.I.,2015,32,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,32,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
INDIANA,2015,32,,-,0,,1,,2,,23,,,-,5,,21,,100,,290,,,-,0,,0,,,-,4,,"INDIANA
(39.76845, -86.156212)",
WISCONSIN,2015,32,,-,0,,1,,3,,65,,,-,15,,82,,284,,723,,,N,0,,0,,,N,,N,"WISCONSIN
(44.395526, -89.834513)",
WEST VIRGINIA,2015,32,,-,0,,1,,1,,,-,,-,0,,4,,30,,11,,,-,0,,4,,23,,27,,"WEST VIRGINIA
(38.668501, -80.709421)",
ILLINOIS,2015,32,,-,1,,11,,99,,113,,,-,12,,45,,287,,335,,5,,0,,6,,36,,15,,"ILLINOIS
(40.477092, -88.993221)",
MASSACHUSETTS,2015,32,,-,0,,2,,4,,5,,,-,4,,16,,87,,136,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
IDAHO,2015,32,,-,0,,6,,8,,,-,1,,5,,20,,170,,253,,,-,0,,2,,,-,6,,"IDAHO
(43.680635, -114.364237)",
LOUISIANA,2015,32,,-,0,,1,,1,,,-,2,,1,,4,,37,,63,,,-,0,,1,,,-,2,,"LOUISIANA
(31.31111, -92.445)",
NEVADA,2015,32,,-,0,,0,,,-,2,,,-,2,,8,,77,,93,,,-,0,,2,,4,,11,,"NEVADA
(39.491833, -117.070159)",
SOUTH DAKOTA,2015,32,,-,0,,0,,,-,,-,,-,0,,5,,4,,82,,,-,1,,2,,23,,12,,"SOUTH DAKOTA
(44.35371, -100.373709)",
OKLAHOMA,2015,32,,-,0,,2,,1,,2,,3,,0,,20,,27,,75,,2,,1,,23,,70,,72,,"OKLAHOMA
(35.468494, -97.521264)",
UTAH,2015,32,,-,0,,1,,,-,,-,,-,10,,20,,256,,703,,,-,0,,4,,8,,11,,"UTAH
(39.359772, -111.584173)",
