Reporting Area,MMWR Year,MMWR Week,"Invasive Pneumococcal disease, All ages, Current week","Invasive Pneumococcal disease§, All ages, Current week, flag","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Med","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Med, flag","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Max","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Max, flag","Invasive Pneumococcal disease§, All ages, Cum 2016","Invasive Pneumococcal disease§, All ages, Cum 2016, flag","Invasive Pneumococcal disease§, All ages, Cum 2015","Invasive Pneumococcal disease§, All ages, Cum 2015, flag","Invasive Pneumococcal disease§, Age LT 5, Current week","Invasive Pneumococcal disease§, Age LT 5, Current week, flag","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Med","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Med, flag","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Max","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Max, flag","Invasive Pneumococcal disease§, Age LT 5, Cum 2016","Invasive Pneumococcal disease§, Age LT 5, Cum 2016, flag","Invasive Pneumococcal disease§, Age LT 5, Cum 2015","Invasive Pneumococcal disease§, Age LT 5, Cum 2015, flag","Legionellosis, Current week","Legionellosis, Current week, flag","Legionellosis, Previous 52 weeks Med","Legionellosis, Previous 52 weeks Med, flag","Legionellosis, Previous 52 weeks Max","Legionellosis, Previous 52 weeks Max, flag","Legionellosis, Cum 2016","Legionellosis, Cum 2016, flag","Legionellosis, Cum 2015","Legionellosis, Cum 2015, flag",Location 1,Location 2
IOWA,2016,20,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,4,,11,,"IOWA
(42.46942, -93.815856)",
INDIANA,2016,20,,-,11,,30,,261,,302,,,-,0,,3,,5,,18,,,-,2,,12,,21,,29,,"INDIANA
(39.76845, -86.156212)",
IDAHO,2016,20,,N,0,,0,,,N,,N,,-,0,,1,,4,,4,,,-,0,,1,,7,,6,,"IDAHO
(43.680635, -114.364237)",
COLORADO,2016,20,,-,4,,21,,,-,237,,,-,0,,2,,,-,16,,,-,0,,7,,,-,18,,"COLORADO
(38.841772, -106.132562)",
KANSAS,2016,20,,-,4,,9,,90,,88,,,-,0,,2,,6,,11,,,-,0,,4,,5,,7,,"KANSAS
(38.345528, -98.201847)",
WYOMING,2016,20,,-,0,,3,,19,,15,,,-,0,,1,,1,,1,,,-,0,,2,,,-,,-,"WYOMING
(43.23558, -108.110518)",
TENNESSEE,2016,20,15,,15,,35,,403,,459,,1,,1,,3,,18,,24,,1,,2,,6,,33,,44,,"TENNESSEE
(35.681402, -85.774444)",
WEST VIRGINIA,2016,20,,-,4,,12,,83,,114,,,-,0,,2,,4,,7,,,-,0,,3,,3,,11,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW HAMPSHIRE,2016,20,1,,1,,6,,45,,51,,,-,0,,1,,1,,5,,,-,0,,5,,3,,3,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WASHINGTON,2016,20,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,56,,13,,,-,"WASHINGTON
(47.517368, -120.467672)",
GUAM,2016,20,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
MAINE,2016,20,4,,3,,9,,70,,68,,,-,0,,2,,6,,2,,,-,0,,2,,6,,4,,"MAINE
(45.252223, -68.986647)",
NEBRASKA,2016,20,3,,3,,8,,86,,71,,,-,0,,2,,8,,4,,,-,0,,2,,1,,7,,"NEBRASKA
(41.640503, -99.367122)",
VERMONT,2016,20,1,,1,,5,,32,,33,,,-,0,,1,,1,,3,,,-,0,,3,,2,,3,,"VERMONT
(43.622479, -72.51927)",
MISSOURI,2016,20,,N,0,,1,,,N,,N,,-,0,,2,,,-,9,,,-,2,,22,,22,,25,,"MISSOURI
(38.636168, -92.566292)",
RHODE ISLAND,2016,20,,-,1,,6,,28,,25,,,-,0,,1,,1,,1,,,-,0,,6,,3,,6,,"RHODE ISLAND
(41.707447, -71.522488)",
OKLAHOMA,2016,20,,N,0,,0,,,N,,N,,-,0,,2,,5,,7,,,-,0,,9,,1,,6,,"OKLAHOMA
(35.468494, -97.521264)",
ALASKA,2016,20,2,,2,,10,,50,,44,,1,,0,,1,,4,,4,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
NEW MEXICO,2016,20,1,,5,,15,,170,,162,,,-,0,,4,,7,,12,,,-,0,,2,,4,,4,,"NEW MEXICO
(34.520396, -106.244402)",
MASSACHUSETTS,2016,20,,-,9,,20,,240,,257,,,-,0,,3,,14,,15,,,-,2,,8,,24,,34,,"MASSACHUSETTS
(42.268546, -72.085064)",
OHIO,2016,20,18,,20,,41,,552,,506,,,-,1,,5,,31,,23,,7,,6,,74,,95,,103,,"OHIO
(40.056807, -82.405897)",
HAWAII,2016,20,,-,1,,6,,37,,31,,,-,0,,1,,,-,2,,,-,0,,1,,2,,5,,"HAWAII
(21.30992, -157.858158)",
MINNESOTA,2016,20,,-,5,,19,,,-,258,,,-,0,,2,,,-,20,,,-,1,,5,,12,,9,,"MINNESOTA
(44.943719, -93.094281)",
NEVADA,2016,20,,-,2,,10,,40,,87,,,-,0,,1,,2,,7,,,-,0,,2,,,-,10,,"NEVADA
(39.491833, -117.070159)",
OREGON,2016,20,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,3,,7,,17,,"OREGON
(44.567912, -120.156945)",
TEXAS,2016,20,20,,27,,217,,789,,749,,1,,3,,14,,61,,63,,5,,5,,21,,44,,84,,"TEXAS
(31.827233, -99.423022)",
ARKANSAS,2016,20,,-,5,,24,,119,,153,,,-,0,,3,,10,,14,,,-,1,,4,,8,,8,,"ARKANSAS
(34.748745, -92.275105)",
MICHIGAN,2016,20,,-,14,,46,,343,,375,,,-,1,,4,,17,,22,,,-,2,,14,,17,,39,,"MICHIGAN
(44.66399, -84.711206)",
CONNECTICUT,2016,20,2,,4,,10,,105,,130,,,-,0,,1,,6,,4,,,-,1,,4,,6,,9,,"CONNECTICUT
(41.544654, -72.651713)",
PENNSYLVANIA,2016,20,4,,10,,23,,276,,246,,,-,0,,3,,12,,10,,2,,6,,23,,46,,64,,"PENNSYLVANIA
(40.789676, -77.858055)",
MONTANA,2016,20,6,,1,,5,,49,,33,,,-,0,,1,,2,,,-,,-,0,,2,,2,,1,,"MONTANA
(47.062617, -109.430168)",
SOUTH CAROLINA,2016,20,1,,6,,18,,180,,250,,,-,0,,2,,4,,12,,1,,1,,3,,10,,21,,"SOUTH CAROLINA
(34.009286, -81.037094)",
VIRGINIA,2016,20,,-,0,,2,,10,,8,,,-,0,,2,,10,,8,,3,,2,,9,,25,,31,,"VIRGINIA
(37.542699, -78.45822)",
NORTH CAROLINA,2016,20,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,3,,9,,41,,64,,"NORTH CAROLINA
(35.47995, -79.180571)",
FLORIDA,2016,20,8,,9,,59,,351,,211,,,-,1,,4,,26,,28,,2,,5,,13,,90,,112,,"FLORIDA
(28.915325, -81.922409)",
KENTUCKY,2016,20,,-,4,,11,,111,,119,,,-,0,,2,,1,,2,,,-,1,,7,,16,,23,,"KENTUCKY
(37.64591, -84.774043)",
NEW YORK,2016,20,24,,17,,71,,426,,385,,1,,1,,4,,22,,20,,2,,6,,26,,93,,108,,"NEW YORK
(42.826892, -75.544286)",
NEW JERSEY,2016,20,,-,5,,20,,2,,285,,,-,0,,4,,,-,7,,,-,2,,13,,2,,50,,"NEW JERSEY
(40.104655, -74.386686)",
LOUISIANA,2016,20,1,,5,,16,,161,,182,,,-,0,,3,,14,,11,,,-,0,,3,,6,,20,,"LOUISIANA
(31.2931, -92.463284)",
SOUTH DAKOTA,2016,20,2,,2,,9,,71,,54,,,N,0,,0,,,N,,N,,-,0,,2,,,-,2,,"SOUTH DAKOTA
(44.35371, -100.373709)",
DELAWARE,2016,20,2,,1,,5,,34,,40,,,-,0,,1,,,-,2,,,-,0,,3,,5,,5,,"DELAWARE
(39.008676, -75.574561)",
GEORGIA,2016,20,12,,17,,36,,438,,527,,1,,1,,5,,32,,29,,1,,2,,7,,34,,32,,"GEORGIA
(32.836038, -83.631709)",
ARIZONA,2016,20,13,,9,,37,,443,,390,,1,,1,,4,,28,,28,,3,,1,,5,,29,,45,,"ARIZONA
(34.869712, -111.760902)",
MARYLAND,2016,20,5,,8,,20,,225,,226,,,-,0,,3,,15,,12,,2,,2,,9,,29,,38,,"MARYLAND
(39.290443, -76.612333)",
PUERTO RICO,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,3,,6,,"PUERTO RICO
(18.215692, -66.414655)",
MISSISSIPPI,2016,20,1,,5,,12,,113,,108,,1,,0,,2,,9,,9,,,-,0,,4,,4,,17,,"MISSISSIPPI
(32.738663, -89.537312)",
UTAH,2016,20,,-,3,,8,,78,,101,,,-,0,,2,,9,,9,,,-,0,,2,,9,,13,,"UTAH
(39.359772, -111.584173)",
NORTH DAKOTA,2016,20,,-,1,,6,,32,,37,,,-,0,,1,,1,,3,,,-,0,,1,,1,,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
WISCONSIN,2016,20,9,,8,,25,,222,,207,,,-,1,,2,,13,,10,,,-,2,,7,,11,,24,,"WISCONSIN
(44.395526, -89.834513)",
CALIFORNIA,2016,20,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,6,,18,,90,,214,,"CALIFORNIA
(37.640735, -121.002435)",
ILLINOIS,2016,20,,N,0,,0,,,N,,N,,-,0,,2,,,-,1,,,-,4,,48,,43,,47,,"ILLINOIS
(40.477092, -88.993221)",
ALABAMA,2016,20,1,,5,,18,,157,,151,,1,,0,,5,,13,,17,,,-,1,,4,,19,,26,,"ALABAMA
(32.839182, -86.631125)",
UNITED STATES,2016,21,122,,289,,727,,7455,,8441,,7,,21,,36,,443,,559,,27,,93,,274,,1079,,1623,,,
NEW ENGLAND,2016,21,,-,20,,42,,526,,594,,,-,0,,4,,29,,30,,,-,5,,15,,44,,63,,,
MID. ATLANTIC,2016,21,17,,45,,129,,1041,,1304,,1,,3,,8,,44,,53,,3,,19,,127,,221,,306,,,
NEW YORK CITY,2016,21,7,,13,,23,,325,,351,,,-,0,,3,,9,,16,,1,,5,,85,,75,,75,,"NEW YORK CITY
",
E.N. CENTRAL,2016,21,26,,57,,127,,1442,,1468,,3,,3,,9,,69,,83,,7,,18,,103,,197,,260,,,
W.N. CENTRAL,2016,21,3,,15,,29,,285,,521,,,-,1,,4,,15,,47,,1,,4,,25,,46,,77,,,
S. ATLANTIC,2016,21,20,,48,,109,,1345,,1422,,,-,4,,11,,92,,107,,5,,18,,36,,251,,329,,,
DIST. OF COL.,2016,21,,N,0,,0,,,N,,N,,-,0,,1,,,-,4,,,N,0,,0,,,N,,N,"DIST. OF COL.
",
E.S. CENTRAL,2016,21,10,,29,,70,,797,,865,,,-,2,,6,,42,,54,,3,,5,,15,,81,,115,,,
W.S. CENTRAL,2016,21,25,,39,,244,,1108,,1116,,2,,4,,16,,93,,101,,7,,7,,32,,72,,128,,,
MOUNTAIN,2016,21,19,,29,,65,,822,,1069,,1,,2,,6,,55,,77,,1,,4,,10,,55,,103,,,
PACIFIC,2016,21,2,,3,,11,,89,,82,,,-,0,,1,,4,,7,,,-,7,,70,,112,,242,,,
AMER. SAMOA,2016,21,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,21,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
OREGON,2016,21,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,3,,7,,17,,"OREGON
(44.567912, -120.156945)",
DELAWARE,2016,21,,-,1,,5,,34,,41,,,-,0,,1,,,-,2,,,-,0,,3,,5,,5,,"DELAWARE
(39.008676, -75.574561)",
COLORADO,2016,21,,-,4,,21,,,-,248,,,-,0,,2,,,-,16,,,-,0,,7,,,-,19,,"COLORADO
(38.841772, -106.132562)",
ARIZONA,2016,21,16,,9,,37,,456,,400,,1,,1,,4,,29,,28,,1,,1,,6,,32,,48,,"ARIZONA
(34.869712, -111.760902)",
WASHINGTON,2016,21,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,56,,13,,,-,"WASHINGTON
(47.517368, -120.467672)",
TEXAS,2016,21,21,,27,,217,,824,,771,,1,,3,,14,,63,,68,,7,,5,,21,,52,,89,,"TEXAS
(31.827233, -99.423022)",
RHODE ISLAND,2016,21,,-,1,,6,,28,,30,,,-,0,,1,,1,,1,,,-,0,,6,,3,,6,,"RHODE ISLAND
(41.707447, -71.522488)",
MAINE,2016,21,,-,3,,9,,70,,68,,,-,0,,2,,6,,2,,,-,0,,2,,6,,4,,"MAINE
(45.252223, -68.986647)",
VERMONT,2016,21,,-,1,,5,,32,,35,,,-,0,,1,,1,,3,,,-,0,,3,,2,,3,,"VERMONT
(43.622479, -72.51927)",
OHIO,2016,21,19,,20,,41,,571,,528,,3,,1,,5,,34,,26,,7,,6,,74,,102,,110,,"OHIO
(40.056807, -82.405897)",
UTAH,2016,21,,-,3,,8,,78,,105,,,-,0,,2,,9,,9,,,-,0,,2,,9,,14,,"UTAH
(39.359772, -111.584173)",
GUAM,2016,21,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
MISSISSIPPI,2016,21,1,,5,,12,,114,,113,,,-,0,,2,,9,,10,,,-,0,,4,,5,,18,,"MISSISSIPPI
(32.738663, -89.537312)",
TENNESSEE,2016,21,9,,15,,35,,414,,475,,,-,1,,3,,19,,25,,2,,2,,6,,40,,46,,"TENNESSEE
(35.681402, -85.774444)",
NEW JERSEY,2016,21,,-,5,,20,,2,,294,,,-,0,,4,,,-,7,,,-,2,,13,,2,,52,,"NEW JERSEY
(40.104655, -74.386686)",
KANSAS,2016,21,,-,3,,9,,93,,91,,,-,0,,2,,6,,11,,,-,0,,4,,5,,9,,"KANSAS
(38.345528, -98.201847)",
NORTH DAKOTA,2016,21,,-,1,,6,,32,,39,,,-,0,,1,,1,,3,,,-,0,,1,,1,,1,,"NORTH DAKOTA
(47.475879, -100.121011)",
LOUISIANA,2016,21,3,,5,,16,,164,,185,,,-,0,,3,,14,,11,,,-,0,,3,,7,,20,,"LOUISIANA
(31.2931, -92.463284)",
NEBRASKA,2016,21,2,,3,,8,,88,,72,,,-,0,,2,,8,,4,,,-,0,,2,,1,,7,,"NEBRASKA
(41.640503, -99.367122)",
WEST VIRGINIA,2016,21,,-,4,,12,,85,,117,,,-,0,,2,,4,,7,,,-,0,,3,,3,,11,,"WEST VIRGINIA
(38.668501, -80.709421)",
HAWAII,2016,21,,-,1,,6,,37,,34,,,-,0,,1,,,-,2,,,-,0,,1,,2,,5,,"HAWAII
(21.30992, -157.858158)",
NORTH CAROLINA,2016,21,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,3,,9,,46,,64,,"NORTH CAROLINA
(35.47995, -79.180571)",
KENTUCKY,2016,21,,-,4,,11,,111,,122,,,-,0,,2,,1,,2,,1,,1,,7,,17,,24,,"KENTUCKY
(37.64591, -84.774043)",
MINNESOTA,2016,21,,-,5,,19,,,-,265,,,-,0,,2,,,-,20,,1,,1,,5,,13,,10,,"MINNESOTA
(44.943719, -93.094281)",
INDIANA,2016,21,,-,10,,30,,266,,317,,,-,0,,3,,5,,19,,,-,2,,12,,21,,32,,"INDIANA
(39.76845, -86.156212)",
OKLAHOMA,2016,21,,N,0,,0,,,N,,N,1,,0,,2,,6,,8,,,-,0,,10,,1,,10,,"OKLAHOMA
(35.468494, -97.521264)",
MASSACHUSETTS,2016,21,,-,9,,20,,240,,273,,,-,0,,3,,14,,15,,,-,2,,8,,24,,35,,"MASSACHUSETTS
(42.268546, -72.085064)",
MISSOURI,2016,21,,N,0,,1,,,N,,N,,-,0,,2,,,-,9,,,-,2,,22,,22,,37,,"MISSOURI
(38.636168, -92.566292)",
NEW YORK,2016,21,3,,18,,71,,429,,403,,1,,1,,4,,23,,20,,,-,6,,26,,93,,109,,"NEW YORK
(42.826892, -75.544286)",
PUERTO RICO,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,4,,6,,"PUERTO RICO
(18.215692, -66.414655)",
IOWA,2016,21,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,4,,11,,"IOWA
(42.46942, -93.815856)",
IDAHO,2016,21,,N,0,,0,,,N,,N,,-,0,,1,,4,,4,,,-,0,,1,,7,,6,,"IDAHO
(43.680635, -114.364237)",
WISCONSIN,2016,21,2,,8,,25,,228,,216,,,-,1,,2,,13,,12,,,-,1,,7,,11,,24,,"WISCONSIN
(44.395526, -89.834513)",
NEW HAMPSHIRE,2016,21,,-,1,,6,,46,,53,,,-,0,,2,,1,,5,,,-,0,,5,,3,,4,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ALABAMA,2016,21,,-,5,,18,,158,,155,,,-,0,,5,,13,,17,,,-,1,,4,,19,,27,,"ALABAMA
(32.839182, -86.631125)",
WYOMING,2016,21,,-,0,,3,,19,,15,,,-,0,,1,,1,,1,,,-,0,,2,,,-,,-,"WYOMING
(43.23558, -108.110518)",
SOUTH CAROLINA,2016,21,2,,6,,18,,182,,260,,,-,0,,2,,4,,13,,1,,1,,3,,11,,23,,"SOUTH CAROLINA
(34.009286, -81.037094)",
ILLINOIS,2016,21,,N,0,,0,,,N,,N,,-,0,,2,,,-,3,,,-,4,,48,,46,,50,,"ILLINOIS
(40.477092, -88.993221)",
ARKANSAS,2016,21,1,,5,,24,,120,,160,,,-,0,,3,,10,,14,,,-,1,,4,,12,,9,,"ARKANSAS
(34.748745, -92.275105)",
GEORGIA,2016,21,6,,16,,36,,446,,547,,,-,1,,5,,32,,30,,,-,2,,7,,34,,34,,"GEORGIA
(32.836038, -83.631709)",
CONNECTICUT,2016,21,,-,4,,10,,110,,135,,,-,0,,1,,6,,4,,,-,1,,4,,6,,11,,"CONNECTICUT
(41.544654, -72.651713)",
MARYLAND,2016,21,3,,7,,20,,227,,230,,,-,0,,3,,15,,12,,2,,2,,9,,33,,41,,"MARYLAND
(39.290443, -76.612333)",
NEW MEXICO,2016,21,,-,4,,15,,172,,175,,,-,0,,2,,7,,12,,,-,0,,2,,4,,4,,"NEW MEXICO
(34.520396, -106.244402)",
CALIFORNIA,2016,21,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,5,,18,,90,,220,,"CALIFORNIA
(37.640735, -121.002435)",
FLORIDA,2016,21,9,,9,,59,,360,,217,,,-,1,,4,,26,,29,,,-,5,,13,,90,,118,,"FLORIDA
(28.915325, -81.922409)",
SOUTH DAKOTA,2016,21,1,,2,,9,,72,,54,,,N,0,,0,,,N,,N,,-,0,,2,,,-,2,,"SOUTH DAKOTA
(44.35371, -100.373709)",
PENNSYLVANIA,2016,21,7,,10,,23,,285,,256,,,-,0,,3,,12,,10,,2,,6,,23,,51,,70,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEVADA,2016,21,,-,2,,10,,45,,90,,,-,0,,1,,3,,7,,,-,0,,2,,1,,10,,"NEVADA
(39.491833, -117.070159)",
MONTANA,2016,21,3,,1,,6,,52,,36,,,-,0,,1,,2,,,-,,-,0,,2,,2,,2,,"MONTANA
(47.062617, -109.430168)",
ALASKA,2016,21,2,,2,,10,,52,,48,,,-,0,,1,,4,,5,,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
VIRGINIA,2016,21,,-,0,,2,,11,,10,,,-,0,,2,,11,,10,,2,,3,,9,,29,,33,,"VIRGINIA
(37.542699, -78.45822)",
MICHIGAN,2016,21,5,,14,,46,,377,,407,,,-,0,,4,,17,,23,,,-,2,,14,,17,,44,,"MICHIGAN
(44.66399, -84.711206)",
UNITED STATES,2016,22,125,,280,,727,,7702,,8715,,16,,20,,36,,446,,557,,25,,87,,276,,1143,,1733,,,
VIRGIN ISL.,2016,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NEW ENGLAND,2016,22,4,,20,,42,,554,,608,,,-,0,,4,,29,,30,,,-,5,,15,,46,,66,,,
MID. ATLANTIC,2016,22,11,,45,,129,,1054,,1346,,,-,3,,8,,32,,44,,7,,19,,127,,233,,321,,,
NEW YORK CITY,2016,22,11,,13,,23,,336,,365,,,-,0,,3,,9,,16,,1,,5,,85,,76,,80,,"NEW YORK CITY
",
E.N. CENTRAL,2016,22,31,,55,,127,,1509,,1518,,3,,3,,8,,74,,86,,2,,18,,103,,207,,283,,,
W.N. CENTRAL,2016,22,2,,15,,29,,294,,546,,,-,1,,4,,9,,38,,,-,4,,25,,47,,89,,,
S. ATLANTIC,2016,22,25,,48,,109,,1386,,1466,,2,,4,,11,,96,,111,,5,,18,,36,,262,,349,,,
DIST. OF COL.,2016,22,,N,0,,0,,,N,,N,,-,0,,1,,,-,4,,,N,0,,0,,,N,,N,"DIST. OF COL.
",
E.S. CENTRAL,2016,22,12,,29,,70,,833,,890,,2,,2,,6,,45,,56,,2,,5,,15,,83,,126,,,
W.S. CENTRAL,2016,22,26,,39,,244,,1142,,1157,,5,,4,,16,,100,,105,,6,,7,,32,,79,,141,,,
MOUNTAIN,2016,22,11,,27,,65,,837,,1099,,3,,2,,6,,56,,80,,2,,4,,10,,57,,106,,,
PACIFIC,2016,22,3,,3,,12,,93,,85,,1,,0,,1,,5,,7,,1,,7,,70,,129,,252,,,
AMER. SAMOA,2016,22,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"AMER. SAMOA
",
VIRGIN ISL.,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
WYOMING,2016,22,,-,0,,3,,19,,15,,,-,0,,1,,1,,1,,,-,0,,2,,,-,,-,"WYOMING
(43.23558, -108.110518)",
VIRGINIA,2016,22,,-,0,,2,,12,,11,,,-,0,,2,,12,,11,,,-,3,,9,,29,,35,,"VIRGINIA
(37.542699, -78.45822)",
NEW JERSEY,2016,22,,-,4,,20,,2,,300,,,-,0,,4,,,-,8,,,-,2,,13,,2,,56,,"NEW JERSEY
(40.104655, -74.386686)",
NORTH CAROLINA,2016,22,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,3,,9,,51,,70,,"NORTH CAROLINA
(35.47995, -79.180571)",
PUERTO RICO,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,4,,6,,"PUERTO RICO
(18.215692, -66.414655)",
MICHIGAN,2016,22,3,,14,,46,,410,,422,,,-,1,,4,,19,,25,,,-,3,,16,,19,,53,,"MICHIGAN
(44.66399, -84.711206)",
IOWA,2016,22,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,3,,5,,12,,"IOWA
(42.46942, -93.815856)",
MARYLAND,2016,22,,-,7,,20,,229,,240,,,-,0,,3,,15,,12,,,-,2,,9,,34,,44,,"MARYLAND
(39.290443, -76.612333)",
WASHINGTON,2016,22,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,56,,13,,,-,"WASHINGTON
(47.517368, -120.467672)",
OREGON,2016,22,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,1,,1,,3,,10,,18,,"OREGON
(44.567912, -120.156945)",
VERMONT,2016,22,1,,1,,5,,33,,35,,,-,0,,1,,1,,3,,,-,0,,3,,2,,3,,"VERMONT
(43.622479, -72.51927)",
KANSAS,2016,22,,-,3,,9,,96,,92,,,N,0,,2,,,N,,N,,-,0,,4,,5,,10,,"KANSAS
(38.345528, -98.201847)",
GEORGIA,2016,22,4,,16,,36,,452,,562,,1,,1,,5,,34,,32,,,-,2,,7,,34,,37,,"GEORGIA
(32.836038, -83.631709)",
ARIZONA,2016,22,9,,9,,37,,466,,407,,2,,1,,4,,31,,28,,2,,1,,6,,34,,48,,"ARIZONA
(34.869712, -111.760902)",
IDAHO,2016,22,,N,0,,0,,,N,,N,,-,0,,1,,4,,5,,,-,0,,1,,7,,6,,"IDAHO
(43.680635, -114.364237)",
WISCONSIN,2016,22,3,,8,,25,,237,,226,,1,,1,,2,,14,,12,,,-,1,,7,,11,,26,,"WISCONSIN
(44.395526, -89.834513)",
DELAWARE,2016,22,1,,1,,5,,36,,42,,,-,0,,1,,,-,2,,1,,0,,3,,6,,6,,"DELAWARE
(39.008676, -75.574561)",
NEBRASKA,2016,22,1,,3,,8,,89,,74,,,-,0,,2,,8,,4,,,-,0,,2,,1,,7,,"NEBRASKA
(41.640503, -99.367122)",
MAINE,2016,22,2,,3,,9,,73,,71,,,-,0,,2,,6,,2,,,-,0,,2,,6,,4,,"MAINE
(45.252223, -68.986647)",
NEW MEXICO,2016,22,2,,4,,15,,175,,178,,1,,0,,2,,8,,12,,,-,0,,2,,4,,5,,"NEW MEXICO
(34.520396, -106.244402)",
UTAH,2016,22,,-,3,,8,,78,,107,,,-,0,,2,,9,,10,,,-,0,,2,,9,,16,,"UTAH
(39.359772, -111.584173)",
GUAM,2016,22,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
ILLINOIS,2016,22,,N,0,,0,,,N,,N,,-,0,,0,,,-,3,,,-,4,,48,,48,,56,,"ILLINOIS
(40.477092, -88.993221)",
HAWAII,2016,22,,-,1,,6,,38,,35,,,-,0,,1,,,-,2,,,-,0,,1,,3,,5,,"HAWAII
(21.30992, -157.858158)",
TEXAS,2016,22,22,,27,,217,,848,,806,,4,,3,,14,,68,,71,,4,,5,,21,,57,,98,,"TEXAS
(31.827233, -99.423022)",
CONNECTICUT,2016,22,1,,4,,10,,111,,135,,,-,0,,1,,6,,4,,,-,1,,4,,6,,11,,"CONNECTICUT
(41.544654, -72.651713)",
MONTANA,2016,22,,-,1,,6,,52,,36,,,N,0,,1,,,N,,N,,-,0,,2,,2,,2,,"MONTANA
(47.062617, -109.430168)",
INDIANA,2016,22,,-,10,,30,,266,,322,,,-,0,,3,,5,,19,,,-,2,,12,,25,,33,,"INDIANA
(39.76845, -86.156212)",
FLORIDA,2016,22,14,,9,,59,,374,,225,,1,,1,,4,,27,,30,,2,,5,,13,,92,,122,,"FLORIDA
(28.915325, -81.922409)",
WEST VIRGINIA,2016,22,,-,4,,12,,85,,123,,,-,0,,2,,4,,7,,,-,0,,3,,3,,11,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEW YORK,2016,22,,-,17,,71,,429,,418,,,-,1,,4,,23,,20,,,-,6,,26,,93,,111,,"NEW YORK
(42.826892, -75.544286)",
NEVADA,2016,22,,-,2,,10,,47,,91,,,-,0,,1,,3,,8,,,-,0,,2,,1,,11,,"NEVADA
(39.491833, -117.070159)",
MISSOURI,2016,22,,-,0,,1,,1,,,-,,-,0,,2,,,-,9,,,-,2,,22,,22,,44,,"MISSOURI
(38.636168, -92.566292)",
MINNESOTA,2016,22,,-,4,,19,,,-,278,,,-,0,,2,,,-,21,,,-,1,,5,,13,,12,,"MINNESOTA
(44.943719, -93.094281)",
RHODE ISLAND,2016,22,,-,0,,6,,29,,31,,,-,0,,1,,1,,1,,,-,0,,6,,3,,6,,"RHODE ISLAND
(41.707447, -71.522488)",
