 Reporting Area,MMWR Year,MMWR Week,"Giardiasis, Current week","Giardiasis, Current week, flag","Giardiasis, Previous 52 weeks Med","Giardiasis, Previous 52 weeks Med, flag","Giardiasis, Previous 52 weeks Max","Giardiasis, Previous 52 weeks Max, flag","Giardiasis, Cum 2016","Giardiasis, Cum 2016, flag","Giardiasis, Cum 2015","Giardiasis, Cum 2015, flag","Gonorrhea,Current week","Gonorrhea,Current week, flag","Gonorrhea,Previous 52 weeks Med","Gonorrhea,Previous 52 weeks Med, flag","Gonorrhea, Previous 52 weeks Max","Gonorrhea, Previous 52 weeks Max, flag","Gonorrhea, Cum 2016","Gonorrhea, Cum 2016, flag","Gonorrhea, Cum 2015","Gonorrhea, Cum 2015, flag","Haemophilus influenzae, invasive§, All ages, all serotypes,Current week","Haemophilus influenzae, invasive§, All ages, all serotypes,Current week, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Med","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Med, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Max","Haemophilus influenzae, invasive§, All ages, all serotypes, Previous 52 weeks Max, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2016","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2016, flag","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2015","Haemophilus influenzae, invasive§, All ages, all serotypes, Cum 2015, flag",Location 1,Location 2
NORTH DAKOTA,2016,22,,-,1,,3,,17,,17,,,-,14,,29,,315,,288,,1,,0,,3,,11,,9,,"NORTH DAKOTA
(47.475879, -100.121011)",
KANSAS,2016,22,,-,2,,7,,28,,43,,17,,53,,77,,1163,,1013,,,-,1,,5,,21,,16,,"KANSAS
(38.345528, -98.201847)",
WASHINGTON,2016,22,13,,0,,601,,196,,,-,88,,130,,211,,2437,,2898,,,-,0,,5,,5,,,-,"WASHINGTON
(47.517368, -120.467672)",
ARKANSAS,2016,22,,-,2,,12,,50,,33,,28,,114,,222,,1929,,823,,,-,1,,5,,21,,23,,"ARKANSAS
(34.748745, -92.275105)",
MARYLAND,2016,22,,-,5,,13,,83,,87,,80,,143,,252,,3014,,2263,,,-,1,,6,,51,,40,,"MARYLAND
(39.290443, -76.612333)",
LOUISIANA,2016,22,,-,4,,12,,49,,64,,,-,185,,1077,,3620,,2754,,,-,1,,5,,33,,31,,"LOUISIANA
(31.2931, -92.463284)",
INDIANA,2016,22,,-,3,,11,,45,,53,,59,,168,,304,,3724,,2958,,,-,2,,8,,43,,37,,"INDIANA
(39.76845, -86.156212)",
GUAM,2016,22,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
MISSOURI,2016,22,,-,4,,12,,6,,81,,159,,192,,238,,4279,,3494,,,-,1,,5,,4,,49,,"MISSOURI
(38.636168, -92.566292)",
NEW YORK,2016,22,,-,17,,34,,308,,262,,,-,170,,344,,3393,,3299,,,-,4,,8,,93,,80,,"NEW YORK
(42.826892, -75.544286)",
UTAH,2016,22,1,,3,,13,,38,,63,,20,,35,,52,,798,,592,,1,,1,,4,,11,,16,,"UTAH
(39.359772, -111.584173)",
UNITED STATES,2016,23,160,,251,,870,,4976,,5024,,4140,,7870,,9318,,170595,,161241,,35,,80,,189,,2082,,1863,,,
NEW ENGLAND,2016,23,7,,21,,42,,364,,370,,31,,153,,213,,3308,,2892,,,-,6,,11,,134,,111,,,
MID. ATLANTIC,2016,23,39,,53,,89,,1000,,1046,,629,,928,,1332,,22570,,19155,,15,,13,,34,,317,,275,,,
NEW YORK CITY,2016,23,22,,16,,27,,360,,366,,184,,342,,713,,9746,,7090,,6,,2,,7,,62,,39,,"NEW YORK CITY
",
E.N. CENTRAL,2016,23,15,,26,,61,,483,,530,,325,,1115,,1364,,21861,,22966,,,-,14,,32,,346,,303,,,
W.N. CENTRAL,2016,23,,-,21,,54,,210,,539,,200,,440,,554,,10161,,8813,,2,,4,,16,,65,,138,,,
S. ATLANTIC,2016,23,47,,54,,76,,1129,,927,,845,,1668,,2320,,35039,,36587,,5,,19,,87,,544,,432,,,
DIST. OF COL.,2016,23,,N,0,,0,,,N,,N,67,,58,,140,,1355,,1050,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,23,1,,4,,13,,116,,76,,75,,541,,723,,11557,,10144,,3,,6,,19,,167,,164,,,
W.S. CENTRAL,2016,23,2,,6,,15,,102,,102,,1044,,1205,,1917,,25774,,23928,,8,,6,,21,,222,,118,,,
MOUNTAIN,2016,23,6,,15,,49,,218,,396,,338,,431,,574,,9847,,8771,,1,,7,,17,,175,,211,,,
PACIFIC,2016,23,43,,57,,647,,1354,,1038,,653,,1354,,1561,,30478,,27985,,1,,4,,12,,112,,111,,,
AMER. SAMOA,2016,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
VIRGIN ISL.,2016,23,,-,0,,0,,,-,,-,,-,0,,4,,3,,31,,,N,0,,0,,,N,,N,"VIRGIN ISL.
",
OKLAHOMA,2016,23,,N,0,,0,,,N,,N,30,,118,,171,,1993,,2647,,5,,1,,15,,43,,56,,"OKLAHOMA
(35.468494, -97.521264)",
NEVADA,2016,23,,-,0,,4,,7,,26,,31,,59,,89,,1106,,1496,,,-,0,,3,,4,,15,,"NEVADA
(39.491833, -117.070159)",
HAWAII,2016,23,,-,1,,4,,20,,13,,,-,21,,38,,455,,580,,,-,0,,6,,22,,6,,"HAWAII
(21.30992, -157.858158)",
PUERTO RICO,2016,23,,-,0,,2,,4,,8,,,-,11,,40,,197,,221,,,-,0,,1,,3,,1,,"PUERTO RICO
(18.215692, -66.414655)",
OREGON,2016,23,7,,6,,14,,129,,156,,91,,71,,97,,1692,,1220,,1,,2,,4,,47,,60,,"OREGON
(44.567912, -120.156945)",
CALIFORNIA,2016,23,17,,45,,63,,972,,837,,430,,1109,,1322,,25370,,22671,,,-,1,,4,,29,,37,,"CALIFORNIA
(37.640735, -121.002435)",
MONTANA,2016,23,,-,1,,6,,33,,32,,10,,18,,30,,447,,351,,,-,0,,2,,6,,3,,"MONTANA
(47.062617, -109.430168)",
MARYLAND,2016,23,,-,5,,13,,83,,92,,,-,143,,252,,3014,,2400,,,-,1,,6,,51,,43,,"MARYLAND
(39.290443, -76.612333)",
ILLINOIS,2016,23,,N,0,,0,,,N,,N,11,,312,,409,,4060,,7040,,,-,4,,8,,87,,84,,"ILLINOIS
(40.477092, -88.993221)",
SOUTH CAROLINA,2016,23,,-,2,,9,,52,,41,,162,,172,,264,,3942,,3410,,,-,2,,5,,46,,49,,"SOUTH CAROLINA
(34.009286, -81.037094)",
OHIO,2016,23,11,,7,,15,,150,,163,,,-,346,,435,,6407,,6715,,,-,3,,8,,88,,74,,"OHIO
(40.056807, -82.405897)",
DELAWARE,2016,23,,-,0,,3,,6,,10,,30,,29,,45,,683,,490,,,-,0,,2,,9,,8,,"DELAWARE
(39.008676, -75.574561)",
TEXAS,2016,23,,N,0,,0,,,N,,N,763,,775,,1422,,17889,,17559,,2,,1,,12,,124,,5,,"TEXAS
(31.827233, -99.423022)",
ALABAMA,2016,23,1,,4,,13,,116,,76,,,-,149,,250,,3495,,3131,,,-,1,,5,,43,,52,,"ALABAMA
(32.839182, -86.631125)",
RHODE ISLAND,2016,23,,-,1,,7,,27,,2,,,-,10,,23,,210,,258,,,-,0,,2,,4,,7,,"RHODE ISLAND
(41.707447, -71.522488)",
VIRGINIA,2016,23,4,,6,,26,,121,,84,,185,,141,,776,,4321,,3666,,1,,2,,16,,52,,50,,"VIRGINIA
(37.542699, -78.45822)",
NORTH DAKOTA,2016,23,,-,1,,3,,19,,17,,2,,14,,29,,344,,307,,,-,0,,3,,11,,9,,"NORTH DAKOTA
(47.475879, -100.121011)",
MISSOURI,2016,23,,-,4,,12,,6,,86,,168,,195,,238,,4546,,3697,,,-,1,,5,,4,,50,,"MISSOURI
(38.636168, -92.566292)",
VERMONT,2016,23,,N,0,,0,,,N,,N,,-,3,,8,,58,,53,,,-,0,,2,,7,,6,,"VERMONT
(43.622479, -72.51927)",
COLORADO,2016,23,,-,4,,18,,,-,109,,107,,90,,252,,2158,,1776,,1,,1,,6,,43,,45,,"COLORADO
(38.841772, -106.132562)",
MINNESOTA,2016,23,,-,7,,31,,,-,234,,,-,78,,123,,1734,,1795,,,-,1,,7,,,-,52,,"MINNESOTA
(44.943719, -93.094281)",
NEW MEXICO,2016,23,,-,1,,5,,21,,30,,5,,51,,97,,1202,,1052,,,-,1,,4,,30,,34,,"NEW MEXICO
(34.520396, -106.244402)",
SOUTH DAKOTA,2016,23,,-,2,,8,,34,,34,,,-,21,,39,,426,,442,,,-,0,,2,,11,,1,,"SOUTH DAKOTA
(44.35371, -100.373709)",
PENNSYLVANIA,2016,23,2,,12,,22,,186,,247,,201,,260,,340,,6030,,5358,,2,,4,,11,,108,,91,,"PENNSYLVANIA
(40.789676, -77.858055)",
UTAH,2016,23,1,,3,,13,,42,,67,,23,,35,,52,,845,,611,,,-,1,,4,,11,,19,,"UTAH
(39.359772, -111.584173)",
KANSAS,2016,23,,-,2,,7,,31,,43,,11,,52,,77,,1207,,1070,,,-,1,,5,,21,,18,,"KANSAS
(38.345528, -98.201847)",
TENNESSEE,2016,23,,N,0,,0,,,N,,N,17,,168,,240,,3698,,3616,,3,,3,,11,,79,,71,,"TENNESSEE
(35.681402, -85.774444)",
MISSISSIPPI,2016,23,,N,0,,0,,,N,,N,,-,127,,239,,2491,,1869,,,-,1,,5,,27,,22,,"MISSISSIPPI
(32.738663, -89.537312)",
NEW HAMPSHIRE,2016,23,,-,2,,6,,36,,36,,4,,5,,53,,239,,95,,,-,0,,3,,7,,8,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
FLORIDA,2016,23,33,,22,,53,,532,,398,,281,,495,,727,,11188,,9678,,4,,4,,65,,199,,82,,"FLORIDA
(28.915325, -81.922409)",
NEW JERSEY,2016,23,,-,8,,18,,126,,158,,63,,138,,236,,3161,,3230,,,-,2,,9,,46,,60,,"NEW JERSEY
(40.104655, -74.386686)",
CONNECTICUT,2016,23,,-,4,,10,,50,,80,,27,,43,,99,,939,,807,,,-,1,,3,,26,,17,,"CONNECTICUT
(41.544654, -72.651713)",
GUAM,2016,23,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
IOWA,2016,23,,-,4,,15,,71,,61,,4,,48,,67,,1041,,840,,,-,0,,1,,,-,1,,"IOWA
(42.46942, -93.815856)",
ALASKA,2016,23,,-,1,,6,,20,,32,,,-,20,,34,,392,,496,,,-,0,,3,,9,,8,,"ALASKA
(64.836661, -147.738891)",
IDAHO,2016,23,4,,3,,9,,54,,61,,,-,9,,30,,235,,185,,,-,0,,3,,17,,13,,"IDAHO
(43.680635, -114.364237)",
MAINE,2016,23,1,,2,,10,,42,,30,,,-,9,,20,,139,,89,,,-,0,,3,,14,,18,,"MAINE
(45.252223, -68.986647)",
WEST VIRGINIA,2016,23,,-,1,,6,,28,,27,,20,,15,,29,,352,,340,,,-,0,,3,,10,,26,,"WEST VIRGINIA
(38.668501, -80.709421)",
NORTH CAROLINA,2016,23,,N,0,,0,,,N,,N,1,,310,,822,,4668,,8730,,,-,3,,10,,80,,84,,"NORTH CAROLINA
(35.47995, -79.180571)",
MASSACHUSETTS,2016,23,6,,13,,26,,209,,222,,,-,79,,107,,1723,,1590,,,-,2,,8,,76,,55,,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW YORK,2016,23,15,,17,,33,,328,,275,,181,,170,,344,,3633,,3477,,7,,4,,20,,101,,85,,"NEW YORK
(42.826892, -75.544286)",
WASHINGTON,2016,23,19,,0,,601,,213,,,-,132,,127,,211,,2569,,3018,,,-,0,,5,,5,,,-,"WASHINGTON
(47.517368, -120.467672)",
ARKANSAS,2016,23,2,,2,,12,,53,,33,,72,,114,,222,,2035,,951,,1,,1,,5,,22,,25,,"ARKANSAS
(34.748745, -92.275105)",
NEBRASKA,2016,23,,-,2,,9,,49,,64,,15,,37,,63,,863,,662,,2,,1,,3,,18,,7,,"NEBRASKA
(41.640503, -99.367122)",
GEORGIA,2016,23,10,,13,,34,,307,,275,,99,,301,,364,,5516,,6823,,,-,4,,8,,97,,90,,"GEORGIA
(32.836038, -83.631709)",
KENTUCKY,2016,23,,N,0,,0,,,N,,N,58,,81,,405,,1873,,1528,,,-,1,,4,,18,,19,,"KENTUCKY
(37.64591, -84.774043)",
WISCONSIN,2016,23,3,,9,,36,,146,,131,,73,,117,,162,,2786,,1808,,,-,2,,6,,51,,50,,"WISCONSIN
(44.395526, -89.834513)",
LOUISIANA,2016,23,,-,3,,12,,49,,69,,179,,185,,1077,,3857,,2771,,,-,1,,5,,33,,32,,"LOUISIANA
(31.2931, -92.463284)",
ARIZONA,2016,23,1,,2,,7,,61,,61,,162,,173,,258,,3803,,3243,,,-,2,,11,,64,,81,,"ARIZONA
(34.869712, -111.760902)",
INDIANA,2016,23,,-,3,,11,,45,,56,,79,,166,,304,,3895,,3077,,,-,2,,8,,43,,39,,"INDIANA
(39.76845, -86.156212)",
MICHIGAN,2016,23,1,,8,,20,,142,,180,,162,,212,,275,,4713,,4326,,,-,3,,10,,77,,56,,"MICHIGAN
(44.66399, -84.711206)",
WYOMING,2016,23,,-,0,,4,,,-,10,,,-,3,,10,,51,,57,,,-,0,,2,,,-,1,,"WYOMING
(43.23558, -108.110518)",
UNITED STATES,2016,24,132,,253,,870,,5265,,5231,,4190,,7910,,9318,,178379,,169226,,29,,79,,189,,2177,,1933,,,
NEW ENGLAND,2016,24,5,,21,,42,,415,,397,,36,,155,,213,,3581,,3030,,,-,6,,11,,138,,117,,,
MID. ATLANTIC,2016,24,39,,53,,89,,1046,,1082,,595,,914,,1034,,21120,,20060,,8,,13,,34,,335,,286,,,
NEW YORK CITY,2016,24,10,,17,,27,,370,,375,,187,,336,,401,,7656,,7445,,2,,2,,7,,64,,42,,"NEW YORK CITY
",
GUAM,2016,35,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
E.N. CENTRAL,2016,24,16,,27,,61,,526,,556,,431,,1115,,1364,,24614,,24072,,3,,14,,32,,356,,319,,,
W.N. CENTRAL,2016,24,3,,21,,54,,219,,557,,185,,440,,553,,10751,,9219,,1,,4,,16,,67,,147,,,
S. ATLANTIC,2016,24,33,,54,,77,,1178,,972,,987,,1657,,2320,,37053,,38111,,6,,20,,89,,573,,446,,,
DIST. OF COL.,2016,24,,N,0,,0,,,N,,N,32,,58,,140,,1391,,1076,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,24,,-,4,,13,,117,,78,,191,,538,,723,,12035,,10767,,3,,6,,19,,175,,169,,,
W.S. CENTRAL,2016,24,4,,6,,15,,106,,105,,800,,1211,,1917,,26744,,25619,,4,,6,,21,,233,,119,,,
MOUNTAIN,2016,24,7,,15,,49,,228,,415,,340,,431,,587,,10355,,9114,,4,,7,,17,,186,,216,,,
PACIFIC,2016,24,25,,57,,647,,1430,,1069,,625,,1359,,1561,,32126,,29234,,,-,4,,12,,114,,114,,,
AMER. SAMOA,2016,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,24,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,24,,-,0,,0,,,-,,-,,-,0,,4,,3,,31,,,N,0,,0,,,N,,N,"VIRGIN ISL.
",
OREGON,2016,24,5,,6,,14,,134,,159,,103,,71,,97,,1795,,1271,,,-,2,,4,,47,,62,,"OREGON
(44.567912, -120.156945)",
NEBRASKA,2016,24,3,,2,,9,,52,,63,,22,,38,,63,,944,,695,,1,,1,,3,,19,,10,,"NEBRASKA
(41.640503, -99.367122)",
GEORGIA,2016,24,2,,13,,34,,311,,288,,99,,299,,364,,5768,,7087,,1,,4,,8,,101,,95,,"GEORGIA
(32.836038, -83.631709)",
MASSACHUSETTS,2016,24,4,,13,,26,,213,,243,,23,,81,,107,,1954,,1655,,,-,2,,7,,77,,57,,"MASSACHUSETTS
(42.268546, -72.085064)",
DELAWARE,2016,24,,-,0,,3,,6,,11,,21,,30,,45,,704,,522,,,-,0,,2,,9,,8,,"DELAWARE
(39.008676, -75.574561)",
MONTANA,2016,24,2,,1,,6,,36,,32,,7,,18,,30,,457,,363,,2,,0,,2,,9,,3,,"MONTANA
(47.062617, -109.430168)",
FLORIDA,2016,24,27,,22,,53,,559,,416,,294,,495,,727,,11772,,10146,,5,,4,,65,,204,,84,,"FLORIDA
(28.915325, -81.922409)",
VIRGINIA,2016,24,3,,6,,26,,130,,91,,257,,141,,776,,4578,,3832,,,-,2,,16,,56,,51,,"VIRGINIA
(37.542699, -78.45822)",
GUAM,2016,24,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
SOUTH DAKOTA,2016,24,,-,2,,8,,34,,36,,1,,21,,39,,474,,463,,,-,0,,2,,11,,1,,"SOUTH DAKOTA
(44.35371, -100.373709)",
OHIO,2016,24,11,,7,,15,,161,,170,,165,,349,,433,,8378,,7025,,2,,3,,8,,90,,78,,"OHIO
(40.056807, -82.405897)",
ALASKA,2016,24,1,,1,,6,,21,,32,,,-,20,,34,,392,,513,,,-,0,,3,,9,,8,,"ALASKA
(64.836661, -147.738891)",
NEW JERSEY,2016,24,,-,8,,18,,127,,163,,50,,138,,240,,3315,,3371,,,-,2,,9,,50,,61,,"NEW JERSEY
(40.104655, -74.386686)",
NORTH CAROLINA,2016,24,,N,0,,0,,,N,,N,,-,309,,822,,4980,,9051,,,-,3,,10,,85,,87,,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW YORK,2016,24,21,,17,,33,,350,,286,,182,,170,,344,,3839,,3667,,3,,4,,20,,107,,87,,"NEW YORK
(42.826892, -75.544286)",
PENNSYLVANIA,2016,24,8,,12,,22,,199,,258,,176,,261,,340,,6310,,5577,,3,,5,,11,,114,,96,,"PENNSYLVANIA
(40.789676, -77.858055)",
KANSAS,2016,24,,-,2,,7,,36,,46,,2,,52,,77,,1228,,1118,,,-,1,,5,,21,,18,,"KANSAS
(38.345528, -98.201847)",
MISSISSIPPI,2016,24,,N,0,,0,,,N,,N,85,,126,,239,,2627,,1986,,,-,1,,5,,32,,22,,"MISSISSIPPI
(32.738663, -89.537312)",
NEVADA,2016,24,,-,0,,4,,7,,28,,20,,59,,89,,1164,,1554,,,-,0,,3,,5,,15,,"NEVADA
(39.491833, -117.070159)",
VERMONT,2016,24,,N,0,,0,,,N,,N,,-,3,,8,,58,,55,,,-,0,,2,,7,,6,,"VERMONT
(43.622479, -72.51927)",
NEW HAMPSHIRE,2016,24,1,,2,,6,,39,,38,,3,,5,,53,,243,,100,,,-,0,,3,,10,,9,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
PUERTO RICO,2016,24,,-,0,,2,,4,,8,,6,,11,,40,,230,,224,,,-,0,,1,,3,,1,,"PUERTO RICO
(18.215692, -66.414655)",
WASHINGTON,2016,24,11,,0,,601,,223,,,-,,-,130,,211,,2569,,3154,,,-,0,,5,,5,,,-,"WASHINGTON
(47.517368, -120.467672)",
IOWA,2016,24,,-,4,,15,,71,,61,,2,,48,,67,,1084,,880,,,-,0,,1,,,-,1,,"IOWA
(42.46942, -93.815856)",
WISCONSIN,2016,24,2,,9,,36,,156,,136,,74,,117,,162,,2886,,1902,,,-,2,,6,,51,,51,,"WISCONSIN
(44.395526, -89.834513)",
LOUISIANA,2016,24,,-,3,,12,,49,,69,,,-,185,,1077,,3857,,3527,,,-,1,,5,,35,,32,,"LOUISIANA
(31.2931, -92.463284)",
TEXAS,2016,24,,N,0,,0,,,N,,N,759,,775,,1422,,18674,,18233,,4,,1,,12,,132,,5,,"TEXAS
(31.827233, -99.423022)",
NEW MEXICO,2016,24,,-,1,,5,,21,,31,,10,,51,,97,,1256,,1084,,,-,1,,4,,31,,34,,"NEW MEXICO
(34.520396, -106.244402)",
ALABAMA,2016,24,,-,4,,13,,117,,78,,,-,151,,250,,3685,,3381,,,-,1,,5,,44,,54,,"ALABAMA
(32.839182, -86.631125)",
SOUTH CAROLINA,2016,24,,-,2,,9,,52,,43,,175,,172,,264,,4117,,3531,,,-,2,,5,,46,,51,,"SOUTH CAROLINA
(34.009286, -81.037094)",
OKLAHOMA,2016,24,,N,0,,0,,,N,,N,25,,116,,171,,2121,,2768,,,-,2,,15,,43,,56,,"OKLAHOMA
(35.468494, -97.521264)",
INDIANA,2016,24,,-,3,,11,,52,,59,,71,,168,,304,,4053,,3231,,,-,2,,8,,43,,41,,"INDIANA
(39.76845, -86.156212)",
ARKANSAS,2016,24,4,,2,,12,,57,,36,,16,,114,,222,,2092,,1091,,,-,1,,5,,23,,26,,"ARKANSAS
(34.748745, -92.275105)",
IDAHO,2016,24,4,,3,,9,,59,,63,,,-,9,,30,,235,,190,,,-,0,,3,,17,,13,,"IDAHO
(43.680635, -114.364237)",
UTAH,2016,24,,-,3,,13,,42,,73,,25,,36,,52,,891,,631,,1,,1,,4,,15,,19,,"UTAH
(39.359772, -111.584173)",
WEST VIRGINIA,2016,24,,-,1,,6,,29,,28,,,-,15,,29,,352,,348,,,-,1,,3,,18,,27,,"WEST VIRGINIA
(38.668501, -80.709421)",
TENNESSEE,2016,24,,N,0,,0,,,N,,N,,-,168,,240,,3745,,3797,,3,,3,,11,,81,,72,,"TENNESSEE
(35.681402, -85.774444)",
MARYLAND,2016,24,1,,5,,13,,91,,95,,109,,146,,252,,3391,,2518,,,-,1,,6,,54,,43,,"MARYLAND
(39.290443, -76.612333)",
MICHIGAN,2016,24,3,,8,,20,,157,,191,,110,,212,,275,,4940,,4527,,1,,3,,10,,80,,60,,"MICHIGAN
(44.66399, -84.711206)",
HAWAII,2016,24,,-,1,,4,,21,,14,,,-,21,,38,,483,,601,,,-,0,,6,,23,,6,,"HAWAII
(21.30992, -157.858158)",
KENTUCKY,2016,24,,N,0,,0,,,N,,N,106,,81,,405,,1978,,1603,,,-,1,,4,,18,,21,,"KENTUCKY
(37.64591, -84.774043)",
CONNECTICUT,2016,24,,-,4,,10,,91,,84,,7,,42,,99,,960,,854,,,-,1,,3,,26,,18,,"CONNECTICUT
(41.544654, -72.651713)",
MINNESOTA,2016,24,,-,7,,31,,,-,241,,5,,79,,123,,1883,,1858,,,-,1,,7,,,-,54,,"MINNESOTA
(44.943719, -93.094281)",
WYOMING,2016,24,,-,0,,4,,,-,11,,,-,3,,10,,56,,61,,,-,0,,2,,1,,1,,"WYOMING
(43.23558, -108.110518)",
COLORADO,2016,24,,-,4,,18,,,-,114,,121,,91,,255,,2306,,1834,,,-,1,,6,,43,,48,,"COLORADO
(38.841772, -106.132562)",
ARIZONA,2016,24,1,,2,,7,,63,,63,,157,,173,,258,,3990,,3397,,1,,2,,11,,65,,83,,"ARIZONA
(34.869712, -111.760902)",
NORTH DAKOTA,2016,24,,-,1,,3,,20,,18,,,-,14,,29,,362,,323,,,-,0,,3,,12,,10,,"NORTH DAKOTA
(47.475879, -100.121011)",
RHODE ISLAND,2016,24,,-,1,,7,,30,,2,,3,,10,,23,,226,,268,,,-,0,,2,,4,,7,,"RHODE ISLAND
(41.707447, -71.522488)",
ILLINOIS,2016,24,,N,0,,0,,,N,,N,11,,312,,409,,4357,,7387,,,-,4,,9,,92,,89,,"ILLINOIS
(40.477092, -88.993221)",
MAINE,2016,24,,-,2,,10,,42,,30,,,-,9,,20,,140,,98,,,-,0,,3,,14,,20,,"MAINE
(45.252223, -68.986647)",
MISSOURI,2016,24,,-,4,,12,,6,,92,,153,,195,,238,,4776,,3882,,,-,1,,5,,4,,53,,"MISSOURI
(38.636168, -92.566292)",
CALIFORNIA,2016,24,8,,45,,63,,1031,,864,,522,,1122,,1325,,26887,,23695,,,-,1,,4,,30,,38,,"CALIFORNIA
(37.640735, -121.002435)",
UNITED STATES,2016,25,95,,253,,870,,5442,,5497,,4617,,7910,,9325,,186758,,176482,,28,,82,,189,,2255,,2020,,,
NEW ENGLAND,2016,25,1,,21,,42,,426,,430,,75,,156,,213,,3772,,3164,,,-,6,,11,,141,,124,,,
MID. ATLANTIC,2016,25,29,,53,,89,,1084,,1137,,606,,914,,1034,,22087,,20944,,6,,13,,34,,348,,299,,,
NEW YORK CITY,2016,25,11,,17,,27,,381,,392,,158,,336,,401,,7957,,7772,,1,,2,,7,,65,,43,,"NEW YORK CITY
",
E.N. CENTRAL,2016,25,5,,27,,61,,540,,583,,358,,1118,,1364,,25739,,25140,,5,,14,,32,,375,,342,,,
W.N. CENTRAL,2016,25,3,,21,,54,,226,,575,,177,,440,,553,,11246,,9624,,,-,4,,16,,67,,157,,,
S. ATLANTIC,2016,25,20,,54,,77,,1209,,1029,,1032,,1660,,2320,,38772,,39712,,7,,20,,89,,591,,459,,,
DIST. OF COL.,2016,25,,N,0,,0,,,N,,N,45,,58,,140,,1439,,1129,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,25,2,,4,,13,,126,,80,,236,,524,,723,,12371,,11262,,3,,6,,19,,182,,174,,,
W.S. CENTRAL,2016,25,2,,6,,15,,108,,112,,1081,,1207,,1917,,28365,,26549,,4,,6,,21,,242,,127,,,
MOUNTAIN,2016,25,6,,15,,49,,240,,438,,276,,439,,594,,10811,,9520,,1,,7,,17,,191,,220,,,
PACIFIC,2016,25,27,,57,,647,,1483,,1113,,776,,1362,,1561,,33595,,30567,,2,,4,,12,,118,,118,,,
AMER. SAMOA,2016,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,25,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,25,,-,0,,0,,,-,,-,,-,0,,4,,3,,31,,,N,0,,0,,,N,,N,"VIRGIN ISL.
",
MARYLAND,2016,25,,-,5,,13,,98,,101,,114,,148,,252,,3538,,2622,,4,,1,,6,,59,,43,,"MARYLAND
(39.290443, -76.612333)",
WASHINGTON,2016,25,12,,0,,601,,235,,,-,163,,127,,211,,2732,,3277,,,-,0,,5,,5,,,-,"WASHINGTON
(47.517368, -120.467672)",
INDIANA,2016,25,,-,3,,11,,52,,61,,58,,168,,304,,4206,,3343,,,-,2,,8,,43,,44,,"INDIANA
(39.76845, -86.156212)",
PENNSYLVANIA,2016,25,3,,12,,22,,210,,276,,205,,262,,340,,6595,,5840,,3,,5,,11,,120,,100,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW JERSEY,2016,25,,-,8,,18,,128,,175,,44,,138,,248,,3476,,3499,,,-,2,,9,,53,,65,,"NEW JERSEY
(40.104655, -74.386686)",
MONTANA,2016,25,,-,1,,6,,37,,32,,,-,18,,30,,457,,379,,,-,0,,2,,9,,4,,"MONTANA
(47.062617, -109.430168)",
NEW MEXICO,2016,25,,-,1,,5,,21,,32,,13,,52,,97,,1334,,1127,,,-,1,,4,,31,,36,,"NEW MEXICO
(34.520396, -106.244402)",
LOUISIANA,2016,25,,-,3,,12,,49,,75,,236,,185,,1077,,4461,,3583,,,-,1,,5,,35,,37,,"LOUISIANA
(31.2931, -92.463284)",
MASSACHUSETTS,2016,25,,-,12,,26,,213,,264,,43,,82,,107,,2052,,1729,,,-,2,,7,,77,,60,,"MASSACHUSETTS
(42.268546, -72.085064)",
