Reporting Area,MMWR Year,MMWR Week,"Cryptosporidiosis, Current week","Cryptosporidiosis, Current week, flag","Cryptosporidiosis, Previous 52 weeks Med","Cryptosporidiosis, Previous 52 weeks Med, flag","Cryptosporidiosis, Previous 52 weeks Max","Cryptosporidiosis, Previous 52 weeks Max, flag","Cryptosporidiosis, Cum 2015","Cryptosporidiosis, Cum 2015, flag","Cryptosporidiosis, Cum 2014","Cryptosporidiosis, Cum 2014, flag","Dengue Fever, Current week","Dengue§, Current week, flag","Dengue§, Previous 52 weeks Med","Dengue§, Previous 52 weeks Med, flag","Dengue§, Previous 52 weeks Max","Dengue§, Previous 52 weeks Max, flag","Dengue§, Cum 2015","Dengue§, Cum 2015, flag","Dengue§, Cum 2014","Dengue§, Cum 2014, flag","Dengue Hemorrhagic Fever, Current week","Dengue Severe, Current week, flag","Dengue Severe, Previous 52 weeks Med","Dengue Severe, Previous 52 weeks Med, flag","Dengue Severe, Previous 52 weeks Max","Dengue Severe, Previous 52 weeks Max, flag","Dengue Severe, Cum 2015","Dengue Severe, Cum 2015, flag","Dengue Severe, Cum 2014","Dengue Severe, Cum 2014, flag",Location 1,Location 2
VIRGIN ISL.,2015,23,,-,0,,0,,,-,,-,,-,0,,3,,,-,5,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
PENNSYLVANIA,2015,23,2,,5,,17,,83,,123,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
VERMONT,2015,23,1,,0,,7,,11,,5,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
HAWAII,2015,23,,-,0,,1,,1,,,-,,-,0,,2,,,-,4,,,-,0,,0,,,-,,-,"HAWAII
(21.30485232600006, -157.85774798099996)",
MAINE,2015,23,,-,1,,5,,13,,20,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"MAINE
(45.25422910300006, -68.98502586699993)",
NEW YORK CITY,2015,23,1,,2,,6,,32,,36,,,-,0,,4,,,-,16,,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
CONNECTICUT,2015,23,,-,1,,3,,13,,17,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
GEORGIA,2015,23,3,,5,,20,,104,,78,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"GEORGIA
(32.839683200000024, -83.62757885599996)",
VIRGINIA,2015,23,,-,2,,9,,44,,56,,,-,0,,3,,,-,6,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
NEW HAMPSHIRE,2015,23,,-,0,,3,,8,,12,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
NEW JERSEY,2015,23,,-,0,,6,,2,,22,,,-,1,,6,,,-,20,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
WISCONSIN,2015,23,2,,9,,30,,141,,135,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
RHODE ISLAND,2015,23,,-,0,,4,,5,,8,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
NEW YORK,2015,23,2,,3,,14,,57,,58,,,-,0,,2,,,-,12,,,-,0,,0,,,-,,-,"NEW YORK
(42.82700376100007, -75.54396609999998)",
LOUISIANA,2015,23,1,,3,,17,,57,,69,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
MARYLAND,2015,23,,-,1,,5,,20,,22,,,-,0,,1,,,-,5,,,-,0,,0,,,-,,-,"MARYLAND
(39.290582950000044, -76.60925984299996)",
ARIZONA,2015,23,,-,1,,3,,20,,25,,,-,0,,22,,,-,5,,,-,0,,0,,,-,,-,"ARIZONA
(34.86597351900008, -111.76380664699997)",
DELAWARE,2015,23,,-,0,,1,,2,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
NEBRASKA,2015,23,6,,2,,9,,41,,37,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
NEVADA,2015,23,,-,0,,2,,3,,6,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"NEVADA
(39.49324221300003, -117.07183885899997)",
KANSAS,2015,23,1,,1,,5,,36,,28,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.347742794000055, -98.20077822999997)",
OKLAHOMA,2015,23,,-,1,,10,,17,,23,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
WYOMING,2015,23,,-,0,,4,,,-,9,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
CALIFORNIA,2015,23,,-,5,,15,,111,,154,,,-,1,,8,,,-,28,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
MINNESOTA,2015,23,,-,3,,18,,,-,87,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
INDIANA,2015,23,,-,3,,11,,53,,54,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"INDIANA
(39.766913353000064, -86.14995646699998)",
OHIO,2015,23,4,,5,,15,,109,,113,,,-,0,,2,,3,,6,,,-,0,,0,,,-,,-,"OHIO
(40.060212455000055, -82.40425667899996)",
UTAH,2015,23,1,,2,,6,,54,,20,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
COLORADO,2015,23,,-,1,,6,,3,,29,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"COLORADO
(38.84384342200008, -106.13360911499996)",
IDAHO,2015,23,1,,1,,14,,27,,26,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.68263174800006, -114.36372693399994)",
ALABAMA,2015,23,1,,3,,9,,88,,44,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.84057234800002, -86.63185738799996)",
ARKANSAS,2015,23,2,,1,,12,,20,,9,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
WASHINGTON,2015,23,,-,0,,15,,17,,21,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
NEW MEXICO,2015,23,,-,1,,9,,10,,33,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
MICHIGAN,2015,23,,-,4,,13,,67,,78,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
GUAM,2015,23,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
PUERTO RICO,2015,23,,-,0,,0,,,-,,-,,-,1,,13,,5,,357,,,-,0,,0,,,-,2,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
WEST VIRGINIA,2015,23,,-,0,,3,,5,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
IOWA,2015,23,,-,4,,13,,75,,96,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"IOWA
(42.469401411000035, -93.81648725599996)",
MONTANA,2015,23,,-,1,,5,,14,,20,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"MONTANA
(47.06652795700006, -109.42441587999997)",
MASSACHUSETTS,2015,23,,-,3,,9,,51,,43,,,-,0,,2,,,-,9,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
FLORIDA,2015,23,9,,18,,122,,241,,185,,,-,0,,5,,,-,21,,,-,0,,0,,,-,,-,"FLORIDA
(28.932042722000062, -81.92895768899996)",
ILLINOIS,2015,23,,-,2,,7,,45,,76,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
SOUTH CAROLINA,2015,23,,-,1,,3,,19,,34,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
ALASKA,2015,23,,-,0,,1,,1,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.84507799500005, -147.72205958799998)",
MISSOURI,2015,23,,-,2,,13,,18,,58,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.63579147100006, -92.56629944499997)",
KENTUCKY,2015,23,,-,2,,6,,34,,19,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
OREGON,2015,23,1,,2,,6,,58,,52,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.56745049300008, -120.15502935599994)",
MISSISSIPPI,2015,23,,-,1,,6,,12,,20,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
TENNESSEE,2015,23,,-,2,,12,,53,,33,,,-,0,,3,,8,,2,,,-,0,,0,,,-,,-,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
SOUTH DAKOTA,2015,23,2,,2,,9,,41,,39,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
TEXAS,2015,23,10,,7,,22,,106,,120,,,-,0,,3,,3,,8,,,-,0,,0,,,-,,-,"TEXAS
(31.827240467000024, -99.42676785299994)",
NORTH DAKOTA,2015,23,,-,1,,16,,7,,15,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
NORTH CAROLINA,2015,23,,-,0,,42,,27,,70,,,-,0,,1,,,-,5,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
UNITED STATES,2015,24,49,,120,,363,,2166,,2468,,,-,9,,38,,19,,182,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2015,24,2,,5,,17,,108,,110,,,-,0,,3,,2,,16,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2015,24,5,,11,,35,,180,,246,,,-,1,,9,,,-,52,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2015,24,5,,22,,74,,430,,473,,,-,0,,4,,5,,11,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2015,24,4,,15,,57,,227,,389,,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,,
S. ATLANTIC,2015,24,18,,31,,152,,482,,496,,,-,1,,7,,,-,41,,,-,0,,0,,,-,,-,,
DIST. OF COL.,2015,24,,-,0,,1,,1,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,24,4,,9,,22,,195,,121,,,-,0,,3,,8,,4,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2015,24,6,,12,,33,,211,,229,,,-,0,,4,,3,,10,,,-,0,,0,,,-,,-,,
MOUNTAIN,2015,24,3,,7,,23,,135,,173,,,-,0,,22,,,-,11,,,-,0,,0,,,-,,-,,
PACIFIC,2015,24,2,,10,,20,,198,,231,,,-,2,,8,,,-,34,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2015,24,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,24,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,24,,-,0,,0,,,-,,-,,-,0,,3,,,-,5,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
ILLINOIS,2015,24,,-,2,,7,,45,,77,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
HAWAII,2015,24,,-,0,,1,,3,,,-,,-,0,,2,,,-,4,,,-,0,,0,,,-,,-,"HAWAII
(21.30485232600006, -157.85774798099996)",
MINNESOTA,2015,24,,-,3,,18,,,-,92,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
MAINE,2015,24,,-,1,,5,,13,,20,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"MAINE
(45.25422910300006, -68.98502586699993)",
NEW JERSEY,2015,24,,-,0,,6,,2,,22,,,-,0,,6,,,-,21,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
NORTH DAKOTA,2015,24,,-,1,,16,,7,,15,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
SOUTH DAKOTA,2015,24,,-,2,,9,,41,,42,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
WISCONSIN,2015,24,,-,9,,30,,145,,144,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
COLORADO,2015,24,,-,0,,6,,3,,30,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"COLORADO
(38.84384342200008, -106.13360911499996)",
FLORIDA,2015,24,13,,17,,122,,254,,217,,,-,0,,5,,,-,22,,,-,0,,0,,,-,,-,"FLORIDA
(28.932042722000062, -81.92895768899996)",
ALABAMA,2015,24,,-,3,,9,,90,,46,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"ALABAMA
(32.84057234800002, -86.63185738799996)",
TEXAS,2015,24,4,,7,,22,,113,,122,,,-,0,,3,,3,,9,,,-,0,,0,,,-,,-,"TEXAS
(31.827240467000024, -99.42676785299994)",
VERMONT,2015,24,,-,0,,7,,12,,5,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
ARIZONA,2015,24,3,,1,,3,,23,,25,,,-,0,,22,,,-,5,,,-,0,,0,,,-,,-,"ARIZONA
(34.86597351900008, -111.76380664699997)",
TENNESSEE,2015,24,3,,2,,12,,56,,34,,,-,0,,3,,8,,2,,,-,0,,0,,,-,,-,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
OHIO,2015,24,3,,5,,15,,112,,114,,,-,0,,2,,3,,6,,,-,0,,0,,,-,,-,"OHIO
(40.060212455000055, -82.40425667899996)",
INDIANA,2015,24,,-,3,,11,,53,,57,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"INDIANA
(39.766913353000064, -86.14995646699998)",
RHODE ISLAND,2015,24,,-,0,,4,,5,,9,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
NORTH CAROLINA,2015,24,,-,0,,42,,27,,70,,,-,0,,1,,,-,5,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
GUAM,2015,24,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
DELAWARE,2015,24,,-,0,,1,,2,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
MISSISSIPPI,2015,24,,-,1,,6,,12,,20,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
UTAH,2015,24,,-,2,,6,,55,,21,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
MASSACHUSETTS,2015,24,2,,3,,9,,53,,46,,,-,0,,2,,,-,9,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
NEW MEXICO,2015,24,,-,1,,9,,10,,33,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
MICHIGAN,2015,24,2,,4,,13,,75,,81,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
IDAHO,2015,24,,-,1,,14,,27,,27,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.68263174800006, -114.36372693399994)",
SOUTH CAROLINA,2015,24,,-,1,,3,,20,,35,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
GEORGIA,2015,24,2,,4,,20,,106,,85,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"GEORGIA
(32.839683200000024, -83.62757885599996)",
PUERTO RICO,2015,24,,-,0,,0,,,-,,-,,-,1,,13,,5,,363,,,-,0,,0,,,-,2,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
MARYLAND,2015,24,1,,1,,5,,21,,22,,,-,0,,1,,,-,5,,,-,0,,0,,,-,,-,"MARYLAND
(39.290582950000044, -76.60925984299996)",
CALIFORNIA,2015,24,2,,5,,15,,118,,156,,,-,1,,8,,,-,28,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
ALASKA,2015,24,,-,0,,1,,1,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.84507799500005, -147.72205958799998)",
WASHINGTON,2015,24,,-,0,,15,,17,,21,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
C.N.M.I.,2015,37,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
WYOMING,2015,24,,-,0,,4,,,-,9,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
IOWA,2015,24,,-,4,,13,,78,,103,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"IOWA
(42.469401411000035, -93.81648725599996)",
ARKANSAS,2015,24,2,,1,,12,,22,,9,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
PENNSYLVANIA,2015,24,3,,5,,17,,88,,128,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
OREGON,2015,24,,-,2,,6,,59,,52,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.56745049300008, -120.15502935599994)",
VIRGINIA,2015,24,2,,2,,9,,46,,61,,,-,0,,3,,,-,6,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
KANSAS,2015,24,,-,1,,5,,36,,29,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"KANSAS
(38.347742794000055, -98.20077822999997)",
NEBRASKA,2015,24,4,,2,,9,,47,,43,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
OKLAHOMA,2015,24,,-,1,,10,,19,,27,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
MISSOURI,2015,24,,-,2,,13,,18,,65,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.63579147100006, -92.56629944499997)",
WEST VIRGINIA,2015,24,,-,0,,3,,5,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
NEW HAMPSHIRE,2015,24,,-,0,,3,,11,,12,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
KENTUCKY,2015,24,1,,2,,6,,37,,21,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
NEVADA,2015,24,,-,0,,2,,3,,6,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"NEVADA
(39.49324221300003, -117.07183885899997)",
MONTANA,2015,24,,-,1,,5,,14,,22,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"MONTANA
(47.06652795700006, -109.42441587999997)",
NEW YORK,2015,24,2,,3,,14,,58,,60,,,-,0,,2,,,-,12,,,-,0,,0,,,-,,-,"NEW YORK
(42.82700376100007, -75.54396609999998)",
CONNECTICUT,2015,24,,-,1,,3,,14,,18,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
LOUISIANA,2015,24,,-,3,,17,,57,,71,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
NEW YORK CITY,2015,24,,-,2,,6,,32,,36,,,-,0,,4,,,-,16,,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
UNITED STATES,2015,25,126,,115,,363,,2354,,2591,,,-,7,,38,,30,,197,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2015,25,1,,5,,17,,113,,114,,,-,0,,3,,2,,17,,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2015,25,7,,11,,35,,191,,253,,,-,1,,9,,5,,56,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2015,25,8,,22,,74,,465,,492,,,-,0,,4,,10,,11,,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2015,25,3,,15,,57,,240,,411,,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,,
S. ATLANTIC,2015,25,90,,30,,152,,573,,528,,,-,0,,7,,,-,46,,,-,0,,0,,,-,,-,,
DIST. OF COL.,2015,25,,-,0,,1,,1,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,25,3,,9,,22,,202,,128,,,-,0,,3,,8,,4,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2015,25,7,,12,,33,,220,,240,,,-,0,,4,,4,,10,,,-,0,,0,,,-,,-,,
DELAWARE,2015,27,,-,0,,1,,3,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
MOUNTAIN,2015,25,4,,7,,23,,145,,180,,,-,0,,22,,,-,11,,,-,0,,0,,,-,,-,,
PACIFIC,2015,25,3,,9,,20,,205,,245,,,-,1,,8,,,-,39,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2015,25,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,25,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,25,,-,0,,0,,,-,,-,,-,0,,3,,,-,5,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
SOUTH CAROLINA,2015,25,,-,1,,3,,20,,37,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
MISSISSIPPI,2015,25,,-,1,,6,,12,,20,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
IOWA,2015,25,1,,4,,13,,83,,114,,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"IOWA
(42.469401411000035, -93.81648725599996)",
FLORIDA,2015,25,25,,16,,122,,279,,235,,,-,0,,5,,,-,27,,,-,0,,0,,,-,,-,"FLORIDA
(28.932042722000062, -81.92895768899996)",
NEW YORK CITY,2015,25,1,,2,,6,,33,,38,,,-,0,,4,,,-,17,,,-,0,,0,,,-,,-,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
ALASKA,2015,25,,-,0,,1,,1,,2,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.84507799500005, -147.72205958799998)",
NEVADA,2015,25,,-,0,,2,,3,,6,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"NEVADA
(39.49324221300003, -117.07183885899997)",
IDAHO,2015,25,2,,1,,14,,29,,29,,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.68263174800006, -114.36372693399994)",
MAINE,2015,25,1,,0,,5,,14,,21,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"MAINE
(45.25422910300006, -68.98502586699993)",
GUAM,2015,25,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
MONTANA,2015,25,,-,1,,5,,14,,23,,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,"MONTANA
(47.06652795700006, -109.42441587999997)",
MINNESOTA,2015,25,,-,2,,18,,,-,97,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
ALABAMA,2015,25,,-,3,,9,,90,,50,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"ALABAMA
(32.84057234800002, -86.63185738799996)",
NORTH DAKOTA,2015,25,,-,1,,16,,7,,17,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
INDIANA,2015,25,1,,4,,11,,63,,60,,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"INDIANA
(39.766913353000064, -86.14995646699998)",
NORTH CAROLINA,2015,25,62,,0,,42,,89,,75,,,-,0,,1,,,-,5,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
PENNSYLVANIA,2015,25,3,,5,,17,,96,,131,,,-,0,,1,,,-,3,,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
LOUISIANA,2015,25,,-,3,,17,,58,,75,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
RHODE ISLAND,2015,25,,-,0,,4,,5,,9,,,-,0,,1,,1,,2,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
COLORADO,2015,25,,-,0,,6,,3,,32,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"COLORADO
(38.84384342200008, -106.13360911499996)",
WISCONSIN,2015,25,3,,9,,30,,156,,153,,,-,0,,2,,,-,2,,,-,0,,0,,,-,,-,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
GEORGIA,2015,25,3,,4,,20,,109,,91,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"GEORGIA
(32.839683200000024, -83.62757885599996)",
KANSAS,2015,25,,-,1,,5,,42,,29,,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,"KANSAS
(38.347742794000055, -98.20077822999997)",
MICHIGAN,2015,25,1,,4,,13,,81,,83,,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
VIRGINIA,2015,25,,-,2,,9,,47,,61,,,-,0,,3,,,-,6,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
