Reporting Area,MMWR Year,MMWR Week,"Chlamydia trachomatis infection, Current week","Chlamydia trachomatis infection, Current week, flag","Chlamydia trachomatis infection, Previous 52 weeks Med","Chlamydia trachomatis infection, Previous 52 weeks Med, flag","Chlamydia trachomatis infection, Previous 52 weeks Max","Chlamydia trachomatis infection, Previous 52 weeks Max, flag","Chlamydia trachomatis infection, Cum 2014","Chlamydia trachomatis infection, Cum 2014, flag","Chlamydia trachomatis infection, Cum 2013","Chlamydia trachomatis infection, Cum 2013, flag","Coccidioidomycosis, Current week","Coccidioidomycosis, Current week, flag","Coccidioidomycosis, Previous 52 weeks Med","Coccidioidomycosis, Previous 52 weeks Med, flag","Coccidioidomycosis, Previous 52 weeks Max","Coccidioidomycosis, Previous 52 weeks Max, flag","Coccidioidomycosis, Cum 2014","Coccidioidomycosis, Cum 2014, flag","Coccidioidomycosis, Cum 2013","Coccidioidomycosis, Cum 2013, flag",Location 1,Location 2
C.N.M.I.,2014,11,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I. (39.52368635500045, -99.11415045099966)
(39.52368635500045, -99.11415045099966)",
IDAHO,2014,3,91,,103,,233,,241,,165,,,N,0,,0,,,N,,N,"IDAHO (43.682630058000484, -114.3637261449997)
(39.52368635500045, -99.11415045099966)",
MICHIGAN,2014,19,422,,815,,1091,,14056,,16717,,,-,0,,3,,14,,2,,"MICHIGAN (44.66131575600048, -84.71438724399968)
(39.52368635500045, -99.11415045099966)",
MASSACHUSETTS,2014,4,,-,429,,680,,932,,1738,,,-,0,,0,,,-,,-,"MASSACHUSETTS (42.27687306500047, -72.08268985899963)
(39.52368635500045, -99.11415045099966)",
TEXAS,2014,15,1913,,2435,,2992,,34003,,39344,,,N,0,,0,,,N,,N,"TEXAS
(31.827243635000457, -99.4267664729997)",
UTAH,2014,12,94,,147,,170,,1723,,1640,,,-,1,,4,,9,,8,,"UTAH (39.36070374600047, -111.5871285339997)
(39.52368635500045, -99.11415045099966)",
NORTH DAKOTA,2014,18,10,,59,,81,,1035,,977,,,-,0,,2,,4,,4,,"NORTH DAKOTA (47.47531738700047, -100.11842599699969)
(39.52368635500045, -99.11415045099966)",
NEVADA,2014,6,248,,216,,323,,1167,,1218,,,-,1,,6,,3,,6,,"NEVADA (39.49324126500045, -117.07183978499972)
(39.52368635500045, -99.11415045099966)",
VERMONT,2014,6,,-,32,,96,,133,,299,,,N,0,,0,,,N,,N,"VERMONT (43.62538292400046, -72.51763944499965)
(39.52368635500045, -99.11415045099966)",
MISSISSIPPI,2014,2,,-,326,,729,,315,,629,,,N,0,,0,,,N,,N,"MISSISSIPPI (32.74551123200047, -89.53802764499966)
(39.52368635500045, -99.11415045099966)",
MISSOURI,2014,17,167,,546,,627,,8338,,8706,,,-,0,,3,,3,,2,,"MISSOURI (38.63579372300046, -92.56629737199967)
(39.52368635500045, -99.11415045099966)",
VIRGIN ISL.,2014,10,,-,15,,25,,68,,136,,,-,0,,0,,,-,,-,"VIRGIN ISL. (39.52368635500045, -99.11415045099966)
(39.52368635500045, -99.11415045099966)",
TEXAS,2014,5,,-,2507,,3002,,6009,,12657,,,N,0,,0,,,N,,N,"TEXAS (31.827243635000457, -99.4267664729997)
(39.52368635500045, -99.11415045099966)",
WISCONSIN,2014,21,231,,448,,549,,8548,,9460,,,-,0,,1,,,-,2,,"WISCONSIN (44.3931903350005, -89.81636715299965)
(39.52368635500045, -99.11415045099966)",
LOUISIANA,2014,12,91,,495,,855,,1903,,4836,,,-,0,,1,,,-,2,,"LOUISIANA (31.312662564000448, -92.44567554599968)
(39.52368635500045, -99.11415045099966)",
ALABAMA,2014,23,,-,556,,735,,10806,,12896,,,N,0,,0,,,N,,N,"ALABAMA (32.84057327200048, -86.63185803899967)
(39.52368635500045, -99.11415045099966)",
TENNESSEE,2014,17,277,,583,,845,,7966,,9955,,,N,0,,0,,,N,,N,"TENNESSEE (35.680943063000484, -85.77448642199965)
(39.52368635500045, -99.11415045099966)",
AMER. SAMOA,2014,8,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA (39.52368635500045, -99.11415045099966)
(39.52368635500045, -99.11415045099966)",
KENTUCKY,2014,15,,-,327,,471,,4654,,4875,,,N,0,,0,,,N,,N,"KENTUCKY
(37.645973909000475, -84.77496612599964)",
NORTH DAKOTA,2014,15,,-,54,,80,,773,,804,,,-,0,,2,,1,,2,,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
NORTH DAKOTA,2014,23,11,,60,,82,,1325,,1243,,1,,0,,2,,6,,4,,"NORTH DAKOTA (47.47531738700047, -100.11842599699969)
(39.52368635500045, -99.11415045099966)",
IDAHO,2014,6,36,,103,,233,,498,,538,,,N,0,,0,,,N,,N,"IDAHO (43.682630058000484, -114.3637261449997)
(39.52368635500045, -99.11415045099966)",
NEW YORK CITY,2014,16,309,,1079,,1243,,15708,,18171,,,N,0,,0,,,N,,N,"NEW YORK CITY (40.71426755700048, -74.00596858999967)
(39.52368635500045, -99.11415045099966)",
ALABAMA,2014,13,,-,508,,874,,3613,,7383,,,N,0,,0,,,N,,N,"ALABAMA (32.84057327200048, -86.63185803899967)
(39.52368635500045, -99.11415045099966)",
ILLINOIS,2014,20,25,,1127,,1441,,14265,,24343,,,N,0,,0,,,N,,N,"ILLINOIS (40.48501278700047, -88.99770813999965)
(39.52368635500045, -99.11415045099966)",
GEORGIA,2014,9,1485,,964,,1193,,7039,,8575,,,N,0,,0,,,N,,N,"GEORGIA (32.83968004200045, -83.62757601199968)
(39.52368635500045, -99.11415045099966)",
ILLINOIS,2014,1,14,,1028,,1453,,14,,716,,,N,0,,0,,,N,,N,"ILLINOIS (40.48501278700047, -88.99770813999965)
(39.52368635500045, -99.11415045099966)",
DIST. OF COL.,2014,16,,-,88,,192,,,-,2436,,,-,0,,1,,,-,,-,"DIST. OF COL. (39.52368635500045, -99.11415045099966)
(39.52368635500045, -99.11415045099966)",
MISSOURI,2014,11,92,,548,,627,,5076,,5432,,,-,0,,3,,3,,,-,"MISSOURI (38.63579372300046, -92.56629737199967)
(39.52368635500045, -99.11415045099966)",
NEW JERSEY,2014,5,218,,558,,628,,2188,,2787,,,N,0,,0,,,N,,N,"NEW JERSEY (40.1305700530005, -74.27368565099965)
(39.52368635500045, -99.11415045099966)",
C.N.M.I.,2014,3,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I. (39.52368635500045, -99.11415045099966)
(39.52368635500045, -99.11415045099966)",
OHIO,2014,22,139,,1032,,1164,,20698,,22669,,,-,0,,1,,6,,3,,"OHIO
(40.06021029700048, -82.40425685299965)",
WISCONSIN,2014,8,277,,427,,517,,3340,,3722,,,-,0,,0,,,-,2,,"WISCONSIN (44.3931903350005, -89.81636715299965)
(39.52368635500045, -99.11415045099966)",
MAINE,2014,22,31,,69,,106,,1163,,1345,,,N,0,,0,,,N,,N,"MAINE
(45.254228663000504, -68.98502952999962)",
PUERTO RICO,2014,2,,-,111,,279,,,-,129,,,N,0,,0,,,N,,N,"PUERTO RICO (26.649497232000442, -98.34556876399967)
(39.52368635500045, -99.11415045099966)",
ALABAMA,2014,7,,-,555,,874,,1634,,3592,,,N,0,,0,,,N,,N,"ALABAMA (32.84057327200048, -86.63185803899967)
(39.52368635500045, -99.11415045099966)",
PUERTO RICO,2014,8,,-,106,,279,,229,,901,,,N,0,,0,,,N,,N,"PUERTO RICO (26.649497232000442, -98.34556876399967)
(39.52368635500045, -99.11415045099966)",
UTAH,2014,24,,-,147,,177,,3281,,3429,,,-,1,,4,,16,,13,,"UTAH (39.36070374600047, -111.5871285339997)
(39.52368635500045, -99.11415045099966)",
SOUTH DAKOTA,2014,11,4,,74,,95,,702,,884,,,N,0,,0,,,N,,N,"SOUTH DAKOTA (44.35313342000046, -100.37352811899967)
(39.52368635500045, -99.11415045099966)",
UTAH,2014,15,108,,149,,175,,2168,,2099,,,-,1,,4,,12,,9,,"UTAH
(39.36070374600047, -111.5871285339997)",
WASHINGTON,2014,23,398,,425,,596,,7812,,11102,,,N,0,,0,,,N,,N,"WASHINGTON (47.522287905000496, -120.47002746299972)
(39.52368635500045, -99.11415045099966)",
CALIFORNIA,2014,22,1131,,3189,,3528,,61787,,72288,,34,,62,,93,,910,,1206,,"CALIFORNIA
(37.638640488000476, -120.99999889499969)",
VIRGIN ISL.,2014,15,,-,15,,25,,68,,199,,,-,0,,0,,,-,,-,"VIRGIN ISL.
(39.52368635500045, -99.11415045099966)",
VERMONT,2014,16,20,,32,,96,,486,,680,,,N,0,,0,,,N,,N,"VERMONT (43.62538292400046, -72.51763944499965)
(39.52368635500045, -99.11415045099966)",
COLORADO,2014,8,199,,389,,586,,3110,,3185,,,N,0,,0,,,N,,N,"COLORADO (38.84384047000049, -106.13360888799969)
(39.52368635500045, -99.11415045099966)",
MISSISSIPPI,2014,8,369,,326,,989,,3068,,2872,,,N,0,,0,,,N,,N,"MISSISSIPPI (32.74551123200047, -89.53802764499966)
(39.52368635500045, -99.11415045099966)",
LOUISIANA,2014,2,88,,400,,969,,167,,215,,,-,0,,1,,,-,,-,"LOUISIANA (31.312662564000448, -92.44567554599968)
(39.52368635500045, -99.11415045099966)",
VERMONT,2014,2,19,,33,,111,,33,,68,,,N,0,,0,,,N,,N,"VERMONT (43.62538292400046, -72.51763944499965)
(39.52368635500045, -99.11415045099966)",
ARIZONA,2014,23,463,,628,,1348,,17003,,11279,,118,,117,,208,,2920,,2415,,"ARIZONA (34.865973091000455, -111.76380949799972)
(39.52368635500045, -99.11415045099966)",
WEST VIRGINIA,2014,6,102,,100,,129,,491,,554,,,N,0,,0,,,N,,N,"WEST VIRGINIA (38.665511497000466, -80.71263935099967)
(39.52368635500045, -99.11415045099966)",
HAWAII,2014,22,,-,124,,158,,2139,,2818,,,N,0,,0,,,N,,N,"HAWAII
(21.30485166200043, -157.85774691599974)",
CALIFORNIA,2014,23,1367,,3189,,3528,,64751,,75592,,28,,62,,93,,972,,1273,,"CALIFORNIA (37.638640488000476, -120.99999889499969)
(39.52368635500045, -99.11415045099966)",
PENNSYLVANIA,2014,7,738,,1006,,1327,,6700,,6980,,,N,0,,0,,,N,,N,"PENNSYLVANIA (40.79373106100047, -77.86069775999965)
(39.52368635500045, -99.11415045099966)",
FLORIDA,2014,24,1061,,1597,,1822,,37417,,36689,,,N,0,,0,,,N,,N,"FLORIDA (28.932042899000464, -81.92895558499964)
(39.52368635500045, -99.11415045099966)",
OREGON,2014,5,,-,283,,475,,1052,,1223,,,-,0,,1,,,-,1,,"OREGON (44.567446178000466, -120.15502977999972)
(39.52368635500045, -99.11415045099966)",
ALASKA,2014,4,,-,108,,145,,192,,480,,,-,0,,0,,,-,,-,"ALASKA (64.84507923900048, -147.72205669099972)
(39.52368635500045, -99.11415045099966)",
MONTANA,2014,18,80,,75,,104,,1360,,1279,,,-,0,,1,,2,,,-,"MONTANA (47.066526051000494, -109.42441687999968)
(39.52368635500045, -99.11415045099966)",
IDAHO,2014,17,86,,103,,233,,1682,,1679,,,N,0,,0,,,N,,N,"IDAHO (43.682630058000484, -114.3637261449997)
(39.52368635500045, -99.11415045099966)",
NEW YORK,2014,18,736,,720,,1866,,12133,,12105,,,N,0,,0,,,N,,N,"NEW YORK (42.82700023900048, -75.54396639699968)
(39.52368635500045, -99.11415045099966)",
LOUISIANA,2014,11,1,,495,,852,,500,,4327,,,-,0,,1,,,-,2,,"LOUISIANA (31.312662564000448, -92.44567554599968)
(39.52368635500045, -99.11415045099966)",
AMER. SAMOA,2014,18,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA (39.52368635500045, -99.11415045099966)
(39.52368635500045, -99.11415045099966)",
SOUTH DAKOTA,2014,16,8,,74,,98,,1093,,1300,,,N,0,,0,,,N,,N,"SOUTH DAKOTA (44.35313342000046, -100.37352811899967)
(39.52368635500045, -99.11415045099966)",
MAINE,2014,23,,-,68,,106,,1163,,1419,,,N,0,,0,,,N,,N,"MAINE (45.254228663000504, -68.98502952999962)
(39.52368635500045, -99.11415045099966)",
MINNESOTA,2014,24,,-,340,,419,,4584,,8581,,,-,1,,6,,41,,33,,"MINNESOTA (46.35564867700049, -94.79419697699967)
(39.52368635500045, -99.11415045099966)",
PENNSYLVANIA,2014,24,686,,959,,1324,,21827,,24091,,,N,0,,0,,,N,,N,"PENNSYLVANIA (40.79373106100047, -77.86069775999965)
(39.52368635500045, -99.11415045099966)",
C.N.M.I.,2014,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I. (39.52368635500045, -99.11415045099966)
(39.52368635500045, -99.11415045099966)",
IOWA,2014,6,67,,206,,243,,1146,,1205,,,N,0,,0,,,N,,N,"IOWA (42.469404401000475, -93.81648936699969)
(39.52368635500045, -99.11415045099966)",
NEW MEXICO,2014,19,122,,213,,359,,3797,,5071,,,-,0,,2,,2,,12,,"NEW MEXICO (34.52088247800049, -106.24057768899968)
(39.52368635500045, -99.11415045099966)",
ALASKA,2014,11,28,,109,,145,,1035,,1285,,,-,0,,0,,,-,,-,"ALASKA (64.84507923900048, -147.72205669099972)
(39.52368635500045, -99.11415045099966)",
FLORIDA,2014,6,994,,1543,,1729,,8299,,8892,,,N,0,,0,,,N,,N,"FLORIDA (28.932042899000464, -81.92895558499964)
(39.52368635500045, -99.11415045099966)",
MONTANA,2014,15,53,,76,,104,,1123,,1076,,,-,0,,1,,1,,,-,"MONTANA
(47.066526051000494, -109.42441687999968)",
AMER. SAMOA,2014,13,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA (39.52368635500045, -99.11415045099966)
(39.52368635500045, -99.11415045099966)",
VIRGINIA,2014,2,56,,628,,940,,650,,1190,,,N,0,,0,,,N,,N,"VIRGINIA (37.54268075100049, -78.45788924199968)
(39.52368635500045, -99.11415045099966)",
IOWA,2014,18,49,,211,,254,,3564,,3578,,,N,0,,0,,,N,,N,"IOWA (42.469404401000475, -93.81648936699969)
(39.52368635500045, -99.11415045099966)",
SOUTH CAROLINA,2014,18,486,,503,,927,,8935,,9341,,,N,0,,0,,,N,,N,"SOUTH CAROLINA (33.99882060100049, -81.04536765699964)
(39.52368635500045, -99.11415045099966)",
KANSAS,2014,7,,-,209,,246,,789,,1454,,,N,0,,0,,,N,,N,"KANSAS (38.34774033400049, -98.20077655499966)
(39.52368635500045, -99.11415045099966)",
WYOMING,2014,22,8,,31,,67,,482,,903,,,-,0,,1,,1,,2,,"WYOMING
(43.23554147100049, -108.10982744299969)",
UTAH,2014,2,106,,146,,169,,193,,180,,,-,0,,4,,,-,,-,"UTAH (39.36070374600047, -111.5871285339997)
(39.52368635500045, -99.11415045099966)",
IDAHO,2014,9,,-,103,,233,,498,,748,,,N,0,,0,,,N,,N,"IDAHO (43.682630058000484, -114.3637261449997)
(39.52368635500045, -99.11415045099966)",
KANSAS,2014,24,41,,216,,282,,4627,,5032,,,N,0,,0,,,N,,N,"KANSAS (38.34774033400049, -98.20077655499966)
(39.52368635500045, -99.11415045099966)",
KENTUCKY,2014,14,368,,327,,471,,4654,,4483,,,N,0,,0,,,N,,N,"KENTUCKY (37.645973909000475, -84.77496612599964)
(39.52368635500045, -99.11415045099966)",
MINNESOTA,2014,19,11,,342,,419,,4033,,6924,,,-,1,,7,,25,,15,,"MINNESOTA (46.35564867700049, -94.79419697699967)
(39.52368635500045, -99.11415045099966)",
SOUTH CAROLINA,2014,21,,-,511,,927,,10107,,10883,,,N,0,,0,,,N,,N,"SOUTH CAROLINA (33.99882060100049, -81.04536765699964)
(39.52368635500045, -99.11415045099966)",
WASHINGTON,2014,13,375,,465,,596,,4603,,6428,,,N,0,,0,,,N,,N,"WASHINGTON (47.522287905000496, -120.47002746299972)
(39.52368635500045, -99.11415045099966)",
OKLAHOMA,2014,1,26,,284,,2502,,26,,2502,,,N,0,,0,,,N,,N,"OKLAHOMA (35.472034350000456, -97.52106845499969)
(39.52368635500045, -99.11415045099966)",
PENNSYLVANIA,2014,22,917,,950,,1324,,19902,,22211,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.79373106100047, -77.86069775999965)",
WEST VIRGINIA,2014,3,,-,99,,129,,118,,250,,,N,0,,0,,,N,,N,"WEST VIRGINIA (38.665511497000466, -80.71263935099967)
(39.52368635500045, -99.11415045099966)",
UTAH,2014,13,100,,147,,174,,1893,,1798,,,-,1,,4,,10,,8,,"UTAH (39.36070374600047, -111.5871285339997)
(39.52368635500045, -99.11415045099966)",
MARYLAND,2014,11,374,,466,,878,,3810,,4579,,,-,0,,1,,1,,1,,"MARYLAND (39.2905806980005, -76.60925970899967)
(39.52368635500045, -99.11415045099966)",
GEORGIA,2014,23,895,,987,,2050,,20968,,22056,,,N,0,,0,,,N,,N,"GEORGIA (32.83968004200045, -83.62757601199968)
(39.52368635500045, -99.11415045099966)",
NEVADA,2014,2,189,,218,,322,,341,,280,,,-,1,,6,,,-,,-,"NEVADA (39.49324126500045, -117.07183978499972)
(39.52368635500045, -99.11415045099966)",
MICHIGAN,2014,6,501,,853,,1091,,3604,,5015,,,-,0,,3,,5,,1,,"MICHIGAN (44.66131575600048, -84.71438724399968)
(39.52368635500045, -99.11415045099966)",
OREGON,2014,19,242,,286,,473,,5644,,5201,,,-,0,,1,,,-,1,,"OREGON (44.567446178000466, -120.15502977999972)
(39.52368635500045, -99.11415045099966)",
WASHINGTON,2014,11,306,,468,,596,,3905,,5396,,,N,0,,0,,,N,,N,"WASHINGTON (47.522287905000496, -120.47002746299972)
(39.52368635500045, -99.11415045099966)",
LOUISIANA,2014,15,44,,502,,1331,,3126,,6442,,,-,0,,1,,,-,2,,"LOUISIANA
(31.312662564000448, -92.44567554599968)",
NEW YORK,2014,21,842,,720,,1866,,14462,,14151,,,N,0,,0,,,N,,N,"NEW YORK (42.82700023900048, -75.54396639699968)
(39.52368635500045, -99.11415045099966)",
VIRGIN ISL.,2014,13,,-,15,,25,,68,,168,,,-,0,,0,,,-,,-,"VIRGIN ISL. (39.52368635500045, -99.11415045099966)
(39.52368635500045, -99.11415045099966)",
OKLAHOMA,2014,8,33,,269,,599,,1405,,4558,,,N,0,,0,,,N,,N,"OKLAHOMA (35.472034350000456, -97.52106845499969)
(39.52368635500045, -99.11415045099966)",
RHODE ISLAND,2014,4,,-,82,,160,,217,,329,,,-,0,,0,,,-,,-,"RHODE ISLAND (41.70828281900049, -71.52246918099962)
(39.52368635500045, -99.11415045099966)",
NEVADA,2014,1,131,,218,,322,,131,,70,,,-,1,,6,,,-,,-,"NEVADA (39.49324126500045, -117.07183978499972)
(39.52368635500045, -99.11415045099966)",
ALASKA,2014,6,25,,105,,145,,436,,719,,,-,0,,0,,,-,,-,"ALASKA (64.84507923900048, -147.72205669099972)
(39.52368635500045, -99.11415045099966)",
RHODE ISLAND,2014,10,,-,80,,118,,486,,816,,,-,0,,0,,,-,,-,"RHODE ISLAND (41.70828281900049, -71.52246918099962)
(39.52368635500045, -99.11415045099966)",
NEBRASKA,2014,8,1,,141,,227,,878,,997,,1,,0,,1,,1,,,-,"NEBRASKA (41.64104043900045, -99.36571864599966)
(39.52368635500045, -99.11415045099966)",
GEORGIA,2014,14,961,,974,,2030,,12057,,13413,,,N,0,,0,,,N,,N,"GEORGIA (32.83968004200045, -83.62757601199968)
(39.52368635500045, -99.11415045099966)",
ALASKA,2014,2,38,,109,,146,,119,,233,,,-,0,,0,,,-,,-,"ALASKA (64.84507923900048, -147.72205669099972)
(39.52368635500045, -99.11415045099966)",
WISCONSIN,2014,20,240,,462,,710,,8133,,9295,,,-,0,,1,,,-,2,,"WISCONSIN (44.3931903350005, -89.81636715299965)
(39.52368635500045, -99.11415045099966)",
ALASKA,2014,9,28,,108,,145,,841,,1064,,,-,0,,0,,,-,,-,"ALASKA (64.84507923900048, -147.72205669099972)
(39.52368635500045, -99.11415045099966)",
C.N.M.I.,2014,21,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I. (39.52368635500045, -99.11415045099966)
(39.52368635500045, -99.11415045099966)",
GUAM,2014,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM (13.355173397000442, 144.70297250000056)
(39.52368635500045, -99.11415045099966)",
CALIFORNIA,2014,13,1674,,3208,,3532,,34061,,43252,,17,,65,,92,,389,,813,,"CALIFORNIA (37.638640488000476, -120.99999889499969)
(39.52368635500045, -99.11415045099966)",
UTAH,2014,9,99,,147,,169,,1240,,1190,,,-,1,,4,,7,,7,,"UTAH (39.36070374600047, -111.5871285339997)
(39.52368635500045, -99.11415045099966)",
NEW JERSEY,2014,11,183,,558,,686,,5464,,5921,,,N,0,,0,,,N,,N,"NEW JERSEY (40.1305700530005, -74.27368565099965)
(39.52368635500045, -99.11415045099966)",
LOUISIANA,2014,6,70,,450,,965,,343,,1418,,,-,0,,1,,,-,,-,"LOUISIANA (31.312662564000448, -92.44567554599968)
(39.52368635500045, -99.11415045099966)",
WEST VIRGINIA,2014,17,107,,98,,127,,1484,,1639,,,N,0,,0,,,N,,N,"WEST VIRGINIA (38.665511497000466, -80.71263935099967)
(39.52368635500045, -99.11415045099966)",
NEBRASKA,2014,3,,-,125,,229,,,-,429,,,-,0,,1,,,-,,-,"NEBRASKA (41.64104043900045, -99.36571864599966)
(39.52368635500045, -99.11415045099966)",
MONTANA,2014,23,,-,77,,104,,1672,,1653,,,-,0,,1,,4,,1,,"MONTANA (47.066526051000494, -109.42441687999968)
(39.52368635500045, -99.11415045099966)",
SOUTH CAROLINA,2014,14,,-,529,,927,,6835,,7282,,,N,0,,0,,,N,,N,"SOUTH CAROLINA (33.99882060100049, -81.04536765699964)
(39.52368635500045, -99.11415045099966)",
DIST. OF COL.,2014,12,,-,107,,200,,,-,1913,,,-,0,,1,,,-,,-,"DIST. OF COL. (39.52368635500045, -99.11415045099966)
(39.52368635500045, -99.11415045099966)",
SOUTH DAKOTA,2014,2,38,,75,,109,,83,,161,,,N,0,,0,,,N,,N,"SOUTH DAKOTA (44.35313342000046, -100.37352811899967)
(39.52368635500045, -99.11415045099966)",
DELAWARE,2014,12,59,,85,,220,,886,,1406,,,-,0,,1,,,-,,-,"DELAWARE (39.00883351400046, -75.57773943699965)
(39.52368635500045, -99.11415045099966)",
C.N.M.I.,2014,4,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I. (39.52368635500045, -99.11415045099966)
(39.52368635500045, -99.11415045099966)",
GEORGIA,2014,19,971,,976,,2050,,17146,,18336,,,N,0,,0,,,N,,N,"GEORGIA (32.83968004200045, -83.62757601199968)
(39.52368635500045, -99.11415045099966)",
OHIO,2014,6,356,,1025,,1151,,4497,,6395,,,-,0,,2,,3,,,-,"OHIO (40.06021029700048, -82.40425685299965)
(39.52368635500045, -99.11415045099966)",
OKLAHOMA,2014,24,47,,297,,532,,3482,,8356,,,N,0,,0,,,N,,N,"OKLAHOMA (35.472034350000456, -97.52106845499969)
(39.52368635500045, -99.11415045099966)",
CALIFORNIA,2014,12,1460,,3212,,3537,,30754,,40188,,28,,65,,92,,362,,756,,"CALIFORNIA (37.638640488000476, -120.99999889499969)
(39.52368635500045, -99.11415045099966)",
KANSAS,2014,16,,-,217,,282,,2546,,3273,,,N,0,,0,,,N,,N,"KANSAS (38.34774033400049, -98.20077655499966)
(39.52368635500045, -99.11415045099966)",
NORTH DAKOTA,2014,22,8,,60,,82,,1269,,1195,,,-,0,,2,,5,,4,,"NORTH DAKOTA
(47.47531738700047, -100.11842599699969)",
MISSISSIPPI,2014,23,,-,304,,987,,7479,,8310,,,N,0,,0,,,N,,N,"MISSISSIPPI (32.74551123200047, -89.53802764499966)
(39.52368635500045, -99.11415045099966)",
KANSAS,2014,23,49,,217,,282,,4397,,4750,,,N,0,,0,,,N,,N,"KANSAS (38.34774033400049, -98.20077655499966)
(39.52368635500045, -99.11415045099966)",
NEW HAMPSHIRE,2014,24,2,,47,,76,,407,,1471,,,-,0,,1,,1,,1,,"NEW HAMPSHIRE (43.6559537330005, -71.50035726399966)
(39.52368635500045, -99.11415045099966)",
WYOMING,2014,11,6,,28,,64,,314,,328,,,-,0,,1,,,-,1,,"WYOMING (43.23554147100049, -108.10982744299969)
(39.52368635500045, -99.11415045099966)",
GEORGIA,2014,8,246,,969,,1193,,5527,,7603,,,N,0,,0,,,N,,N,"GEORGIA (32.83968004200045, -83.62757601199968)
(39.52368635500045, -99.11415045099966)",
NEVADA,2014,16,,-,207,,325,,2116,,3362,,,-,2,,6,,22,,15,,"NEVADA (39.49324126500045, -117.07183978499972)
(39.52368635500045, -99.11415045099966)",
COLORADO,2014,15,,-,373,,584,,5531,,6035,,,N,0,,0,,,N,,N,"COLORADO
(38.84384047000049, -106.13360888799969)",
UTAH,2014,5,99,,147,,164,,665,,629,,,-,1,,4,,3,,4,,"UTAH (39.36070374600047, -111.5871285339997)
(39.52368635500045, -99.11415045099966)",
MASSACHUSETTS,2014,13,,-,429,,680,,4369,,5683,,,-,0,,0,,,-,,-,"MASSACHUSETTS (42.27687306500047, -72.08268985899963)
(39.52368635500045, -99.11415045099966)",
FLORIDA,2014,8,826,,1564,,1729,,11468,,11984,,,N,0,,0,,,N,,N,"FLORIDA (28.932042899000464, -81.92895558499964)
(39.52368635500045, -99.11415045099966)",
NEW YORK,2014,1,65,,747,,1046,,65,,25,,,N,0,,0,,,N,,N,"NEW YORK (42.82700023900048, -75.54396639699968)
(39.52368635500045, -99.11415045099966)",
MARYLAND,2014,9,,-,465,,878,,2259,,3677,,,-,0,,1,,1,,1,,"MARYLAND (39.2905806980005, -76.60925970899967)
(39.52368635500045, -99.11415045099966)",
DIST. OF COL.,2014,9,,-,113,,213,,,-,1516,,,-,0,,0,,,-,,-,"DIST. OF COL. (39.52368635500045, -99.11415045099966)
(39.52368635500045, -99.11415045099966)",
FLORIDA,2014,15,,-,1577,,1761,,21224,,22734,,,N,0,,0,,,N,,N,"FLORIDA
(28.932042899000464, -81.92895558499964)",
LOUISIANA,2014,13,108,,508,,1325,,3043,,5177,,,-,0,,1,,,-,2,,"LOUISIANA (31.312662564000448, -92.44567554599968)
(39.52368635500045, -99.11415045099966)",
NORTH CAROLINA,2014,1,898,,947,,1772,,898,,545,,,N,0,,0,,,N,,N,"NORTH CAROLINA (35.46622388600048, -79.15924924699965)
(39.52368635500045, -99.11415045099966)",
NEW JERSEY,2014,10,160,,558,,687,,4947,,5372,,,N,0,,0,,,N,,N,"NEW JERSEY (40.1305700530005, -74.27368565099965)
(39.52368635500045, -99.11415045099966)",
ALABAMA,2014,9,,-,555,,874,,2976,,4882,,,N,0,,0,,,N,,N,"ALABAMA (32.84057327200048, -86.63185803899967)
(39.52368635500045, -99.11415045099966)",
OHIO,2014,18,338,,1027,,1163,,16531,,18722,,,-,0,,1,,4,,2,,"OHIO (40.06021029700048, -82.40425685299965)
(39.52368635500045, -99.11415045099966)",
TEXAS,2014,3,,-,2506,,3002,,3214,,7411,,,N,0,,0,,,N,,N,"TEXAS (31.827243635000457, -99.4267664729997)
(39.52368635500045, -99.11415045099966)",
DELAWARE,2014,18,135,,85,,220,,1400,,1919,,,-,0,,1,,,-,,-,"DELAWARE (39.00883351400046, -75.57773943699965)
(39.52368635500045, -99.11415045099966)",
OKLAHOMA,2014,20,51,,329,,532,,2069,,6983,,,N,0,,0,,,N,,N,"OKLAHOMA (35.472034350000456, -97.52106845499969)
(39.52368635500045, -99.11415045099966)",
MINNESOTA,2014,22,,-,342,,419,,4583,,7906,,,-,1,,6,,41,,28,,"MINNESOTA
(46.35564867700049, -94.79419697699967)",
GEORGIA,2014,21,936,,984,,2050,,19211,,20339,,,N,0,,0,,,N,,N,"GEORGIA (32.83968004200045, -83.62757601199968)
(39.52368635500045, -99.11415045099966)",
