Reporting Area,MMWR Year,MMWR Week,"West Nile virus disease§, Neuroinvasive, Current week","West Nile virus disease§, Neuroinvasive, Current week, flag","West Nile virus disease§, Neuroinvasive, Previous 52 weeks Med","West Nile virus disease§, Neuroinvasive, Previous 52 weeks Med, flag","West Nile virus disease§, Neuroinvasive, Previous 52 weeks Max","West Nile virus disease§, Neuroinvasive, Previous 52 weeks Max, flag","West Nile virus disease§, Neuroinvasive, Cum 2016","West Nile virus disease§, Neuroinvasive, Cum 2016, flag","West Nile virus disease§, Neuroinvasive, Cum 2015","West Nile virus disease§, Neuroinvasive, Cum 2015, flag","West Nile virus disease§, Nonneuroinvasiveś, Current week","West Nile virus disease§, Nonneuroinvasiveś, Current week, flag","West Nile virus disease§, Nonneuroinvasiveś, Previous 52 weeks Med","West Nile virus disease§, Nonneuroinvasiveś, Previous 52 weeks Med, flag","West Nile virus disease§, Nonneuroinvasiveś, Previous 52 weeks Max","West Nile virus disease§, Nonneuroinvasiveś, Previous 52 weeks Max, flag","West Nile virus disease§, Nonneuroinvasiveś, Cum 2016","West Nile virus disease§, Nonneuroinvasiveś, Cum 2016, flag","West Nile virus disease§, Nonneuroinvasiveś, Cum 2015","West Nile virus disease§, Nonneuroinvasiveś, Cum 2015, flag",Location 1,Location 2
UNITED STATES,2016,21,,-,3,,249,,5,,11,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2016,21,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2016,21,,-,0,,18,,,-,,-,,-,0,,0,,,-,,-,,
NEW YORK CITY,2016,21,,-,0,,8,,,-,,-,,-,0,,0,,,-,,-,"NEW YORK CITY
",
E.N. CENTRAL,2016,21,,-,0,,30,,,-,,-,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2016,21,,-,0,,32,,,-,3,,,-,0,,0,,,-,,-,,
S. ATLANTIC,2016,21,,-,0,,13,,,-,,-,,-,0,,0,,,-,,-,,
DIST. OF COL.,2016,21,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,21,,-,0,,8,,2,,,-,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2016,21,,-,1,,50,,1,,4,,,-,0,,0,,,-,,-,,
MOUNTAIN,2016,21,,-,1,,37,,2,,1,,,-,0,,0,,,-,,-,,
PACIFIC,2016,21,,-,0,,80,,,-,3,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,21,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
CALIFORNIA,2016,21,,-,0,,79,,,-,3,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
OREGON,2016,21,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
LOUISIANA,2016,21,,-,0,,7,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
IOWA,2016,21,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
MISSISSIPPI,2016,21,,-,0,,7,,1,,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
MARYLAND,2016,21,,-,0,,10,,,-,,-,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
INDIANA,2016,21,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
VIRGINIA,2016,21,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
WYOMING,2016,21,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
MISSOURI,2016,21,,-,0,,7,,,-,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
PENNSYLVANIA,2016,21,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
IDAHO,2016,21,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
TEXAS,2016,21,,-,1,,35,,1,,2,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
WASHINGTON,2016,21,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
NEVADA,2016,21,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
TENNESSEE,2016,21,,-,0,,2,,1,,,-,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
GEORGIA,2016,21,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
MICHIGAN,2016,21,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
NEBRASKA,2016,21,,-,0,,10,,,-,1,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
GUAM,2016,21,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
VERMONT,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
MONTANA,2016,21,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
MAINE,2016,21,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
HAWAII,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
ALABAMA,2016,21,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
ALASKA,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
NEW JERSEY,2016,21,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
ILLINOIS,2016,21,,-,0,,17,,,-,,-,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
KANSAS,2016,21,,-,0,,8,,,-,,-,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
ARIZONA,2016,21,,-,0,,13,,2,,,-,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
RHODE ISLAND,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
KENTUCKY,2016,21,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
OHIO,2016,21,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
SOUTH CAROLINA,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
OKLAHOMA,2016,21,,-,0,,13,,,-,2,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
NORTH DAKOTA,2016,21,,-,0,,6,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW YORK,2016,21,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
CONNECTICUT,2016,21,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
NORTH CAROLINA,2016,21,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
PUERTO RICO,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
DELAWARE,2016,21,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
COLORADO,2016,21,,-,0,,20,,,-,,-,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
MASSACHUSETTS,2016,21,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
FLORIDA,2016,21,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
WISCONSIN,2016,21,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
WEST VIRGINIA,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
SOUTH DAKOTA,2016,21,,-,0,,7,,,-,2,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW HAMPSHIRE,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEW MEXICO,2016,21,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
MINNESOTA,2016,21,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
UTAH,2016,21,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
ARKANSAS,2016,21,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
UNITED STATES,2016,22,,-,3,,249,,6,,16,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2016,22,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2016,22,,-,0,,18,,,-,,-,,-,0,,0,,,-,,-,,
NEW YORK CITY,2016,22,,-,0,,8,,,-,,-,,-,0,,0,,,-,,-,"NEW YORK CITY
",
E.N. CENTRAL,2016,22,,-,0,,30,,,-,,-,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2016,22,,-,0,,32,,,-,5,,,-,0,,0,,,-,,-,,
S. ATLANTIC,2016,22,,-,0,,13,,,-,,-,,-,0,,0,,,-,,-,,
DIST. OF COL.,2016,22,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,22,,-,0,,8,,2,,1,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2016,22,,-,1,,50,,1,,5,,,-,0,,0,,,-,,-,,
MOUNTAIN,2016,22,,-,1,,37,,3,,2,,,-,0,,0,,,-,,-,,
PACIFIC,2016,22,,-,0,,80,,,-,3,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,22,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MASSACHUSETTS,2016,22,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
SOUTH DAKOTA,2016,22,,-,0,,7,,,-,3,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
OREGON,2016,22,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
HAWAII,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
MINNESOTA,2016,22,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
ILLINOIS,2016,22,,-,0,,17,,,-,,-,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
MAINE,2016,22,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
RHODE ISLAND,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
LOUISIANA,2016,22,,-,0,,7,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
WYOMING,2016,22,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
VIRGINIA,2016,22,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
KANSAS,2016,22,,-,0,,8,,,-,1,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
SOUTH CAROLINA,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
NORTH DAKOTA,2016,22,,-,0,,6,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW YORK,2016,22,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
GEORGIA,2016,22,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
COLORADO,2016,22,,-,0,,20,,,-,,-,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
MISSOURI,2016,22,,-,0,,7,,,-,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
WISCONSIN,2016,22,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
NEW JERSEY,2016,22,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
KENTUCKY,2016,22,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
NEW MEXICO,2016,22,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
TEXAS,2016,22,,-,1,,35,,1,,3,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
DELAWARE,2016,22,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
MONTANA,2016,22,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
IOWA,2016,22,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
NEW HAMPSHIRE,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
PUERTO RICO,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
ARKANSAS,2016,22,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
PENNSYLVANIA,2016,22,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
NEVADA,2016,22,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
OHIO,2016,22,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
GUAM,2016,22,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
WASHINGTON,2016,22,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
ALASKA,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
NEBRASKA,2016,22,,-,0,,10,,,-,1,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
MARYLAND,2016,22,,-,0,,10,,,-,,-,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
WEST VIRGINIA,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
UTAH,2016,22,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
FLORIDA,2016,22,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
INDIANA,2016,22,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
VERMONT,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
IDAHO,2016,22,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
MICHIGAN,2016,22,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
CONNECTICUT,2016,22,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
ALABAMA,2016,22,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
TENNESSEE,2016,22,,-,0,,2,,1,,1,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
NORTH CAROLINA,2016,22,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
CALIFORNIA,2016,22,,-,0,,79,,,-,3,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
MISSISSIPPI,2016,22,,-,0,,7,,1,,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
OKLAHOMA,2016,22,,-,0,,13,,,-,2,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
ARIZONA,2016,22,,-,0,,13,,3,,,-,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
UNITED STATES,2016,23,,-,2,,249,,8,,24,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2016,23,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2016,23,,-,0,,18,,,-,,-,,-,0,,0,,,-,,-,,
NEW YORK CITY,2016,23,,-,0,,8,,,-,,-,,-,0,,0,,,-,,-,"NEW YORK CITY
",
E.N. CENTRAL,2016,23,,-,0,,30,,1,,,-,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2016,23,,-,0,,32,,,-,7,,,-,0,,0,,,-,,-,,
S. ATLANTIC,2016,23,,-,0,,13,,,-,1,,,-,0,,0,,,-,,-,,
DIST. OF COL.,2016,23,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,23,,-,0,,8,,2,,1,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2016,23,,-,1,,50,,2,,7,,,-,0,,0,,,-,,-,,
MOUNTAIN,2016,23,,-,1,,37,,3,,5,,,-,0,,0,,,-,,-,,
PACIFIC,2016,23,,-,0,,80,,,-,3,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2016,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,23,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
CONNECTICUT,2016,23,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"CONNECTICUT
(41.544654, -72.651713)",
VERMONT,2016,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
NEW JERSEY,2016,23,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
IDAHO,2016,23,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
RHODE ISLAND,2016,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
NEW HAMPSHIRE,2016,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MASSACHUSETTS,2016,23,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
MAINE,2016,23,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
NEBRASKA,2016,23,,-,0,,10,,,-,2,,,-,0,,0,,,-,,-,"NEBRASKA
(41.640503, -99.367122)",
IOWA,2016,23,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
INDIANA,2016,23,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
MONTANA,2016,23,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
LOUISIANA,2016,23,,-,0,,7,,,-,,-,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
PENNSYLVANIA,2016,23,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"PENNSYLVANIA
(40.789676, -77.858055)",
CALIFORNIA,2016,23,,-,0,,79,,,-,3,,,-,0,,0,,,-,,-,"CALIFORNIA
(37.640735, -121.002435)",
COLORADO,2016,23,,-,0,,20,,,-,1,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
NEW YORK,2016,23,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,"NEW YORK
(42.826892, -75.544286)",
SOUTH CAROLINA,2016,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
ALASKA,2016,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
NORTH CAROLINA,2016,23,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
KANSAS,2016,23,,-,0,,8,,,-,2,,,-,0,,0,,,-,,-,"KANSAS
(38.345528, -98.201847)",
SOUTH DAKOTA,2016,23,,-,0,,7,,,-,3,,,-,0,,0,,,-,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MICHIGAN,2016,23,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
MISSISSIPPI,2016,23,,-,0,,7,,1,,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
MINNESOTA,2016,23,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
FLORIDA,2016,23,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"FLORIDA
(28.915325, -81.922409)",
PUERTO RICO,2016,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
MARYLAND,2016,23,,-,0,,10,,,-,,-,,-,0,,0,,,-,,-,"MARYLAND
(39.290443, -76.612333)",
MISSOURI,2016,23,,-,0,,7,,,-,,-,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
ARIZONA,2016,23,,-,0,,13,,3,,2,,,-,0,,0,,,-,,-,"ARIZONA
(34.869712, -111.760902)",
NEW MEXICO,2016,23,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"NEW MEXICO
(34.520396, -106.244402)",
ARKANSAS,2016,23,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,"ARKANSAS
(34.748745, -92.275105)",
TEXAS,2016,23,,-,1,,35,,1,,4,,,-,0,,0,,,-,,-,"TEXAS
(31.827233, -99.423022)",
OKLAHOMA,2016,23,,-,0,,13,,1,,3,,,-,0,,0,,,-,,-,"OKLAHOMA
(35.468494, -97.521264)",
WEST VIRGINIA,2016,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
WISCONSIN,2016,23,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,"WISCONSIN
(44.395526, -89.834513)",
WASHINGTON,2016,23,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
GUAM,2016,23,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
TENNESSEE,2016,23,,-,0,,2,,1,,1,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
OREGON,2016,23,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"OREGON
(44.567912, -120.156945)",
OHIO,2016,23,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"OHIO
(40.056807, -82.405897)",
VIRGINIA,2016,23,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
UTAH,2016,23,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
HAWAII,2016,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
NEVADA,2016,23,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"NEVADA
(39.491833, -117.070159)",
KENTUCKY,2016,23,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
DELAWARE,2016,23,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NORTH DAKOTA,2016,23,,-,0,,6,,,-,,-,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
ALABAMA,2016,23,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"ALABAMA
(32.839182, -86.631125)",
WYOMING,2016,23,,-,0,,2,,,-,1,,,-,0,,0,,,-,,-,"WYOMING
(43.23558, -108.110518)",
GEORGIA,2016,23,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
ILLINOIS,2016,23,,-,0,,17,,1,,,-,,-,0,,0,,,-,,-,"ILLINOIS
(40.477092, -88.993221)",
UNITED STATES,2016,24,,-,2,,249,,12,,32,,,-,0,,0,,,-,,-,,
NEW ENGLAND,2016,24,,-,0,,4,,,-,,-,,-,0,,0,,,-,,-,,
MID. ATLANTIC,2016,24,,-,0,,18,,,-,,-,,-,0,,0,,,-,,-,,
NEW YORK CITY,2016,24,,-,0,,8,,,-,,-,,-,0,,0,,,-,,-,"NEW YORK CITY
",
E.N. CENTRAL,2016,24,,-,0,,30,,2,,,-,,-,0,,0,,,-,,-,,
W.N. CENTRAL,2016,24,,-,0,,32,,,-,8,,,-,0,,0,,,-,,-,,
S. ATLANTIC,2016,24,,-,0,,13,,,-,1,,,-,0,,0,,,-,,-,,
DIST. OF COL.,2016,24,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,24,,-,0,,8,,4,,1,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2016,24,,-,1,,50,,2,,9,,,-,0,,0,,,-,,-,,
MOUNTAIN,2016,24,,-,0,,37,,4,,9,,,-,0,,0,,,-,,-,,
PACIFIC,2016,24,,-,0,,80,,,-,4,,,-,0,,0,,,-,,-,,
AMER. SAMOA,2016,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,24,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
UTAH,2016,24,,-,0,,3,,,-,,-,,-,0,,0,,,-,,-,"UTAH
(39.359772, -111.584173)",
