Reporting Area,MMWR Year,MMWR Week,"West Nile virus disease§, Neuroinvasive, Current week","West Nile virus disease§, Neuroinvasive, Current week, flag","West Nile virus disease§, Neuroinvasive, Previous 52 weeks Med","West Nile virus disease§, Neuroinvasive, Previous 52 weeks Med, flag","West Nile virus disease§, Neuroinvasive, Previous 52 weeks Max","West Nile virus disease§, Neuroinvasive, Previous 52 weeks Max, flag","West Nile virus disease§, Neuroinvasive, Cum 2015","West Nile virus disease§, Neuroinvasive, Cum 2015, flag","West Nile virus disease§, Neuroinvasive, Cum 2014","West Nile virus disease§, Neuroinvasive, Cum 2014, flag","West Nile virus disease§, Nonneuroinvasiveś, Current week","West Nile virus disease§, Nonneuroinvasiveś, Current week, flag","West Nile virus disease§, Nonneuroinvasiveś, Previous 52 weeks Med","West Nile virus disease§, Nonneuroinvasiveś, Previous 52 weeks Med, flag","West Nile virus disease§, Nonneuroinvasiveś, Previous 52 weeks Max","West Nile virus disease§, Nonneuroinvasiveś, Previous 52 weeks Max, flag","West Nile virus disease§, Nonneuroinvasiveś, Cum 2015","West Nile virus disease§, Nonneuroinvasiveś, Cum 2015, flag","West Nile virus disease§, Nonneuroinvasiveś, Cum 2014","West Nile virus disease§, Nonneuroinvasiveś, Cum 2014, flag",Location 1,Location 2
S. ATLANTIC,2015,38,,-,0,,15,,74,,31,,,-,0,,9,,43,,8,,,
DIST. OF COL.,2015,38,,-,0,,2,,2,,1,,,-,0,,0,,,-,2,,"DIST. OF COL.
",
E.S. CENTRAL,2015,38,,-,0,,10,,45,,33,,,-,0,,6,,23,,20,,,
W.S. CENTRAL,2015,38,,-,1,,52,,292,,291,,,-,0,,25,,133,,180,,,
MOUNTAIN,2015,38,,-,0,,28,,194,,126,,,-,0,,28,,120,,106,,,
PACIFIC,2015,38,,-,0,,61,,230,,448,,,-,0,,28,,152,,208,,,
AMER. SAMOA,2015,38,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,38,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,38,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MICHIGAN,2015,38,,-,0,,4,,14,,1,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
ILLINOIS,2015,38,,-,0,,8,,36,,33,,,-,0,,6,,16,,6,,"ILLINOIS
(40.477092, -88.993221)",
NEW HAMPSHIRE,2015,38,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEW YORK,2015,38,,-,0,,2,,4,,7,,,-,0,,2,,4,,3,,"NEW YORK
(42.826892, -75.544286)",
MARYLAND,2015,38,,-,0,,11,,31,,4,,,-,0,,7,,31,,,-,"MARYLAND
(39.290443, -76.612333)",
MINNESOTA,2015,38,,-,0,,0,,,-,6,,,-,0,,2,,6,,14,,"MINNESOTA
(44.943719, -93.094281)",
NEBRASKA,2015,38,,-,0,,6,,25,,38,,,-,0,,14,,65,,86,,"NEBRASKA
(41.640503, -99.367122)",
MAINE,2015,38,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
MASSACHUSETTS,2015,38,,-,0,,2,,4,,4,,,-,0,,2,,2,,1,,"MASSACHUSETTS
(42.268546, -72.085064)",
NORTH CAROLINA,2015,38,,-,0,,2,,6,,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
TENNESSEE,2015,38,,-,0,,2,,4,,9,,,-,0,,2,,2,,4,,"TENNESSEE
(35.681402, -85.774444)",
SOUTH CAROLINA,2015,38,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
HAWAII,2015,38,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"HAWAII
(21.30992, -157.858158)",
MONTANA,2015,38,,-,0,,2,,2,,2,,,-,0,,2,,2,,3,,"MONTANA
(47.062617, -109.430168)",
CALIFORNIA,2015,38,,-,0,,61,,216,,435,,,-,0,,24,,123,,201,,"CALIFORNIA
(37.640735, -121.002435)",
SOUTH DAKOTA,2015,38,,-,0,,6,,16,,12,,,-,0,,12,,46,,43,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MISSISSIPPI,2015,38,,-,0,,10,,37,,24,,,-,0,,4,,18,,14,,"MISSISSIPPI
(32.738663, -89.537312)",
NORTH DAKOTA,2015,38,,-,0,,8,,14,,12,,,-,0,,4,,15,,10,,"NORTH DAKOTA
(47.475879, -100.121011)",
VIRGINIA,2015,38,,-,0,,6,,12,,5,,,-,0,,4,,8,,2,,"VIRGINIA
(37.542699, -78.45822)",
IDAHO,2015,38,,-,0,,2,,8,,6,,,-,0,,2,,6,,13,,"IDAHO
(43.680635, -114.364237)",
TEXAS,2015,38,,-,1,,36,,192,,222,,,-,0,,18,,80,,115,,"TEXAS
(31.827233, -99.423022)",
LOUISIANA,2015,38,,-,0,,10,,40,,58,,,-,0,,4,,4,,56,,"LOUISIANA
(31.31111, -92.445)",
ALABAMA,2015,38,,-,0,,4,,4,,,-,,-,0,,2,,3,,1,,"ALABAMA
(32.839182, -86.631125)",
ARKANSAS,2015,38,,-,0,,4,,21,,4,,,-,0,,2,,2,,1,,"ARKANSAS
(34.748745, -92.275105)",
NEVADA,2015,38,,-,0,,6,,8,,3,,,-,0,,4,,6,,,-,"NEVADA
(39.491833, -117.070159)",
DELAWARE,2015,38,,-,0,,0,,,-,,-,,-,0,,2,,2,,,-,"DELAWARE
(39.008676, -75.574561)",
UTAH,2015,38,,-,0,,2,,4,,1,,,-,0,,2,,2,,1,,"UTAH
(39.359772, -111.584173)",
WEST VIRGINIA,2015,38,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
WYOMING,2015,38,,-,0,,4,,4,,,-,,-,0,,2,,4,,5,,"WYOMING
(43.23558, -108.110518)",
KANSAS,2015,38,,-,0,,4,,11,,15,,,-,0,,4,,18,,32,,"KANSAS
(38.345528, -98.201847)",
PUERTO RICO,2015,38,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
GEORGIA,2015,38,,-,0,,4,,11,,10,,,-,0,,2,,2,,1,,"GEORGIA
(32.836038, -83.631709)",
OKLAHOMA,2015,38,,-,0,,9,,39,,7,,,-,0,,10,,47,,8,,"OKLAHOMA
(35.468494, -97.521264)",
COLORADO,2015,38,,-,0,,20,,80,,41,,,-,0,,22,,60,,65,,"COLORADO
(38.841772, -106.132562)",
GUAM,2015,38,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
OHIO,2015,38,,-,0,,8,,36,,9,,,-,0,,4,,14,,1,,"OHIO
(40.056807, -82.405897)",
NEW MEXICO,2015,38,,-,0,,4,,16,,17,,,-,0,,0,,,-,5,,"NEW MEXICO
(34.520396, -106.244402)",
CONNECTICUT,2015,38,,-,0,,2,,5,,3,,,-,0,,2,,3,,2,,"CONNECTICUT
(41.544654, -72.651713)",
IOWA,2015,38,,-,0,,1,,1,,4,,,-,0,,4,,7,,9,,"IOWA
(42.46942, -93.815856)",
OREGON,2015,38,,-,0,,0,,,-,7,,,-,0,,0,,,-,1,,"OREGON
(44.567912, -120.156945)",
RHODE ISLAND,2015,38,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
MISSOURI,2015,38,,-,0,,10,,26,,7,,,-,0,,4,,6,,3,,"MISSOURI
(38.636168, -92.566292)",
INDIANA,2015,38,,-,0,,6,,16,,9,,,-,0,,2,,8,,1,,"INDIANA
(39.76845, -86.156212)",
ALASKA,2015,38,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
NEW JERSEY,2015,38,,-,0,,4,,22,,3,,,-,0,,4,,5,,2,,"NEW JERSEY
(40.121601, -74.321404)",
WISCONSIN,2015,38,,-,0,,0,,,-,3,,,-,0,,2,,6,,3,,"WISCONSIN
(44.395526, -89.834513)",
KENTUCKY,2015,38,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"KENTUCKY
(37.64591, -84.774043)",
WASHINGTON,2015,38,,-,0,,4,,14,,6,,,-,0,,6,,29,,5,,"WASHINGTON
(47.517368, -120.467672)",
PENNSYLVANIA,2015,38,,-,0,,6,,23,,11,,,-,0,,5,,21,,2,,"PENNSYLVANIA
(40.789676, -77.858055)",
VERMONT,2015,38,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
ARIZONA,2015,38,,-,0,,14,,72,,56,,,-,0,,10,,40,,14,,"ARIZONA
(34.869712, -111.760902)",
FLORIDA,2015,38,,-,0,,4,,12,,9,,,-,0,,2,,,-,3,,"FLORIDA
(28.915325, -81.922409)",
UNITED STATES,2015,39,,-,1,,103,,708,,1216,,,-,1,,63,,454,,790,,,
NEW ENGLAND,2015,39,,-,0,,3,,8,,7,,,-,0,,2,,3,,3,,,
MID. ATLANTIC,2015,39,,-,0,,8,,38,,35,,,-,0,,6,,22,,10,,,
NEW YORK CITY,2015,39,,-,0,,3,,8,,12,,,-,0,,1,,1,,3,,"NEW YORK CITY
",
E.N. CENTRAL,2015,39,,-,0,,18,,71,,58,,,-,0,,7,,33,,13,,,
W.N. CENTRAL,2015,39,,-,0,,11,,56,,99,,,-,0,,18,,101,,205,,,
S. ATLANTIC,2015,39,,-,0,,9,,48,,33,,,-,0,,5,,24,,10,,,
DIST. OF COL.,2015,39,,-,0,,1,,1,,1,,,-,0,,0,,,-,2,,"DIST. OF COL.
",
E.S. CENTRAL,2015,39,,-,0,,5,,28,,36,,,-,0,,3,,16,,21,,,
W.S. CENTRAL,2015,39,,-,1,,31,,193,,304,,,-,0,,17,,94,,190,,,
MOUNTAIN,2015,39,,-,0,,14,,105,,135,,,-,0,,15,,71,,110,,,
PACIFIC,2015,39,,-,0,,30,,161,,509,,,-,0,,16,,90,,228,,,
AMER. SAMOA,2015,39,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,39,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
OREGON,2015,39,,-,0,,0,,,-,7,,,-,0,,0,,,-,1,,"OREGON
(44.567912, -120.156945)",
NEBRASKA,2015,39,,-,0,,3,,14,,39,,,-,0,,8,,39,,90,,"NEBRASKA
(41.640503, -99.367122)",
OHIO,2015,39,,-,0,,4,,20,,10,,,-,0,,2,,8,,1,,"OHIO
(40.056807, -82.405897)",
ALABAMA,2015,39,,-,0,,2,,2,,,-,,-,0,,1,,4,,2,,"ALABAMA
(32.839182, -86.631125)",
SOUTH CAROLINA,2015,39,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
WISCONSIN,2015,39,,-,0,,2,,2,,3,,,-,0,,1,,3,,3,,"WISCONSIN
(44.395526, -89.834513)",
COLORADO,2015,39,,-,0,,10,,47,,42,,,-,0,,12,,36,,68,,"COLORADO
(38.841772, -106.132562)",
MISSOURI,2015,39,,-,0,,5,,14,,8,,,-,0,,2,,6,,3,,"MISSOURI
(38.636168, -92.566292)",
GUAM,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
MINNESOTA,2015,39,,-,0,,1,,1,,6,,,-,0,,1,,4,,14,,"MINNESOTA
(44.943719, -93.094281)",
MAINE,2015,39,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
NEW JERSEY,2015,39,,-,0,,3,,14,,5,,,-,0,,2,,3,,2,,"NEW JERSEY
(40.121601, -74.321404)",
IDAHO,2015,39,,-,0,,1,,5,,6,,,-,0,,3,,8,,13,,"IDAHO
(43.680635, -114.364237)",
ALASKA,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
INDIANA,2015,39,,-,0,,3,,10,,9,,,-,0,,1,,5,,1,,"INDIANA
(39.76845, -86.156212)",
SOUTH DAKOTA,2015,39,,-,0,,3,,11,,12,,,-,0,,6,,24,,45,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MASSACHUSETTS,2015,39,,-,0,,2,,4,,4,,,-,0,,1,,1,,1,,"MASSACHUSETTS
(42.268546, -72.085064)",
GEORGIA,2015,39,,-,0,,3,,7,,10,,,-,0,,1,,1,,1,,"GEORGIA
(32.836038, -83.631709)",
UTAH,2015,39,,-,0,,1,,2,,1,,,-,0,,1,,1,,1,,"UTAH
(39.359772, -111.584173)",
CONNECTICUT,2015,39,,-,0,,1,,3,,3,,,-,0,,1,,2,,2,,"CONNECTICUT
(41.544654, -72.651713)",
NORTH DAKOTA,2015,39,,-,0,,4,,7,,12,,,-,0,,2,,11,,10,,"NORTH DAKOTA
(47.475879, -100.121011)",
KENTUCKY,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"KENTUCKY
(37.64591, -84.774043)",
FLORIDA,2015,39,,-,0,,2,,8,,9,,,-,0,,0,,,-,5,,"FLORIDA
(28.915325, -81.922409)",
WEST VIRGINIA,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MONTANA,2015,39,,-,0,,1,,1,,2,,,-,0,,1,,1,,3,,"MONTANA
(47.062617, -109.430168)",
CALIFORNIA,2015,39,,-,0,,30,,154,,496,,,-,0,,14,,74,,221,,"CALIFORNIA
(37.640735, -121.002435)",
MISSISSIPPI,2015,39,,-,0,,5,,24,,25,,,-,0,,2,,11,,14,,"MISSISSIPPI
(32.738663, -89.537312)",
MARYLAND,2015,39,,-,0,,7,,19,,6,,,-,0,,4,,16,,,-,"MARYLAND
(39.290443, -76.612333)",
NEW MEXICO,2015,39,,-,0,,2,,8,,18,,,-,0,,0,,,-,5,,"NEW MEXICO
(34.520396, -106.244402)",
MICHIGAN,2015,39,,-,0,,4,,13,,1,,,-,0,,0,,,-,,-,"MICHIGAN
(44.66399, -84.711206)",
TEXAS,2015,39,,-,0,,20,,122,,232,,,-,0,,11,,53,,120,,"TEXAS
(31.827233, -99.423022)",
WASHINGTON,2015,39,,-,0,,2,,7,,6,,,-,0,,3,,16,,5,,"WASHINGTON
(47.517368, -120.467672)",
VIRGIN ISL.,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
(18.060868, -64.840836)",
VIRGINIA,2015,39,,-,0,,4,,10,,5,,,-,0,,2,,6,,2,,"VIRGINIA
(37.542699, -78.45822)",
NORTH CAROLINA,2015,39,,-,0,,1,,3,,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
NEVADA,2015,39,,-,0,,3,,4,,3,,,-,0,,2,,3,,,-,"NEVADA
(39.491833, -117.070159)",
DELAWARE,2015,39,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"DELAWARE
(39.008676, -75.574561)",
NEW HAMPSHIRE,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
IOWA,2015,39,,-,0,,0,,,-,5,,,-,0,,2,,6,,9,,"IOWA
(42.46942, -93.815856)",
OKLAHOMA,2015,39,,-,0,,6,,25,,7,,,-,0,,7,,33,,9,,"OKLAHOMA
(35.468494, -97.521264)",
PUERTO RICO,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
RHODE ISLAND,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
ILLINOIS,2015,39,,-,0,,9,,26,,35,,,-,0,,4,,17,,8,,"ILLINOIS
(40.477092, -88.993221)",
VERMONT,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
NEW YORK,2015,39,,-,0,,1,,3,,7,,,-,0,,2,,5,,3,,"NEW YORK
(42.826892, -75.544286)",
PENNSYLVANIA,2015,39,,-,0,,3,,13,,11,,,-,0,,4,,13,,2,,"PENNSYLVANIA
(40.789676, -77.858055)",
TENNESSEE,2015,39,,-,0,,1,,2,,11,,,-,0,,1,,1,,4,,"TENNESSEE
(35.681402, -85.774444)",
ARKANSAS,2015,39,,-,0,,2,,12,,5,,,-,0,,1,,1,,1,,"ARKANSAS
(34.748745, -92.275105)",
HAWAII,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"HAWAII
(21.30992, -157.858158)",
ARIZONA,2015,39,,-,0,,7,,36,,63,,,-,0,,5,,20,,15,,"ARIZONA
(34.869712, -111.760902)",
LOUISIANA,2015,39,,-,0,,5,,34,,60,,,-,0,,2,,7,,60,,"LOUISIANA
(31.31111, -92.445)",
KANSAS,2015,39,,-,0,,3,,9,,17,,,-,0,,3,,11,,34,,"KANSAS
(38.345528, -98.201847)",
WYOMING,2015,39,,-,0,,2,,2,,,-,,-,0,,1,,2,,5,,"WYOMING
(43.23558, -108.110518)",
UNITED STATES,2015,40,,-,1,,114,,789,,1265,,,-,1,,64,,491,,815,,,
NEW ENGLAND,2015,40,,-,0,,3,,8,,8,,,-,0,,2,,3,,3,,,
MID. ATLANTIC,2015,40,,-,0,,8,,44,,35,,,-,0,,6,,23,,11,,,
NEW YORK CITY,2015,40,,-,0,,3,,8,,12,,,-,0,,1,,1,,3,,"NEW YORK CITY
",
E.N. CENTRAL,2015,40,,-,0,,20,,80,,58,,,-,0,,9,,38,,13,,,
W.N. CENTRAL,2015,40,,-,0,,11,,59,,103,,,-,0,,19,,110,,211,,,
S. ATLANTIC,2015,40,,-,0,,9,,54,,34,,,-,0,,4,,24,,10,,,
DIST. OF COL.,2015,40,,-,0,,1,,1,,1,,,-,0,,0,,,-,2,,"DIST. OF COL.
",
E.S. CENTRAL,2015,40,,-,0,,5,,28,,36,,,-,0,,3,,17,,21,,,
W.S. CENTRAL,2015,40,,-,1,,32,,212,,312,,,-,0,,17,,94,,194,,,
MOUNTAIN,2015,40,,-,0,,16,,111,,144,,,-,0,,16,,73,,118,,,
PACIFIC,2015,40,,-,0,,31,,193,,535,,,-,0,,16,,109,,234,,,
AMER. SAMOA,2015,40,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,40,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
MINNESOTA,2015,40,,-,0,,1,,1,,6,,,-,0,,1,,4,,14,,"MINNESOTA
(44.943719, -93.094281)",
NEBRASKA,2015,40,,-,0,,3,,15,,41,,,-,0,,8,,42,,95,,"NEBRASKA
(41.640503, -99.367122)",
MAINE,2015,40,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,"MAINE
(45.252223, -68.986647)",
INDIANA,2015,40,,-,0,,3,,10,,9,,,-,0,,1,,5,,1,,"INDIANA
(39.76845, -86.156212)",
CALIFORNIA,2015,40,,-,0,,31,,186,,522,,,-,0,,14,,93,,227,,"CALIFORNIA
(37.640735, -121.002435)",
COLORADO,2015,40,,-,0,,10,,47,,44,,,-,0,,12,,36,,71,,"COLORADO
(38.841772, -106.132562)",
FLORIDA,2015,40,,-,0,,2,,8,,10,,,-,0,,0,,,-,5,,"FLORIDA
(28.915325, -81.922409)",
ILLINOIS,2015,40,,-,0,,11,,32,,35,,,-,0,,6,,20,,8,,"ILLINOIS
(40.477092, -88.993221)",
OREGON,2015,40,,-,0,,0,,,-,7,,,-,0,,0,,,-,1,,"OREGON
(44.567912, -120.156945)",
VIRGIN ISL.,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
(18.060868, -64.840836)",
DELAWARE,2015,40,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"DELAWARE
(39.008676, -75.574561)",
KANSAS,2015,40,,-,0,,3,,9,,17,,,-,0,,4,,15,,34,,"KANSAS
(38.345528, -98.201847)",
IDAHO,2015,40,,-,0,,1,,5,,6,,,-,0,,3,,8,,13,,"IDAHO
(43.680635, -114.364237)",
NEW MEXICO,2015,40,,-,0,,2,,10,,19,,,-,0,,1,,1,,5,,"NEW MEXICO
(34.520396, -106.244402)",
TENNESSEE,2015,40,,-,0,,1,,2,,11,,,-,0,,1,,1,,4,,"TENNESSEE
(35.681402, -85.774444)",
WASHINGTON,2015,40,,-,0,,2,,7,,6,,,-,0,,3,,16,,5,,"WASHINGTON
(47.517368, -120.467672)",
OKLAHOMA,2015,40,,-,0,,6,,31,,8,,,-,0,,7,,33,,9,,"OKLAHOMA
(35.468494, -97.521264)",
MISSOURI,2015,40,,-,0,,5,,14,,10,,,-,0,,2,,7,,3,,"MISSOURI
(38.636168, -92.566292)",
IOWA,2015,40,,-,0,,1,,2,,5,,,-,0,,2,,5,,10,,"IOWA
(42.46942, -93.815856)",
ARIZONA,2015,40,,-,0,,7,,38,,69,,,-,0,,5,,20,,20,,"ARIZONA
(34.869712, -111.760902)",
WYOMING,2015,40,,-,0,,2,,2,,,-,,-,0,,1,,2,,5,,"WYOMING
(43.23558, -108.110518)",
NEW YORK,2015,40,,-,0,,2,,7,,7,,,-,0,,1,,6,,4,,"NEW YORK
(42.826892, -75.544286)",
MICHIGAN,2015,40,,-,0,,4,,15,,1,,,-,0,,1,,1,,,-,"MICHIGAN
(44.66399, -84.711206)",
NEW HAMPSHIRE,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WEST VIRGINIA,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
MARYLAND,2015,40,,-,0,,7,,22,,6,,,-,0,,3,,16,,,-,"MARYLAND
(39.290443, -76.612333)",
PUERTO RICO,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
RHODE ISLAND,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
LOUISIANA,2015,40,,-,0,,5,,35,,61,,,-,0,,2,,7,,61,,"LOUISIANA
(31.31111, -92.445)",
PENNSYLVANIA,2015,40,,-,0,,3,,15,,11,,,-,0,,4,,13,,2,,"PENNSYLVANIA
(40.789676, -77.858055)",
VERMONT,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VERMONT
(43.622479, -72.51927)",
UTAH,2015,40,,-,0,,2,,3,,1,,,-,0,,2,,2,,1,,"UTAH
(39.359772, -111.584173)",
SOUTH DAKOTA,2015,40,,-,0,,3,,11,,12,,,-,0,,6,,26,,45,,"SOUTH DAKOTA
(44.35371, -100.373709)",
WISCONSIN,2015,40,,-,0,,2,,2,,3,,,-,0,,1,,4,,3,,"WISCONSIN
(44.395526, -89.834513)",
OHIO,2015,40,,-,0,,4,,21,,10,,,-,0,,2,,8,,1,,"OHIO
(40.056807, -82.405897)",
NORTH CAROLINA,2015,40,,-,0,,1,,3,,,-,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.47995, -79.180571)",
MASSACHUSETTS,2015,40,,-,0,,2,,4,,5,,,-,0,,1,,1,,1,,"MASSACHUSETTS
(42.268546, -72.085064)",
SOUTH CAROLINA,2015,40,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEW JERSEY,2015,40,,-,0,,3,,14,,5,,,-,0,,2,,3,,2,,"NEW JERSEY
(40.121601, -74.321404)",
HAWAII,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"HAWAII
(21.30992, -157.858158)",
VIRGINIA,2015,40,,-,0,,4,,12,,5,,,-,0,,2,,6,,2,,"VIRGINIA
(37.542699, -78.45822)",
ARKANSAS,2015,40,,-,0,,2,,14,,6,,,-,0,,1,,1,,2,,"ARKANSAS
(34.748745, -92.275105)",
MISSISSIPPI,2015,40,,-,0,,5,,24,,25,,,-,0,,2,,12,,14,,"MISSISSIPPI
(32.738663, -89.537312)",
GUAM,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
ALABAMA,2015,40,,-,0,,2,,2,,,-,,-,0,,1,,4,,2,,"ALABAMA
(32.839182, -86.631125)",
GEORGIA,2015,40,,-,0,,3,,8,,10,,,-,0,,1,,1,,1,,"GEORGIA
(32.836038, -83.631709)",
ALASKA,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"ALASKA
(64.836661, -147.738891)",
KENTUCKY,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"KENTUCKY
(37.64591, -84.774043)",
MONTANA,2015,40,,-,0,,1,,2,,2,,,-,0,,1,,1,,3,,"MONTANA
(47.062617, -109.430168)",
CONNECTICUT,2015,40,,-,0,,1,,3,,3,,,-,0,,1,,2,,2,,"CONNECTICUT
(41.544654, -72.651713)",
TEXAS,2015,40,,-,0,,21,,132,,237,,,-,0,,11,,53,,122,,"TEXAS
(31.827233, -99.423022)",
NORTH DAKOTA,2015,40,,-,0,,4,,7,,12,,,-,0,,2,,11,,10,,"NORTH DAKOTA
(47.475879, -100.121011)",
NEVADA,2015,40,,-,0,,3,,4,,3,,,-,0,,2,,3,,,-,"NEVADA
(39.491833, -117.070159)",
UNITED STATES,2015,41,1,,1,,125,,894,,1288,,,-,1,,69,,529,,831,,,
NEW ENGLAND,2015,41,,-,0,,3,,13,,8,,,-,0,,2,,5,,4,,,
MID. ATLANTIC,2015,41,,-,0,,8,,45,,35,,,-,0,,6,,23,,11,,,
NEW YORK CITY,2015,41,,-,0,,3,,8,,12,,,-,0,,1,,1,,3,,"NEW YORK CITY
",
E.N. CENTRAL,2015,41,,-,0,,20,,88,,58,,,-,0,,8,,40,,13,,,
W.N. CENTRAL,2015,41,,-,0,,11,,64,,103,,,-,0,,21,,122,,216,,,
S. ATLANTIC,2015,41,,-,0,,10,,57,,35,,,-,0,,6,,26,,10,,,
DIST. OF COL.,2015,41,,-,0,,1,,1,,1,,,-,0,,0,,,-,2,,"DIST. OF COL.
",
E.S. CENTRAL,2015,41,1,,0,,5,,29,,37,,,-,0,,3,,19,,23,,,
W.S. CENTRAL,2015,41,,-,0,,32,,229,,316,,,-,0,,17,,100,,196,,,
MOUNTAIN,2015,41,,-,0,,18,,114,,151,,,-,0,,18,,76,,119,,,
PACIFIC,2015,41,,-,0,,36,,255,,545,,,-,0,,16,,118,,239,,,
AMER. SAMOA,2015,41,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,41,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
LOUISIANA,2015,41,,-,0,,5,,36,,61,,,-,0,,2,,7,,62,,"LOUISIANA
(31.2931, -92.463284)",
DELAWARE,2015,41,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,"DELAWARE
(39.008676, -75.574561)",
MONTANA,2015,41,,-,0,,1,,2,,2,,,-,0,,1,,1,,3,,"MONTANA
(47.062617, -109.430168)",
PENNSYLVANIA,2015,41,,-,0,,3,,15,,11,,,-,0,,4,,13,,2,,"PENNSYLVANIA
(40.789676, -77.858055)",
ALABAMA,2015,41,,-,0,,2,,2,,,-,,-,0,,2,,5,,2,,"ALABAMA
(32.839182, -86.631125)",
