Reporting Area,MMWR Year,MMWR Week,"Babesiosis, Current week","Babesiosis, Current week, flag","Babesiosis, Previous 52 weeks Med","Babesiosis, Previous 52 weeks Med, flag","Babesiosis, Previous 52 weeks Max","Babesiosis, Previous 52 weeks Max, flag","Babesiosis, Cum 2016","Babesiosis, Cum 2016, flag","Babesiosis, Cum 2015","Babesiosis, Cum 2015, flag","Campylobacteriosis, Current week","Campylobacteriosis, Current week, flag","Campylobacteriosis, Previous 52 weeks Med","Campylobacteriosis, Previous 52 weeks Med, flag","Campylobacteriosis, Previous 52 weeks Max","Campylobacteriosis, Previous 52 weeks Max, flag","Campylobacteriosis, Cum 2016","Campylobacteriosis, Cum 2016, flag","Campylobacteriosis, Cum 2015","Campylobacteriosis, Cum 2015, flag",Location 1,Location 2
SOUTH CAROLINA,2016,21,,-,0,,1,,1,,1,,2,,7,,16,,111,,100,,"SOUTH CAROLINA
(34.009286, -81.037094)",
WEST VIRGINIA,2016,21,,-,0,,0,,,-,,-,,-,5,,18,,54,,111,,"WEST VIRGINIA
(38.668501, -80.709421)",
SOUTH DAKOTA,2016,21,,-,0,,0,,,-,,-,,-,7,,23,,128,,86,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MAINE,2016,21,,-,0,,6,,2,,1,,2,,4,,11,,54,,58,,"MAINE
(45.252223, -68.986647)",
COLORADO,2016,21,,N,0,,0,,,N,,N,,-,18,,40,,1,,248,,"COLORADO
(38.841772, -106.132562)",
HAWAII,2016,21,,N,0,,0,,,N,,N,,-,10,,28,,126,,158,,"HAWAII
(21.30992, -157.858158)",
NEW JERSEY,2016,21,,-,1,,33,,2,,18,,,-,34,,63,,378,,602,,"NEW JERSEY
(40.104655, -74.386686)",
VERMONT,2016,21,,-,0,,3,,,-,,-,1,,3,,11,,53,,36,,"VERMONT
(43.622479, -72.51927)",
NEW YORK,2016,21,,-,4,,109,,21,,13,,6,,32,,86,,434,,549,,"NEW YORK
(42.826892, -75.544286)",
NEVADA,2016,21,,N,0,,0,,,N,,N,,-,2,,8,,19,,60,,"NEVADA
(39.491833, -117.070159)",
NEW MEXICO,2016,21,,N,0,,0,,,N,,N,,-,8,,19,,115,,148,,"NEW MEXICO
(34.520396, -106.244402)",
NEW HAMPSHIRE,2016,21,,-,0,,5,,2,,9,,3,,5,,12,,69,,82,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
KANSAS,2016,21,,N,0,,0,,,N,,N,,-,9,,29,,88,,235,,"KANSAS
(38.345528, -98.201847)",
IDAHO,2016,21,,N,0,,0,,,N,,N,3,,7,,20,,115,,112,,"IDAHO
(43.680635, -114.364237)",
WISCONSIN,2016,21,,-,0,,7,,1,,2,,11,,29,,50,,482,,437,,"WISCONSIN
(44.395526, -89.834513)",
RHODE ISLAND,2016,21,,-,1,,26,,6,,2,,3,,4,,21,,66,,48,,"RHODE ISLAND
(41.707447, -71.522488)",
CALIFORNIA,2016,21,,-,0,,1,,,-,,-,25,,173,,212,,3131,,3004,,"CALIFORNIA
(37.640735, -121.002435)",
LOUISIANA,2016,21,,-,0,,1,,,-,,-,7,,8,,23,,163,,202,,"LOUISIANA
(31.2931, -92.463284)",
ALASKA,2016,21,,N,0,,0,,,N,,N,2,,2,,5,,20,,20,,"ALASKA
(64.836661, -147.738891)",
MISSISSIPPI,2016,21,,N,0,,0,,,N,,N,1,,4,,10,,68,,62,,"MISSISSIPPI
(32.738663, -89.537312)",
ARKANSAS,2016,21,,-,0,,0,,,-,,-,6,,8,,21,,136,,123,,"ARKANSAS
(34.748745, -92.275105)",
DELAWARE,2016,21,,-,0,,1,,,-,,-,,-,3,,7,,39,,53,,"DELAWARE
(39.008676, -75.574561)",
MONTANA,2016,21,,-,0,,0,,,-,,-,2,,6,,15,,118,,109,,"MONTANA
(47.062617, -109.430168)",
GUAM,2016,21,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
OHIO,2016,21,,-,0,,0,,,-,2,,48,,34,,93,,660,,537,,"OHIO
(40.056807, -82.405897)",
TENNESSEE,2016,21,,-,0,,0,,,-,1,,12,,14,,29,,233,,257,,"TENNESSEE
(35.681402, -85.774444)",
NORTH CAROLINA,2016,21,,N,0,,0,,,N,,N,,-,23,,82,,306,,368,,"NORTH CAROLINA
(35.47995, -79.180571)",
TEXAS,2016,21,,-,0,,1,,,-,,-,31,,70,,202,,757,,1061,,"TEXAS
(31.827233, -99.423022)",
NORTH DAKOTA,2016,21,,-,0,,2,,,-,,-,,-,3,,11,,40,,68,,"NORTH DAKOTA
(47.475879, -100.121011)",
PENNSYLVANIA,2016,21,,N,0,,0,,,N,,N,26,,39,,108,,631,,753,,"PENNSYLVANIA
(40.789676, -77.858055)",
MINNESOTA,2016,21,,-,0,,6,,,-,1,,,-,23,,61,,,-,423,,"MINNESOTA
(44.943719, -93.094281)",
VIRGINIA,2016,21,,N,0,,0,,,N,,N,13,,27,,81,,447,,521,,"VIRGINIA
(37.542699, -78.45822)",
ARIZONA,2016,21,,-,0,,0,,,-,,-,21,,24,,53,,411,,557,,"ARIZONA
(34.869712, -111.760902)",
UNITED STATES,2016,22,,-,14,,181,,64,,129,,480,,965,,3035,,16218,,18283,,,
NEW ENGLAND,2016,22,,-,8,,103,,28,,64,,21,,53,,114,,884,,971,,,
MID. ATLANTIC,2016,22,,-,7,,109,,33,,45,,47,,139,,253,,2175,,2692,,,
NEW YORK CITY,2016,22,,-,0,,11,,10,,6,,24,,33,,49,,620,,649,,"NEW YORK CITY
",
E.N. CENTRAL,2016,22,,-,0,,7,,1,,9,,44,,111,,223,,2311,,1772,,,
W.N. CENTRAL,2016,22,,-,0,,6,,,-,4,,14,,79,,198,,764,,1637,,,
S. ATLANTIC,2016,22,,-,0,,1,,1,,1,,72,,163,,285,,2360,,3359,,,
DIST. OF COL.,2016,22,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"DIST. OF COL.
",
E.S. CENTRAL,2016,22,,-,0,,0,,,-,3,,14,,44,,80,,785,,846,,,
W.S. CENTRAL,2016,22,,-,0,,1,,1,,,-,100,,105,,261,,1493,,1771,,,
MOUNTAIN,2016,22,,-,0,,0,,,-,,-,31,,72,,140,,1009,,1518,,,
PACIFIC,2016,22,,-,0,,2,,,-,3,,137,,207,,1992,,4437,,3717,,,
AMER. SAMOA,2016,22,,U,0,,0,,,U,,U,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,22,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,22,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
VERMONT,2016,22,,-,0,,3,,,-,,-,3,,3,,11,,58,,39,,"VERMONT
(43.622479, -72.51927)",
ALASKA,2016,22,,N,0,,0,,,N,,N,1,,2,,5,,21,,21,,"ALASKA
(64.836661, -147.738891)",
ILLINOIS,2016,22,,-,0,,1,,,-,1,,1,,0,,43,,494,,,-,"ILLINOIS
(40.477092, -88.993221)",
MINNESOTA,2016,22,,-,0,,6,,,-,4,,,-,23,,61,,,-,450,,"MINNESOTA
(44.943719, -93.094281)",
WISCONSIN,2016,22,,-,0,,7,,1,,5,,8,,28,,50,,509,,471,,"WISCONSIN
(44.395526, -89.834513)",
SOUTH DAKOTA,2016,22,,-,0,,0,,,-,,-,,-,7,,23,,128,,109,,"SOUTH DAKOTA
(44.35371, -100.373709)",
TENNESSEE,2016,22,,-,0,,0,,,-,1,,6,,13,,29,,246,,272,,"TENNESSEE
(35.681402, -85.774444)",
TEXAS,2016,22,,-,0,,1,,,-,,-,53,,70,,202,,870,,1163,,"TEXAS
(31.827233, -99.423022)",
MASSACHUSETTS,2016,22,,-,2,,48,,12,,34,,,-,28,,47,,435,,472,,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW JERSEY,2016,22,,-,1,,33,,2,,23,,,-,34,,63,,447,,649,,"NEW JERSEY
(40.104655, -74.386686)",
FLORIDA,2016,22,,N,0,,0,,,N,,N,34,,59,,106,,778,,1486,,"FLORIDA
(28.915325, -81.922409)",
NEW MEXICO,2016,22,,N,0,,0,,,N,,N,,-,8,,19,,128,,158,,"NEW MEXICO
(34.520396, -106.244402)",
MISSISSIPPI,2016,22,,N,0,,0,,,N,,N,1,,4,,10,,72,,71,,"MISSISSIPPI
(32.738663, -89.537312)",
OKLAHOMA,2016,22,,N,0,,0,,,N,,N,29,,18,,59,,301,,251,,"OKLAHOMA
(35.468494, -97.521264)",
DELAWARE,2016,22,,-,0,,1,,,-,,-,1,,3,,7,,42,,57,,"DELAWARE
(39.008676, -75.574561)",
MAINE,2016,22,,-,0,,6,,2,,1,,6,,4,,11,,62,,69,,"MAINE
(45.252223, -68.986647)",
WEST VIRGINIA,2016,22,,-,0,,0,,,-,,-,,-,5,,18,,54,,122,,"WEST VIRGINIA
(38.668501, -80.709421)",
NEBRASKA,2016,22,,-,0,,0,,,-,,-,13,,8,,25,,176,,157,,"NEBRASKA
(41.640503, -99.367122)",
PENNSYLVANIA,2016,22,,N,0,,0,,,N,,N,23,,39,,108,,674,,804,,"PENNSYLVANIA
(40.789676, -77.858055)",
VIRGINIA,2016,22,,N,0,,0,,,N,,N,20,,27,,81,,481,,559,,"VIRGINIA
(37.542699, -78.45822)",
WASHINGTON,2016,22,,-,0,,2,,,-,,-,25,,0,,1841,,498,,,-,"WASHINGTON
(47.517368, -120.467672)",
NEVADA,2016,22,,N,0,,0,,,N,,N,,-,2,,8,,19,,63,,"NEVADA
(39.491833, -117.070159)",
OREGON,2016,22,,-,0,,0,,,-,2,,17,,16,,32,,322,,341,,"OREGON
(44.567912, -120.156945)",
MISSOURI,2016,22,,N,0,,0,,,N,,N,,-,16,,60,,16,,393,,"MISSOURI
(38.636168, -92.566292)",
ALABAMA,2016,22,,-,0,,0,,,-,2,,7,,12,,31,,248,,198,,"ALABAMA
(32.839182, -86.631125)",
CALIFORNIA,2016,22,,-,0,,1,,,-,1,,92,,172,,214,,3455,,3183,,"CALIFORNIA
(37.640735, -121.002435)",
NEW YORK,2016,22,,-,4,,109,,21,,16,,,-,32,,86,,434,,590,,"NEW YORK
(42.826892, -75.544286)",
HAWAII,2016,22,,N,0,,0,,,N,,N,2,,10,,28,,141,,172,,"HAWAII
(21.30992, -157.858158)",
MICHIGAN,2016,22,,-,0,,1,,,-,1,,4,,23,,53,,387,,439,,"MICHIGAN
(44.66399, -84.711206)",
OHIO,2016,22,,-,0,,0,,,-,2,,30,,34,,93,,690,,574,,"OHIO
(40.056807, -82.405897)",
IOWA,2016,22,,N,0,,0,,,N,,N,1,,15,,43,,290,,193,,"IOWA
(42.46942, -93.815856)",
ARIZONA,2016,22,,-,0,,0,,,-,,-,22,,24,,53,,450,,596,,"ARIZONA
(34.869712, -111.760902)",
KANSAS,2016,22,,N,0,,0,,,N,,N,,-,9,,29,,88,,256,,"KANSAS
(38.345528, -98.201847)",
UTAH,2016,22,,-,0,,0,,,-,,-,,-,8,,21,,120,,149,,"UTAH
(39.359772, -111.584173)",
RHODE ISLAND,2016,22,,-,1,,26,,6,,2,,5,,4,,21,,71,,48,,"RHODE ISLAND
(41.707447, -71.522488)",
PUERTO RICO,2016,22,,N,0,,0,,,N,,N,,-,0,,3,,15,,10,,"PUERTO RICO
(18.215692, -66.414655)",
COLORADO,2016,22,,N,0,,0,,,N,,N,,-,18,,40,,1,,270,,"COLORADO
(38.841772, -106.132562)",
INDIANA,2016,22,,-,0,,0,,,-,,-,1,,16,,39,,231,,288,,"INDIANA
(39.76845, -86.156212)",
NORTH CAROLINA,2016,22,,N,0,,0,,,N,,N,,-,24,,82,,335,,377,,"NORTH CAROLINA
(35.47995, -79.180571)",
CONNECTICUT,2016,22,,-,1,,41,,6,,17,,4,,12,,35,,184,,256,,"CONNECTICUT
(41.544654, -72.651713)",
NEW HAMPSHIRE,2016,22,,-,0,,5,,2,,10,,3,,4,,12,,74,,87,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
IDAHO,2016,22,,N,0,,0,,,N,,N,9,,7,,20,,128,,119,,"IDAHO
(43.680635, -114.364237)",
GUAM,2016,22,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
WYOMING,2016,22,,-,0,,0,,,-,,-,,-,3,,9,,43,,42,,"WYOMING
(43.23558, -108.110518)",
ARKANSAS,2016,22,,-,0,,0,,,-,,-,6,,8,,21,,147,,139,,"ARKANSAS
(34.748745, -92.275105)",
KENTUCKY,2016,22,,-,0,,0,,,-,,-,,-,13,,35,,219,,305,,"KENTUCKY
(37.64591, -84.774043)",
MARYLAND,2016,22,,-,0,,0,,,-,,-,1,,14,,32,,266,,253,,"MARYLAND
(39.290443, -76.612333)",
LOUISIANA,2016,22,,-,0,,1,,1,,,-,12,,8,,23,,175,,218,,"LOUISIANA
(31.2931, -92.463284)",
SOUTH CAROLINA,2016,22,,-,0,,1,,1,,1,,10,,7,,16,,128,,109,,"SOUTH CAROLINA
(34.009286, -81.037094)",
GEORGIA,2016,22,,N,0,,0,,,N,,N,6,,18,,38,,276,,396,,"GEORGIA
(32.836038, -83.631709)",
NORTH DAKOTA,2016,22,,-,0,,2,,,-,,-,,-,3,,11,,66,,79,,"NORTH DAKOTA
(47.475879, -100.121011)",
MONTANA,2016,22,,-,0,,0,,,-,,-,,-,6,,14,,120,,121,,"MONTANA
(47.062617, -109.430168)",
UNITED STATES,2016,23,7,,13,,181,,81,,163,,651,,944,,3030,,16888,,19607,,,
NEW ENGLAND,2016,23,1,,7,,103,,34,,85,,33,,55,,114,,975,,1045,,,
MID. ATLANTIC,2016,23,5,,7,,109,,43,,56,,111,,139,,253,,2404,,2894,,,
NEW YORK CITY,2016,23,,-,0,,11,,10,,7,,41,,33,,49,,661,,694,,"NEW YORK CITY
",
E.N. CENTRAL,2016,23,,-,0,,7,,1,,10,,74,,111,,223,,2454,,1913,,,
W.N. CENTRAL,2016,23,1,,0,,6,,1,,5,,28,,76,,198,,908,,1773,,,
S. ATLANTIC,2016,23,,-,0,,1,,1,,1,,80,,161,,285,,2526,,3553,,,
DIST. OF COL.,2016,23,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"DIST. OF COL.
",
E.S. CENTRAL,2016,23,,-,0,,0,,,-,3,,32,,44,,80,,830,,902,,,
W.S. CENTRAL,2016,23,,-,0,,1,,1,,,-,68,,106,,261,,1604,,1923,,,
MOUNTAIN,2016,23,,-,0,,0,,,-,,-,41,,69,,140,,1096,,1643,,,
PACIFIC,2016,23,,-,0,,2,,,-,3,,184,,200,,1992,,4091,,3961,,,
AMER. SAMOA,2016,23,,U,0,,0,,,U,,U,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,23,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,23,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
TENNESSEE,2016,23,,-,0,,0,,,-,1,,14,,13,,29,,260,,293,,"TENNESSEE
(35.681402, -85.774444)",
ALASKA,2016,23,,N,0,,0,,,N,,N,,-,2,,5,,21,,23,,"ALASKA
(64.836661, -147.738891)",
ARIZONA,2016,23,,-,0,,0,,,-,,-,19,,24,,53,,476,,649,,"ARIZONA
(34.869712, -111.760902)",
NEVADA,2016,23,,N,0,,0,,,N,,N,,-,2,,8,,19,,68,,"NEVADA
(39.491833, -117.070159)",
VERMONT,2016,23,,-,0,,3,,,-,,-,1,,3,,11,,62,,43,,"VERMONT
(43.622479, -72.51927)",
VIRGINIA,2016,23,,N,0,,0,,,N,,N,21,,27,,81,,527,,593,,"VIRGINIA
(37.542699, -78.45822)",
RHODE ISLAND,2016,23,,-,1,,26,,6,,4,,,-,4,,21,,71,,48,,"RHODE ISLAND
(41.707447, -71.522488)",
KENTUCKY,2016,23,,-,0,,0,,,-,,-,13,,13,,35,,243,,325,,"KENTUCKY
(37.64591, -84.774043)",
TEXAS,2016,23,,-,0,,1,,,-,,-,10,,70,,202,,911,,1267,,"TEXAS
(31.827233, -99.423022)",
WISCONSIN,2016,23,,-,0,,7,,1,,6,,6,,28,,50,,538,,511,,"WISCONSIN
(44.395526, -89.834513)",
NORTH CAROLINA,2016,23,,N,0,,0,,,N,,N,,-,24,,82,,368,,379,,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW YORK,2016,23,5,,4,,109,,28,,16,,40,,32,,81,,502,,633,,"NEW YORK
(42.826892, -75.544286)",
WASHINGTON,2016,23,,-,0,,2,,,-,,-,46,,0,,1841,,543,,,-,"WASHINGTON
(47.517368, -120.467672)",
SOUTH DAKOTA,2016,23,,-,0,,0,,,-,,-,,-,7,,17,,142,,123,,"SOUTH DAKOTA
(44.35371, -100.373709)",
COLORADO,2016,23,,N,0,,0,,,N,,N,,-,17,,40,,1,,290,,"COLORADO
(38.841772, -106.132562)",
LOUISIANA,2016,23,,-,0,,1,,1,,,-,11,,8,,23,,191,,229,,"LOUISIANA
(31.2931, -92.463284)",
FLORIDA,2016,23,,N,0,,0,,,N,,N,43,,58,,94,,823,,1572,,"FLORIDA
(28.915325, -81.922409)",
NEBRASKA,2016,23,1,,0,,0,,1,,,-,22,,8,,25,,202,,177,,"NEBRASKA
(41.640503, -99.367122)",
OKLAHOMA,2016,23,,N,0,,0,,,N,,N,28,,18,,32,,329,,269,,"OKLAHOMA
(35.468494, -97.521264)",
SOUTH CAROLINA,2016,23,,-,0,,1,,1,,1,,,-,7,,16,,128,,113,,"SOUTH CAROLINA
(34.009286, -81.037094)",
PENNSYLVANIA,2016,23,,N,0,,0,,,N,,N,30,,39,,108,,727,,860,,"PENNSYLVANIA
(40.789676, -77.858055)",
PUERTO RICO,2016,23,,N,0,,0,,,N,,N,,-,0,,3,,16,,10,,"PUERTO RICO
(18.215692, -66.414655)",
HAWAII,2016,23,,N,0,,0,,,N,,N,1,,10,,28,,151,,196,,"HAWAII
(21.30992, -157.858158)",
INDIANA,2016,23,,-,0,,0,,,-,,-,,-,15,,39,,231,,325,,"INDIANA
(39.76845, -86.156212)",
MISSISSIPPI,2016,23,,N,0,,0,,,N,,N,,-,4,,10,,72,,74,,"MISSISSIPPI
(32.738663, -89.537312)",
GEORGIA,2016,23,,N,0,,0,,,N,,N,12,,18,,38,,299,,434,,"GEORGIA
(32.836038, -83.631709)",
ALABAMA,2016,23,,-,0,,0,,,-,2,,5,,12,,31,,255,,210,,"ALABAMA
(32.839182, -86.631125)",
CONNECTICUT,2016,23,,-,1,,41,,6,,27,,1,,12,,35,,196,,272,,"CONNECTICUT
(41.544654, -72.651713)",
MISSOURI,2016,23,,N,0,,0,,,N,,N,,-,15,,60,,16,,431,,"MISSOURI
(38.636168, -92.566292)",
MICHIGAN,2016,23,,-,0,,1,,,-,1,,12,,23,,53,,408,,461,,"MICHIGAN
(44.66399, -84.711206)",
MINNESOTA,2016,23,,-,0,,6,,,-,5,,,-,23,,61,,,-,472,,"MINNESOTA
(44.943719, -93.094281)",
IOWA,2016,23,,N,0,,0,,,N,,N,6,,15,,43,,325,,208,,"IOWA
(42.46942, -93.815856)",
MASSACHUSETTS,2016,23,,-,2,,48,,17,,42,,19,,27,,47,,492,,515,,"MASSACHUSETTS
(42.268546, -72.085064)",
MARYLAND,2016,23,,-,0,,0,,,-,,-,,-,14,,32,,266,,277,,"MARYLAND
(39.290443, -76.612333)",
MAINE,2016,23,1,,0,,6,,3,,1,,8,,4,,9,,73,,75,,"MAINE
(45.252223, -68.986647)",
DELAWARE,2016,23,,-,0,,1,,,-,,-,4,,3,,7,,48,,59,,"DELAWARE
(39.008676, -75.574561)",
GUAM,2016,23,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW MEXICO,2016,23,,N,0,,0,,,N,,N,,-,8,,19,,131,,168,,"NEW MEXICO
(34.520396, -106.244402)",
CALIFORNIA,2016,23,,-,0,,1,,,-,1,,118,,157,,204,,3028,,3374,,"CALIFORNIA
(37.640735, -121.002435)",
UTAH,2016,23,,-,0,,0,,,-,,-,,-,8,,18,,130,,160,,"UTAH
(39.359772, -111.584173)",
MONTANA,2016,23,,-,0,,0,,,-,,-,4,,6,,14,,141,,128,,"MONTANA
(47.062617, -109.430168)",
NORTH DAKOTA,2016,23,,-,0,,2,,,-,,-,,-,3,,9,,66,,85,,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW HAMPSHIRE,2016,23,,-,0,,5,,2,,11,,4,,4,,12,,81,,92,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
OHIO,2016,23,,-,0,,0,,,-,2,,56,,34,,93,,747,,616,,"OHIO
(40.056807, -82.405897)",
ARKANSAS,2016,23,,-,0,,0,,,-,,-,19,,8,,21,,173,,158,,"ARKANSAS
(34.748745, -92.275105)",
WEST VIRGINIA,2016,23,,-,0,,0,,,-,,-,,-,5,,18,,67,,126,,"WEST VIRGINIA
(38.668501, -80.709421)",
OREGON,2016,23,,-,0,,0,,,-,2,,19,,16,,32,,348,,368,,"OREGON
(44.567912, -120.156945)",
IDAHO,2016,23,,N,0,,0,,,N,,N,16,,8,,20,,149,,129,,"IDAHO
(43.680635, -114.364237)",
WYOMING,2016,23,,-,0,,0,,,-,,-,2,,3,,9,,49,,51,,"WYOMING
(43.23558, -108.110518)",
ILLINOIS,2016,23,,-,0,,1,,,-,1,,,-,0,,43,,530,,,-,"ILLINOIS
(40.477092, -88.993221)",
KANSAS,2016,23,,N,0,,0,,,N,,N,,-,10,,29,,157,,277,,"KANSAS
(38.345528, -98.201847)",
NEW JERSEY,2016,23,,-,1,,33,,5,,33,,,-,34,,63,,514,,707,,"NEW JERSEY
(40.104655, -74.386686)",
UNITED STATES,2016,24,3,,13,,181,,96,,223,,710,,965,,3038,,18400,,20967,,,
NEW ENGLAND,2016,24,,-,6,,103,,40,,123,,25,,54,,114,,1047,,1117,,,
MID. ATLANTIC,2016,24,3,,7,,109,,51,,74,,120,,138,,253,,2584,,3064,,,
NEW YORK CITY,2016,24,,-,0,,11,,10,,7,,47,,33,,49,,707,,735,,"NEW YORK CITY
",
E.N. CENTRAL,2016,24,,-,0,,7,,1,,11,,82,,113,,223,,2694,,2041,,,
W.N. CENTRAL,2016,24,,-,0,,6,,1,,6,,20,,76,,198,,1001,,1946,,,
S. ATLANTIC,2016,24,,-,0,,2,,2,,2,,90,,158,,285,,2750,,3764,,,
DIST. OF COL.,2016,24,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"DIST. OF COL.
",
E.S. CENTRAL,2016,24,,-,0,,0,,,-,3,,30,,44,,80,,890,,969,,,
W.S. CENTRAL,2016,24,,-,0,,1,,1,,1,,138,,106,,261,,1849,,2103,,,
MOUNTAIN,2016,24,,-,0,,0,,,-,,-,37,,70,,140,,1198,,1778,,,
PACIFIC,2016,24,,-,0,,2,,,-,3,,168,,201,,1992,,4387,,4185,,,
AMER. SAMOA,2016,24,,U,0,,0,,,U,,U,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,24,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,24,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
ILLINOIS,2016,24,,-,0,,1,,,-,1,,2,,0,,43,,581,,,-,"ILLINOIS
(40.477092, -88.993221)",
MARYLAND,2016,24,,-,0,,1,,1,,1,,5,,15,,32,,316,,296,,"MARYLAND
(39.290443, -76.612333)",
WYOMING,2016,24,,-,0,,0,,,-,,-,2,,3,,8,,56,,57,,"WYOMING
(43.23558, -108.110518)",
NEW HAMPSHIRE,2016,24,,-,0,,5,,2,,12,,1,,4,,12,,83,,98,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
COLORADO,2016,24,,N,0,,0,,,N,,N,,-,17,,40,,1,,319,,"COLORADO
(38.841772, -106.132562)",
VERMONT,2016,24,,-,0,,3,,,-,,-,3,,3,,11,,67,,48,,"VERMONT
(43.622479, -72.51927)",
ALASKA,2016,24,,N,0,,0,,,N,,N,1,,2,,5,,29,,23,,"ALASKA
(64.836661, -147.738891)",
MASSACHUSETTS,2016,24,,-,2,,48,,19,,59,,6,,28,,47,,516,,548,,"MASSACHUSETTS
(42.268546, -72.085064)",
ALABAMA,2016,24,,-,0,,0,,,-,2,,2,,12,,31,,264,,234,,"ALABAMA
(32.839182, -86.631125)",
INDIANA,2016,24,,-,0,,0,,,-,,-,,-,16,,39,,288,,343,,"INDIANA
(39.76845, -86.156212)",
TENNESSEE,2016,24,,-,0,,0,,,-,1,,11,,13,,29,,276,,322,,"TENNESSEE
(35.681402, -85.774444)",
CONNECTICUT,2016,24,,-,1,,41,,10,,43,,1,,12,,35,,221,,294,,"CONNECTICUT
(41.544654, -72.651713)",
WASHINGTON,2016,24,,-,0,,2,,,-,,-,62,,0,,1841,,605,,,-,"WASHINGTON
(47.517368, -120.467672)",
PENNSYLVANIA,2016,24,,N,0,,0,,,N,,N,28,,40,,108,,777,,910,,"PENNSYLVANIA
(40.789676, -77.858055)",
MICHIGAN,2016,24,,-,0,,1,,,-,1,,13,,23,,53,,443,,492,,"MICHIGAN
(44.66399, -84.711206)",
SOUTH CAROLINA,2016,24,,-,0,,1,,1,,1,,,-,7,,16,,128,,118,,"SOUTH CAROLINA
(34.009286, -81.037094)",
IOWA,2016,24,,N,0,,0,,,N,,N,15,,15,,43,,349,,251,,"IOWA
(42.46942, -93.815856)",
SOUTH DAKOTA,2016,24,,-,0,,0,,,-,,-,,-,7,,17,,158,,140,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MAINE,2016,24,,-,1,,6,,3,,3,,5,,4,,10,,80,,79,,"MAINE
(45.252223, -68.986647)",
ARIZONA,2016,24,,-,0,,0,,,-,,-,14,,24,,43,,502,,692,,"ARIZONA
(34.869712, -111.760902)",
PUERTO RICO,2016,24,,N,0,,0,,,N,,N,,-,0,,3,,16,,12,,"PUERTO RICO
(18.215692, -66.414655)",
IDAHO,2016,24,,N,0,,0,,,N,,N,17,,8,,20,,172,,147,,"IDAHO
(43.680635, -114.364237)",
OKLAHOMA,2016,24,,N,0,,0,,,N,,N,30,,18,,32,,359,,295,,"OKLAHOMA
(35.468494, -97.521264)",
WISCONSIN,2016,24,,-,0,,7,,1,,7,,14,,27,,50,,582,,544,,"WISCONSIN
(44.395526, -89.834513)",
KANSAS,2016,24,,N,0,,0,,,N,,N,,-,11,,29,,201,,290,,"KANSAS
(38.345528, -98.201847)",
FLORIDA,2016,24,,N,0,,0,,,N,,N,55,,57,,94,,879,,1661,,"FLORIDA
(28.915325, -81.922409)",
NEW MEXICO,2016,24,,N,0,,0,,,N,,N,,-,8,,19,,149,,183,,"NEW MEXICO
(34.520396, -106.244402)",
NEVADA,2016,24,,N,0,,0,,,N,,N,,-,2,,8,,27,,70,,"NEVADA
(39.491833, -117.070159)",
NORTH DAKOTA,2016,24,,-,0,,2,,,-,,-,,-,3,,9,,66,,88,,"NORTH DAKOTA
(47.475879, -100.121011)",
MINNESOTA,2016,24,,-,0,,6,,,-,6,,,-,23,,61,,1,,503,,"MINNESOTA
(44.943719, -93.094281)",
MONTANA,2016,24,,-,0,,0,,,-,,-,4,,6,,14,,149,,137,,"MONTANA
(47.062617, -109.430168)",
CALIFORNIA,2016,24,,-,0,,1,,,-,1,,96,,163,,204,,3219,,3558,,"CALIFORNIA
(37.640735, -121.002435)",
UTAH,2016,24,,-,0,,0,,,-,,-,,-,8,,18,,142,,173,,"UTAH
(39.359772, -111.584173)",
KENTUCKY,2016,24,,-,0,,0,,,-,,-,17,,13,,35,,266,,335,,"KENTUCKY
(37.64591, -84.774043)",
