Reporting Area,MMWR Year,MMWR Week,"Lyme disease, Current week","Lyme disease, Current week, flag","Lyme disease, Previous 52 weeks Med","Lyme disease, Previous 52 weeks Med, flag","Lyme disease, Previous 52 weeks Max","Lyme disease, Previous 52 weeks Max, flag","Lyme disease, Cum 2015","Lyme disease, Cum 2015, flag","Lyme disease, Cum 2014","Lyme disease, Cum 2014, flag","Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Med","Malaria, Previous 52 weeks Med, flag","Malaria, Previous 52 weeks Max","Malaria, Previous 52 weeks Max, flag","Malaria, Cum 2015","Malaria, Cum 2015, flag","Malaria, Cum 2014","Malaria, Cum 2014, flag","Meningococcal disease, invasive, All serogroups, Current week","Meningococcal disease, invasive§, All serogroups, Current week, flag","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Med","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Med, flag","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Max","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Max, flag","Meningococcal disease, invasive§, All serogroups, Cum 2015","Meningococcal disease, invasive§, All serogroups, Cum 2015, flag","Meningococcal disease, invasive§, All serogroups, Cum 2014","Meningococcal disease, invasive§, All serogroups, Cum 2014, flag",Location 1,Location 2
PUERTO RICO,2015,28,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.248289714000066, -66.49988663099998)",
GUAM,2015,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.480999164000025, 144.7314964090001)",
MARYLAND,2015,28,35,,23,,81,,643,,501,,1,,2,,8,,49,,82,,,-,0,,1,,1,,4,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
ARIZONA,2015,28,1,,0,,6,,8,,6,,,-,0,,3,,7,,15,,,-,0,,1,,3,,9,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
MINNESOTA,2015,28,,-,1,,107,,1,,662,,,-,0,,4,,,-,37,,,-,0,,2,,4,,4,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
KENTUCKY,2015,28,4,,0,,3,,19,,27,,,-,0,,1,,,-,8,,,-,0,,1,,,-,2,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
FLORIDA,2015,28,9,,3,,12,,71,,42,,3,,1,,4,,21,,27,,,-,0,,3,,14,,27,,"FLORIDA
(28.932571766000024, -81.92832639299996)",
UNITED STATES,2015,29,540,,428,,1856,,12742,,16351,,19,,21,,59,,454,,863,,2,,6,,14,,209,,269,,,
NEW ENGLAND,2015,29,5,,112,,639,,2391,,6180,,1,,1,,6,,26,,66,,,-,0,,3,,14,,10,,,
MID. ATLANTIC,2015,29,413,,196,,871,,7605,,6603,,8,,4,,25,,132,,211,,,-,1,,5,,22,,28,,,
E.N. CENTRAL,2015,29,9,,16,,131,,762,,1121,,,-,2,,6,,50,,78,,,-,1,,5,,27,,32,,,
W.N. CENTRAL,2015,29,1,,9,,93,,134,,937,,,-,1,,5,,13,,76,,,-,0,,2,,15,,16,,,
S. ATLANTIC,2015,29,105,,61,,195,,1733,,1328,,8,,5,,15,,135,,235,,,-,1,,6,,39,,60,,,
DIST. OF COL.,2015,29,,-,1,,3,,26,,17,,,-,0,,2,,6,,5,,,-,0,,1,,3,,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,29,3,,1,,10,,43,,70,,,-,0,,5,,9,,24,,1,,0,,2,,6,,10,,,
W.S. CENTRAL,2015,29,1,,0,,7,,10,,9,,1,,2,,10,,31,,54,,1,,1,,3,,24,,26,,,
MOUNTAIN,2015,29,,-,1,,8,,17,,27,,1,,1,,4,,13,,45,,,-,0,,2,,8,,22,,,
PACIFIC,2015,29,3,,2,,8,,47,,76,,,-,2,,7,,45,,74,,,-,1,,7,,54,,65,,,
AMER. SAMOA,2015,29,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,29,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,29,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
ILLINOIS,2015,29,,-,1,,20,,77,,146,,,-,1,,4,,21,,28,,,-,0,,1,,5,,10,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
ARIZONA,2015,29,,-,0,,6,,7,,7,,,-,0,,3,,7,,15,,,-,0,,1,,3,,9,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
ALABAMA,2015,29,,-,1,,7,,16,,35,,,-,0,,3,,4,,6,,,-,0,,1,,4,,3,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
VERMONT,2015,29,1,,6,,48,,122,,266,,,-,0,,2,,,-,,-,,-,0,,1,,2,,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
TEXAS,2015,29,1,,0,,7,,10,,8,,1,,1,,8,,23,,37,,,-,0,,3,,15,,13,,"TEXAS
(31.827240467000024, -99.42676785299994)",
RHODE ISLAND,2015,29,,-,9,,84,,129,,261,,1,,0,,3,,4,,6,,,-,0,,2,,2,,1,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
NEBRASKA,2015,29,1,,0,,1,,3,,4,,,-,0,,2,,2,,5,,,-,0,,1,,1,,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
IDAHO,2015,29,,-,0,,2,,6,,6,,1,,0,,1,,1,,1,,,-,0,,1,,,-,2,,"IDAHO
(43.68263174800006, -114.36372693399994)",
VIRGINIA,2015,29,38,,21,,149,,495,,334,,,-,1,,5,,30,,42,,,-,0,,2,,8,,5,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
SOUTH CAROLINA,2015,29,,-,1,,3,,21,,16,,,-,0,,1,,1,,2,,,-,0,,3,,2,,2,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
NORTH DAKOTA,2015,29,,-,0,,2,,9,,7,,,-,0,,1,,1,,5,,,-,0,,1,,,-,1,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
WASHINGTON,2015,29,3,,0,,3,,5,,,-,,-,0,,3,,5,,17,,,-,0,,6,,8,,8,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
NEW HAMPSHIRE,2015,29,1,,6,,48,,316,,543,,,-,0,,1,,,-,2,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
MONTANA,2015,29,,-,0,,1,,1,,5,,,-,0,,1,,1,,1,,,-,0,,1,,,-,3,,"MONTANA
(47.06652795700006, -109.42441587999997)",
DELAWARE,2015,29,10,,5,,29,,214,,247,,,-,0,,0,,,-,2,,,-,0,,0,,,-,1,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
NORTH CAROLINA,2015,29,,-,0,,78,,67,,43,,,-,0,,8,,13,,19,,,-,0,,1,,4,,11,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
MAINE,2015,29,,-,11,,94,,231,,492,,,-,0,,3,,5,,4,,,-,0,,1,,2,,,-,"MAINE
(45.25422910300006, -68.98502586699993)",
GUAM,2015,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
KENTUCKY,2015,29,3,,0,,4,,22,,27,,,-,0,,1,,,-,8,,,-,0,,1,,,-,2,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
CONNECTICUT,2015,29,3,,28,,113,,672,,1365,,,-,0,,1,,,-,13,,,-,0,,1,,1,,2,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
MISSOURI,2015,29,,-,0,,2,,,-,4,,,-,0,,1,,2,,9,,,-,0,,1,,2,,7,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
OREGON,2015,29,,-,1,,3,,22,,25,,,-,0,,2,,10,,7,,,-,0,,3,,15,,12,,"OREGON
(44.56745049300008, -120.15502935599994)",
UTAH,2015,29,,-,0,,2,,1,,4,,,-,0,,1,,2,,3,,,-,0,,1,,1,,1,,"UTAH
(39.36070123200005, -111.58712831499997)",
NEVADA,2015,29,,-,0,,1,,1,,5,,,-,0,,1,,1,,6,,,-,0,,1,,1,,2,,"NEVADA
(39.49324221300003, -117.07183885899997)",
CALIFORNIA,2015,29,,-,0,,6,,16,,45,,,-,1,,5,,28,,48,,,-,0,,4,,26,,44,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
KANSAS,2015,29,,-,0,,2,,8,,12,,,-,0,,1,,1,,8,,,-,0,,1,,3,,1,,"KANSAS
(38.347742794000055, -98.20077822999997)",
OKLAHOMA,2015,29,,-,0,,0,,,-,,-,,-,0,,3,,2,,2,,1,,0,,1,,3,,6,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
SOUTH DAKOTA,2015,29,,-,0,,1,,2,,1,,,-,0,,1,,1,,2,,,-,0,,0,,,-,2,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
IOWA,2015,29,,-,1,,23,,111,,140,,,-,0,,3,,6,,6,,,-,0,,1,,5,,1,,"IOWA
(42.469401411000035, -93.81648725599996)",
NEW YORK,2015,29,202,,37,,195,,1183,,989,,3,,1,,4,,26,,27,,,-,0,,1,,5,,5,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
WEST VIRGINIA,2015,29,2,,2,,17,,92,,57,,,-,0,,0,,,-,2,,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
NEW JERSEY,2015,29,,-,43,,120,,1275,,1990,,,-,1,,4,,27,,44,,,-,0,,1,,4,,5,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
PUERTO RICO,2015,29,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
PENNSYLVANIA,2015,29,201,,87,,800,,4487,,3252,,,-,1,,6,,13,,45,,,-,0,,2,,7,,9,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
ALASKA,2015,29,,-,0,,1,,4,,6,,,-,0,,1,,2,,1,,,-,0,,1,,2,,,-,"ALASKA
(64.84507799500005, -147.72205958799998)",
MASSACHUSETTS,2015,29,,-,37,,279,,921,,3253,,,-,1,,3,,17,,41,,,-,0,,3,,7,,7,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
MISSISSIPPI,2015,29,,-,0,,1,,1,,,-,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
NEW MEXICO,2015,29,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,0,,1,,1,,2,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
MICHIGAN,2015,29,3,,1,,11,,68,,43,,,-,0,,2,,4,,11,,,-,0,,1,,4,,7,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
TENNESSEE,2015,29,,-,0,,3,,4,,8,,,-,0,,2,,4,,10,,1,,0,,2,,2,,4,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
OHIO,2015,29,5,,2,,13,,75,,32,,,-,0,,3,,20,,24,,,-,0,,4,,12,,6,,"OHIO
(40.060212455000055, -82.40425667899996)",
GEORGIA,2015,29,,-,0,,1,,,-,2,,,-,0,,5,,5,,49,,,-,0,,3,,7,,10,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
HAWAII,2015,29,,N,0,,0,,,N,,N,,-,0,,1,,,-,1,,,-,0,,1,,3,,1,,"HAWAII
(21.30485232600006, -157.85774798099996)",
FLORIDA,2015,29,5,,3,,12,,76,,46,,3,,1,,4,,24,,27,,,-,0,,3,,14,,27,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
COLORADO,2015,29,,-,0,,0,,,-,,-,,-,0,,2,,,-,18,,,-,0,,2,,2,,3,,"COLORADO
(38.84384342200008, -106.13360911499996)",
MARYLAND,2015,29,50,,23,,81,,742,,566,,5,,1,,8,,56,,87,,,-,0,,1,,1,,4,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
WISCONSIN,2015,29,1,,10,,90,,535,,838,,,-,0,,2,,2,,5,,,-,0,,1,,3,,6,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
INDIANA,2015,29,,-,0,,7,,7,,62,,,-,0,,3,,3,,10,,,-,0,,1,,3,,3,,"INDIANA
(39.766913353000064, -86.14995646699998)",
MINNESOTA,2015,29,,-,0,,83,,1,,769,,,-,0,,3,,,-,41,,,-,0,,2,,4,,4,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
LOUISIANA,2015,29,,-,0,,1,,,-,1,,,-,0,,2,,4,,13,,,-,0,,2,,4,,6,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
NEW YORK CITY,2015,29,10,,7,,560,,660,,372,,5,,2,,17,,66,,95,,,-,0,,3,,6,,9,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
WYOMING,2015,29,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
ARKANSAS,2015,29,,-,0,,0,,,-,,-,,-,0,,1,,2,,2,,,-,0,,1,,2,,1,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
UNITED STATES,2015,30,522,,428,,1778,,14476,,18207,,8,,22,,59,,486,,909,,3,,6,,14,,215,,271,,,
NEW ENGLAND,2015,30,29,,115,,536,,2965,,6819,,1,,1,,6,,33,,72,,,-,0,,3,,15,,10,,,
MID. ATLANTIC,2015,30,387,,196,,871,,8532,,7417,,,-,4,,25,,136,,224,,,-,1,,5,,22,,28,,,
E.N. CENTRAL,2015,30,3,,14,,108,,780,,1252,,2,,2,,6,,54,,81,,,-,1,,5,,28,,32,,,
W.N. CENTRAL,2015,30,,-,9,,93,,148,,1026,,,-,1,,4,,17,,81,,,-,0,,2,,16,,16,,,
S. ATLANTIC,2015,30,102,,61,,195,,1926,,1492,,3,,5,,15,,140,,244,,1,,1,,6,,40,,60,,,
DIST. OF COL.,2015,30,,-,1,,3,,26,,18,,,-,0,,2,,6,,5,,,-,0,,1,,3,,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,30,1,,1,,10,,48,,74,,,-,0,,5,,9,,27,,,-,0,,2,,6,,10,,,
W.S. CENTRAL,2015,30,,-,0,,7,,12,,15,,1,,2,,10,,36,,56,,2,,1,,3,,26,,27,,,
MOUNTAIN,2015,30,,-,1,,8,,17,,29,,1,,1,,4,,14,,46,,,-,0,,2,,8,,22,,,
PACIFIC,2015,30,,-,2,,8,,48,,83,,,-,2,,7,,47,,78,,,-,1,,7,,54,,66,,,
AMER. SAMOA,2015,30,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,30,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,30,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
OHIO,2015,30,3,,2,,12,,78,,42,,1,,0,,3,,21,,24,,,-,0,,4,,12,,6,,"OHIO
(40.060212455000055, -82.40425667899996)",
ARIZONA,2015,30,,-,0,,6,,7,,8,,1,,0,,3,,8,,15,,,-,0,,1,,3,,9,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
INDIANA,2015,30,,-,0,,7,,7,,65,,,-,0,,3,,3,,11,,,-,0,,1,,3,,3,,"INDIANA
(39.766913353000064, -86.14995646699998)",
MISSISSIPPI,2015,30,,-,0,,1,,1,,,-,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
PUERTO RICO,2015,30,,N,0,,0,,,N,,N,,-,0,,4,,9,,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
TENNESSEE,2015,30,,-,0,,3,,6,,8,,,-,0,,2,,4,,12,,,-,0,,2,,2,,4,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
GUAM,2015,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
VIRGINIA,2015,30,17,,21,,149,,524,,401,,1,,1,,5,,31,,45,,,-,0,,2,,8,,5,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
NORTH DAKOTA,2015,30,,-,0,,2,,10,,8,,,-,0,,1,,1,,6,,,-,0,,1,,,-,1,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
WASHINGTON,2015,30,,-,0,,3,,5,,,-,,-,0,,3,,5,,17,,,-,0,,6,,8,,8,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
NEW YORK CITY,2015,30,,-,7,,560,,660,,417,,,-,2,,17,,66,,100,,,-,0,,3,,6,,9,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
NEBRASKA,2015,30,,-,0,,1,,3,,4,,,-,0,,1,,2,,7,,,-,0,,1,,1,,,-,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
TEXAS,2015,30,,-,0,,7,,12,,13,,1,,1,,8,,28,,39,,2,,0,,3,,17,,14,,"TEXAS
(31.827240467000024, -99.42676785299994)",
DELAWARE,2015,30,7,,5,,30,,231,,262,,,-,0,,0,,,-,2,,,-,0,,0,,,-,1,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
MINNESOTA,2015,30,,-,0,,83,,1,,850,,,-,0,,3,,,-,42,,,-,0,,2,,5,,4,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
WYOMING,2015,30,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
MONTANA,2015,30,,-,0,,1,,1,,5,,,-,0,,1,,1,,1,,,-,0,,1,,,-,3,,"MONTANA
(47.06652795700006, -109.42441587999997)",
COLORADO,2015,30,,-,0,,0,,,-,,-,,-,0,,2,,,-,18,,,-,0,,2,,2,,3,,"COLORADO
(38.84384342200008, -106.13360911499996)",
SOUTH DAKOTA,2015,30,,-,0,,1,,3,,1,,,-,0,,1,,2,,2,,,-,0,,0,,,-,2,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
NEW JERSEY,2015,30,,-,42,,120,,1277,,2089,,,-,1,,5,,30,,45,,,-,0,,1,,4,,5,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
VERMONT,2015,30,4,,6,,38,,140,,314,,,-,0,,1,,,-,2,,,-,0,,1,,2,,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
KENTUCKY,2015,30,,-,0,,5,,24,,29,,,-,0,,1,,,-,8,,,-,0,,1,,,-,2,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
KANSAS,2015,30,,-,0,,2,,8,,13,,,-,0,,1,,3,,8,,,-,0,,1,,3,,1,,"KANSAS
(38.347742794000055, -98.20077822999997)",
NEW YORK,2015,30,233,,37,,206,,1437,,1152,,,-,1,,4,,27,,30,,,-,0,,1,,5,,5,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
OKLAHOMA,2015,30,,-,0,,0,,,-,,-,,-,0,,3,,2,,2,,,-,0,,1,,3,,6,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
ILLINOIS,2015,30,,-,1,,17,,97,,166,,,-,1,,4,,21,,30,,,-,0,,1,,5,,10,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
NEVADA,2015,30,,-,0,,1,,1,,5,,,-,0,,1,,1,,7,,,-,0,,1,,1,,2,,"NEVADA
(39.49324221300003, -117.07183885899997)",
SOUTH CAROLINA,2015,30,,-,1,,3,,23,,17,,,-,0,,1,,1,,2,,,-,0,,3,,2,,2,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
ALABAMA,2015,30,1,,0,,7,,17,,37,,,-,0,,3,,4,,7,,,-,0,,1,,4,,3,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
FLORIDA,2015,30,12,,3,,12,,88,,50,,,-,1,,4,,24,,29,,1,,0,,3,,15,,27,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
ARKANSAS,2015,30,,-,0,,0,,,-,,-,,-,0,,1,,2,,2,,,-,0,,1,,2,,1,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
WEST VIRGINIA,2015,30,3,,2,,19,,111,,67,,,-,0,,0,,,-,2,,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
IOWA,2015,30,,-,1,,23,,123,,146,,,-,0,,3,,7,,7,,,-,0,,1,,5,,1,,"IOWA
(42.469401411000035, -93.81648725599996)",
MICHIGAN,2015,30,,-,1,,11,,63,,51,,1,,0,,2,,7,,11,,,-,0,,1,,5,,7,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
PENNSYLVANIA,2015,30,154,,87,,800,,5158,,3759,,,-,0,,6,,13,,49,,,-,0,,2,,7,,9,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
WISCONSIN,2015,30,,-,9,,75,,535,,928,,,-,0,,2,,2,,5,,,-,0,,1,,3,,6,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
NEW HAMPSHIRE,2015,30,5,,6,,41,,390,,591,,,-,0,,1,,1,,3,,,-,0,,0,,,-,,-,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
GEORGIA,2015,30,,-,0,,1,,,-,2,,,-,0,,5,,5,,50,,,-,0,,3,,7,,10,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
MASSACHUSETTS,2015,30,2,,39,,241,,1210,,3532,,,-,1,,3,,22,,44,,,-,0,,3,,7,,7,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
LOUISIANA,2015,30,,-,0,,0,,,-,2,,,-,0,,2,,4,,13,,,-,0,,2,,4,,6,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
ALASKA,2015,30,,-,0,,1,,4,,6,,,-,0,,2,,3,,1,,,-,0,,1,,2,,,-,"ALASKA
(64.84507799500005, -147.72205958799998)",
IDAHO,2015,30,,-,0,,2,,6,,6,,,-,0,,1,,1,,1,,,-,0,,1,,,-,2,,"IDAHO
(43.68263174800006, -114.36372693399994)",
MARYLAND,2015,30,47,,23,,84,,840,,632,,1,,1,,8,,59,,90,,,-,0,,1,,1,,4,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
MAINE,2015,30,1,,14,,94,,354,,572,,,-,0,,3,,5,,4,,,-,0,,1,,2,,,-,"MAINE
(45.25422910300006, -68.98502586699993)",
NEW MEXICO,2015,30,,-,0,,0,,,-,,-,,-,0,,1,,1,,1,,,-,0,,1,,1,,2,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
UTAH,2015,30,,-,0,,2,,1,,5,,,-,0,,1,,2,,3,,,-,0,,1,,1,,1,,"UTAH
(39.36070123200005, -111.58712831499997)",
CALIFORNIA,2015,30,,-,0,,5,,16,,51,,,-,1,,5,,29,,52,,,-,0,,4,,26,,44,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
RHODE ISLAND,2015,30,17,,10,,84,,199,,332,,1,,0,,3,,5,,6,,,-,0,,2,,3,,1,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
MISSOURI,2015,30,,-,0,,2,,,-,4,,,-,0,,1,,2,,9,,,-,0,,1,,2,,7,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
OREGON,2015,30,,-,1,,3,,23,,26,,,-,0,,2,,10,,7,,,-,0,,3,,15,,13,,"OREGON
(44.56745049300008, -120.15502935599994)",
CONNECTICUT,2015,30,,-,27,,101,,672,,1478,,,-,0,,1,,,-,13,,,-,0,,1,,1,,2,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
NORTH CAROLINA,2015,30,16,,0,,78,,83,,43,,1,,0,,8,,14,,19,,,-,0,,1,,4,,11,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
UNITED STATES,2015,31,509,,428,,1367,,15930,,19985,,20,,23,,56,,533,,968,,2,,6,,14,,221,,277,,,
NEW ENGLAND,2015,31,20,,118,,442,,3309,,7355,,,-,1,,6,,33,,76,,,-,0,,3,,15,,10,,,
C.N.M.I.,2015,37,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
MID. ATLANTIC,2015,31,382,,196,,882,,9382,,8286,,3,,4,,22,,140,,249,,,-,1,,5,,22,,28,,,
NEW YORK CITY,2015,31,40,,7,,560,,700,,466,,3,,1,,17,,69,,114,,,-,0,,3,,6,,9,,"NEW YORK CITY
",
E.N. CENTRAL,2015,31,4,,13,,107,,827,,1360,,2,,2,,6,,57,,84,,,-,1,,5,,29,,32,,,
W.N. CENTRAL,2015,31,,-,9,,60,,172,,1119,,,-,1,,4,,17,,83,,,-,0,,2,,16,,16,,,
S. ATLANTIC,2015,31,98,,61,,195,,2101,,1652,,8,,6,,14,,164,,259,,1,,1,,6,,41,,63,,,
DIST. OF COL.,2015,31,,-,1,,4,,32,,19,,,-,0,,2,,7,,5,,,-,0,,1,,3,,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,31,3,,1,,10,,53,,80,,,-,0,,5,,9,,28,,,-,0,,2,,6,,11,,,
W.S. CENTRAL,2015,31,1,,0,,7,,15,,16,,4,,2,,10,,41,,57,,1,,1,,3,,27,,27,,,
MOUNTAIN,2015,31,,-,1,,8,,20,,31,,,-,1,,4,,16,,47,,,-,0,,2,,8,,22,,,
PACIFIC,2015,31,1,,2,,8,,51,,86,,3,,2,,6,,56,,85,,,-,1,,8,,57,,68,,,
AMER. SAMOA,2015,31,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
VIRGIN ISL.,2015,31,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
CONNECTICUT,2015,31,2,,29,,87,,888,,1579,,,-,0,,1,,,-,13,,,-,0,,1,,1,,2,,"CONNECTICUT
(41.544654, -72.651713)",
MAINE,2015,31,2,,16,,94,,434,,661,,,-,0,,3,,5,,4,,,-,0,,1,,2,,,-,"MAINE
(45.252223, -68.986647)",
MASSACHUSETTS,2015,31,,-,36,,191,,1210,,3773,,,-,1,,2,,22,,47,,,-,0,,3,,7,,7,,"MASSACHUSETTS
(42.268546, -72.085064)",
OKLAHOMA,2015,31,,-,0,,0,,,-,,-,1,,0,,3,,3,,2,,,-,0,,1,,3,,6,,"OKLAHOMA
(35.468494, -97.521264)",
MISSOURI,2015,31,,-,0,,2,,,-,4,,,-,0,,1,,2,,10,,,-,0,,1,,2,,7,,"MISSOURI
(38.636168, -92.566292)",
KENTUCKY,2015,31,2,,0,,5,,27,,31,,,-,0,,1,,,-,8,,,-,0,,1,,,-,2,,"KENTUCKY
(37.64591, -84.774043)",
WEST VIRGINIA,2015,31,2,,2,,19,,119,,77,,,-,0,,0,,,-,2,,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
ARKANSAS,2015,31,,-,0,,0,,,-,,-,,-,0,,1,,2,,2,,,-,0,,1,,2,,1,,"ARKANSAS
(34.748745, -92.275105)",
PUERTO RICO,2015,31,,N,0,,0,,,N,,N,,-,0,,4,,8,,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
