Reporting Area,MMWR Year,MMWR Week,"Spotted Fever Rickettsiosis (including RMSF), Confirmed, Current week","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Current week, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Med","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Med, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Max","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Previous 52 weeks Max, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2015","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2015, flag","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2014","Spotted Fever Rickettsiosis (including RMSF)§, Confirmed, Cum 2014, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Current week","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Current week, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Med","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Med, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Max","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Previous 52 weeks Max, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2015","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2015, flag","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2014","Spotted Fever Rickettsiosis (including RMSF)§, Probable, Cum 2014, flag","Syphilis, primary and secondary, Current week","Syphilis, primary and secondary, Current week, flag","Syphilis, primary and secondary, Previous 52 weeks Med","Syphilis, primary and secondary, Previous 52 weeks Med, flag","Syphilis, primary and secondary, Previous 52 weeks Max","Syphilis, primary and secondary, Previous 52 weeks Max, flag","Syphilis, primary and secondary, Cum 2015","Syphilis, primary and secondary, Cum 2015, flag","Syphilis, primary and secondary, Cum 2014","Syphilis, primary and secondary, Cum 2014, flag",Location 1,Location 2
E.S. CENTRAL,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,14,,21,,90,,155,,,
W.S. CENTRAL,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,18,,50,,70,,327,,357,,,
MOUNTAIN,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,21,,36,,96,,237,,,
PACIFIC,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,13,,85,,108,,484,,784,,,
AMER. SAMOA,2015,9,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,9,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,9,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"VIRGIN ISL.
",
UNITED STATES,2015,10,,-,0,,0,,,-,,-,,-,1,,9,,1,,2,,121,,375,,442,,2633,,3453,,,
NEW ENGLAND,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,8,,19,,55,,93,,,
MID. ATLANTIC,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,16,,46,,65,,322,,443,,,
E.N. CENTRAL,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,35,,56,,196,,374,,,
W.N. CENTRAL,2015,10,,-,0,,0,,,-,,-,,-,1,,9,,1,,2,,,-,16,,31,,113,,171,,,
S. ATLANTIC,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,56,,92,,120,,772,,682,,,
DIST. OF COL.,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,13,,21,,107,,170,,,
W.S. CENTRAL,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,22,,51,,70,,375,,395,,,
MOUNTAIN,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,21,,36,,109,,253,,,
PACIFIC,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,14,,84,,109,,584,,872,,,
AMER. SAMOA,2015,10,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,10,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,10,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"VIRGIN ISL.
",
UNITED STATES,2015,11,,-,0,,0,,,-,,-,,-,0,,9,,1,,5,,139,,374,,448,,3026,,3840,,,
NEW ENGLAND,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,8,,19,,61,,106,,,
MID. ATLANTIC,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,17,,47,,65,,370,,490,,,
E.N. CENTRAL,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,36,,56,,211,,401,,,
W.N. CENTRAL,2015,11,,-,0,,0,,,-,,-,,-,0,,9,,1,,5,,2,,16,,31,,138,,182,,,
S. ATLANTIC,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,68,,94,,120,,909,,776,,,
DIST. OF COL.,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,14,,21,,118,,181,,,
W.S. CENTRAL,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,23,,49,,70,,430,,446,,,
MOUNTAIN,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,21,,36,,115,,274,,,
PACIFIC,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,16,,86,,106,,674,,984,,,
AMER. SAMOA,2015,11,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,11,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,11,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"VIRGIN ISL.
",
UNITED STATES,2015,12,,-,0,,0,,,-,,-,,-,0,,9,,1,,5,,136,,372,,448,,3407,,4141,,,
NEW ENGLAND,2015,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,8,,19,,66,,119,,,
MID. ATLANTIC,2015,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,12,,46,,65,,418,,538,,,
E.N. CENTRAL,2015,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,36,,56,,259,,436,,,
W.N. CENTRAL,2015,12,,-,0,,0,,,-,,-,,-,0,,9,,1,,5,,1,,16,,31,,154,,200,,,
S. ATLANTIC,2015,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,76,,94,,120,,1031,,851,,,
DIST. OF COL.,2015,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,14,,21,,139,,199,,,
W.S. CENTRAL,2015,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,26,,47,,66,,466,,454,,,
MOUNTAIN,2015,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,21,,36,,121,,290,,,
PACIFIC,2015,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,88,,107,,753,,1054,,,
AMER. SAMOA,2015,12,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,12,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,12,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"VIRGIN ISL.
",
UNITED STATES,2015,13,,-,0,,0,,,-,,-,,-,1,,9,,1,,4,,107,,375,,451,,3705,,4513,,,
NEW ENGLAND,2015,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,19,,78,,135,,,
MID. ATLANTIC,2015,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,11,,46,,65,,449,,574,,,
E.N. CENTRAL,2015,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,37,,57,,284,,470,,,
W.N. CENTRAL,2015,13,,-,0,,0,,,-,,-,,-,1,,9,,1,,4,,1,,16,,31,,163,,215,,,
S. ATLANTIC,2015,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,64,,96,,120,,1140,,967,,,
DIST. OF COL.,2015,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,13,,21,,150,,218,,,
W.S. CENTRAL,2015,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,48,,67,,473,,488,,,
MOUNTAIN,2015,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,21,,36,,131,,308,,,
PACIFIC,2015,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,19,,88,,110,,837,,1138,,,
AMER. SAMOA,2015,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,13,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
AMER. SAMOA,2015,14,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
VIRGIN ISL.,2015,13,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"VIRGIN ISL.
",
UNITED STATES,2015,14,,-,0,,0,,,-,,-,,-,1,,9,,1,,4,,136,,386,,452,,4158,,4843,,,
NEW ENGLAND,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,8,,19,,99,,145,,,
MID. ATLANTIC,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,19,,46,,65,,519,,626,,,
E.N. CENTRAL,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,36,,59,,322,,507,,,
W.N. CENTRAL,2015,14,,-,0,,0,,,-,,-,,-,1,,9,,1,,4,,1,,16,,31,,174,,232,,,
S. ATLANTIC,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,71,,96,,153,,1214,,999,,,
DIST. OF COL.,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,14,,24,,188,,255,,,
W.S. CENTRAL,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,49,,67,,525,,529,,,
MOUNTAIN,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,22,,36,,176,,329,,,
PACIFIC,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,34,,88,,110,,941,,1221,,,
C.N.M.I.,2015,14,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,14,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"VIRGIN ISL.
",
UNITED STATES,2015,15,,-,0,,0,,,-,,-,,-,1,,9,,3,,4,,143,,385,,454,,4629,,5199,,,
NEW ENGLAND,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,8,,19,,102,,160,,,
MID. ATLANTIC,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,13,,47,,65,,565,,675,,,
E.N. CENTRAL,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,37,,60,,354,,538,,,
W.N. CENTRAL,2015,15,,-,0,,0,,,-,,-,,-,1,,9,,3,,4,,2,,15,,23,,184,,263,,,
S. ATLANTIC,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,79,,97,,156,,1384,,1079,,,
DIST. OF COL.,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,14,,24,,198,,266,,,
W.S. CENTRAL,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,17,,49,,68,,586,,574,,,
MOUNTAIN,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,22,,36,,209,,351,,,
PACIFIC,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,19,,88,,110,,1047,,1293,,,
AMER. SAMOA,2015,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,15,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,15,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"VIRGIN ISL.
",
UNITED STATES,2015,16,,-,0,,0,,,-,,-,,-,1,,9,,3,,5,,164,,385,,454,,5084,,5679,,,
NEW ENGLAND,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,9,,19,,129,,168,,,
MID. ATLANTIC,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,16,,46,,65,,628,,725,,,
E.N. CENTRAL,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,36,,60,,396,,571,,,
W.N. CENTRAL,2015,16,,-,0,,0,,,-,,-,,-,1,,9,,3,,5,,2,,16,,23,,200,,275,,,
S. ATLANTIC,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,86,,96,,122,,1520,,1290,,,
DIST. OF COL.,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,14,,24,,206,,274,,,
W.S. CENTRAL,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,21,,49,,69,,627,,614,,,
MOUNTAIN,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,22,,36,,228,,372,,,
PACIFIC,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,20,,88,,110,,1150,,1390,,,
AMER. SAMOA,2015,16,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,16,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,16,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"VIRGIN ISL.
",
UNITED STATES,2015,17,,-,0,,0,,,-,,-,,-,1,,9,,7,,8,,99,,381,,454,,5405,,5975,,,
NEW ENGLAND,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,9,,19,,132,,185,,,
MID. ATLANTIC,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,14,,47,,65,,674,,755,,,
E.N. CENTRAL,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,36,,59,,411,,615,,,
W.N. CENTRAL,2015,17,,-,0,,0,,,-,,-,,-,1,,9,,7,,8,,,-,16,,23,,207,,291,,,
S. ATLANTIC,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,57,,98,,121,,1624,,1399,,,
DIST. OF COL.,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,14,,24,,212,,283,,,
W.S. CENTRAL,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,48,,69,,642,,665,,,
MOUNTAIN,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,22,,36,,249,,402,,,
PACIFIC,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,14,,86,,110,,1254,,1380,,,
AMER. SAMOA,2015,17,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,17,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,17,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"VIRGIN ISL.
",
UNITED STATES,2015,18,,-,0,,0,,,-,,-,,-,1,,9,,9,,10,,101,,380,,457,,5764,,6415,,,
NEW ENGLAND,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,9,,19,,138,,196,,,
MID. ATLANTIC,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,18,,47,,68,,726,,808,,,
E.N. CENTRAL,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,37,,60,,437,,679,,,
W.N. CENTRAL,2015,18,,-,0,,0,,,-,,-,,-,1,,9,,9,,10,,1,,15,,22,,222,,314,,,
S. ATLANTIC,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,50,,98,,121,,1710,,1509,,,
DIST. OF COL.,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,15,,25,,242,,303,,,
W.S. CENTRAL,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,49,,69,,675,,701,,,
MOUNTAIN,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,22,,36,,280,,431,,,
PACIFIC,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,15,,86,,110,,1334,,1474,,,
AMER. SAMOA,2015,18,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,18,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,18,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"VIRGIN ISL.
",
UNITED STATES,2015,19,,-,0,,0,,,-,,-,,-,1,,9,,11,,14,,94,,379,,458,,6145,,6785,,,
NEW ENGLAND,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,8,,19,,155,,207,,,
MID. ATLANTIC,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,47,,68,,771,,863,,,
E.N. CENTRAL,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,37,,60,,484,,709,,,
W.N. CENTRAL,2015,19,,-,0,,0,,,-,,-,,-,1,,9,,11,,14,,5,,15,,22,,239,,333,,,
S. ATLANTIC,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,52,,98,,121,,1810,,1592,,,
DIST. OF COL.,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,15,,25,,253,,314,,,
W.S. CENTRAL,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,49,,69,,710,,738,,,
MOUNTAIN,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,22,,36,,293,,453,,,
PACIFIC,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,17,,85,,111,,1430,,1576,,,
AMER. SAMOA,2015,19,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,19,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"VIRGIN ISL.
",
UNITED STATES,2015,20,,-,0,,0,,,-,,-,,-,1,,9,,15,,23,,99,,381,,458,,6424,,7158,,,
NEW ENGLAND,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,8,,19,,161,,214,,,
MID. ATLANTIC,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,11,,48,,68,,808,,912,,,
AMER. SAMOA,2015,25,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,"AMER. SAMOA
",
E.N. CENTRAL,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,37,,60,,519,,756,,,
W.N. CENTRAL,2015,20,,-,0,,0,,,-,,-,,-,1,,9,,15,,23,,4,,15,,22,,252,,348,,,
S. ATLANTIC,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,62,,97,,121,,1874,,1691,,,
DIST. OF COL.,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,14,,25,,255,,327,,,
W.S. CENTRAL,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,48,,69,,722,,792,,,
MOUNTAIN,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,22,,36,,299,,477,,,
PACIFIC,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,11,,86,,111,,1534,,1641,,,
AMER. SAMOA,2015,20,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,20,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"VIRGIN ISL.
",
UNITED STATES,2015,21,,-,0,,0,,,-,,-,,-,1,,9,,21,,25,,79,,384,,457,,6830,,7465,,,
NEW ENGLAND,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,19,,165,,225,,,
MID. ATLANTIC,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,47,,68,,850,,971,,,
E.N. CENTRAL,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,37,,60,,541,,785,,,
W.N. CENTRAL,2015,21,,-,0,,0,,,-,,-,,-,1,,9,,21,,25,,,-,15,,22,,256,,366,,,
S. ATLANTIC,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,40,,97,,121,,1991,,1780,,,
DIST. OF COL.,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,15,,25,,257,,268,,,
W.S. CENTRAL,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,15,,48,,69,,842,,851,,,
MOUNTAIN,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,22,,36,,328,,495,,,
PACIFIC,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,86,,111,,1600,,1724,,,
AMER. SAMOA,2015,21,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,21,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,"VIRGIN ISL.
",
UNITED STATES,2015,22,,-,0,,0,,,-,,-,,-,1,,9,,25,,30,,153,,391,,457,,7287,,7882,,,
NEW ENGLAND,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,9,,19,,177,,238,,,
MID. ATLANTIC,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,47,,68,,870,,1024,,,
E.N. CENTRAL,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,37,,60,,575,,818,,,
W.N. CENTRAL,2015,22,,-,0,,0,,,-,,-,,-,1,,9,,25,,30,,,-,14,,22,,264,,382,,,
S. ATLANTIC,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,98,,98,,121,,2156,,1943,,,
DIST. OF COL.,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,6,,21,,57,,"DIST. OF COL.
",
E.S. CENTRAL,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,15,,25,,279,,275,,,
W.S. CENTRAL,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,24,,49,,69,,906,,891,,,
MOUNTAIN,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,22,,36,,363,,513,,,
PACIFIC,2015,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,12,,87,,111,,1697,,1798,,,
AMER. SAMOA,2015,22,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,22,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,22,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,0,,,-,1,,"VIRGIN ISL.
",
UNITED STATES,2015,23,1,,0,,0,,1,,,-,,-,1,,9,,28,,39,,120,,390,,457,,7687,,8278,,,
NEW ENGLAND,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,8,,19,,180,,251,,,
MID. ATLANTIC,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,47,,68,,944,,1070,,,
E.N. CENTRAL,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,37,,60,,613,,852,,,
W.N. CENTRAL,2015,23,1,,0,,0,,1,,,-,,-,1,,9,,28,,39,,1,,14,,23,,283,,394,,,
S. ATLANTIC,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,77,,99,,121,,2268,,2055,,,
DIST. OF COL.,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,6,,21,,59,,"DIST. OF COL.
",
E.S. CENTRAL,2015,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,15,,25,,293,,283,,,
