Reporting Area,MMWR Year,MMWR Week,"Chlamydia trachomatis infection, Current week","Chlamydia trachomatis infection, Current week, flag","Chlamydia trachomatis infection, Previous 52 weeks Med","Chlamydia trachomatis infection, Previous 52 weeks Med, flag","Chlamydia trachomatis infection, Previous 52 weeks Max","Chlamydia trachomatis infection, Previous 52 weeks Max, flag","Chlamydia trachomatis infection, Cum 2015","Chlamydia trachomatis infection, Cum 2015, flag","Chlamydia trachomatis infection, Cum 2014","Chlamydia trachomatis infection, Cum 2014, flag","Coccidioidomycosis, Current week","Coccidioidomycosis, Current week, flag","Coccidioidomycosis, Previous 52 weeks Med","Coccidioidomycosis, Previous 52 weeks Med, flag","Coccidioidomycosis, Previous 52 weeks Max","Coccidioidomycosis, Previous 52 weeks Max, flag","Coccidioidomycosis, Cum 2015","Coccidioidomycosis, Cum 2015, flag","Coccidioidomycosis, Cum 2014","Coccidioidomycosis, Cum 2014, flag",Location 1,Location 2
TEXAS,2015,23,,-,2632,,3373,,59611,,57624,,,N,0,,0,,,N,,N,"TEXAS
(31.827240467000024, -99.42676785299994)",
UNITED STATES,2015,24,15433,,27966,,30769,,619973,,646112,,174,,137,,198,,3711,,4486,,,
NEW ENGLAND,2015,24,513,,882,,1244,,20322,,20888,,,-,0,,1,,,-,3,,,
MID. ATLANTIC,2015,24,2226,,3559,,3930,,81239,,78887,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2015,24,1255,,4146,,4950,,88006,,96839,,,-,1,,2,,16,,32,,,
W.N. CENTRAL,2015,24,335,,1692,,1858,,35765,,38733,,1,,2,,6,,49,,58,,,
S. ATLANTIC,2015,24,4212,,5649,,7438,,139063,,131989,,,-,0,,2,,3,,3,,,
DIST. OF COL.,2015,24,,-,95,,336,,2235,,2208,,,-,0,,1,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,24,863,,1696,,2339,,30917,,42544,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2015,24,3932,,3795,,4495,,82793,,87336,,,-,0,,1,,1,,1,,,
MOUNTAIN,2015,24,540,,1795,,2338,,39556,,44324,,159,,92,,158,,2736,,3304,,,
PACIFIC,2015,24,1557,,4461,,4972,,102312,,104572,,14,,40,,61,,906,,1085,,,
AMER. SAMOA,2015,24,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,24,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,24,,-,14,,29,,82,,360,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NEW YORK,2015,24,807,,755,,1166,,17894,,16289,,,N,0,,0,,,N,,N,"NEW YORK
(42.82700376100007, -75.54396609999998)",
LOUISIANA,2015,24,2171,,437,,1909,,8983,,10866,,,-,0,,1,,1,,1,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
WISCONSIN,2015,24,,-,461,,556,,10050,,10356,,,-,0,,1,,2,,5,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
PUERTO RICO,2015,24,,-,67,,317,,2238,,2580,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
MINNESOTA,2015,24,,-,364,,430,,6269,,8963,,1,,1,,6,,41,,44,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
MONTANA,2015,24,52,,81,,126,,1846,,1824,,,-,0,,2,,4,,7,,"MONTANA
(47.06652795700006, -109.42441587999997)",
SOUTH DAKOTA,2015,24,,-,75,,103,,1577,,1964,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
COLORADO,2015,24,269,,446,,989,,11356,,9632,,,N,0,,0,,,N,,N,"COLORADO
(38.84384342200008, -106.13360911499996)",
SOUTH CAROLINA,2015,24,462,,527,,837,,12474,,12543,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
HAWAII,2015,24,,-,129,,162,,2544,,2872,,,N,0,,0,,,N,,N,"HAWAII
(21.30485232600006, -157.85774798099996)",
OHIO,2015,24,425,,1062,,1249,,23823,,24575,,,-,0,,2,,4,,7,,"OHIO
(40.060212455000055, -82.40425667899996)",
PENNSYLVANIA,2015,24,496,,992,,1353,,21104,,22127,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
IOWA,2015,24,7,,229,,275,,5052,,5384,,,N,0,,0,,,N,,N,"IOWA
(42.469401411000035, -93.81648725599996)",
DELAWARE,2015,24,89,,88,,166,,2022,,1735,,,-,0,,0,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
TEXAS,2015,24,1712,,2630,,3367,,63948,,59946,,,N,0,,0,,,N,,N,"TEXAS
(31.827240467000024, -99.42676785299994)",
ALASKA,2015,24,17,,99,,142,,1978,,2762,,,N,0,,0,,,N,,N,"ALASKA
(64.84507799500005, -147.72205958799998)",
WYOMING,2015,24,2,,28,,96,,545,,340,,,-,0,,1,,1,,1,,"WYOMING
(43.23554100600006, -108.10982701399996)",
INDIANA,2015,24,323,,543,,920,,12394,,12575,,,N,0,,0,,,N,,N,"INDIANA
(39.766913353000064, -86.14995646699998)",
KENTUCKY,2015,24,234,,321,,600,,6617,,7202,,,-,0,,0,,,-,,N,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
NEW HAMPSHIRE,2015,24,,-,49,,110,,80,,1504,,,-,0,,1,,,-,2,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
ARIZONA,2015,24,,-,574,,873,,9799,,14488,,159,,91,,158,,2685,,3224,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
MISSOURI,2015,24,205,,561,,636,,12753,,12302,,,-,0,,1,,1,,8,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
WASHINGTON,2015,24,494,,444,,595,,9341,,12047,,,N,0,,0,,,N,,N,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
RHODE ISLAND,2015,24,132,,82,,243,,2235,,2119,,,-,0,,1,,,-,1,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
MAINE,2015,24,91,,80,,123,,1760,,1298,,,N,0,,0,,,N,,N,"MAINE
(45.25422910300006, -68.98502586699993)",
MICHIGAN,2015,24,463,,897,,1222,,19996,,19269,,,-,0,,2,,10,,20,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
MISSISSIPPI,2015,24,475,,328,,542,,3703,,8214,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
NEVADA,2015,24,12,,193,,419,,4301,,6519,,,-,1,,5,,23,,39,,"NEVADA
(39.49324221300003, -117.07183885899997)",
GUAM,2015,24,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
OREGON,2015,24,274,,307,,402,,7509,,7086,,,-,0,,1,,3,,2,,"OREGON
(44.56745049300008, -120.15502935599994)",
NEW MEXICO,2015,24,50,,222,,376,,5556,,5255,,,-,0,,3,,6,,13,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
NEBRASKA,2015,24,94,,146,,250,,3692,,3522,,,-,0,,1,,5,,2,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
NEW YORK CITY,2015,24,688,,1200,,1375,,28219,,26987,,,N,0,,0,,,N,,N,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
ALABAMA,2015,24,,-,529,,695,,8636,,12919,,,N,0,,0,,,N,,N,"ALABAMA
(32.84057234800002, -86.63185738799996)",
GEORGIA,2015,24,536,,1040,,1212,,23371,,24191,,,N,0,,0,,,N,,N,"GEORGIA
(32.839683200000024, -83.62757885599996)",
NEW JERSEY,2015,24,235,,597,,681,,14022,,13484,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
WEST VIRGINIA,2015,24,41,,80,,139,,1589,,2187,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
CALIFORNIA,2015,24,772,,3466,,3979,,80940,,79805,,14,,40,,61,,903,,1083,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
TENNESSEE,2015,24,154,,583,,761,,11961,,14209,,,N,0,,0,,,N,,N,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
NORTH CAROLINA,2015,24,890,,994,,2547,,31557,,24561,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
ILLINOIS,2015,24,44,,1184,,1443,,21743,,30064,,,N,0,,0,,,N,,N,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
IDAHO,2015,24,70,,103,,135,,2445,,2413,,,N,0,,0,,,N,,N,"IDAHO
(43.68263174800006, -114.36372693399994)",
VIRGINIA,2015,24,811,,687,,1056,,16838,,16892,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
MARYLAND,2015,24,445,,488,,936,,9805,,10517,,,-,0,,2,,3,,3,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
FLORIDA,2015,24,938,,1676,,2113,,39172,,37155,,,N,0,,0,,,N,,N,"FLORIDA
(28.932042722000062, -81.92895768899996)",
MASSACHUSETTS,2015,24,250,,452,,534,,10150,,8882,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
OKLAHOMA,2015,24,49,,324,,456,,5607,,9443,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
UTAH,2015,24,85,,156,,202,,3708,,3853,,,-,1,,3,,17,,20,,"UTAH
(39.36070123200005, -111.58712831499997)",
KANSAS,2015,24,29,,213,,351,,5181,,5015,,,N,0,,0,,,N,,N,"KANSAS
(38.347742794000055, -98.20077822999997)",
VERMONT,2015,24,21,,37,,58,,647,,1066,,,N,0,,0,,,N,,N,"VERMONT
(43.62538389600007, -72.51763667599994)",
CONNECTICUT,2015,24,19,,242,,399,,5450,,6019,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
ARKANSAS,2015,24,,-,290,,505,,4255,,7081,,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
NORTH DAKOTA,2015,24,,-,62,,89,,1241,,1583,,,-,0,,2,,2,,4,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
UNITED STATES,2015,25,9890,,27948,,30823,,641916,,674596,,153,,138,,198,,3892,,4651,,,
NEW ENGLAND,2015,25,487,,882,,1244,,21301,,21890,,,-,0,,1,,,-,3,,,
MID. ATLANTIC,2015,25,2182,,3556,,3930,,85027,,82451,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2015,25,1193,,4158,,4950,,92274,,101147,,,-,1,,2,,17,,33,,,
W.N. CENTRAL,2015,25,310,,1692,,1858,,37249,,40333,,,-,2,,6,,51,,59,,,
S. ATLANTIC,2015,25,3771,,5674,,7441,,144438,,137629,,1,,0,,2,,4,,3,,,
DIST. OF COL.,2015,25,,-,95,,336,,2235,,2451,,,-,0,,1,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,25,280,,1683,,2339,,31197,,44501,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2015,25,251,,3795,,4495,,83370,,91498,,,-,0,,1,,1,,1,,,
MOUNTAIN,2015,25,323,,1792,,2339,,40845,,46172,,144,,91,,159,,2875,,3427,,,
PACIFIC,2015,25,1093,,4477,,4971,,106215,,108975,,8,,40,,62,,944,,1125,,,
AMER. SAMOA,2015,25,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,25,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,25,,-,14,,29,,82,,380,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NEBRASKA,2015,25,74,,146,,250,,3780,,3654,,,-,0,,1,,5,,2,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
WISCONSIN,2015,25,256,,464,,556,,10557,,10798,,,-,0,,1,,3,,5,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
GUAM,2015,25,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
MISSISSIPPI,2015,25,,-,328,,542,,3703,,8584,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
LOUISIANA,2015,25,197,,437,,2170,,9185,,11699,,,-,0,,1,,1,,1,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
COLORADO,2015,25,,-,443,,989,,11356,,10095,,,N,0,,0,,,N,,N,"COLORADO
(38.84384342200008, -106.13360911499996)",
HAWAII,2015,25,,-,127,,162,,2544,,3011,,,N,0,,0,,,N,,N,"HAWAII
(21.30485232600006, -157.85774798099996)",
KENTUCKY,2015,25,135,,321,,600,,6752,,7487,,,-,0,,0,,,-,,N,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
UTAH,2015,25,91,,155,,202,,3860,,3994,,,-,1,,3,,17,,21,,"UTAH
(39.36070123200005, -111.58712831499997)",
MICHIGAN,2015,25,411,,895,,1222,,20864,,20333,,,-,0,,2,,10,,21,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
VERMONT,2015,25,,-,35,,58,,647,,1102,,,N,0,,0,,,N,,N,"VERMONT
(43.62538389600007, -72.51763667599994)",
MONTANA,2015,25,50,,81,,126,,1909,,1880,,1,,0,,2,,5,,7,,"MONTANA
(47.06652795700006, -109.42441587999997)",
OHIO,2015,25,254,,1077,,1249,,25015,,25630,,,-,0,,2,,4,,7,,"OHIO
(40.060212455000055, -82.40425667899996)",
CALIFORNIA,2015,25,752,,3474,,3979,,84495,,83120,,8,,40,,62,,940,,1123,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
KANSAS,2015,25,60,,213,,351,,5421,,5228,,,N,0,,0,,,N,,N,"KANSAS
(38.347742794000055, -98.20077822999997)",
MINNESOTA,2015,25,,-,358,,430,,6581,,9329,,,-,1,,6,,43,,45,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
ALASKA,2015,25,20,,98,,142,,2004,,2873,,,N,0,,0,,,N,,N,"ALASKA
(64.84507799500005, -147.72205958799998)",
WASHINGTON,2015,25,,-,444,,595,,9341,,12550,,,N,0,,0,,,N,,N,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
TEXAS,2015,25,,-,2630,,3367,,63948,,62507,,,N,0,,0,,,N,,N,"TEXAS
(31.827240467000024, -99.42676785299994)",
NEW YORK CITY,2015,25,510,,1201,,1375,,29296,,28085,,,N,0,,0,,,N,,N,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
NEVADA,2015,25,,-,192,,419,,4301,,6712,,,-,1,,5,,23,,39,,"NEVADA
(39.49324221300003, -117.07183885899997)",
IDAHO,2015,25,118,,102,,133,,2573,,2548,,,N,0,,0,,,N,,N,"IDAHO
(43.68263174800006, -114.36372693399994)",
NEW YORK,2015,25,737,,763,,1166,,18628,,17038,,,N,0,,0,,,N,,N,"NEW YORK
(42.82700376100007, -75.54396609999998)",
MARYLAND,2015,25,516,,491,,936,,10393,,11067,,1,,0,,2,,4,,3,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
NEW HAMPSHIRE,2015,25,,-,47,,110,,80,,1557,,,-,0,,1,,,-,2,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
MASSACHUSETTS,2015,25,255,,446,,534,,10618,,9344,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
RHODE ISLAND,2015,25,103,,83,,243,,2340,,2199,,,-,0,,1,,,-,1,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
NORTH CAROLINA,2015,25,782,,994,,2547,,32474,,25637,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
MISSOURI,2015,25,147,,561,,636,,13346,,12832,,,-,0,,1,,1,,8,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
OREGON,2015,25,321,,305,,402,,7831,,7421,,,-,0,,1,,4,,2,,"OREGON
(44.56745049300008, -120.15502935599994)",
OKLAHOMA,2015,25,54,,304,,456,,5982,,9829,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
NEW JERSEY,2015,25,241,,597,,709,,14681,,14034,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
NEW MEXICO,2015,25,64,,220,,376,,5710,,5503,,,-,0,,3,,6,,14,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
ILLINOIS,2015,25,31,,1165,,1443,,22935,,31324,,,N,0,,0,,,N,,N,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
CONNECTICUT,2015,25,46,,242,,399,,5753,,6285,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
MAINE,2015,25,83,,80,,123,,1863,,1403,,,N,0,,0,,,N,,N,"MAINE
(45.25422910300006, -68.98502586699993)",
SOUTH CAROLINA,2015,25,619,,519,,837,,13093,,13160,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
DELAWARE,2015,25,82,,88,,166,,2104,,1876,,,-,0,,0,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
SOUTH DAKOTA,2015,25,3,,75,,103,,1585,,2037,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
INDIANA,2015,25,241,,546,,920,,12903,,13062,,,N,0,,0,,,N,,N,"INDIANA
(39.766913353000064, -86.14995646699998)",
VIRGINIA,2015,25,632,,689,,1056,,17469,,17582,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
ARIZONA,2015,25,,-,573,,873,,10591,,15081,,143,,91,,159,,2823,,3345,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
IOWA,2015,25,26,,230,,275,,5295,,5598,,,N,0,,0,,,N,,N,"IOWA
(42.469401411000035, -93.81648725599996)",
GEORGIA,2015,25,303,,1048,,1212,,24119,,24675,,,N,0,,0,,,N,,N,"GEORGIA
(32.839683200000024, -83.62757885599996)",
WEST VIRGINIA,2015,25,6,,78,,139,,1595,,2279,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
WYOMING,2015,25,,-,28,,96,,545,,359,,,-,0,,1,,1,,1,,"WYOMING
(43.23554100600006, -108.10982701399996)",
ALABAMA,2015,25,,-,527,,695,,8636,,13543,,,N,0,,0,,,N,,N,"ALABAMA
(32.84057234800002, -86.63185738799996)",
FLORIDA,2015,25,831,,1671,,2119,,40956,,38902,,,N,0,,0,,,N,,N,"FLORIDA
(28.932042722000062, -81.92895768899996)",
PUERTO RICO,2015,25,,-,71,,317,,2376,,2644,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
NORTH DAKOTA,2015,25,,-,62,,89,,1241,,1655,,,-,0,,2,,2,,4,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
TENNESSEE,2015,25,145,,578,,761,,12106,,14887,,,N,0,,0,,,N,,N,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
PENNSYLVANIA,2015,25,694,,995,,1353,,22422,,23294,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
ARKANSAS,2015,25,,-,281,,505,,4255,,7463,,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
UNITED STATES,2015,26,10683,,27974,,30827,,670775,,702287,,158,,139,,201,,4112,,4801,,,
NEW ENGLAND,2015,26,257,,882,,1244,,21947,,22706,,,-,0,,1,,,-,4,,,
MID. ATLANTIC,2015,26,1924,,3557,,3930,,88140,,85624,,,-,0,,0,,,-,,-,,
E.N. CENTRAL,2015,26,1087,,4135,,4950,,95011,,105420,,,-,1,,2,,19,,34,,,
W.N. CENTRAL,2015,26,233,,1688,,1859,,38967,,42056,,,-,2,,6,,52,,63,,,
S. ATLANTIC,2015,26,2911,,5674,,7441,,148782,,142899,,,-,0,,2,,4,,5,,,
DIST. OF COL.,2015,26,,-,93,,336,,2235,,2599,,,-,0,,1,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,26,932,,1682,,2339,,35735,,46565,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2015,26,1699,,3790,,4713,,88461,,95809,,1,,0,,1,,2,,1,,,
MOUNTAIN,2015,26,516,,1792,,2345,,42375,,47962,,156,,91,,158,,3022,,3538,,,
PACIFIC,2015,26,1124,,4491,,4976,,111357,,113246,,1,,41,,67,,1013,,1156,,,
AMER. SAMOA,2015,26,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,26,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,26,,-,13,,29,,280,,382,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
GEORGIA,2015,26,341,,1052,,1212,,25145,,25202,,,N,0,,0,,,N,,N,"GEORGIA
(32.839683200000024, -83.62757885599996)",
RHODE ISLAND,2015,26,,-,87,,243,,2340,,2271,,,-,0,,0,,,-,2,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
LOUISIANA,2015,26,,-,422,,2170,,9185,,12265,,1,,0,,1,,2,,1,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
NEW MEXICO,2015,26,87,,220,,376,,5949,,5730,,,-,0,,3,,6,,15,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
OHIO,2015,26,345,,1073,,1249,,26107,,26750,,,-,0,,2,,4,,7,,"OHIO
(40.060212455000055, -82.40425667899996)",
MISSISSIPPI,2015,26,,-,328,,554,,4143,,9070,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
MAINE,2015,26,69,,80,,123,,1932,,1484,,,N,0,,0,,,N,,N,"MAINE
(45.25422910300006, -68.98502586699993)",
TENNESSEE,2015,26,131,,570,,761,,12237,,15543,,,N,0,,0,,,N,,N,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
ARIZONA,2015,26,,-,581,,873,,11189,,15649,,156,,91,,158,,2970,,3451,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
ILLINOIS,2015,26,17,,1148,,1443,,23126,,32590,,,N,0,,0,,,N,,N,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
COLORADO,2015,26,314,,441,,989,,11806,,10564,,,N,0,,0,,,N,,N,"COLORADO
(38.84384342200008, -106.13360911499996)",
NEW HAMPSHIRE,2015,26,,-,46,,110,,80,,1626,,,-,0,,1,,,-,2,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
NEW YORK CITY,2015,26,547,,1203,,1375,,30619,,29153,,,N,0,,0,,,N,,N,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
SOUTH CAROLINA,2015,26,495,,527,,837,,13587,,13606,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
NEBRASKA,2015,26,66,,146,,250,,3933,,3801,,,-,0,,1,,5,,2,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
MINNESOTA,2015,26,,-,350,,430,,7157,,9729,,,-,1,,6,,44,,49,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
MASSACHUSETTS,2015,26,186,,446,,534,,10974,,9695,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
WYOMING,2015,26,,-,27,,96,,545,,394,,,-,0,,1,,1,,2,,"WYOMING
(43.23554100600006, -108.10982701399996)",
UTAH,2015,26,45,,155,,202,,3937,,4120,,,-,1,,3,,17,,23,,"UTAH
(39.36070123200005, -111.58712831499997)",
IOWA,2015,26,,-,230,,275,,5475,,5813,,,N,0,,0,,,N,,N,"IOWA
(42.469401411000035, -93.81648725599996)",
NORTH CAROLINA,2015,26,769,,988,,2547,,33243,,26739,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
INDIANA,2015,26,206,,546,,920,,13343,,13527,,,N,0,,0,,,N,,N,"INDIANA
(39.766913353000064, -86.14995646699998)",
WISCONSIN,2015,26,216,,462,,556,,10978,,11274,,,-,0,,2,,4,,5,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
KENTUCKY,2015,26,217,,318,,600,,6969,,7881,,,-,0,,0,,,-,,N,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
ALABAMA,2015,26,584,,532,,1221,,12386,,14071,,,N,0,,0,,,N,,N,"ALABAMA
(32.84057234800002, -86.63185738799996)",
IDAHO,2015,26,65,,103,,133,,2641,,2644,,,N,0,,0,,,N,,N,"IDAHO
(43.68263174800006, -114.36372693399994)",
HAWAII,2015,26,,-,130,,166,,3030,,3119,,,N,0,,0,,,N,,N,"HAWAII
(21.30485232600006, -157.85774798099996)",
NEVADA,2015,26,5,,191,,419,,4365,,6913,,,-,1,,5,,23,,40,,"NEVADA
(39.49324221300003, -117.07183885899997)",
CALIFORNIA,2015,26,641,,3483,,3978,,88177,,86427,,1,,40,,67,,1009,,1154,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
PENNSYLVANIA,2015,26,347,,995,,1353,,22824,,24168,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
WEST VIRGINIA,2015,26,30,,78,,139,,1631,,2353,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
WASHINGTON,2015,26,304,,444,,595,,10120,,12998,,,N,0,,0,,,N,,N,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
CONNECTICUT,2015,26,2,,246,,399,,5974,,6504,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
FLORIDA,2015,26,694,,1671,,2121,,42393,,40681,,,N,0,,0,,,N,,N,"FLORIDA
(28.932042722000062, -81.92895768899996)",
NORTH DAKOTA,2015,26,3,,62,,89,,1397,,1720,,,-,0,,2,,2,,4,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
PUERTO RICO,2015,26,,-,71,,317,,2439,,2703,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
MARYLAND,2015,26,,-,500,,936,,10393,,11502,,,-,0,,2,,4,,5,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
NEW JERSEY,2015,26,182,,598,,712,,15223,,14564,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
KANSAS,2015,26,39,,213,,351,,5619,,5481,,,N,0,,0,,,N,,N,"KANSAS
(38.347742794000055, -98.20077822999997)",
VERMONT,2015,26,,-,35,,58,,647,,1126,,,N,0,,0,,,N,,N,"VERMONT
(43.62538389600007, -72.51763667599994)",
NEW YORK,2015,26,848,,763,,1166,,19474,,17739,,,N,0,,0,,,N,,N,"NEW YORK
(42.82700376100007, -75.54396609999998)",
DELAWARE,2015,26,80,,88,,166,,2184,,1952,,,-,0,,0,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
ARKANSAS,2015,26,,-,279,,505,,4255,,7785,,,-,0,,0,,,-,,-,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
MICHIGAN,2015,26,303,,883,,1222,,21457,,21279,,,-,0,,2,,11,,22,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
