Reporting Area,MMWR Year,MMWR Week,"Tetanus, Current week","Tetanus, Current week, flag","Tetanus, Previous 52 weeks Med","Tetanus, Previous 52 weeks Med, flag","Tetanus, Previous 52 weeks Max","Tetanus, Previous 52 weeks Max, flag","Tetanus, Cum 2015","Tetanus, Cum 2015, flag","Tetanus, Cum 2014","Tetanus, Cum 2014, flag","Varicella (chickenpox), Current week","Varicella (chickenpox), Current week, flag","Varicella (chickenpox), Previous 52 weeks Med","Varicella (chickenpox), Previous 52 weeks Med, flag","Varicella (chickenpox), Previous 52 weeks Max","Varicella (chickenpox), Previous 52 weeks Max, flag","Varicella (chickenpox), Cum 2015","Varicella (chickenpox), Cum 2015, flag","Varicella (chickenpox), Cum 2014","Varicella (chickenpox), Cum 2014, flag","Vibriosis§, Current week","Vibriosis§, Current week, flag","Vibriosis§, Previous 52 weeks Med","Vibriosis§, Previous 52 weeks Med, flag","Vibriosis§, Previous 52 weeks Max","Vibriosis§, Previous 52 weeks Max, flag","Vibriosis§, Cum 2015","Vibriosis§, Cum 2015, flag","Vibriosis§, Cum 2014","Vibriosis§, Cum 2014, flag",Location 1,Location 2
ALASKA,2015,24,,-,0,,1,,,-,,-,,-,0,,4,,25,,19,,,-,0,,2,,,-,1,,"ALASKA
(64.84507799500005, -147.72205958799998)",
HAWAII,2015,24,,-,0,,0,,,-,,-,,-,1,,5,,30,,22,,,-,0,,3,,10,,17,,"HAWAII
(21.30485232600006, -157.85774798099996)",
WEST VIRGINIA,2015,24,,-,0,,0,,,-,,-,,-,2,,9,,58,,66,,,-,0,,1,,1,,1,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
MAINE,2015,24,,-,0,,0,,,-,,-,4,,4,,12,,94,,75,,,-,0,,2,,,-,1,,"MAINE
(45.25422910300006, -68.98502586699993)",
TEXAS,2015,24,,-,0,,1,,1,,3,,29,,31,,78,,726,,748,,,-,1,,7,,4,,16,,"TEXAS
(31.827240467000024, -99.42676785299994)",
PENNSYLVANIA,2015,24,,-,0,,1,,,-,1,,2,,14,,23,,302,,426,,,-,0,,3,,2,,2,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
IOWA,2015,24,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.469401411000035, -93.81648725599996)",
MICHIGAN,2015,24,,-,0,,0,,,-,,-,3,,9,,33,,189,,385,,,-,0,,3,,6,,2,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
KANSAS,2015,24,,-,0,,0,,,-,,-,,-,3,,13,,,-,120,,,-,0,,1,,,-,,-,"KANSAS
(38.347742794000055, -98.20077822999997)",
UNITED STATES,2015,25,1,,0,,2,,11,,12,,62,,177,,269,,4027,,5069,,20,,14,,81,,278,,253,,,
NEW ENGLAND,2015,25,,-,0,,1,,2,,,-,9,,19,,32,,379,,560,,,-,1,,7,,7,,15,,,
MID. ATLANTIC,2015,25,,-,0,,0,,,-,2,,6,,19,,32,,403,,615,,3,,0,,8,,10,,10,,,
E.N. CENTRAL,2015,25,,-,0,,1,,1,,2,,9,,36,,68,,820,,1308,,,-,1,,7,,19,,11,,,
W.N. CENTRAL,2015,25,,-,0,,1,,1,,1,,,-,14,,33,,266,,382,,,-,0,,5,,,-,3,,,
S. ATLANTIC,2015,25,,-,0,,2,,4,,2,,12,,26,,55,,742,,609,,9,,6,,18,,107,,91,,,
DIST. OF COL.,2015,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,25,,-,0,,1,,,-,,-,,-,2,,11,,108,,59,,1,,1,,5,,9,,15,,,
W.S. CENTRAL,2015,25,,-,0,,2,,2,,4,,22,,35,,81,,839,,872,,6,,2,,8,,45,,39,,,
MOUNTAIN,2015,25,1,,0,,0,,1,,,-,4,,16,,33,,400,,593,,,-,1,,5,,15,,7,,,
PACIFIC,2015,25,,-,0,,2,,,-,1,,,-,2,,7,,70,,71,,1,,4,,39,,66,,62,,,
AMER. SAMOA,2015,25,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,25,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
COLORADO,2015,25,,-,0,,0,,,-,,-,,-,5,,27,,95,,194,,,-,0,,3,,1,,3,,"COLORADO
(38.84384342200008, -106.13360911499996)",
GEORGIA,2015,25,,-,0,,0,,,-,,-,,-,1,,7,,33,,21,,,-,0,,1,,3,,4,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
PENNSYLVANIA,2015,25,,-,0,,0,,,-,2,,6,,14,,23,,309,,440,,,-,0,,3,,2,,2,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
NEW JERSEY,2015,25,,-,0,,0,,,-,,-,,-,4,,11,,94,,175,,,-,0,,5,,2,,6,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
NORTH DAKOTA,2015,25,,-,0,,0,,,-,,-,,-,0,,3,,7,,9,,,-,0,,1,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
ARKANSAS,2015,25,,-,0,,0,,,-,,-,1,,3,,29,,64,,57,,,-,0,,1,,1,,,N,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
VIRGINIA,2015,25,,-,0,,0,,,-,,-,,-,6,,21,,154,,134,,1,,0,,8,,9,,12,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
MONTANA,2015,25,,-,0,,0,,,-,,-,2,,1,,16,,78,,45,,,-,0,,1,,,-,,-,"MONTANA
(47.06652795700006, -109.42441587999997)",
IDAHO,2015,25,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.68263174800006, -114.36372693399994)",
WEST VIRGINIA,2015,25,,-,0,,0,,,-,,-,,-,2,,9,,58,,68,,,-,0,,1,,1,,1,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
WASHINGTON,2015,25,,-,0,,2,,,-,,-,,N,0,,0,,,N,,N,,-,0,,14,,2,,2,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
DELAWARE,2015,25,,-,0,,0,,,-,,-,,-,0,,3,,15,,7,,,-,0,,1,,1,,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
IOWA,2015,25,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.469401411000035, -93.81648725599996)",
CONNECTICUT,2015,25,,-,0,,0,,,-,,-,,-,3,,9,,69,,87,,,-,0,,2,,3,,3,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
TENNESSEE,2015,25,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,2,,2,,5,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
MICHIGAN,2015,25,,-,0,,0,,,-,,-,1,,9,,33,,195,,391,,,-,0,,3,,6,,2,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
KANSAS,2015,25,,-,0,,0,,,-,,-,,-,2,,13,,,-,125,,,-,0,,1,,,-,,-,"KANSAS
(38.347742794000055, -98.20077822999997)",
SOUTH CAROLINA,2015,25,,-,0,,1,,1,,,-,1,,3,,11,,86,,70,,,-,0,,2,,2,,8,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
UTAH,2015,25,,-,0,,0,,,-,,-,,-,3,,13,,91,,126,,,-,0,,1,,1,,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
RHODE ISLAND,2015,25,,-,0,,0,,,-,,-,,-,0,,8,,24,,27,,,-,0,,2,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
KENTUCKY,2015,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,,-,0,,1,,,-,1,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
CALIFORNIA,2015,25,,-,0,,1,,,-,1,,,-,0,,2,,15,,28,,,-,3,,32,,47,,36,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
NEW MEXICO,2015,25,,-,0,,0,,,-,,-,,-,1,,4,,19,,47,,,-,0,,1,,,-,,-,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
MISSISSIPPI,2015,25,,-,0,,1,,,-,,-,,-,0,,3,,11,,1,,,-,0,,2,,4,,6,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
PUERTO RICO,2015,25,,-,0,,1,,1,,,-,,-,2,,8,,35,,134,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
NORTH CAROLINA,2015,25,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,,-,0,,5,,6,,7,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
MISSOURI,2015,25,,-,0,,0,,,-,,-,,-,2,,12,,59,,95,,,-,0,,2,,,-,1,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
LOUISIANA,2015,25,,-,0,,1,,1,,1,,,-,1,,3,,27,,21,,,-,1,,6,,28,,21,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
NEVADA,2015,25,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,1,,"NEVADA
(39.49324221300003, -117.07183885899997)",
GUAM,2015,25,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
TEXAS,2015,25,,-,0,,1,,1,,3,,21,,30,,78,,748,,794,,5,,1,,8,,15,,18,,"TEXAS
(31.827240467000024, -99.42676785299994)",
MINNESOTA,2015,25,,-,0,,1,,,-,1,,,-,7,,14,,179,,132,,,-,0,,4,,,-,1,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
WISCONSIN,2015,25,,-,0,,0,,,-,1,,4,,7,,17,,150,,227,,,-,0,,2,,,-,3,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
ALABAMA,2015,25,,-,0,,0,,,-,,-,,-,2,,11,,97,,58,,1,,0,,3,,3,,3,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
MAINE,2015,25,,-,0,,0,,,-,,-,6,,4,,12,,100,,78,,,-,0,,2,,,-,1,,"MAINE
(45.25422910300006, -68.98502586699993)",
OKLAHOMA,2015,25,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,1,,0,,1,,1,,,-,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
NEW HAMPSHIRE,2015,25,,-,0,,1,,2,,,-,,-,0,,5,,,-,56,,,-,0,,1,,,-,1,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
NEW YORK,2015,25,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW YORK
(42.82700376100007, -75.54396609999998)",
SOUTH DAKOTA,2015,25,,-,0,,1,,1,,,-,,-,0,,3,,14,,12,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
ARIZONA,2015,25,1,,0,,0,,1,,,-,2,,4,,10,,115,,178,,,-,1,,4,,13,,3,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
OREGON,2015,25,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,1,,0,,2,,7,,5,,"OREGON
(44.56745049300008, -120.15502935599994)",
MARYLAND,2015,25,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,4,,4,,8,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
NEW YORK CITY,2015,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,0,,2,,6,,2,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
FLORIDA,2015,25,,-,0,,1,,2,,2,,11,,11,,37,,396,,309,,8,,3,,10,,81,,51,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
ALASKA,2015,25,,-,0,,1,,,-,,-,,-,0,,4,,25,,20,,,-,0,,2,,,-,1,,"ALASKA
(64.84507799500005, -147.72205958799998)",
VERMONT,2015,25,,-,0,,0,,,-,,-,1,,1,,4,,17,,83,,,-,0,,0,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
ILLINOIS,2015,25,,-,0,,1,,1,,,-,,-,9,,19,,190,,323,,,-,0,,3,,6,,4,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
MASSACHUSETTS,2015,25,,-,0,,0,,,-,,-,2,,8,,21,,169,,229,,,-,0,,6,,4,,10,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
HAWAII,2015,25,,-,0,,0,,,-,,-,,-,1,,5,,30,,23,,,-,0,,3,,10,,18,,"HAWAII
(21.30485232600006, -157.85774798099996)",
NEBRASKA,2015,25,,-,0,,0,,,-,,-,,-,0,,2,,7,,9,,,-,0,,1,,,-,1,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
INDIANA,2015,25,,-,0,,0,,,-,1,,,-,3,,11,,80,,100,,,-,0,,1,,2,,,-,"INDIANA
(39.766913353000064, -86.14995646699998)",
OHIO,2015,25,,-,0,,1,,,-,,-,4,,9,,18,,205,,267,,,-,0,,4,,5,,2,,"OHIO
(40.060212455000055, -82.40425667899996)",
WYOMING,2015,25,,-,0,,0,,,-,,-,,-,0,,2,,2,,3,,,-,0,,1,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
UNITED STATES,2015,26,,-,0,,2,,12,,13,,41,,177,,269,,4116,,5233,,9,,14,,81,,299,,279,,,
NEW ENGLAND,2015,26,,-,0,,1,,2,,,-,5,,19,,32,,390,,576,,,-,1,,7,,8,,16,,,
MID. ATLANTIC,2015,26,,-,0,,0,,,-,2,,4,,19,,32,,410,,640,,,-,1,,8,,11,,13,,,
E.N. CENTRAL,2015,26,,-,0,,1,,1,,2,,6,,37,,68,,855,,1345,,,-,1,,7,,19,,11,,,
W.N. CENTRAL,2015,26,,-,0,,1,,1,,1,,,-,14,,33,,271,,391,,,-,0,,5,,,-,3,,,
S. ATLANTIC,2015,26,,-,0,,2,,4,,2,,9,,26,,55,,751,,639,,6,,6,,18,,113,,99,,,
DIST. OF COL.,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,26,,-,0,,1,,1,,,-,,-,2,,11,,109,,60,,,-,1,,5,,10,,16,,,
W.S. CENTRAL,2015,26,,-,0,,2,,2,,4,,16,,35,,81,,855,,904,,2,,2,,8,,50,,45,,,
MOUNTAIN,2015,26,,-,0,,1,,1,,,-,1,,16,,33,,402,,605,,,-,1,,5,,15,,10,,,
PACIFIC,2015,26,,-,0,,2,,,-,2,,,-,2,,7,,73,,73,,1,,4,,39,,73,,66,,,
AMER. SAMOA,2015,26,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,26,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
ILLINOIS,2015,26,,-,0,,1,,1,,,-,,-,9,,19,,208,,333,,,-,0,,3,,6,,4,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
MAINE,2015,26,,-,0,,0,,,-,,-,3,,4,,12,,103,,80,,,-,0,,2,,,-,1,,"MAINE
(45.25422910300006, -68.98502586699993)",
PUERTO RICO,2015,26,,-,0,,1,,1,,,-,,-,2,,8,,35,,140,,,-,0,,0,,,-,,-,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
NEW HAMPSHIRE,2015,26,,-,0,,1,,2,,,-,,-,0,,5,,,-,56,,,-,0,,1,,,-,1,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
MASSACHUSETTS,2015,26,,-,0,,0,,,-,,-,2,,8,,21,,176,,235,,,-,0,,6,,5,,10,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
PENNSYLVANIA,2015,26,,-,0,,0,,,-,2,,4,,14,,23,,316,,457,,,-,0,,3,,2,,3,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
RHODE ISLAND,2015,26,,-,0,,0,,,-,,-,,-,0,,8,,25,,30,,,-,0,,2,,,-,,-,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
CONNECTICUT,2015,26,,-,0,,0,,,-,,-,,-,3,,9,,69,,91,,,-,0,,2,,3,,4,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
WISCONSIN,2015,26,,-,0,,0,,,-,1,,1,,7,,17,,153,,236,,,-,0,,2,,,-,3,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
ALASKA,2015,26,,-,0,,1,,,-,,-,,-,0,,4,,27,,20,,,-,0,,2,,,-,1,,"ALASKA
(64.84507799500005, -147.72205958799998)",
MISSOURI,2015,26,,-,0,,0,,,-,,-,,-,2,,12,,59,,96,,,-,0,,2,,,-,1,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
NEW YORK,2015,26,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"NEW YORK
(42.82700376100007, -75.54396609999998)",
KANSAS,2015,26,,-,0,,0,,,-,,-,,-,1,,13,,,-,128,,,-,0,,1,,,-,,-,"KANSAS
(38.347742794000055, -98.20077822999997)",
MICHIGAN,2015,26,,-,0,,0,,,-,,-,1,,9,,33,,201,,398,,,-,0,,3,,6,,2,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
NORTH DAKOTA,2015,26,,-,0,,0,,,-,,-,,-,0,,3,,11,,9,,,-,0,,1,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
MISSISSIPPI,2015,26,,-,0,,1,,,-,,-,,-,0,,3,,10,,1,,,-,0,,2,,4,,6,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
MONTANA,2015,26,,-,0,,0,,,-,,-,,-,1,,16,,78,,48,,,-,0,,1,,,-,,-,"MONTANA
(47.06652795700006, -109.42441587999997)",
NEW YORK CITY,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,6,,3,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
KENTUCKY,2015,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,,-,0,,1,,,-,2,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
OREGON,2015,26,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,1,,0,,2,,7,,6,,"OREGON
(44.56745049300008, -120.15502935599994)",
GEORGIA,2015,26,,-,0,,0,,,-,,-,,-,1,,7,,33,,22,,,-,0,,1,,3,,4,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
NEW JERSEY,2015,26,,-,0,,0,,,-,,-,,-,4,,11,,94,,183,,,-,0,,5,,3,,7,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
MARYLAND,2015,26,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,4,,4,,8,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
UTAH,2015,26,,-,0,,0,,,-,,-,,-,3,,13,,90,,130,,,-,0,,1,,1,,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
HAWAII,2015,26,,-,0,,0,,,-,,-,,-,1,,5,,31,,25,,,-,0,,3,,12,,19,,"HAWAII
(21.30485232600006, -157.85774798099996)",
TEXAS,2015,26,,-,0,,1,,1,,3,,14,,30,,78,,762,,826,,2,,1,,8,,17,,23,,"TEXAS
(31.827240467000024, -99.42676785299994)",
NORTH CAROLINA,2015,26,,-,0,,1,,1,,,-,,N,0,,0,,,N,,N,,-,0,,5,,6,,7,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
CALIFORNIA,2015,26,,-,0,,1,,,-,2,,,-,0,,2,,15,,28,,,-,3,,32,,52,,38,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
NEVADA,2015,26,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,1,,"NEVADA
(39.49324221300003, -117.07183885899997)",
SOUTH CAROLINA,2015,26,,-,0,,1,,1,,,-,2,,3,,11,,88,,79,,,-,0,,2,,2,,10,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
INDIANA,2015,26,,-,0,,0,,,-,1,,,-,3,,11,,84,,101,,,-,0,,1,,2,,,-,"INDIANA
(39.766913353000064, -86.14995646699998)",
COLORADO,2015,26,,-,0,,0,,,-,,-,,-,5,,27,,95,,196,,,-,0,,3,,1,,3,,"COLORADO
(38.84384342200008, -106.13360911499996)",
FLORIDA,2015,26,,-,0,,1,,2,,2,,7,,11,,37,,403,,317,,6,,3,,10,,86,,56,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
WEST VIRGINIA,2015,26,,-,0,,0,,,-,,-,,-,2,,9,,58,,72,,,-,0,,1,,1,,2,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
LOUISIANA,2015,26,,-,0,,1,,1,,1,,2,,1,,3,,29,,21,,,-,1,,6,,31,,22,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
NEW MEXICO,2015,26,,-,0,,0,,,-,,-,,-,1,,4,,19,,47,,,-,0,,1,,,-,,-,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
VIRGINIA,2015,26,,-,0,,0,,,-,,-,,-,6,,21,,154,,142,,,-,1,,8,,10,,12,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
OKLAHOMA,2015,26,,-,0,,1,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,1,,,-,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
DELAWARE,2015,26,,-,0,,0,,,-,,-,,-,0,,3,,15,,7,,,-,0,,1,,1,,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
SOUTH DAKOTA,2015,26,,-,0,,1,,1,,,-,,-,0,,3,,14,,12,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
OHIO,2015,26,,-,0,,1,,,-,,-,4,,9,,18,,209,,277,,,-,0,,4,,5,,2,,"OHIO
(40.060212455000055, -82.40425667899996)",
IDAHO,2015,26,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IDAHO
(43.68263174800006, -114.36372693399994)",
IOWA,2015,26,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,"IOWA
(42.469401411000035, -93.81648725599996)",
ARIZONA,2015,26,,-,0,,1,,1,,,-,1,,4,,10,,118,,180,,,-,1,,4,,13,,6,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
WASHINGTON,2015,26,,-,0,,2,,,-,,-,,N,0,,0,,,N,,N,,-,0,,14,,2,,2,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
TENNESSEE,2015,26,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,2,,2,,5,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
ARKANSAS,2015,26,,-,0,,0,,,-,,-,,-,3,,29,,64,,57,,,-,0,,1,,1,,,N,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
NEBRASKA,2015,26,,-,0,,0,,,-,,-,,-,0,,2,,8,,10,,,-,0,,1,,,-,1,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
VERMONT,2015,26,,-,0,,0,,,-,,-,,-,1,,4,,17,,84,,,-,0,,0,,,-,,-,"VERMONT
(43.62538389600007, -72.51763667599994)",
ALABAMA,2015,26,,-,0,,1,,1,,,-,,-,2,,11,,99,,59,,,-,0,,3,,4,,3,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
MINNESOTA,2015,26,,-,0,,1,,,-,1,,,-,7,,14,,179,,136,,,-,0,,4,,,-,1,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
GUAM,2015,26,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
WYOMING,2015,26,,-,0,,0,,,-,,-,,-,0,,2,,2,,4,,,-,0,,1,,,-,,-,"WYOMING
(43.23554100600006, -108.10982701399996)",
UNITED STATES,2015,27,,-,0,,2,,12,,13,,58,,177,,269,,4257,,5381,,14,,14,,81,,330,,310,,,
NEW ENGLAND,2015,27,,-,0,,1,,2,,,-,8,,19,,32,,404,,600,,,-,1,,7,,9,,19,,,
MID. ATLANTIC,2015,27,,-,0,,0,,,-,2,,5,,19,,32,,454,,662,,2,,0,,8,,13,,16,,,
E.N. CENTRAL,2015,27,,-,0,,1,,1,,2,,5,,37,,68,,868,,1375,,1,,1,,7,,20,,13,,,
W.N. CENTRAL,2015,27,,-,0,,1,,1,,1,,1,,14,,33,,273,,400,,,-,0,,5,,,-,3,,,
S. ATLANTIC,2015,27,,-,0,,2,,4,,2,,17,,26,,55,,779,,660,,8,,6,,18,,124,,109,,,
DIST. OF COL.,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,1,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2015,27,,-,0,,1,,1,,,-,1,,2,,11,,113,,62,,,-,0,,5,,11,,19,,,
W.S. CENTRAL,2015,27,,-,0,,2,,2,,4,,20,,35,,81,,878,,933,,2,,2,,8,,56,,46,,,
MOUNTAIN,2015,27,,-,0,,1,,1,,,-,1,,16,,33,,409,,614,,,-,1,,5,,15,,11,,,
PACIFIC,2015,27,,-,0,,2,,,-,2,,,-,2,,7,,79,,75,,1,,5,,39,,82,,74,,,
AMER. SAMOA,2015,27,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,27,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
SOUTH DAKOTA,2015,27,,-,0,,1,,1,,,-,,-,0,,3,,14,,12,,,N,0,,0,,,N,,N,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
UTAH,2015,27,,-,0,,0,,,-,,-,,-,3,,13,,95,,133,,,-,0,,1,,1,,,-,"UTAH
(39.36070123200005, -111.58712831499997)",
CONNECTICUT,2015,27,,-,0,,0,,,-,,-,,-,3,,9,,69,,97,,,-,0,,2,,3,,4,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
VIRGINIA,2015,27,,-,0,,0,,,-,,-,,-,6,,21,,159,,148,,1,,0,,8,,11,,15,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
ARKANSAS,2015,27,,-,0,,0,,,-,,-,1,,3,,29,,66,,59,,,-,0,,1,,1,,,N,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
ALASKA,2015,27,,-,0,,1,,,-,,-,,-,1,,4,,32,,20,,,-,0,,2,,,-,1,,"ALASKA
(64.84508688700004, -147.72202846799996)",
SOUTH CAROLINA,2015,27,,-,0,,1,,1,,,-,1,,3,,11,,90,,82,,,-,0,,2,,3,,11,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
NEVADA,2015,27,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,,-,0,,1,,,-,1,,"NEVADA
(39.49324221300003, -117.07183885899997)",
