Reporting Area,MMWR Year,MMWR Week,"Babesiosis, Current week","Babesiosis, Current week, flag","Babesiosis, Previous 52 weeks Med","Babesiosis, Previous 52 weeks Med, flag","Babesiosis, Previous 52 weeks Max","Babesiosis, Previous 52 weeks Max, flag","Babesiosis, Cum 2015","Babesiosis, Cum 2015, flag","Babesiosis, Cum 2014","Babesiosis, Cum 2014, flag","Campylobacteriosis, Current week","Campylobacteriosis, Current week, flag","Campylobacteriosis, Previous 52 weeks Med","Campylobacteriosis, Previous 52 weeks Med, flag","Campylobacteriosis, Previous 52 weeks Max","Campylobacteriosis, Previous 52 weeks Max, flag","Campylobacteriosis, Cum 2015","Campylobacteriosis, Cum 2015, flag","Campylobacteriosis, Cum 2014","Campylobacteriosis, Cum 2014, flag",Location 1,Location 2
ALABAMA,2015,28,,-,0,,1,,3,,,-,9,,10,,21,,255,,,N,"ALABAMA
(32.84057234800002, -86.63185738799996)",
NEW JERSEY,2015,28,1,,1,,23,,52,,83,,,-,25,,39,,666,,,N,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
LOUISIANA,2015,28,,-,0,,0,,,-,,-,1,,10,,22,,283,,,N,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
SOUTH CAROLINA,2015,28,,-,0,,2,,1,,,-,7,,5,,14,,152,,,N,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
WISCONSIN,2015,28,,-,0,,4,,6,,18,,18,,22,,32,,596,,,N,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
NEW MEXICO,2015,28,,N,0,,0,,,N,,N,,-,7,,11,,170,,,N,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
KENTUCKY,2015,28,,N,0,,0,,,N,,N,8,,14,,24,,388,,,N,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
MAINE,2015,28,1,,0,,5,,9,,8,,2,,3,,8,,92,,,N,"MAINE
(45.25422910300006, -68.98502586699993)",
NORTH DAKOTA,2015,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
NORTH CAROLINA,2015,28,,N,0,,0,,,N,,N,23,,19,,71,,522,,,N,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
COLORADO,2015,28,,N,0,,0,,,N,,N,,-,0,,15,,75,,,N,"COLORADO
(38.84384342200008, -106.13360911499996)",
NEW YORK CITY,2015,28,3,,0,,9,,13,,14,,32,,29,,49,,852,,,N,"NEW YORK CITY
(40.71426837200005, -74.00596557099993)",
NEBRASKA,2015,28,,-,0,,0,,,-,,-,15,,8,,24,,255,,,N,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
MINNESOTA,2015,28,,-,0,,5,,,-,16,,,-,0,,1,,1,,,N,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
CONNECTICUT,2015,28,,-,0,,34,,2,,91,,,-,11,,16,,255,,,N,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
HAWAII,2015,28,,N,0,,0,,,N,,N,23,,7,,28,,303,,,N,"HAWAII
(21.30485232600006, -157.85774798099996)",
OREGON,2015,28,,-,0,,1,,2,,,-,15,,15,,30,,467,,,N,"OREGON
(44.56745049300008, -120.15502935599994)",
WYOMING,2015,28,,-,0,,0,,,-,,-,3,,2,,6,,57,,,N,"WYOMING
(43.23554100600006, -108.10982701399996)",
RHODE ISLAND,2015,28,1,,1,,18,,21,,31,,,-,1,,20,,86,,,N,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
DELAWARE,2015,28,,-,0,,1,,,-,,-,2,,2,,5,,60,,,N,"DELAWARE
(39.00883389200004, -75.57773597599999)",
PUERTO RICO,2015,28,,N,0,,0,,,N,,N,,-,0,,2,,10,,,N,"PUERTO RICO
(18.248289714000066, -66.49988663099998)",
FLORIDA,2015,28,,N,0,,0,,,N,,N,95,,71,,106,,1992,,,N,"FLORIDA
(28.932571766000024, -81.92832639299996)",
NEW HAMPSHIRE,2015,28,,-,0,,6,,12,,15,,3,,4,,8,,111,,,N,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
IDAHO,2015,28,,N,0,,0,,,N,,N,9,,6,,18,,189,,,N,"IDAHO
(43.68263174800006, -114.36372693399994)",
OHIO,2015,28,,-,0,,1,,1,,,-,93,,29,,46,,867,,,N,"OHIO
(40.060212455000055, -82.40425667899996)",
MASSACHUSETTS,2015,28,2,,2,,57,,63,,223,,17,,22,,40,,650,,,N,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
MICHIGAN,2015,28,,-,0,,1,,2,,,-,14,,19,,37,,551,,,N,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
UNITED STATES,2015,29,36,,12,,176,,318,,677,,569,,743,,1095,,21870,,,N,,
NEW ENGLAND,2015,29,12,,7,,98,,151,,463,,23,,45,,91,,1425,,,N,,
MID. ATLANTIC,2015,29,24,,5,,73,,144,,173,,89,,94,,149,,2866,,,N,,
E.N. CENTRAL,2015,29,,-,0,,4,,14,,22,,76,,80,,150,,2499,,,N,,
W.N. CENTRAL,2015,29,,-,0,,5,,,-,18,,23,,30,,91,,1018,,,N,,
S. ATLANTIC,2015,29,,-,0,,2,,1,,,-,200,,146,,240,,4540,,,N,,
DIST. OF COL.,2015,29,,N,0,,0,,,N,,N,,-,0,,1,,2,,,N,"DIST. OF COL.
",
E.S. CENTRAL,2015,29,,-,0,,1,,4,,,-,41,,40,,61,,1175,,,N,,
W.S. CENTRAL,2015,29,,-,0,,1,,1,,,-,54,,64,,177,,2050,,,N,,
MOUNTAIN,2015,29,,-,0,,0,,,-,,-,41,,59,,98,,1769,,,N,,
PACIFIC,2015,29,,-,0,,4,,3,,1,,22,,158,,232,,4528,,,N,,
AMER. SAMOA,2015,29,,U,,-,,-,,U,,U,,-,,-,,-,,-,,N,"AMER. SAMOA
",
C.N.M.I.,2015,29,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,"C.N.M.I.
",
VIRGIN ISL.,2015,29,,N,0,,0,,,N,,N,,-,0,,0,,,-,,N,"VIRGIN ISL.
",
ARIZONA,2015,29,,-,0,,0,,,-,,-,29,,30,,49,,830,,,N,"ARIZONA
(34.86597351900008, -111.76380664699997)",
ILLINOIS,2015,29,,-,0,,1,,,-,,-,,U,0,,0,,,U,,U,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
LOUISIANA,2015,29,,-,0,,0,,,-,,-,1,,10,,22,,286,,,N,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
ALASKA,2015,29,,N,0,,0,,,N,,N,2,,1,,5,,37,,,N,"ALASKA
(64.84507799500005, -147.72205958799998)",
ARKANSAS,2015,29,,-,0,,0,,,-,,-,21,,8,,18,,237,,,N,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
NEW JERSEY,2015,29,,-,1,,14,,68,,106,,1,,28,,46,,784,,,N,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
ALABAMA,2015,29,,-,0,,1,,3,,,-,8,,10,,22,,279,,,N,"ALABAMA
(32.84057234800002, -86.63185738799996)",
KENTUCKY,2015,29,,N,0,,0,,,N,,N,13,,14,,24,,416,,,N,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
KANSAS,2015,29,,N,0,,0,,,N,,N,,-,5,,12,,140,,,N,"KANSAS
(38.347742794000055, -98.20077822999997)",
WEST VIRGINIA,2015,29,,-,0,,0,,,-,,-,1,,5,,10,,142,,,N,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
VIRGINIA,2015,29,,N,0,,0,,,N,,N,30,,27,,50,,783,,,N,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
PUERTO RICO,2015,29,,N,0,,0,,,N,,N,,-,0,,2,,10,,,N,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
NEW YORK CITY,2015,29,4,,0,,9,,17,,18,,47,,31,,49,,899,,,N,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
WYOMING,2015,29,,-,0,,0,,,-,,-,,-,2,,6,,61,,,N,"WYOMING
(43.23554100600006, -108.10982701399996)",
MINNESOTA,2015,29,,-,0,,5,,,-,17,,,-,0,,1,,1,,,N,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
INDIANA,2015,29,,-,0,,0,,,-,,-,,-,12,,26,,344,,,N,"INDIANA
(39.766913353000064, -86.14995646699998)",
VERMONT,2015,29,,-,0,,3,,3,,1,,2,,2,,9,,77,,,N,"VERMONT
(43.62538389600007, -72.51763667599994)",
TENNESSEE,2015,29,,-,0,,1,,1,,,-,19,,14,,27,,401,,,N,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
MASSACHUSETTS,2015,29,,-,2,,55,,63,,280,,,-,21,,40,,650,,,N,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
GEORGIA,2015,29,,N,0,,0,,,N,,N,12,,11,,22,,323,,,N,"GEORGIA
(32.839683200000024, -83.62757885599996)",
NEW HAMPSHIRE,2015,29,1,,0,,6,,14,,17,,2,,4,,8,,114,,,N,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
SOUTH DAKOTA,2015,29,,-,0,,0,,,-,1,,,-,4,,23,,162,,,N,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
OHIO,2015,29,,-,0,,1,,1,,,-,51,,30,,93,,918,,,N,"OHIO
(40.060212455000055, -82.40425667899996)",
DELAWARE,2015,29,,-,0,,1,,,-,,-,3,,2,,5,,64,,,N,"DELAWARE
(39.00883389200004, -75.57773597599999)",
CONNECTICUT,2015,29,,-,1,,34,,25,,114,,1,,12,,26,,381,,,N,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
MONTANA,2015,29,,-,0,,0,,,-,,-,3,,7,,14,,180,,,N,"MONTANA
(47.06652795700006, -109.42441587999997)",
MARYLAND,2015,29,,-,0,,1,,,-,,-,19,,12,,31,,424,,,N,"MARYLAND
(39.290582950000044, -76.60925984299996)",
IOWA,2015,29,,N,0,,0,,,N,,N,6,,9,,46,,352,,,N,"IOWA
(42.469401411000035, -93.81648725599996)",
MISSOURI,2015,29,,N,0,,0,,,N,,N,,-,0,,17,,88,,,N,"MISSOURI
(38.63579147100006, -92.56629944499997)",
RHODE ISLAND,2015,29,6,,1,,18,,32,,39,,11,,1,,21,,104,,,N,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
NEW MEXICO,2015,29,,N,0,,0,,,N,,N,,-,7,,14,,191,,,N,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
NEBRASKA,2015,29,,-,0,,0,,,-,,-,17,,8,,25,,275,,,N,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
NORTH CAROLINA,2015,29,,N,0,,0,,,N,,N,48,,20,,71,,571,,,N,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
TEXAS,2015,29,,-,0,,1,,1,,,-,,-,42,,86,,1102,,,N,"TEXAS
(31.827240467000024, -99.42676785299994)",
IDAHO,2015,29,,N,0,,0,,,N,,N,8,,6,,18,,197,,,N,"IDAHO
(43.68263174800006, -114.36372693399994)",
COLORADO,2015,29,,N,0,,0,,,N,,N,1,,0,,15,,76,,,N,"COLORADO
(38.84384342200008, -106.13360911499996)",
WASHINGTON,2015,29,,-,0,,4,,,-,,-,10,,19,,73,,652,,,N,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
NORTH DAKOTA,2015,29,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
HAWAII,2015,29,,N,0,,0,,,N,,N,,-,8,,28,,303,,,N,"HAWAII
(21.30485232600006, -157.85774798099996)",
PENNSYLVANIA,2015,29,,N,0,,0,,,N,,N,41,,37,,76,,1183,,,N,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
SOUTH CAROLINA,2015,29,,-,0,,2,,1,,,-,10,,5,,14,,162,,,N,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
MISSISSIPPI,2015,29,,N,0,,0,,,N,,N,1,,2,,7,,79,,,N,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
UTAH,2015,29,,-,0,,0,,,-,,-,,-,5,,21,,163,,,N,"UTAH
(39.36070123200005, -111.58712831499997)",
FLORIDA,2015,29,,N,0,,0,,,N,,N,77,,71,,106,,2069,,,N,"FLORIDA
(28.932042722000062, -81.92895768899996)",
MAINE,2015,29,5,,0,,5,,14,,12,,7,,3,,8,,99,,,N,"MAINE
(45.25422910300006, -68.98502586699993)",
MICHIGAN,2015,29,,-,0,,1,,2,,,-,12,,21,,40,,600,,,N,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
WISCONSIN,2015,29,,-,0,,4,,11,,22,,13,,22,,41,,637,,,N,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
NEW YORK,2015,29,20,,2,,54,,59,,49,,,-,0,,0,,,-,,N,"NEW YORK
(42.82700376100007, -75.54396609999998)",
OKLAHOMA,2015,29,,N,0,,0,,,N,,N,32,,11,,59,,425,,,N,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
NEVADA,2015,29,,N,0,,0,,,N,,N,,-,2,,5,,71,,,N,"NEVADA
(39.49324221300003, -117.07183885899997)",
CALIFORNIA,2015,29,,-,0,,1,,1,,1,,,-,111,,148,,3054,,,N,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
GUAM,2015,29,,-,0,,0,,,-,,-,,-,,-,,-,,-,,N,"GUAM
(13.480998894000038, 144.73149801400007)",
OREGON,2015,29,,-,0,,1,,2,,,-,10,,15,,33,,482,,,N,"OREGON
(44.56745049300008, -120.15502935599994)",
UNITED STATES,2015,30,31,,13,,176,,458,,834,,489,,748,,1105,,22873,,,N,,
NEW ENGLAND,2015,30,11,,7,,93,,235,,561,,45,,47,,95,,1549,,,N,,
C.N.M.I.,2015,32,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,"C.N.M.I.
",
MID. ATLANTIC,2015,30,20,,5,,73,,197,,225,,19,,96,,149,,2933,,,N,,
E.N. CENTRAL,2015,30,,-,0,,4,,16,,24,,69,,81,,158,,2608,,,N,,
W.N. CENTRAL,2015,30,,-,0,,5,,,-,20,,29,,30,,91,,1122,,,N,,
S. ATLANTIC,2015,30,,-,0,,2,,2,,1,,152,,147,,242,,4742,,,N,,
DIST. OF COL.,2015,30,,N,0,,0,,,N,,N,,-,0,,1,,2,,,N,"DIST. OF COL.
",
E.S. CENTRAL,2015,30,,-,0,,1,,4,,,-,25,,44,,62,,1225,,,N,,
W.S. CENTRAL,2015,30,,-,0,,1,,1,,1,,52,,62,,177,,2110,,,N,,
MOUNTAIN,2015,30,,-,0,,0,,,-,,-,45,,58,,98,,1834,,,N,,
PACIFIC,2015,30,,-,0,,4,,3,,2,,53,,156,,239,,4750,,,N,,
AMER. SAMOA,2015,30,,U,,-,,-,,U,,U,,-,,-,,-,,-,,N,"AMER. SAMOA
",
C.N.M.I.,2015,30,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,"C.N.M.I.
",
VIRGIN ISL.,2015,30,,N,0,,0,,,N,,N,,-,0,,0,,,-,,N,"VIRGIN ISL.
",
WISCONSIN,2015,30,,-,0,,4,,13,,24,,,-,22,,41,,637,,,N,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
MASSACHUSETTS,2015,30,,-,2,,55,,129,,324,,18,,24,,42,,740,,,N,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
ARKANSAS,2015,30,,-,0,,0,,,-,,-,14,,8,,21,,251,,,N,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
FLORIDA,2015,30,,N,0,,0,,,N,,N,89,,71,,106,,2158,,,N,"FLORIDA
(28.932042722000062, -81.92895768899996)",
INDIANA,2015,30,,-,0,,0,,,-,,-,,-,12,,26,,344,,,N,"INDIANA
(39.766913353000064, -86.14995646699998)",
WYOMING,2015,30,,-,0,,0,,,-,,-,2,,2,,6,,63,,,N,"WYOMING
(43.23554100600006, -108.10982701399996)",
NEW HAMPSHIRE,2015,30,,-,0,,6,,17,,23,,3,,4,,7,,120,,,N,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
MISSOURI,2015,30,,N,0,,0,,,N,,N,,-,0,,17,,88,,,N,"MISSOURI
(38.63579147100006, -92.56629944499997)",
OKLAHOMA,2015,30,,N,0,,0,,,N,,N,32,,11,,59,,457,,,N,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
MONTANA,2015,30,,-,0,,0,,,-,,-,5,,6,,14,,187,,,N,"MONTANA
(47.06652795700006, -109.42441587999997)",
MICHIGAN,2015,30,,-,0,,1,,2,,,-,13,,21,,44,,653,,,N,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
ARIZONA,2015,30,,-,0,,0,,,-,,-,26,,30,,49,,863,,,N,"ARIZONA
(34.86597351900008, -111.76380664699997)",
PENNSYLVANIA,2015,30,,N,0,,0,,,N,,N,19,,38,,81,,1250,,,N,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
SOUTH CAROLINA,2015,30,,-,0,,2,,1,,,-,9,,5,,14,,172,,,N,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
WASHINGTON,2015,30,,-,0,,4,,,-,,-,31,,18,,73,,682,,,N,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
OHIO,2015,30,,-,0,,1,,1,,,-,56,,30,,93,,974,,,N,"OHIO
(40.060212455000055, -82.40425667899996)",
ALABAMA,2015,30,,-,0,,1,,3,,,-,10,,10,,22,,295,,,N,"ALABAMA
(32.84057234800002, -86.63185738799996)",
MINNESOTA,2015,30,,-,0,,5,,,-,19,,,-,0,,1,,1,,,N,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
GUAM,2015,30,,-,0,,0,,,-,,-,,-,,-,,-,,-,,N,"GUAM
(13.480998894000038, 144.73149801400007)",
SOUTH DAKOTA,2015,30,,-,0,,0,,,-,1,,1,,5,,23,,192,,,N,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
ILLINOIS,2015,30,,-,0,,1,,,-,,-,,U,0,,0,,,U,,U,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
NEVADA,2015,30,,N,0,,0,,,N,,N,,-,2,,5,,71,,,N,"NEVADA
(39.49324221300003, -117.07183885899997)",
VERMONT,2015,30,,-,0,,3,,3,,1,,,-,2,,9,,79,,,N,"VERMONT
(43.62538389600007, -72.51763667599994)",
CALIFORNIA,2015,30,,-,0,,1,,1,,2,,,-,114,,153,,3191,,,N,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
PUERTO RICO,2015,30,,N,0,,0,,,N,,N,,-,0,,2,,11,,,N,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
NORTH CAROLINA,2015,30,,N,0,,0,,,N,,N,10,,20,,71,,594,,,N,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
NEW YORK CITY,2015,30,,-,0,,9,,17,,25,,,-,32,,49,,899,,,N,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
MAINE,2015,30,3,,0,,6,,18,,17,,5,,3,,8,,106,,,N,"MAINE
(45.25422910300006, -68.98502586699993)",
UTAH,2015,30,,-,0,,0,,,-,,-,,-,5,,21,,164,,,N,"UTAH
(39.36070123200005, -111.58712831499997)",
IDAHO,2015,30,,N,0,,0,,,N,,N,12,,6,,18,,210,,,N,"IDAHO
(43.68263174800006, -114.36372693399994)",
TENNESSEE,2015,30,,-,0,,1,,1,,,-,8,,15,,28,,425,,,N,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
NEW YORK,2015,30,20,,3,,54,,89,,81,,,-,0,,0,,,-,,N,"NEW YORK
(42.82700376100007, -75.54396609999998)",
OREGON,2015,30,,-,0,,1,,2,,,-,13,,16,,30,,509,,,N,"OREGON
(44.56745049300008, -120.15502935599994)",
NEBRASKA,2015,30,,-,0,,0,,,-,,-,19,,8,,25,,296,,,N,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
NEW JERSEY,2015,30,,-,1,,15,,91,,119,,,-,28,,46,,784,,,N,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
IOWA,2015,30,,N,0,,0,,,N,,N,9,,10,,46,,391,,,N,"IOWA
(42.469401411000035, -93.81648725599996)",
KENTUCKY,2015,30,,N,0,,0,,,N,,N,7,,14,,24,,426,,,N,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
LOUISIANA,2015,30,,-,0,,0,,,-,,-,6,,10,,22,,300,,,N,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
MISSISSIPPI,2015,30,,N,0,,0,,,N,,N,,-,2,,7,,79,,,N,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
WEST VIRGINIA,2015,30,,-,0,,0,,,-,,-,1,,5,,10,,149,,,N,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
VIRGINIA,2015,30,,N,0,,0,,,N,,N,16,,27,,50,,815,,,N,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
NEW MEXICO,2015,30,,N,0,,0,,,N,,N,,-,7,,15,,200,,,N,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
GEORGIA,2015,30,,N,0,,0,,,N,,N,12,,11,,22,,344,,,N,"GEORGIA
(32.839683200000024, -83.62757885599996)",
NORTH DAKOTA,2015,30,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
DELAWARE,2015,30,,-,0,,1,,1,,1,,1,,2,,5,,68,,,N,"DELAWARE
(39.00883389200004, -75.57773597599999)",
MARYLAND,2015,30,,-,0,,1,,,-,,-,14,,12,,31,,440,,,N,"MARYLAND
(39.290582950000044, -76.60925984299996)",
TEXAS,2015,30,,-,0,,1,,1,,1,,,-,40,,86,,1102,,,N,"TEXAS
(31.827240467000024, -99.42676785299994)",
RHODE ISLAND,2015,30,8,,1,,18,,43,,48,,19,,1,,21,,123,,,N,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
KANSAS,2015,30,,N,0,,0,,,N,,N,,-,5,,12,,154,,,N,"KANSAS
(38.347742794000055, -98.20077822999997)",
CONNECTICUT,2015,30,,-,1,,14,,25,,148,,,-,12,,26,,381,,,N,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
HAWAII,2015,30,,N,0,,0,,,N,,N,7,,8,,28,,330,,,N,"HAWAII
(21.30485232600006, -157.85774798099996)",
COLORADO,2015,30,,N,0,,0,,,N,,N,,-,0,,15,,76,,,N,"COLORADO
(38.84384342200008, -106.13360911499996)",
ALASKA,2015,30,,N,0,,0,,,N,,N,2,,1,,4,,38,,,N,"ALASKA
(64.84507799500005, -147.72205958799998)",
UNITED STATES,2015,31,45,,13,,120,,578,,1010,,527,,761,,1109,,24035,,,N,,
NEW ENGLAND,2015,31,8,,7,,64,,287,,654,,19,,47,,99,,1635,,,N,,
MID. ATLANTIC,2015,31,37,,5,,46,,264,,298,,84,,96,,149,,3049,,,N,,
NEW YORK CITY,2015,31,5,,0,,9,,22,,31,,31,,31,,49,,930,,,N,"NEW YORK CITY
",
E.N. CENTRAL,2015,31,,-,0,,4,,16,,27,,76,,83,,167,,2739,,,N,,
W.N. CENTRAL,2015,31,,-,0,,4,,1,,25,,11,,31,,91,,1159,,,N,,
S. ATLANTIC,2015,31,,-,0,,1,,2,,3,,182,,152,,254,,5049,,,N,,
DIST. OF COL.,2015,31,,N,0,,0,,,N,,N,,-,0,,1,,3,,,N,"DIST. OF COL.
",
E.S. CENTRAL,2015,31,,-,0,,1,,4,,,-,25,,43,,65,,1283,,,N,,
W.S. CENTRAL,2015,31,,-,0,,1,,1,,1,,39,,61,,177,,2148,,,N,,
MOUNTAIN,2015,31,,-,0,,0,,,-,,-,49,,59,,100,,1927,,,N,,
PACIFIC,2015,31,,-,0,,4,,3,,2,,42,,163,,257,,5046,,,N,,
AMER. SAMOA,2015,31,,U,,-,,-,,U,,U,,-,,-,,-,,-,,N,"AMER. SAMOA
",
C.N.M.I.,2015,31,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,"C.N.M.I.
",
VIRGIN ISL.,2015,31,,N,0,,0,,,N,,N,,-,0,,0,,,-,,N,"VIRGIN ISL.
",
RHODE ISLAND,2015,31,4,,1,,14,,47,,66,,7,,1,,21,,130,,,N,"RHODE ISLAND
(41.707447, -71.522488)",
TENNESSEE,2015,31,,-,0,,1,,1,,,-,12,,14,,28,,437,,,N,"TENNESSEE
(35.681402, -85.774444)",
NEW YORK,2015,31,32,,3,,35,,126,,135,,,-,0,,0,,,-,,N,"NEW YORK
(42.826892, -75.544286)",
IDAHO,2015,31,,N,0,,0,,,N,,N,17,,6,,18,,227,,,N,"IDAHO
(43.680635, -114.364237)",
NORTH DAKOTA,2015,31,,-,0,,1,,1,,,-,,-,0,,0,,,-,,N,"NORTH DAKOTA
(47.475879, -100.121011)",
NEVADA,2015,31,,N,0,,0,,,N,,N,,-,2,,5,,77,,,N,"NEVADA
(39.491833, -117.070159)",
FLORIDA,2015,31,,N,0,,0,,,N,,N,89,,71,,106,,2247,,,N,"FLORIDA
(28.915325, -81.922409)",
INDIANA,2015,31,,-,0,,0,,,-,,-,,-,12,,26,,346,,,N,"INDIANA
(39.76845, -86.156212)",
PUERTO RICO,2015,31,,N,0,,0,,,N,,N,,-,0,,2,,11,,,N,"PUERTO RICO
(18.215692, -66.414655)",
NORTH CAROLINA,2015,31,,N,0,,0,,,N,,N,35,,21,,71,,645,,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
VERMONT,2015,31,,-,0,,3,,3,,1,,2,,2,,9,,84,,,N,"VERMONT
(43.622479, -72.51927)",
TEXAS,2015,31,,-,0,,1,,1,,1,,,-,39,,86,,1102,,,N,"TEXAS
(31.827233, -99.423022)",
OREGON,2015,31,,-,0,,1,,2,,,-,13,,18,,31,,536,,,N,"OREGON
(44.567912, -120.156945)",
UTAH,2015,31,,-,0,,0,,,-,,-,,-,5,,21,,171,,,N,"UTAH
(39.359772, -111.584173)",
NEW MEXICO,2015,31,,N,0,,0,,,N,,N,,-,7,,17,,214,,,N,"NEW MEXICO
(34.520396, -106.244402)",
COLORADO,2015,31,,N,0,,0,,,N,,N,,-,0,,15,,76,,,N,"COLORADO
(38.841772, -106.132562)",
MAINE,2015,31,4,,0,,6,,23,,18,,5,,4,,8,,112,,,N,"MAINE
(45.252223, -68.986647)",
NEBRASKA,2015,31,,-,0,,0,,,-,,-,10,,9,,25,,307,,,N,"NEBRASKA
(41.640503, -99.367122)",
MICHIGAN,2015,31,,-,0,,1,,2,,1,,14,,21,,44,,683,,,N,"MICHIGAN
(44.66399, -84.711206)",
GEORGIA,2015,31,,N,0,,0,,,N,,N,6,,13,,26,,421,,,N,"GEORGIA
(32.836038, -83.631709)",
ARIZONA,2015,31,,-,0,,0,,,-,,-,25,,30,,51,,897,,,N,"ARIZONA
(34.869712, -111.760902)",
CALIFORNIA,2015,31,,-,0,,1,,1,,2,,9,,116,,157,,3431,,,N,"CALIFORNIA
(37.640735, -121.002435)",
HAWAII,2015,31,,N,0,,0,,,N,,N,7,,9,,28,,346,,,N,"HAWAII
(21.30992, -157.858158)",
KENTUCKY,2015,31,,N,0,,0,,,N,,N,6,,14,,24,,442,,,N,"KENTUCKY
(37.64591, -84.774043)",
WEST VIRGINIA,2015,31,,-,0,,0,,,-,,-,2,,6,,11,,165,,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
LOUISIANA,2015,31,,-,0,,0,,,-,,-,,-,10,,22,,300,,,N,"LOUISIANA
(31.31111, -92.445)",
DELAWARE,2015,31,,-,0,,1,,1,,1,,3,,2,,5,,71,,,N,"DELAWARE
(39.008676, -75.574561)",
