Reporting Area,MMWR Year,MMWR Week,"Lyme disease, Current week","Lyme disease, Current week, flag","Lyme disease, Previous 52 weeks Med","Lyme disease, Previous 52 weeks Med, flag","Lyme disease, Previous 52 weeks Max","Lyme disease, Previous 52 weeks Max, flag","Lyme disease, Cum 2016","Lyme disease, Cum 2016, flag","Lyme disease, Cum 2015","Lyme disease, Cum 2015, flag","Malaria, Current week","Malaria, Current week, flag","Malaria, Previous 52 weeks Med","Malaria, Previous 52 weeks Med, flag","Malaria, Previous 52 weeks Max","Malaria, Previous 52 weeks Max, flag","Malaria, Cum 2016","Malaria, Cum 2016, flag","Malaria, Cum 2015","Malaria, Cum 2015, flag","Meningococcal disease, invasive, All serogroups, Current week","Meningococcal disease, invasive§, All serogroups, Current week, flag","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Med","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Med, flag","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Max","Meningococcal disease, invasive§, All serogroups, Previous 52 weeks Max, flag","Meningococcal disease, invasive§, All serogroups, Cum 2016","Meningococcal disease, invasive§, All serogroups, Cum 2016, flag","Meningococcal disease, invasive§, All serogroups, Cum 2015","Meningococcal disease, invasive§, All serogroups, Cum 2015, flag",Location 1,Location 2
GEORGIA,2016,20,,-,0,,2,,,-,,-,,-,1,,6,,11,,14,,,-,0,,3,,7,,8,,"GEORGIA
(32.836038, -83.631709)",
WISCONSIN,2016,20,,-,12,,184,,111,,234,,,-,0,,1,,3,,2,,,-,0,,1,,3,,5,,"WISCONSIN
(44.395526, -89.834513)",
TEXAS,2016,20,,-,1,,6,,6,,3,,,-,1,,8,,18,,8,,2,,0,,3,,14,,12,,"TEXAS
(31.827233, -99.423022)",
NEVADA,2016,20,,-,0,,1,,,-,1,,,-,0,,2,,,-,,-,,-,0,,0,,,-,1,,"NEVADA
(39.491833, -117.070159)",
UNITED STATES,2016,21,120,,508,,2514,,5015,,5253,,5,,24,,58,,342,,321,,2,,6,,19,,151,,187,,,
NEW ENGLAND,2016,21,,-,95,,746,,482,,1667,,,-,2,,7,,31,,19,,,-,0,,2,,10,,13,,,
MID. ATLANTIC,2016,21,97,,260,,1256,,3484,,2119,,2,,7,,16,,73,,80,,1,,0,,4,,12,,17,,,
NEW YORK CITY,2016,21,3,,14,,563,,593,,119,,2,,4,,12,,45,,34,,1,,0,,2,,4,,4,,"NEW YORK CITY
",
OKLAHOMA,2016,22,,-,0,,0,,,-,,-,,-,0,,5,,1,,2,,,-,0,,1,,1,,2,,"OKLAHOMA
(35.468494, -97.521264)",
E.N. CENTRAL,2016,21,1,,19,,247,,216,,411,,,-,2,,7,,34,,34,,,-,1,,4,,20,,28,,,
W.N. CENTRAL,2016,21,,-,16,,192,,37,,307,,,-,1,,5,,8,,24,,,-,0,,2,,4,,16,,,
S. ATLANTIC,2016,21,21,,72,,231,,712,,662,,1,,7,,17,,112,,86,,,-,1,,4,,26,,33,,,
DIST. OF COL.,2016,21,,N,0,,0,,,N,,N,,-,0,,1,,3,,4,,,-,0,,0,,,-,3,,"DIST. OF COL.
",
E.S. CENTRAL,2016,21,,-,2,,11,,37,,18,,1,,0,,4,,12,,11,,,-,0,,2,,7,,6,,,
W.S. CENTRAL,2016,21,,-,1,,6,,6,,4,,,-,2,,13,,24,,17,,,-,1,,3,,18,,20,,,
MOUNTAIN,2016,21,,-,1,,2,,8,,15,,1,,1,,6,,8,,11,,,-,0,,2,,5,,9,,,
PACIFIC,2016,21,1,,2,,24,,33,,50,,,-,2,,22,,40,,39,,1,,2,,11,,49,,45,,,
AMER. SAMOA,2016,21,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,21,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
DELAWARE,2016,21,10,,8,,31,,133,,79,,,-,0,,2,,9,,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
MISSOURI,2016,21,,-,0,,2,,,-,,-,,-,0,,3,,,-,6,,,-,0,,1,,,-,6,,"MISSOURI
(38.636168, -92.566292)",
NEW YORK,2016,21,37,,47,,231,,437,,269,,,-,1,,7,,12,,17,,,-,0,,1,,2,,4,,"NEW YORK
(42.826892, -75.544286)",
ARIZONA,2016,21,,-,0,,2,,2,,6,,1,,0,,2,,5,,3,,,-,0,,1,,1,,2,,"ARIZONA
(34.869712, -111.760902)",
PENNSYLVANIA,2016,21,57,,117,,764,,1968,,892,,,-,0,,3,,11,,12,,,-,0,,2,,4,,5,,"PENNSYLVANIA
(40.789676, -77.858055)",
MARYLAND,2016,21,3,,26,,114,,285,,277,,1,,3,,9,,52,,27,,,-,0,,1,,1,,1,,"MARYLAND
(39.290443, -76.612333)",
NEVADA,2016,21,,-,0,,1,,,-,1,,,-,0,,2,,,-,,-,,-,0,,0,,,-,1,,"NEVADA
(39.491833, -117.070159)",
ILLINOIS,2016,21,,-,3,,29,,21,,44,,,-,1,,3,,10,,15,,,-,0,,2,,7,,7,,"ILLINOIS
(40.477092, -88.993221)",
MICHIGAN,2016,21,,-,3,,11,,28,,11,,,-,0,,2,,6,,4,,,-,0,,1,,1,,3,,"MICHIGAN
(44.66399, -84.711206)",
SOUTH CAROLINA,2016,21,,-,1,,3,,17,,14,,,-,0,,1,,2,,1,,,-,0,,2,,3,,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
TENNESSEE,2016,21,,-,0,,4,,7,,1,,1,,0,,2,,5,,4,,,-,0,,1,,3,,1,,"TENNESSEE
(35.681402, -85.774444)",
WISCONSIN,2016,21,1,,13,,184,,137,,309,,,-,0,,1,,3,,2,,,-,0,,1,,3,,5,,"WISCONSIN
(44.395526, -89.834513)",
INDIANA,2016,21,,-,1,,17,,6,,29,,,-,0,,2,,3,,3,,,-,0,,2,,5,,3,,"INDIANA
(39.76845, -86.156212)",
MONTANA,2016,21,,-,0,,1,,1,,,-,,-,0,,1,,3,,1,,,-,0,,1,,,-,,-,"MONTANA
(47.062617, -109.430168)",
MAINE,2016,21,,-,16,,79,,127,,144,,,-,0,,3,,7,,3,,,-,0,,2,,1,,1,,"MAINE
(45.252223, -68.986647)",
NEBRASKA,2016,21,,-,0,,2,,2,,1,,,-,0,,1,,1,,1,,,-,0,,1,,,-,1,,"NEBRASKA
(41.640503, -99.367122)",
OHIO,2016,21,,-,2,,18,,24,,18,,,-,1,,3,,12,,10,,,-,0,,2,,4,,10,,"OHIO
(40.056807, -82.405897)",
HAWAII,2016,21,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,,-,0,,2,,1,,2,,"HAWAII
(21.30992, -157.858158)",
NORTH CAROLINA,2016,21,,-,2,,56,,33,,43,,,-,0,,6,,9,,8,,,-,0,,1,,1,,3,,"NORTH CAROLINA
(35.47995, -79.180571)",
OKLAHOMA,2016,21,,-,0,,0,,,-,,-,,-,0,,5,,1,,2,,,-,0,,1,,1,,2,,"OKLAHOMA
(35.468494, -97.521264)",
UTAH,2016,21,,-,0,,1,,1,,2,,,-,0,,2,,,-,2,,,-,0,,1,,2,,1,,"UTAH
(39.359772, -111.584173)",
NORTH DAKOTA,2016,21,,-,0,,4,,,-,5,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
FLORIDA,2016,21,3,,3,,15,,37,,30,,,-,1,,3,,12,,14,,,-,0,,2,,7,,13,,"FLORIDA
(28.915325, -81.922409)",
WYOMING,2016,21,,-,0,,0,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,"WYOMING
(43.23558, -108.110518)",
GUAM,2016,21,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
KENTUCKY,2016,21,,-,1,,6,,9,,8,,,-,0,,1,,1,,3,,,-,0,,1,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
PUERTO RICO,2016,21,,N,0,,0,,,N,,N,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
TEXAS,2016,21,,-,1,,6,,6,,3,,,-,1,,8,,18,,10,,,-,0,,3,,14,,12,,"TEXAS
(31.827233, -99.423022)",
SOUTH DAKOTA,2016,21,,-,0,,1,,2,,1,,,-,0,,1,,3,,2,,,-,0,,1,,1,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
LOUISIANA,2016,21,,-,0,,1,,,-,1,,,-,0,,2,,4,,3,,,-,0,,1,,2,,4,,"LOUISIANA
(31.2931, -92.463284)",
NEW MEXICO,2016,21,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,1,,1,,"NEW MEXICO
(34.520396, -106.244402)",
OREGON,2016,21,,-,1,,3,,19,,13,,,-,0,,2,,7,,7,,1,,0,,3,,8,,14,,"OREGON
(44.567912, -120.156945)",
VIRGINIA,2016,21,5,,24,,120,,174,,185,,,-,1,,5,,13,,17,,,-,0,,2,,6,,5,,"VIRGINIA
(37.542699, -78.45822)",
MISSISSIPPI,2016,21,,-,0,,1,,,-,,-,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
RHODE ISLAND,2016,21,,-,11,,77,,136,,110,,,-,0,,3,,2,,1,,,-,0,,1,,,-,2,,"RHODE ISLAND
(41.707447, -71.522488)",
NEW JERSEY,2016,21,,-,51,,372,,486,,839,,,-,1,,5,,5,,17,,,-,0,,2,,2,,4,,"NEW JERSEY
(40.104655, -74.386686)",
IOWA,2016,21,,-,2,,28,,25,,57,,,-,0,,2,,3,,4,,,-,0,,1,,2,,4,,"IOWA
(42.46942, -93.815856)",
WASHINGTON,2016,21,,-,0,,24,,1,,,-,,-,0,,21,,14,,,-,,-,0,,10,,7,,,-,"WASHINGTON
(47.517368, -120.467672)",
IDAHO,2016,21,,-,0,,2,,4,,5,,,-,0,,2,,,-,,-,,-,0,,0,,,-,,-,"IDAHO
(43.680635, -114.364237)",
ALASKA,2016,21,1,,0,,2,,4,,3,,,-,0,,2,,2,,1,,,-,0,,2,,3,,2,,"ALASKA
(64.836661, -147.738891)",
VERMONT,2016,21,,-,8,,59,,29,,74,,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,"VERMONT
(43.622479, -72.51927)",
COLORADO,2016,21,,-,0,,0,,,-,,-,,-,0,,5,,,-,4,,,-,0,,1,,1,,3,,"COLORADO
(38.841772, -106.132562)",
GEORGIA,2016,21,,-,0,,2,,,-,,-,,-,1,,6,,11,,15,,,-,0,,3,,8,,8,,"GEORGIA
(32.836038, -83.631709)",
KANSAS,2016,21,,-,0,,3,,8,,5,,,-,0,,1,,1,,2,,,-,0,,1,,1,,2,,"KANSAS
(38.345528, -98.201847)",
ARKANSAS,2016,21,,-,0,,0,,,-,,-,,-,0,,2,,1,,2,,,-,0,,1,,1,,2,,"ARKANSAS
(34.748745, -92.275105)",
MINNESOTA,2016,21,,-,14,,163,,,-,238,,,-,0,,4,,,-,8,,,-,0,,1,,,-,3,,"MINNESOTA
(44.943719, -93.094281)",
CALIFORNIA,2016,21,,-,1,,12,,9,,34,,,-,2,,6,,17,,31,,,-,1,,5,,30,,27,,"CALIFORNIA
(37.640735, -121.002435)",
MASSACHUSETTS,2016,21,,-,25,,416,,9,,739,,,-,1,,4,,16,,13,,,-,0,,2,,7,,6,,"MASSACHUSETTS
(42.268546, -72.085064)",
CONNECTICUT,2016,21,,-,22,,186,,151,,423,,,-,0,,2,,1,,2,,,-,0,,1,,2,,3,,"CONNECTICUT
(41.544654, -72.651713)",
WEST VIRGINIA,2016,21,,-,3,,24,,33,,34,,,-,0,,1,,1,,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
ALABAMA,2016,21,,-,0,,3,,21,,9,,,-,0,,2,,4,,4,,,-,0,,1,,3,,4,,"ALABAMA
(32.839182, -86.631125)",
NEW HAMPSHIRE,2016,21,,-,1,,63,,30,,177,,,-,0,,3,,4,,,-,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
UNITED STATES,2016,22,78,,456,,2510,,5275,,6208,,10,,24,,58,,369,,345,,3,,6,,19,,162,,195,,,
NEW ENGLAND,2016,22,1,,89,,746,,502,,1964,,1,,2,,7,,34,,19,,,-,0,,2,,10,,13,,,
MID. ATLANTIC,2016,22,55,,245,,1250,,3614,,2458,,3,,7,,16,,77,,89,,1,,0,,4,,14,,17,,,
NEW YORK CITY,2016,22,1,,14,,563,,594,,136,,2,,3,,12,,47,,40,,,-,0,,2,,4,,4,,"NEW YORK CITY
",
E.N. CENTRAL,2016,22,1,,22,,247,,258,,525,,1,,2,,7,,41,,36,,,-,1,,4,,20,,31,,,
W.N. CENTRAL,2016,22,,-,13,,192,,39,,410,,,-,1,,5,,8,,26,,,-,0,,2,,4,,17,,,
S. ATLANTIC,2016,22,20,,71,,231,,771,,756,,3,,7,,17,,116,,90,,1,,1,,4,,29,,34,,,
DIST. OF COL.,2016,22,,N,0,,0,,,N,,N,,-,0,,2,,3,,5,,,-,0,,0,,,-,3,,"DIST. OF COL.
",
E.S. CENTRAL,2016,22,1,,2,,11,,41,,23,,,-,0,,4,,12,,11,,,-,0,,2,,7,,6,,,
W.S. CENTRAL,2016,22,,-,1,,6,,8,,4,,,-,2,,13,,25,,19,,,-,1,,3,,18,,21,,,
MOUNTAIN,2016,22,,-,1,,2,,9,,15,,1,,1,,6,,9,,14,,,-,0,,2,,6,,9,,,
PACIFIC,2016,22,,-,2,,24,,33,,53,,1,,2,,22,,47,,41,,1,,2,,11,,54,,47,,,
AMER. SAMOA,2016,22,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,22,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
SOUTH CAROLINA,2016,22,,-,1,,3,,17,,15,,,-,0,,1,,2,,1,,,-,0,,2,,3,,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEW MEXICO,2016,22,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,1,,1,,"NEW MEXICO
(34.520396, -106.244402)",
WEST VIRGINIA,2016,22,1,,3,,24,,38,,41,,,-,0,,1,,1,,,-,,-,0,,1,,,-,,-,"WEST VIRGINIA
(38.668501, -80.709421)",
UTAH,2016,22,,-,0,,1,,1,,2,,,-,0,,2,,,-,2,,,-,0,,1,,2,,1,,"UTAH
(39.359772, -111.584173)",
MASSACHUSETTS,2016,22,,-,25,,416,,12,,883,,,-,1,,4,,16,,13,,,-,0,,2,,7,,6,,"MASSACHUSETTS
(42.268546, -72.085064)",
WISCONSIN,2016,22,,-,17,,184,,175,,394,,,-,0,,1,,4,,2,,,-,0,,1,,3,,6,,"WISCONSIN
(44.395526, -89.834513)",
TENNESSEE,2016,22,,-,0,,4,,9,,2,,,-,0,,2,,5,,4,,,-,0,,1,,3,,1,,"TENNESSEE
(35.681402, -85.774444)",
ILLINOIS,2016,22,,-,2,,29,,21,,61,,,-,1,,3,,12,,16,,,-,0,,2,,7,,9,,"ILLINOIS
(40.477092, -88.993221)",
LOUISIANA,2016,22,,-,0,,1,,,-,1,,,-,0,,2,,4,,4,,,-,0,,1,,2,,5,,"LOUISIANA
(31.2931, -92.463284)",
KANSAS,2016,22,,-,0,,3,,8,,6,,,-,0,,1,,1,,2,,,-,0,,1,,1,,3,,"KANSAS
(38.345528, -98.201847)",
PENNSYLVANIA,2016,22,54,,117,,764,,2096,,1002,,1,,0,,3,,12,,13,,1,,0,,2,,6,,5,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW HAMPSHIRE,2016,22,,-,1,,63,,30,,212,,,-,0,,3,,4,,,-,,-,0,,1,,,-,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
CONNECTICUT,2016,22,,-,20,,186,,159,,491,,,-,0,,2,,1,,2,,,-,0,,1,,2,,3,,"CONNECTICUT
(41.544654, -72.651713)",
ARKANSAS,2016,22,,-,0,,0,,,-,,-,,-,0,,2,,1,,2,,,-,0,,1,,1,,2,,"ARKANSAS
(34.748745, -92.275105)",
NEW YORK,2016,22,,-,43,,227,,437,,287,,,-,1,,7,,12,,18,,,-,0,,1,,2,,4,,"NEW YORK
(42.826892, -75.544286)",
MARYLAND,2016,22,,-,25,,114,,293,,316,,,-,3,,9,,52,,27,,,-,0,,1,,1,,1,,"MARYLAND
(39.290443, -76.612333)",
ALABAMA,2016,22,,-,0,,3,,22,,10,,,-,0,,2,,4,,4,,,-,0,,1,,3,,4,,"ALABAMA
(32.839182, -86.631125)",
MISSISSIPPI,2016,22,,-,0,,1,,,-,,-,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,"MISSISSIPPI
(32.738663, -89.537312)",
FLORIDA,2016,22,1,,3,,15,,38,,32,,1,,1,,3,,13,,14,,,-,0,,2,,7,,13,,"FLORIDA
(28.915325, -81.922409)",
IOWA,2016,22,,-,2,,28,,28,,79,,,-,0,,2,,3,,4,,,-,0,,1,,2,,4,,"IOWA
(42.46942, -93.815856)",
NORTH CAROLINA,2016,22,,-,1,,56,,33,,50,,,-,0,,6,,9,,9,,,-,0,,1,,1,,4,,"NORTH CAROLINA
(35.47995, -79.180571)",
COLORADO,2016,22,,-,0,,0,,,-,,-,,-,0,,5,,,-,5,,,-,0,,1,,1,,3,,"COLORADO
(38.841772, -106.132562)",
KENTUCKY,2016,22,1,,1,,6,,10,,11,,,-,0,,1,,1,,3,,,-,0,,1,,1,,1,,"KENTUCKY
(37.64591, -84.774043)",
HAWAII,2016,22,,N,0,,0,,,N,,N,,-,0,,1,,,-,,-,,-,0,,2,,1,,2,,"HAWAII
(21.30992, -157.858158)",
WASHINGTON,2016,22,,-,0,,24,,1,,,-,1,,0,,21,,15,,,-,,-,0,,10,,7,,,-,"WASHINGTON
(47.517368, -120.467672)",
WYOMING,2016,22,,-,0,,0,,,-,1,,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,"WYOMING
(43.23558, -108.110518)",
VERMONT,2016,22,,-,8,,59,,29,,86,,,-,0,,2,,3,,,-,,-,0,,0,,,-,1,,"VERMONT
(43.622479, -72.51927)",
CALIFORNIA,2016,22,,-,1,,12,,8,,37,,,-,2,,6,,23,,33,,1,,1,,5,,34,,29,,"CALIFORNIA
(37.640735, -121.002435)",
ARIZONA,2016,22,,-,0,,2,,3,,6,,1,,0,,2,,6,,5,,,-,0,,1,,1,,2,,"ARIZONA
(34.869712, -111.760902)",
VIRGINIA,2016,22,14,,24,,120,,213,,215,,2,,1,,5,,15,,19,,1,,0,,2,,7,,5,,"VIRGINIA
(37.542699, -78.45822)",
NORTH DAKOTA,2016,22,,-,0,,4,,,-,5,,,-,0,,1,,,-,1,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
MONTANA,2016,22,,-,0,,1,,1,,,-,,-,0,,1,,3,,1,,,-,0,,1,,,-,,-,"MONTANA
(47.062617, -109.430168)",
MINNESOTA,2016,22,,-,9,,163,,,-,317,,,-,0,,4,,,-,10,,,-,0,,1,,,-,3,,"MINNESOTA
(44.943719, -93.094281)",
RHODE ISLAND,2016,22,,-,11,,77,,136,,126,,,-,0,,3,,2,,1,,,-,0,,1,,,-,2,,"RHODE ISLAND
(41.707447, -71.522488)",
ALASKA,2016,22,,-,0,,2,,4,,3,,,-,0,,2,,2,,1,,,-,0,,2,,3,,2,,"ALASKA
(64.836661, -147.738891)",
PUERTO RICO,2016,22,,N,0,,0,,,N,,N,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
MISSOURI,2016,22,,-,0,,2,,,-,,-,,-,0,,3,,,-,6,,,-,0,,1,,,-,6,,"MISSOURI
(38.636168, -92.566292)",
MICHIGAN,2016,22,,-,2,,11,,31,,17,,,-,0,,3,,8,,4,,,-,0,,1,,1,,3,,"MICHIGAN
(44.66399, -84.711206)",
NEBRASKA,2016,22,,-,0,,2,,1,,1,,,-,0,,1,,1,,1,,,-,0,,1,,,-,1,,"NEBRASKA
(41.640503, -99.367122)",
NEVADA,2016,22,,-,0,,1,,,-,1,,,-,0,,2,,,-,,-,,-,0,,0,,,-,1,,"NEVADA
(39.491833, -117.070159)",
SOUTH DAKOTA,2016,22,,-,0,,1,,2,,2,,,-,0,,1,,3,,2,,,-,0,,1,,1,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
DELAWARE,2016,22,4,,8,,31,,139,,87,,,-,0,,2,,9,,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
IDAHO,2016,22,,-,0,,1,,4,,5,,,-,0,,2,,,-,,-,,-,0,,1,,1,,,-,"IDAHO
(43.680635, -114.364237)",
TEXAS,2016,22,,-,1,,6,,8,,3,,,-,1,,8,,19,,11,,,-,0,,3,,14,,12,,"TEXAS
(31.827233, -99.423022)",
MAINE,2016,22,1,,15,,79,,136,,166,,1,,0,,1,,8,,3,,,-,0,,2,,1,,1,,"MAINE
(45.252223, -68.986647)",
GEORGIA,2016,22,,-,0,,2,,,-,,-,,-,1,,6,,12,,15,,,-,0,,3,,10,,8,,"GEORGIA
(32.836038, -83.631709)",
INDIANA,2016,22,,-,1,,17,,6,,33,,,-,0,,2,,4,,3,,,-,0,,2,,5,,3,,"INDIANA
(39.76845, -86.156212)",
OHIO,2016,22,1,,2,,18,,25,,20,,1,,1,,3,,13,,11,,,-,0,,2,,4,,10,,"OHIO
(40.056807, -82.405897)",
OREGON,2016,22,,-,1,,3,,20,,13,,,-,0,,2,,7,,7,,,-,0,,3,,9,,14,,"OREGON
(44.567912, -120.156945)",
NEW JERSEY,2016,22,,-,48,,372,,487,,1033,,,-,1,,5,,6,,18,,,-,0,,2,,2,,4,,"NEW JERSEY
(40.104655, -74.386686)",
UNITED STATES,2016,23,187,,461,,2510,,5878,,7412,,21,,24,,58,,414,,375,,4,,6,,19,,171,,202,,,
NEW ENGLAND,2016,23,,-,80,,746,,540,,2316,,,-,2,,7,,36,,23,,,-,0,,2,,9,,14,,,
MID. ATLANTIC,2016,23,166,,245,,1250,,4107,,2927,,5,,6,,16,,92,,100,,2,,0,,4,,16,,17,,,
NEW YORK CITY,2016,23,,-,13,,563,,594,,163,,3,,3,,12,,50,,45,,1,,0,,2,,5,,4,,"NEW YORK CITY
",
E.N. CENTRAL,2016,23,4,,20,,247,,291,,659,,5,,2,,7,,46,,38,,,-,1,,4,,21,,35,,,
W.N. CENTRAL,2016,23,,-,9,,192,,42,,525,,1,,1,,5,,10,,29,,,-,0,,2,,5,,17,,,
S. ATLANTIC,2016,23,13,,68,,231,,802,,881,,7,,7,,17,,129,,94,,,-,1,,4,,29,,35,,,
DIST. OF COL.,2016,23,,N,0,,0,,,N,,N,,-,0,,2,,3,,5,,,-,0,,0,,,-,3,,"DIST. OF COL.
",
E.S. CENTRAL,2016,23,1,,2,,11,,41,,26,,,-,0,,4,,12,,12,,,-,0,,2,,8,,6,,,
W.S. CENTRAL,2016,23,,-,1,,6,,8,,4,,3,,2,,13,,30,,19,,1,,0,,3,,19,,21,,,
MOUNTAIN,2016,23,1,,1,,2,,10,,17,,,-,1,,6,,10,,14,,1,,0,,2,,7,,9,,,
PACIFIC,2016,23,2,,2,,24,,37,,57,,,-,2,,22,,49,,46,,,-,2,,11,,57,,48,,,
AMER. SAMOA,2016,23,,N,0,,0,,,N,,N,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,23,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,23,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
INDIANA,2016,23,,-,1,,17,,6,,42,,,-,0,,2,,4,,3,,,-,0,,2,,5,,3,,"INDIANA
(39.76845, -86.156212)",
OKLAHOMA,2016,23,,-,0,,0,,,-,,-,,-,0,,5,,1,,2,,1,,0,,1,,2,,2,,"OKLAHOMA
(35.468494, -97.521264)",
MASSACHUSETTS,2016,23,,-,22,,416,,16,,1064,,,-,1,,4,,18,,15,,,-,0,,2,,7,,7,,"MASSACHUSETTS
(42.268546, -72.085064)",
CONNECTICUT,2016,23,,-,21,,186,,193,,584,,,-,0,,2,,1,,4,,,-,0,,1,,1,,3,,"CONNECTICUT
(41.544654, -72.651713)",
TENNESSEE,2016,23,1,,0,,4,,9,,2,,,-,0,,2,,5,,4,,,-,0,,1,,3,,1,,"TENNESSEE
(35.681402, -85.774444)",
MICHIGAN,2016,23,,-,2,,11,,33,,19,,1,,0,,3,,9,,4,,,-,0,,1,,2,,4,,"MICHIGAN
(44.66399, -84.711206)",
PUERTO RICO,2016,23,,N,0,,0,,,N,,N,,-,0,,5,,,-,,-,,-,0,,0,,,-,,-,"PUERTO RICO
(18.215692, -66.414655)",
SOUTH CAROLINA,2016,23,,-,1,,3,,17,,16,,,-,0,,1,,2,,1,,,-,0,,2,,3,,,-,"SOUTH CAROLINA
(34.009286, -81.037094)",
PENNSYLVANIA,2016,23,95,,125,,764,,2324,,1201,,,-,0,,3,,13,,15,,,-,0,,2,,6,,5,,"PENNSYLVANIA
(40.789676, -77.858055)",
MAINE,2016,23,,-,14,,79,,136,,185,,,-,0,,1,,8,,3,,,-,0,,2,,1,,1,,"MAINE
(45.252223, -68.986647)",
SOUTH DAKOTA,2016,23,,-,0,,1,,2,,2,,,-,0,,1,,3,,2,,,-,0,,1,,1,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
GEORGIA,2016,23,,-,0,,2,,,-,2,,1,,1,,6,,18,,16,,,-,0,,3,,10,,8,,"GEORGIA
(32.836038, -83.631709)",
NORTH CAROLINA,2016,23,,-,1,,56,,33,,50,,,-,0,,6,,9,,9,,,-,0,,1,,1,,4,,"NORTH CAROLINA
(35.47995, -79.180571)",
NEW MEXICO,2016,23,,-,0,,0,,,-,,-,,-,0,,1,,,-,1,,,-,0,,1,,1,,1,,"NEW MEXICO
(34.520396, -106.244402)",
ILLINOIS,2016,23,,-,2,,29,,21,,80,,,-,1,,3,,12,,18,,,-,0,,2,,7,,11,,"ILLINOIS
(40.477092, -88.993221)",
DELAWARE,2016,23,2,,8,,31,,147,,106,,,-,0,,2,,9,,,-,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
ALABAMA,2016,23,,-,0,,3,,22,,11,,,-,0,,2,,4,,4,,,-,0,,1,,4,,4,,"ALABAMA
(32.839182, -86.631125)",
FLORIDA,2016,23,3,,3,,15,,40,,33,,4,,1,,3,,17,,15,,,-,0,,2,,7,,14,,"FLORIDA
(28.915325, -81.922409)",
IDAHO,2016,23,1,,0,,1,,5,,5,,,-,0,,2,,,-,,-,,-,0,,1,,1,,,-,"IDAHO
(43.680635, -114.364237)",
KANSAS,2016,23,,-,0,,3,,8,,8,,1,,0,,1,,2,,2,,,-,0,,1,,1,,3,,"KANSAS
(38.345528, -98.201847)",
VIRGINIA,2016,23,8,,24,,120,,234,,257,,2,,1,,5,,18,,20,,,-,0,,2,,7,,5,,"VIRGINIA
(37.542699, -78.45822)",
