Reporting Area,MMWR Year,MMWR Week,"Rubella, Current week","Rubella, Current week, flag","Rubella, Previous 52 weeks Med","Rubella, Previous 52 weeks Med, flag","Rubella, Previous 52 weeks Max","Rubella, Previous 52 weeks Max, flag","Rubella, Cum 2015","Rubella, Cum 2015, flag","Rubella, Cum 2014","Rubella, Cum 2014, flag","Rubella, congenital syndrome, Current week","Rubella, congenital syndrome, Current week, flag","Rubella, congenital syndrome, Previous 52 weeks Med","Rubella, congenital syndrome, Previous 52 weeks Med, flag","Rubella, congenital syndrome, Previous 52 weeks Max","Rubella, congenital syndrome, Previous 52 weeks Max, flag","Rubella, congenital syndrome, Cum 2015","Rubella, congenital syndrome, Cum 2015, flag","Rubella, congenital syndrome, Cum 2014","Rubella, congenital syndrome, Cum 2014, flag","Salmonellosis, Current week","Salmonellosis, Current week, flag","Salmonellosis, Previous 52 weeks Med","Salmonellosis, Previous 52 weeks Med, flag","Salmonellosis, Previous 52 weeks Max","Salmonellosis, Previous 52 weeks Max, flag","Salmonellosis, Cum 2015","Salmonellosis, Cum 2015, flag","Salmonellosis, Cum 2014","Salmonellosis, Cum 2014, flag",Location 1,Location 2
E.S. CENTRAL,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,24,,64,,136,,2565,,2900,,,
W.S. CENTRAL,2015,39,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,216,,149,,311,,5446,,5076,,,
MOUNTAIN,2015,39,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,39,,59,,175,,2712,,2168,,,
PACIFIC,2015,39,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,138,,119,,238,,5213,,5172,,,
AMER. SAMOA,2015,39,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,39,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
CALIFORNIA,2015,39,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,77,,87,,168,,3795,,4082,,"CALIFORNIA
(37.640735, -121.002435)",
MISSISSIPPI,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,19,,58,,809,,772,,"MISSISSIPPI
(32.738663, -89.537312)",
GEORGIA,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,33,,37,,91,,1596,,1689,,"GEORGIA
(32.836038, -83.631709)",
VERMONT,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,7,,60,,72,,"VERMONT
(43.622479, -72.51927)",
CONNECTICUT,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,8,,20,,360,,373,,"CONNECTICUT
(41.544654, -72.651713)",
MISSOURI,2015,39,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,24,,86,,620,,"MISSOURI
(38.636168, -92.566292)",
VIRGIN ISL.,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
(18.060868, -64.840836)",
PENNSYLVANIA,2015,39,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,12,,26,,65,,1107,,1150,,"PENNSYLVANIA
(40.789676, -77.858055)",
LOUISIANA,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,39,,22,,62,,985,,919,,"LOUISIANA
(31.31111, -92.445)",
MAINE,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,2,,8,,98,,98,,"MAINE
(45.252223, -68.986647)",
GUAM,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,13,,"GUAM
(13.3532, 144.653198)",
MICHIGAN,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,17,,26,,655,,810,,"MICHIGAN
(44.66399, -84.711206)",
SOUTH DAKOTA,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,11,,164,,135,,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEW JERSEY,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,17,,39,,660,,929,,"NEW JERSEY
(40.121601, -74.321404)",
NEBRASKA,2015,39,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,4,,5,,13,,231,,200,,"NEBRASKA
(41.640503, -99.367122)",
KANSAS,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,9,,24,,379,,324,,"KANSAS
(38.345528, -98.201847)",
MARYLAND,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,18,,16,,37,,731,,682,,"MARYLAND
(39.290443, -76.612333)",
MINNESOTA,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,19,,,-,586,,"MINNESOTA
(44.943719, -93.094281)",
KENTUCKY,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,21,,353,,481,,"KENTUCKY
(37.64591, -84.774043)",
WEST VIRGINIA,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,2,,10,,117,,148,,"WEST VIRGINIA
(38.668501, -80.709421)",
OHIO,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,29,,23,,48,,1076,,929,,"OHIO
(40.056807, -82.405897)",
UTAH,2015,39,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,1,,7,,30,,354,,291,,"UTAH
(39.359772, -111.584173)",
OKLAHOMA,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,42,,10,,61,,606,,553,,"OKLAHOMA
(35.468494, -97.521264)",
PUERTO RICO,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,N,,-,11,,26,,401,,625,,"PUERTO RICO
(18.215692, -66.414655)",
HAWAII,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,5,,11,,200,,239,,"HAWAII
(21.30992, -157.858158)",
ILLINOIS,2015,39,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,,-,32,,60,,1192,,1384,,"ILLINOIS
(40.477092, -88.993221)",
MASSACHUSETTS,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,22,,53,,903,,908,,"MASSACHUSETTS
(42.268546, -72.085064)",
MONTANA,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,3,,35,,155,,105,,"MONTANA
(47.062617, -109.430168)",
WASHINGTON,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,53,,14,,75,,760,,506,,"WASHINGTON
(47.517368, -120.467672)",
VIRGINIA,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,23,,20,,52,,866,,859,,"VIRGINIA
(37.542699, -78.45822)",
NEW YORK,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,28,,24,,49,,996,,1011,,"NEW YORK
(42.826892, -75.544286)",
IOWA,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,26,,513,,401,,"IOWA
(42.46942, -93.815856)",
COLORADO,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,9,,24,,337,,469,,"COLORADO
(38.841772, -106.132562)",
RHODE ISLAND,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,1,,14,,77,,99,,"RHODE ISLAND
(41.707447, -71.522488)",
FLORIDA,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,163,,114,,225,,4214,,4084,,"FLORIDA
(28.915325, -81.922409)",
TEXAS,2015,39,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,113,,93,,218,,3297,,3154,,"TEXAS
(31.827233, -99.423022)",
NEW HAMPSHIRE,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,11,,122,,154,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NORTH DAKOTA,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,7,,95,,71,,"NORTH DAKOTA
(47.475879, -100.121011)",
ALABAMA,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,19,,40,,760,,872,,"ALABAMA
(32.839182, -86.631125)",
IDAHO,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,4,,108,,503,,130,,"IDAHO
(43.680635, -114.364237)",
SOUTH CAROLINA,2015,39,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,9,,25,,67,,1082,,1033,,"SOUTH CAROLINA
(34.009286, -81.037094)",
ARKANSAS,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,22,,13,,34,,558,,450,,"ARKANSAS
(34.748745, -92.275105)",
NEW MEXICO,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,7,,26,,302,,247,,"NEW MEXICO
(34.520396, -106.244402)",
ALASKA,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,7,,65,,51,,"ALASKA
(64.836661, -147.738891)",
ARIZONA,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,27,,19,,48,,824,,740,,"ARIZONA
(34.869712, -111.760902)",
WYOMING,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,56,,58,,"WYOMING
(43.23558, -108.110518)",
NEVADA,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,12,,181,,128,,"NEVADA
(39.491833, -117.070159)",
DELAWARE,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,2,,11,,130,,133,,"DELAWARE
(39.008676, -75.574561)",
WISCONSIN,2015,39,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,11,,82,,407,,704,,"WISCONSIN
(44.395526, -89.834513)",
INDIANA,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,23,,427,,584,,"INDIANA
(39.76845, -86.156212)",
NORTH CAROLINA,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,51,,29,,141,,1298,,1273,,"NORTH CAROLINA
(35.47995, -79.180571)",
OREGON,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,10,,20,,393,,294,,"OREGON
(44.567912, -120.156945)",
TENNESSEE,2015,39,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,16,,34,,643,,775,,"TENNESSEE
(35.681402, -85.774444)",
UNITED STATES,2015,40,,-,0,,2,,5,,4,,,-,0,,1,,1,,1,,811,,917,,1502,,37715,,39020,,,
NEW ENGLAND,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,42,,82,,1636,,1746,,,
MID. ATLANTIC,2015,40,,-,0,,0,,,-,1,,,-,0,,1,,1,,,-,83,,88,,163,,3626,,3964,,,
NEW YORK CITY,2015,40,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,24,,16,,37,,699,,791,,"NEW YORK CITY
",
E.N. CENTRAL,2015,40,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,26,,97,,184,,3933,,4527,,,
W.N. CENTRAL,2015,40,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,1,,40,,62,,1493,,2415,,,
S. ATLANTIC,2015,40,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,358,,248,,470,,10497,,10505,,,
DIST. OF COL.,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,9,,55,,"DIST. OF COL.
",
E.S. CENTRAL,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,22,,64,,136,,2666,,2993,,,
W.S. CENTRAL,2015,40,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,164,,149,,321,,5655,,5283,,,
MOUNTAIN,2015,40,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,36,,58,,175,,2778,,2239,,,
PACIFIC,2015,40,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,116,,119,,242,,5431,,5348,,,
AMER. SAMOA,2015,40,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,40,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
WISCONSIN,2015,40,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,11,,82,,411,,721,,"WISCONSIN
(44.395526, -89.834513)",
MONTANA,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,3,,35,,163,,106,,"MONTANA
(47.062617, -109.430168)",
NEW YORK,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,30,,24,,49,,1029,,1041,,"NEW YORK
(42.826892, -75.544286)",
MICHIGAN,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,17,,28,,680,,830,,"MICHIGAN
(44.66399, -84.711206)",
OREGON,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,10,,20,,412,,304,,"OREGON
(44.567912, -120.156945)",
INDIANA,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,23,,427,,600,,"INDIANA
(39.76845, -86.156212)",
NEW JERSEY,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,17,,46,,729,,955,,"NEW JERSEY
(40.121601, -74.321404)",
HAWAII,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,11,,200,,250,,"HAWAII
(21.30992, -157.858158)",
GEORGIA,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,15,,37,,91,,1631,,1763,,"GEORGIA
(32.836038, -83.631709)",
WASHINGTON,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,39,,14,,74,,797,,525,,"WASHINGTON
(47.517368, -120.467672)",
SOUTH DAKOTA,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,11,,166,,137,,"SOUTH DAKOTA
(44.35371, -100.373709)",
ILLINOIS,2015,40,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,,-,32,,71,,1314,,1424,,"ILLINOIS
(40.477092, -88.993221)",
MARYLAND,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,26,,17,,38,,761,,698,,"MARYLAND
(39.290443, -76.612333)",
RHODE ISLAND,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,1,,14,,80,,103,,"RHODE ISLAND
(41.707447, -71.522488)",
PUERTO RICO,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,26,,410,,647,,"PUERTO RICO
(18.215692, -66.414655)",
KANSAS,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,9,,25,,392,,338,,"KANSAS
(38.345528, -98.201847)",
NEW HAMPSHIRE,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,11,,128,,156,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WYOMING,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,5,,56,,60,,"WYOMING
(43.23558, -108.110518)",
IDAHO,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,5,,108,,507,,133,,"IDAHO
(43.680635, -114.364237)",
OKLAHOMA,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,38,,10,,61,,644,,566,,"OKLAHOMA
(35.468494, -97.521264)",
MASSACHUSETTS,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,22,,53,,903,,933,,"MASSACHUSETTS
(42.268546, -72.085064)",
MISSISSIPPI,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,18,,58,,811,,806,,"MISSISSIPPI
(32.738663, -89.537312)",
COLORADO,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,9,,24,,337,,486,,"COLORADO
(38.841772, -106.132562)",
FLORIDA,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,188,,114,,207,,4404,,4309,,"FLORIDA
(28.915325, -81.922409)",
WEST VIRGINIA,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,10,,117,,157,,"WEST VIRGINIA
(38.668501, -80.709421)",
DELAWARE,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,2,,11,,134,,138,,"DELAWARE
(39.008676, -75.574561)",
VIRGINIA,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,21,,20,,53,,898,,895,,"VIRGINIA
(37.542699, -78.45822)",
MAINE,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,8,,100,,100,,"MAINE
(45.252223, -68.986647)",
TEXAS,2015,40,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,65,,93,,218,,3397,,3293,,"TEXAS
(31.827233, -99.423022)",
OHIO,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,25,,24,,48,,1101,,952,,"OHIO
(40.056807, -82.405897)",
ARIZONA,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,27,,19,,50,,861,,761,,"ARIZONA
(34.869712, -111.760902)",
ALASKA,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,7,,69,,51,,"ALASKA
(64.836661, -147.738891)",
VERMONT,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,7,,61,,73,,"VERMONT
(43.622479, -72.51927)",
IOWA,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,11,,26,,519,,416,,"IOWA
(42.46942, -93.815856)",
CALIFORNIA,2015,40,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,68,,88,,169,,3953,,4218,,"CALIFORNIA
(37.640735, -121.002435)",
LOUISIANA,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,37,,22,,62,,1031,,950,,"LOUISIANA
(31.31111, -92.445)",
KENTUCKY,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,9,,21,,390,,494,,"KENTUCKY
(37.64591, -84.774043)",
ALABAMA,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,11,,18,,40,,783,,899,,"ALABAMA
(32.839182, -86.631125)",
TENNESSEE,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,16,,34,,682,,794,,"TENNESSEE
(35.681402, -85.774444)",
NEVADA,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,12,,186,,133,,"NEVADA
(39.491833, -117.070159)",
UTAH,2015,40,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,7,,30,,357,,301,,"UTAH
(39.359772, -111.584173)",
SOUTH CAROLINA,2015,40,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,32,,25,,68,,1159,,1076,,"SOUTH CAROLINA
(34.009286, -81.037094)",
ARKANSAS,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,24,,13,,34,,583,,474,,"ARKANSAS
(34.748745, -92.275105)",
NORTH DAKOTA,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,7,,99,,72,,"NORTH DAKOTA
(47.475879, -100.121011)",
NORTH CAROLINA,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,75,,29,,98,,1384,,1414,,"NORTH CAROLINA
(35.47995, -79.180571)",
CONNECTICUT,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,8,,20,,364,,381,,"CONNECTICUT
(41.544654, -72.651713)",
MISSOURI,2015,40,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,23,,86,,644,,"MISSOURI
(38.636168, -92.566292)",
PENNSYLVANIA,2015,40,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,29,,26,,65,,1169,,1177,,"PENNSYLVANIA
(40.789676, -77.858055)",
NEW MEXICO,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,7,,27,,311,,259,,"NEW MEXICO
(34.520396, -106.244402)",
MINNESOTA,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,18,,,-,605,,"MINNESOTA
(44.943719, -93.094281)",
GUAM,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,13,,"GUAM
(13.3532, 144.653198)",
NEBRASKA,2015,40,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,5,,13,,231,,203,,"NEBRASKA
(41.640503, -99.367122)",
VIRGIN ISL.,2015,40,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
(18.060868, -64.840836)",
UNITED STATES,2015,41,,-,0,,2,,5,,4,,,-,0,,1,,1,,1,,662,,920,,1519,,39106,,40303,,,
NEW ENGLAND,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,42,,86,,1749,,1772,,,
MID. ATLANTIC,2015,41,,-,0,,0,,,-,1,,,-,0,,1,,1,,,-,59,,88,,164,,3782,,4059,,,
NEW YORK CITY,2015,41,,-,0,,0,,,-,,-,,-,0,,1,,1,,,-,13,,16,,37,,712,,816,,"NEW YORK CITY
",
E.N. CENTRAL,2015,41,,-,0,,1,,1,,,-,,-,0,,0,,,-,1,,29,,95,,186,,4053,,4693,,,
W.N. CENTRAL,2015,41,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,1,,40,,59,,1534,,2477,,,
S. ATLANTIC,2015,41,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,266,,248,,472,,10825,,10883,,,
DIST. OF COL.,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,9,,57,,"DIST. OF COL.
",
E.S. CENTRAL,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,29,,64,,136,,2785,,3096,,,
W.S. CENTRAL,2015,41,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,203,,149,,333,,5973,,5505,,,
MOUNTAIN,2015,41,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,31,,57,,176,,2841,,2318,,,
PACIFIC,2015,41,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,34,,119,,246,,5564,,5500,,,
AMER. SAMOA,2015,41,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,41,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
WASHINGTON,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,16,,15,,73,,812,,539,,"WASHINGTON
(47.517368, -120.467672)",
TENNESSEE,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,12,,16,,34,,714,,818,,"TENNESSEE
(35.681402, -85.774444)",
HAWAII,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,6,,11,,213,,258,,"HAWAII
(21.30992, -157.858158)",
MISSOURI,2015,41,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,,-,0,,23,,86,,662,,"MISSOURI
(38.636168, -92.566292)",
INDIANA,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,23,,433,,615,,"INDIANA
(39.76845, -86.156212)",
SOUTH DAKOTA,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,11,,186,,139,,"SOUTH DAKOTA
(44.35371, -100.373709)",
ARKANSAS,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,19,,13,,34,,608,,502,,"ARKANSAS
(34.748745, -92.275105)",
OHIO,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,25,,24,,48,,1126,,979,,"OHIO
(40.056807, -82.405897)",
SOUTH CAROLINA,2015,41,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,24,,25,,68,,1196,,1118,,"SOUTH CAROLINA
(34.009286, -81.037094)",
DELAWARE,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,2,,11,,139,,139,,"DELAWARE
(39.008676, -75.574561)",
CONNECTICUT,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,22,,373,,383,,"CONNECTICUT
(41.544654, -72.651713)",
NEW YORK,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,34,,24,,49,,1066,,1065,,"NEW YORK
(42.826892, -75.544286)",
NEW HAMPSHIRE,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,12,,131,,157,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MINNESOTA,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,12,,,-,623,,"MINNESOTA
(44.943719, -93.094281)",
UTAH,2015,41,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,6,,7,,30,,371,,309,,"UTAH
(39.359772, -111.584173)",
ALASKA,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,1,,7,,71,,53,,"ALASKA
(64.836661, -147.738891)",
ILLINOIS,2015,41,,-,0,,1,,,-,,-,,-,0,,0,,,-,1,,,-,33,,71,,1376,,1456,,"ILLINOIS
(40.477092, -88.993221)",
PENNSYLVANIA,2015,41,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,12,,26,,66,,1194,,1206,,"PENNSYLVANIA
(40.789676, -77.858055)",
IDAHO,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,4,,108,,513,,138,,"IDAHO
(43.680635, -114.364237)",
NEVADA,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,12,,190,,138,,"NEVADA
(39.491833, -117.070159)",
ARIZONA,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,17,,19,,52,,886,,787,,"ARIZONA
(34.869712, -111.760902)",
MONTANA,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,3,,35,,165,,111,,"MONTANA
(47.062617, -109.430168)",
MARYLAND,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,15,,17,,38,,780,,719,,"MARYLAND
(39.290443, -76.612333)",
GEORGIA,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,20,,36,,91,,1667,,1808,,"GEORGIA
(32.836038, -83.631709)",
NEBRASKA,2015,41,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,5,,13,,231,,207,,"NEBRASKA
(41.640503, -99.367122)",
CALIFORNIA,2015,41,,-,0,,0,,,-,2,,,-,0,,0,,,-,,-,12,,87,,173,,4046,,4337,,"CALIFORNIA
(37.640735, -121.002435)",
NEW JERSEY,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,18,,46,,810,,972,,"NEW JERSEY
(40.104655, -74.386686)",
OKLAHOMA,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,16,,10,,61,,659,,586,,"OKLAHOMA
(35.468494, -97.521264)",
RHODE ISLAND,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,14,,81,,107,,"RHODE ISLAND
(41.707447, -71.522488)",
MAINE,2015,41,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,2,,8,,103,,101,,"MAINE
(45.252223, -68.986647)",
