Reporting Area,MMWR Year,MMWR Week,"Chlamydia trachomatis infection, Current week","Chlamydia trachomatis infection, Current week, flag","Chlamydia trachomatis infection, Previous 52 weeks Med","Chlamydia trachomatis infection, Previous 52 weeks Med, flag","Chlamydia trachomatis infection, Previous 52 weeks Max","Chlamydia trachomatis infection, Previous 52 weeks Max, flag","Chlamydia trachomatis infection, Cum 2016","Chlamydia trachomatis infection, Cum 2016, flag","Chlamydia trachomatis infection, Cum 2015","Chlamydia trachomatis infection, Cum 2015, flag","Coccidioidomycosis, Current week","Coccidioidomycosis, Current week, flag","Coccidioidomycosis, Previous 52 weeks Med","Coccidioidomycosis, Previous 52 weeks Med, flag","Coccidioidomycosis, Previous 52 weeks Max","Coccidioidomycosis, Previous 52 weeks Max, flag","Coccidioidomycosis, Cum 2016","Coccidioidomycosis, Cum 2016, flag","Coccidioidomycosis, Cum 2015","Coccidioidomycosis, Cum 2015, flag",Location 1,Location 2
NEW ENGLAND,2016,20,518,,1043,,1450,,19586,,17719,,,-,0,,1,,1,,,-,,
MID. ATLANTIC,2016,20,2628,,3793,,5503,,84400,,71797,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2016,20,707,,1269,,2665,,34053,,24097,,,N,0,,0,,,N,,N,"NEW YORK CITY
",
E.N. CENTRAL,2016,20,652,,4335,,5133,,74917,,86189,,,-,0,,4,,18,,15,,,
W.N. CENTRAL,2016,20,415,,1713,,1973,,32990,,34913,,,-,1,,8,,36,,54,,,
S. ATLANTIC,2016,20,4184,,6041,,7463,,110627,,122807,,,-,0,,2,,3,,3,,,
DIST. OF COL.,2016,20,113,,160,,298,,3220,,2978,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,20,832,,1705,,2607,,28364,,32238,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2016,20,3485,,4060,,6707,,77363,,75473,,,-,0,,2,,4,,2,,,
MOUNTAIN,2016,20,1333,,1942,,2329,,36779,,39865,,135,,147,,283,,2569,,2209,,,
PACIFIC,2016,20,2189,,4861,,5270,,90571,,95824,,2,,70,,113,,1143,,1142,,,
AMER. SAMOA,2016,20,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,20,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,20,,-,11,,23,,29,,345,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
IDAHO,2016,20,,-,111,,210,,2295,,2090,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
GUAM,2016,20,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
MISSISSIPPI,2016,20,347,,404,,655,,7069,,3516,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
WEST VIRGINIA,2016,20,30,,94,,186,,1770,,1915,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
TEXAS,2016,20,2707,,2702,,4611,,55101,,56977,,,N,0,,0,,,N,,N,"TEXAS
(31.827233, -99.423022)",
WISCONSIN,2016,20,316,,490,,606,,10105,,9420,,,-,0,,1,,,-,5,,"WISCONSIN
(44.395526, -89.834513)",
GEORGIA,2016,20,398,,1062,,1288,,16239,,22699,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
UTAH,2016,20,93,,174,,217,,3582,,3349,,,-,0,,5,,2,,22,,"UTAH
(39.359772, -111.584173)",
COLORADO,2016,20,407,,442,,778,,8139,,9800,,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
VIRGINIA,2016,20,1241,,689,,1358,,14762,,14177,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
NORTH CAROLINA,2016,20,2,,1071,,2097,,15446,,27059,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
PUERTO RICO,2016,20,,-,91,,253,,1801,,2034,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
FLORIDA,2016,20,1149,,1792,,2249,,35304,,34013,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
KENTUCKY,2016,20,300,,296,,1462,,5502,,5569,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
MASSACHUSETTS,2016,20,284,,490,,592,,9866,,8814,,,N,0,,0,,,N,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
LOUISIANA,2016,20,591,,575,,3351,,11504,,8001,,,-,0,,1,,4,,1,,"LOUISIANA
(31.2931, -92.463284)",
CONNECTICUT,2016,20,16,,251,,484,,3722,,4677,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
NEVADA,2016,20,97,,204,,284,,3325,,4980,,,-,1,,7,,5,,32,,"NEVADA
(39.491833, -117.070159)",
CALIFORNIA,2016,20,1369,,3739,,4220,,71919,,73595,,2,,70,,113,,1139,,1140,,"CALIFORNIA
(37.640735, -121.002435)",
WASHINGTON,2016,20,460,,515,,744,,8844,,11038,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
TENNESSEE,2016,20,185,,576,,792,,10115,,12483,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
DELAWARE,2016,20,77,,93,,150,,2000,,1668,,,-,0,,1,,1,,,-,"DELAWARE
(39.008676, -75.574561)",
OKLAHOMA,2016,20,68,,395,,483,,4971,,8073,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
NEW MEXICO,2016,20,84,,235,,334,,4669,,5127,,,-,0,,2,,4,,14,,"NEW MEXICO
(34.520396, -106.244402)",
NEW HAMPSHIRE,2016,20,136,,109,,339,,2725,,139,,,-,0,,1,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
IOWA,2016,20,19,,241,,281,,4574,,4747,,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
INDIANA,2016,20,245,,589,,1223,,11938,,10606,,,N,0,,0,,,N,,N,"INDIANA
(39.76845, -86.156212)",
NEW YORK,2016,20,793,,803,,1499,,15493,,14834,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
MONTANA,2016,20,78,,83,,114,,1782,,1604,,,-,0,,1,,6,,4,,"MONTANA
(47.062617, -109.430168)",
VERMONT,2016,20,,-,36,,58,,618,,723,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
NEBRASKA,2016,20,64,,155,,246,,3107,,3143,,,-,0,,1,,4,,4,,"NEBRASKA
(41.640503, -99.367122)",
MARYLAND,2016,20,526,,563,,1033,,10037,,7981,,,-,0,,2,,2,,3,,"MARYLAND
(39.290443, -76.612333)",
MICHIGAN,2016,20,,-,881,,1182,,15770,,17745,,,-,0,,3,,9,,8,,"MICHIGAN
(44.66399, -84.711206)",
NEW JERSEY,2016,20,257,,616,,901,,12373,,12346,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
OHIO,2016,20,63,,1159,,1370,,22314,,21354,,,-,0,,4,,9,,2,,"OHIO
(40.056807, -82.405897)",
ARKANSAS,2016,20,119,,377,,684,,5787,,2422,,,-,0,,2,,,-,1,,"ARKANSAS
(34.748745, -92.275105)",
WYOMING,2016,20,23,,37,,73,,761,,781,,,-,0,,2,,,-,3,,"WYOMING
(43.23558, -108.110518)",
SOUTH DAKOTA,2016,20,3,,79,,118,,1380,,1528,,,-,0,,1,,2,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
MINNESOTA,2016,20,,-,415,,525,,6845,,8302,,,-,1,,8,,30,,40,,"MINNESOTA
(44.943719, -93.094281)",
NORTH DAKOTA,2016,20,3,,60,,89,,1130,,1260,,,-,0,,1,,,-,5,,"NORTH DAKOTA
(47.475879, -100.121011)",
RHODE ISLAND,2016,20,,-,72,,227,,1150,,1822,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
ALASKA,2016,20,,-,100,,189,,1456,,2083,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
ALABAMA,2016,20,,-,441,,1191,,5678,,10670,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
ILLINOIS,2016,20,28,,1295,,1558,,14790,,27064,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
OREGON,2016,20,352,,324,,432,,6247,,6316,,,-,0,,1,,4,,2,,"OREGON
(44.567912, -120.156945)",
HAWAII,2016,20,8,,131,,162,,2105,,2792,,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
MISSOURI,2016,20,311,,568,,687,,11565,,11451,,,-,0,,1,,,-,5,,"MISSOURI
(38.636168, -92.566292)",
SOUTH CAROLINA,2016,20,648,,576,,735,,11849,,10317,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
ARIZONA,2016,20,551,,627,,874,,12226,,12134,,135,,144,,282,,2552,,2134,,"ARIZONA
(34.869712, -111.760902)",
KANSAS,2016,20,15,,225,,297,,4389,,4482,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
PENNSYLVANIA,2016,20,871,,1094,,1477,,22481,,20520,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
MAINE,2016,20,82,,76,,119,,1505,,1544,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
UNITED STATES,2016,21,12822,,29773,,33183,,579903,,601504,,128,,216,,368,,3905,,3380,,,
NEW ENGLAND,2016,21,137,,1043,,1450,,19843,,18506,,,-,0,,1,,1,,,-,,
MID. ATLANTIC,2016,21,2385,,3819,,5505,,88039,,74792,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2016,21,605,,1270,,2665,,35262,,25118,,,N,0,,0,,,N,,N,"NEW YORK CITY
",
E.N. CENTRAL,2016,21,986,,4334,,5133,,79559,,89807,,2,,0,,4,,20,,17,,,
W.N. CENTRAL,2016,21,159,,1731,,1973,,34227,,36286,,,-,1,,8,,41,,55,,,
S. ATLANTIC,2016,21,3559,,6069,,7463,,116441,,128160,,,-,0,,2,,3,,3,,,
DIST. OF COL.,2016,21,163,,160,,298,,3384,,3098,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,21,542,,1664,,2607,,28952,,33797,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2016,21,2721,,4062,,6707,,80656,,78955,,,-,0,,2,,5,,2,,,
MOUNTAIN,2016,21,705,,1935,,2329,,37846,,41441,,126,,147,,283,,2691,,2330,,,
PACIFIC,2016,21,1628,,4867,,5267,,94340,,99760,,,-,66,,99,,1144,,973,,,
AMER. SAMOA,2016,21,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,21,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,21,,-,10,,23,,29,,355,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
WISCONSIN,2016,21,210,,490,,606,,10527,,9777,,,-,0,,1,,,-,6,,"WISCONSIN
(44.395526, -89.834513)",
NEW HAMPSHIRE,2016,21,18,,111,,339,,2744,,139,,,-,0,,1,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
OKLAHOMA,2016,21,61,,382,,483,,5349,,8387,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
WASHINGTON,2016,21,466,,507,,744,,9310,,11445,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
IDAHO,2016,21,,-,111,,210,,2295,,2168,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
MAINE,2016,21,114,,76,,119,,1619,,1599,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
NEW YORK,2016,21,746,,800,,1499,,16234,,15500,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
VIRGINIA,2016,21,1053,,689,,1358,,15815,,14795,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
MASSACHUSETTS,2016,21,,-,489,,588,,9802,,9192,,,N,0,,0,,,N,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
SOUTH CAROLINA,2016,21,,-,585,,735,,11849,,10836,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
OHIO,2016,21,76,,1159,,1370,,23147,,22205,,2,,0,,4,,11,,2,,"OHIO
(40.056807, -82.405897)",
WEST VIRGINIA,2016,21,82,,93,,186,,1904,,2021,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
ARKANSAS,2016,21,,-,376,,684,,5787,,2842,,,-,0,,2,,1,,1,,"ARKANSAS
(34.748745, -92.275105)",
GUAM,2016,21,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
KENTUCKY,2016,21,244,,296,,1462,,5746,,5880,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
KANSAS,2016,21,80,,225,,297,,4733,,4674,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
TENNESSEE,2016,21,,-,576,,792,,10115,,12942,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
MISSISSIPPI,2016,21,298,,401,,655,,7413,,3930,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
GEORGIA,2016,21,418,,1033,,1288,,17295,,23572,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
NEBRASKA,2016,21,48,,153,,246,,3214,,3293,,,-,0,,1,,4,,5,,"NEBRASKA
(41.640503, -99.367122)",
TEXAS,2016,21,2660,,2708,,4611,,58016,,59619,,,N,0,,0,,,N,,N,"TEXAS
(31.827233, -99.423022)",
CALIFORNIA,2016,21,827,,3739,,4224,,74877,,76663,,,-,66,,99,,1140,,971,,"CALIFORNIA
(37.640735, -121.002435)",
ILLINOIS,2016,21,49,,1294,,1558,,15924,,28112,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
NORTH DAKOTA,2016,21,,-,60,,89,,1130,,1306,,,-,0,,1,,,-,5,,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW MEXICO,2016,21,,-,235,,334,,4669,,5344,,,-,0,,2,,5,,14,,"NEW MEXICO
(34.520396, -106.244402)",
CONNECTICUT,2016,21,3,,251,,484,,3868,,4945,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
IOWA,2016,21,30,,241,,281,,4833,,4925,,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
VERMONT,2016,21,2,,36,,58,,660,,747,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
MONTANA,2016,21,,-,83,,114,,1782,,1665,,1,,0,,1,,7,,4,,"MONTANA
(47.062617, -109.430168)",
LOUISIANA,2016,21,,-,581,,3351,,11504,,8107,,,-,0,,1,,4,,1,,"LOUISIANA
(31.2931, -92.463284)",
ALABAMA,2016,21,,-,431,,1191,,5678,,11045,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
COLORADO,2016,21,,-,440,,778,,8139,,10169,,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
MINNESOTA,2016,21,1,,416,,526,,7376,,8616,,,-,1,,8,,35,,40,,"MINNESOTA
(44.943719, -93.094281)",
NORTH CAROLINA,2016,21,,-,1065,,2097,,16157,,28035,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
MARYLAND,2016,21,513,,564,,1033,,10622,,8435,,,-,0,,2,,2,,3,,"MARYLAND
(39.290443, -76.612333)",
DELAWARE,2016,21,110,,92,,150,,2110,,1767,,,-,0,,1,,1,,,-,"DELAWARE
(39.008676, -75.574561)",
UTAH,2016,21,100,,175,,217,,3770,,3487,,,-,0,,5,,4,,23,,"UTAH
(39.359772, -111.584173)",
PUERTO RICO,2016,21,,-,91,,253,,1973,,2142,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
FLORIDA,2016,21,1220,,1801,,2249,,37305,,35601,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
MICHIGAN,2016,21,495,,878,,1182,,17641,,18540,,,-,0,,3,,9,,9,,"MICHIGAN
(44.66399, -84.711206)",
INDIANA,2016,21,156,,589,,1223,,12320,,11173,,,N,0,,0,,,N,,N,"INDIANA
(39.76845, -86.156212)",
HAWAII,2016,21,,-,131,,162,,2105,,2900,,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
NEW JERSEY,2016,21,274,,616,,914,,12978,,12864,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
MISSOURI,2016,21,,-,564,,687,,11565,,11880,,,-,0,,1,,,-,5,,"MISSOURI
(38.636168, -92.566292)",
ALASKA,2016,21,,-,98,,189,,1468,,2187,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
PENNSYLVANIA,2016,21,760,,1094,,1477,,23565,,21310,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
RHODE ISLAND,2016,21,,-,68,,227,,1150,,1884,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
NEVADA,2016,21,41,,205,,284,,3461,,5176,,,-,1,,7,,5,,33,,"NEVADA
(39.491833, -117.070159)",
WYOMING,2016,21,,-,37,,73,,761,,797,,,-,0,,2,,,-,3,,"WYOMING
(43.23558, -108.110518)",
OREGON,2016,21,335,,325,,432,,6580,,6565,,,-,0,,2,,4,,2,,"OREGON
(44.567912, -120.156945)",
ARIZONA,2016,21,564,,628,,874,,12969,,12635,,125,,144,,282,,2670,,2253,,"ARIZONA
(34.869712, -111.760902)",
SOUTH DAKOTA,2016,21,,-,79,,118,,1376,,1592,,,-,0,,1,,2,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
UNITED STATES,2016,22,11258,,29800,,33193,,609695,,629274,,97,,216,,368,,4093,,3568,,,
NEW ENGLAND,2016,22,170,,1043,,1450,,20789,,19529,,,-,0,,1,,1,,,-,,
MID. ATLANTIC,2016,22,1243,,3819,,5505,,90371,,78256,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2016,22,433,,1275,,2665,,36206,,26326,,,N,0,,0,,,N,,N,"NEW YORK CITY
",
E.N. CENTRAL,2016,22,664,,4336,,5133,,81963,,93947,,,-,1,,4,,23,,19,,,
W.N. CENTRAL,2016,22,271,,1731,,1973,,35403,,37891,,3,,1,,8,,44,,56,,,
S. ATLANTIC,2016,22,2825,,6085,,7463,,120817,,133837,,,-,0,,2,,3,,3,,,
DIST. OF COL.,2016,22,,-,162,,298,,3384,,3284,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,22,980,,1780,,2607,,36206,,35457,,,-,0,,0,,,-,,-,,
W.S. CENTRAL,2016,22,2402,,4064,,6706,,83896,,82322,,,-,0,,2,,5,,2,,,
MOUNTAIN,2016,22,903,,1951,,2329,,40779,,43251,,91,,147,,283,,2770,,2466,,,
PACIFIC,2016,22,1800,,4871,,5271,,99471,,104784,,3,,66,,99,,1247,,1022,,,
AMER. SAMOA,2016,22,,-,0,,0,,,-,,-,,N,0,,0,,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2016,22,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,22,,-,10,,23,,29,,374,,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MARYLAND,2016,22,262,,568,,1033,,10919,,8850,,,-,0,,2,,2,,3,,"MARYLAND
(39.290443, -76.612333)",
WYOMING,2016,22,22,,38,,73,,835,,854,,,-,0,,2,,,-,4,,"WYOMING
(43.23558, -108.110518)",
GEORGIA,2016,22,249,,1033,,1288,,18014,,24685,,,N,0,,0,,,N,,N,"GEORGIA
(32.836038, -83.631709)",
ARIZONA,2016,22,440,,628,,874,,13492,,13198,,91,,144,,282,,2747,,2382,,"ARIZONA
(34.869712, -111.760902)",
MAINE,2016,22,59,,77,,119,,1678,,1692,,,N,0,,0,,,N,,N,"MAINE
(45.252223, -68.986647)",
NEW JERSEY,2016,22,162,,616,,923,,13475,,13546,,,N,0,,0,,,N,,N,"NEW JERSEY
(40.104655, -74.386686)",
WEST VIRGINIA,2016,22,67,,93,,186,,1989,,2088,,,N,0,,0,,,N,,N,"WEST VIRGINIA
(38.668501, -80.709421)",
MINNESOTA,2016,22,3,,416,,526,,7497,,8980,,,-,1,,8,,35,,41,,"MINNESOTA
(44.943719, -93.094281)",
OREGON,2016,22,228,,327,,432,,6808,,6902,,,-,0,,2,,4,,2,,"OREGON
(44.567912, -120.156945)",
IDAHO,2016,22,74,,112,,211,,2613,,2259,,,N,0,,0,,,N,,N,"IDAHO
(43.680635, -114.364237)",
MONTANA,2016,22,45,,83,,114,,1911,,1737,,,-,0,,1,,7,,4,,"MONTANA
(47.062617, -109.430168)",
MISSOURI,2016,22,156,,564,,687,,11954,,12413,,,-,0,,1,,,-,5,,"MISSOURI
(38.636168, -92.566292)",
KENTUCKY,2016,22,228,,285,,1462,,5983,,6101,,,-,0,,0,,,-,,-,"KENTUCKY
(37.64591, -84.774043)",
MASSACHUSETTS,2016,22,,-,490,,587,,10285,,9691,,,N,0,,0,,,N,,N,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW HAMPSHIRE,2016,22,66,,111,,339,,2811,,141,,,-,0,,1,,1,,,-,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEW MEXICO,2016,22,25,,237,,334,,5079,,5558,,,-,0,,2,,5,,16,,"NEW MEXICO
(34.520396, -106.244402)",
LOUISIANA,2016,22,,-,582,,3350,,11504,,8447,,,-,0,,1,,4,,1,,"LOUISIANA
(31.2931, -92.463284)",
NORTH CAROLINA,2016,22,,-,1065,,2097,,16472,,29232,,,N,0,,0,,,N,,N,"NORTH CAROLINA
(35.47995, -79.180571)",
TEXAS,2016,22,2259,,2731,,4611,,60554,,62164,,,N,0,,0,,,N,,N,"TEXAS
(31.827233, -99.423022)",
ARKANSAS,2016,22,105,,374,,684,,6295,,2952,,,-,0,,2,,1,,1,,"ARKANSAS
(34.748745, -92.275105)",
GUAM,2016,22,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
ALABAMA,2016,22,379,,544,,1191,,12147,,11340,,,N,0,,0,,,N,,N,"ALABAMA
(32.839182, -86.631125)",
RHODE ISLAND,2016,22,28,,71,,227,,1373,,1997,,,-,0,,0,,,-,,-,"RHODE ISLAND
(41.707447, -71.522488)",
IOWA,2016,22,21,,241,,281,,5025,,5142,,,N,0,,0,,,N,,N,"IOWA
(42.46942, -93.815856)",
CONNECTICUT,2016,22,8,,251,,484,,3968,,5233,,,N,0,,0,,,N,,N,"CONNECTICUT
(41.544654, -72.651713)",
OHIO,2016,22,,-,1159,,1370,,23147,,23285,,,-,0,,4,,11,,2,,"OHIO
(40.056807, -82.405897)",
SOUTH CAROLINA,2016,22,465,,585,,735,,12339,,11337,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
NORTH DAKOTA,2016,22,2,,62,,89,,1293,,1370,,,-,0,,1,,,-,5,,"NORTH DAKOTA
(47.475879, -100.121011)",
NEVADA,2016,22,51,,205,,284,,3681,,5390,,,-,1,,7,,5,,36,,"NEVADA
(39.491833, -117.070159)",
TENNESSEE,2016,22,,-,576,,792,,10269,,13487,,,N,0,,0,,,N,,N,"TENNESSEE
(35.681402, -85.774444)",
VIRGINIA,2016,22,919,,696,,1358,,16733,,15284,,,N,0,,0,,,N,,N,"VIRGINIA
(37.542699, -78.45822)",
FLORIDA,2016,22,791,,1815,,2249,,38785,,37228,,,N,0,,0,,,N,,N,"FLORIDA
(28.915325, -81.922409)",
HAWAII,2016,22,2,,131,,162,,2265,,3039,,,N,0,,0,,,N,,N,"HAWAII
(21.30992, -157.858158)",
UTAH,2016,22,49,,178,,220,,3904,,3650,,,-,0,,5,,6,,24,,"UTAH
(39.359772, -111.584173)",
PUERTO RICO,2016,22,478,,91,,364,,2821,,2231,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.215692, -66.414655)",
WISCONSIN,2016,22,213,,493,,606,,10956,,10277,,,-,0,,1,,1,,6,,"WISCONSIN
(44.395526, -89.834513)",
PENNSYLVANIA,2016,22,648,,1094,,1477,,24456,,22155,,,N,0,,0,,,N,,N,"PENNSYLVANIA
(40.789676, -77.858055)",
MICHIGAN,2016,22,196,,881,,1182,,18233,,19142,,,-,0,,3,,11,,11,,"MICHIGAN
(44.66399, -84.711206)",
CALIFORNIA,2016,22,1197,,3739,,4227,,78932,,80515,,3,,66,,99,,1243,,1020,,"CALIFORNIA
(37.640735, -121.002435)",
NEBRASKA,2016,22,53,,149,,246,,3359,,3448,,3,,0,,1,,7,,5,,"NEBRASKA
(41.640503, -99.367122)",
INDIANA,2016,22,226,,589,,1223,,12998,,11758,,,N,0,,0,,,N,,N,"INDIANA
(39.76845, -86.156212)",
WASHINGTON,2016,22,373,,507,,744,,9683,,12015,,,N,0,,0,,,N,,N,"WASHINGTON
(47.517368, -120.467672)",
NEW YORK,2016,22,,-,800,,1499,,16234,,16229,,,N,0,,0,,,N,,N,"NEW YORK
(42.826892, -75.544286)",
COLORADO,2016,22,197,,444,,770,,9264,,10605,,,N,0,,0,,,N,,N,"COLORADO
(38.841772, -106.132562)",
ALASKA,2016,22,,-,102,,189,,1783,,2313,,,N,0,,0,,,N,,N,"ALASKA
(64.836661, -147.738891)",
OKLAHOMA,2016,22,38,,382,,483,,5543,,8759,,,N,0,,0,,,N,,N,"OKLAHOMA
(35.468494, -97.521264)",
MISSISSIPPI,2016,22,373,,398,,655,,7807,,4529,,,N,0,,0,,,N,,N,"MISSISSIPPI
(32.738663, -89.537312)",
KANSAS,2016,22,36,,225,,297,,4883,,4891,,,N,0,,0,,,N,,N,"KANSAS
(38.345528, -98.201847)",
VERMONT,2016,22,9,,36,,58,,674,,775,,,N,0,,0,,,N,,N,"VERMONT
(43.622479, -72.51927)",
SOUTH DAKOTA,2016,22,,-,79,,118,,1392,,1647,,,-,0,,1,,2,,,-,"SOUTH DAKOTA
(44.35371, -100.373709)",
ILLINOIS,2016,22,29,,1294,,1558,,16629,,29485,,,N,0,,0,,,N,,N,"ILLINOIS
(40.477092, -88.993221)",
DELAWARE,2016,22,72,,92,,150,,2182,,1849,,,-,0,,1,,1,,,-,"DELAWARE
(39.008676, -75.574561)",
UNITED STATES,2016,23,14733,,29820,,33195,,636710,,657551,,148,,210,,368,,4007,,3740,,,
NEW ENGLAND,2016,23,216,,1043,,1450,,21060,,20518,,,-,0,,1,,1,,,-,,
MID. ATLANTIC,2016,23,2500,,3819,,5507,,94309,,81845,,,-,0,,0,,,-,,-,,
NEW YORK CITY,2016,23,654,,1278,,2666,,37470,,27520,,,N,0,,0,,,N,,N,"NEW YORK CITY
",
E.N. CENTRAL,2016,23,1272,,4339,,5133,,85730,,98169,,1,,0,,6,,25,,21,,,
W.N. CENTRAL,2016,23,353,,1731,,1973,,36750,,39587,,,-,1,,8,,44,,58,,,
S. ATLANTIC,2016,23,3717,,6094,,7463,,126280,,140022,,,-,0,,2,,3,,3,,,
DIST. OF COL.,2016,23,152,,160,,298,,3550,,3445,,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,23,280,,1837,,2607,,38559,,36885,,,-,0,,0,,,-,,-,,
