Reporting Area,MMWR Year,MMWR Week,"Rubella, Current week","Rubella, Current week, flag","Rubella, Previous 52 weeks Med","Rubella, Previous 52 weeks Med, flag","Rubella, Previous 52 weeks Max","Rubella, Previous 52 weeks Max, flag","Rubella, Cum 2016","Rubella, Cum 2016, flag","Rubella, Cum 2015","Rubella, Cum 2015, flag","Rubella, congenital syndrome, Current week","Rubella, congenital syndrome, Current week, flag","Rubella, congenital syndrome, Previous 52 weeks Med","Rubella, congenital syndrome, Previous 52 weeks Med, flag","Rubella, congenital syndrome, Previous 52 weeks Max","Rubella, congenital syndrome, Previous 52 weeks Max, flag","Rubella, congenital syndrome, Cum 2016","Rubella, congenital syndrome, Cum 2016, flag","Rubella, congenital syndrome, Cum 2015","Rubella, congenital syndrome, Cum 2015, flag","Salmonellosis, Current week","Salmonellosis, Current week, flag","Salmonellosis, Previous 52 weeks Med","Salmonellosis, Previous 52 weeks Med, flag","Salmonellosis, Previous 52 weeks Max","Salmonellosis, Previous 52 weeks Max, flag","Salmonellosis, Cum 2016","Salmonellosis, Cum 2016, flag","Salmonellosis, Cum 2015","Salmonellosis, Cum 2015, flag",Location 1,Location 2
ILLINOIS,2016,19,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,32,,71,,308,,524,,"ILLINOIS
(40.477092, -88.993221)",
UNITED STATES,2016,20,,-,0,,2,,3,,1,,,-,0,,0,,,-,1,,400,,1009,,2237,,11145,,13383,,,
NEW ENGLAND,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,33,,87,,522,,619,,,
MID. ATLANTIC,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,60,,89,,170,,1034,,1327,,,
NEW YORK CITY,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,22,,17,,35,,252,,253,,"NEW YORK CITY
",
E.N. CENTRAL,2016,20,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,46,,92,,183,,1125,,1789,,,
W.N. CENTRAL,2016,20,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,6,,61,,138,,466,,1117,,,
S. ATLANTIC,2016,20,,-,0,,2,,3,,,-,,-,0,,0,,,-,,-,120,,274,,488,,2842,,3140,,,
DIST. OF COL.,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,3,,,-,17,,"DIST. OF COL.
",
E.S. CENTRAL,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,16,,72,,134,,913,,855,,,
W.S. CENTRAL,2016,20,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,124,,164,,425,,1777,,1672,,,
MOUNTAIN,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,57,,187,,586,,1008,,,
PACIFIC,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,13,,119,,1139,,1880,,1856,,,
AMER. SAMOA,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,20,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MISSISSIPPI,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,17,,56,,170,,215,,"MISSISSIPPI
(32.738663, -89.537312)",
ILLINOIS,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,31,,71,,337,,566,,"ILLINOIS
(40.477092, -88.993221)",
NEW HAMPSHIRE,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,12,,27,,49,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WISCONSIN,2016,20,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,12,,45,,46,,341,,"WISCONSIN
(44.395526, -89.834513)",
CALIFORNIA,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,99,,210,,1453,,1605,,"CALIFORNIA
(37.640735, -121.002435)",
VERMONT,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,8,,36,,27,,"VERMONT
(43.622479, -72.51927)",
COLORADO,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,10,,30,,,-,160,,"COLORADO
(38.841772, -106.132562)",
MAINE,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,2,,8,,26,,37,,"MAINE
(45.252223, -68.986647)",
NEBRASKA,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,5,,13,,65,,99,,"NEBRASKA
(41.640503, -99.367122)",
WEST VIRGINIA,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,12,,38,,65,,"WEST VIRGINIA
(38.668501, -80.709421)",
CONNECTICUT,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,7,,22,,125,,154,,"CONNECTICUT
(41.544654, -72.651713)",
ARIZONA,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,16,,49,,238,,330,,"ARIZONA
(34.869712, -111.760902)",
GUAM,2016,20,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
IOWA,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,11,,26,,180,,219,,"IOWA
(42.46942, -93.815856)",
PENNSYLVANIA,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,12,,26,,69,,307,,397,,"PENNSYLVANIA
(40.789676, -77.858055)",
MASSACHUSETTS,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,20,,50,,286,,335,,"MASSACHUSETTS
(42.268546, -72.085064)",
HAWAII,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,6,,12,,78,,85,,"HAWAII
(21.30992, -157.858158)",
WYOMING,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,7,,23,,31,,"WYOMING
(43.23558, -108.110518)",
DELAWARE,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,2,,11,,16,,37,,"DELAWARE
(39.008676, -75.574561)",
PUERTO RICO,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,27,,139,,188,,"PUERTO RICO
(18.215692, -66.414655)",
NORTH DAKOTA,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,8,,40,,36,,"NORTH DAKOTA
(47.475879, -100.121011)",
MARYLAND,2016,20,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,12,,16,,37,,214,,234,,"MARYLAND
(39.290443, -76.612333)",
FLORIDA,2016,20,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,70,,116,,191,,1393,,1413,,"FLORIDA
(28.915325, -81.922409)",
TENNESSEE,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,17,,33,,244,,227,,"TENNESSEE
(35.681402, -85.774444)",
ARKANSAS,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,14,,15,,34,,124,,128,,"ARKANSAS
(34.748745, -92.275105)",
ALASKA,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,7,,26,,18,,"ALASKA
(64.836661, -147.738891)",
INDIANA,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,28,,58,,200,,"INDIANA
(39.76845, -86.156212)",
MONTANA,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,9,,53,,78,,"MONTANA
(47.062617, -109.430168)",
UTAH,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,30,,135,,126,,"UTAH
(39.359772, -111.584173)",
MICHIGAN,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,16,,35,,230,,302,,"MICHIGAN
(44.66399, -84.711206)",
ALABAMA,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,21,,47,,300,,257,,"ALABAMA
(32.839182, -86.631125)",
MISSOURI,2016,20,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,17,,42,,28,,262,,"MISSOURI
(38.636168, -92.566292)",
OKLAHOMA,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,14,,12,,61,,168,,128,,"OKLAHOMA
(35.468494, -97.521264)",
NORTH CAROLINA,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,31,,162,,261,,386,,"NORTH CAROLINA
(35.47995, -79.180571)",
OHIO,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,46,,27,,48,,454,,380,,"OHIO
(40.056807, -82.405897)",
TEXAS,2016,20,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,79,,103,,392,,1169,,1160,,"TEXAS
(31.827233, -99.423022)",
OREGON,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,10,,21,,118,,148,,"OREGON
(44.567912, -120.156945)",
NEW MEXICO,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,7,,26,,71,,103,,"NEW MEXICO
(34.520396, -106.244402)",
SOUTH CAROLINA,2016,20,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,18,,25,,68,,251,,271,,"SOUTH CAROLINA
(34.009286, -81.037094)",
LOUISIANA,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,17,,25,,62,,316,,256,,"LOUISIANA
(31.2931, -92.463284)",
KANSAS,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,8,,25,,101,,153,,"KANSAS
(38.345528, -98.201847)",
GEORGIA,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,15,,32,,85,,427,,466,,"GEORGIA
(32.836038, -83.631709)",
KENTUCKY,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,10,,76,,199,,156,,"KENTUCKY
(37.64591, -84.774043)",
VIRGINIA,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,20,,55,,242,,251,,"VIRGINIA
(37.542699, -78.45822)",
IDAHO,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,5,,119,,55,,101,,"IDAHO
(43.680635, -114.364237)",
MINNESOTA,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,12,,67,,,-,270,,"MINNESOTA
(44.943719, -93.094281)",
NEW YORK,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,26,,26,,49,,341,,354,,"NEW YORK
(42.826892, -75.544286)",
NEW JERSEY,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,17,,48,,134,,323,,"NEW JERSEY
(40.104655, -74.386686)",
RHODE ISLAND,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,1,,44,,22,,17,,"RHODE ISLAND
(41.707447, -71.522488)",
WASHINGTON,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,0,,1035,,205,,,-,"WASHINGTON
(47.517368, -120.467672)",
NEVADA,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,14,,11,,79,,"NEVADA
(39.491833, -117.070159)",
SOUTH DAKOTA,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,11,,52,,78,,"SOUTH DAKOTA
(44.35371, -100.373709)",
UNITED STATES,2016,21,,-,0,,2,,3,,1,,,-,0,,0,,,-,1,,349,,1003,,2256,,11772,,14301,,,
NEW ENGLAND,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,10,,32,,87,,556,,649,,,
MID. ATLANTIC,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,42,,82,,170,,1097,,1428,,,
NEW YORK CITY,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,16,,17,,35,,268,,272,,"NEW YORK CITY
",
E.N. CENTRAL,2016,21,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,34,,91,,185,,1214,,1923,,,
W.N. CENTRAL,2016,21,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,5,,55,,138,,502,,1185,,,
S. ATLANTIC,2016,21,,-,0,,2,,3,,,-,,-,0,,0,,,-,,-,125,,274,,490,,3057,,3330,,,
DIST. OF COL.,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,20,,,-,19,,"DIST. OF COL.
",
E.S. CENTRAL,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,13,,68,,134,,946,,939,,,
W.S. CENTRAL,2016,21,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,77,,163,,476,,1866,,1801,,,
MOUNTAIN,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,7,,56,,187,,610,,1048,,,
PACIFIC,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,36,,114,,1110,,1924,,1998,,,
AMER. SAMOA,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,21,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
KENTUCKY,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,9,,76,,199,,164,,"KENTUCKY
(37.64591, -84.774043)",
OHIO,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,30,,27,,48,,482,,414,,"OHIO
(40.056807, -82.405897)",
SOUTH CAROLINA,2016,21,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,18,,25,,68,,278,,294,,"SOUTH CAROLINA
(34.009286, -81.037094)",
NEVADA,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,14,,12,,79,,"NEVADA
(39.491833, -117.070159)",
ARIZONA,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,15,,49,,243,,341,,"ARIZONA
(34.869712, -111.760902)",
SOUTH DAKOTA,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,4,,11,,58,,80,,"SOUTH DAKOTA
(44.35371, -100.373709)",
ILLINOIS,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,30,,71,,356,,604,,"ILLINOIS
(40.477092, -88.993221)",
MARYLAND,2016,21,,-,0,,1,,2,,,-,,-,0,,0,,,-,,-,5,,16,,37,,221,,270,,"MARYLAND
(39.290443, -76.612333)",
PENNSYLVANIA,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,18,,25,,69,,335,,431,,"PENNSYLVANIA
(40.789676, -77.858055)",
WASHINGTON,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,22,,0,,1035,,227,,,-,"WASHINGTON
(47.517368, -120.467672)",
LOUISIANA,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,16,,25,,62,,332,,290,,"LOUISIANA
(31.2931, -92.463284)",
VERMONT,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,1,,9,,42,,27,,"VERMONT
(43.622479, -72.51927)",
NEW HAMPSHIRE,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,12,,36,,52,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
NEBRASKA,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,5,,13,,69,,103,,"NEBRASKA
(41.640503, -99.367122)",
CALIFORNIA,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,97,,190,,1467,,1730,,"CALIFORNIA
(37.640735, -121.002435)",
ARKANSAS,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,14,,15,,34,,138,,143,,"ARKANSAS
(34.748745, -92.275105)",
MISSISSIPPI,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,17,,56,,186,,240,,"MISSISSIPPI
(32.738663, -89.537312)",
MAINE,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,6,,2,,8,,35,,40,,"MAINE
(45.252223, -68.986647)",
WYOMING,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,7,,26,,32,,"WYOMING
(43.23558, -108.110518)",
MASSACHUSETTS,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,20,,50,,286,,355,,"MASSACHUSETTS
(42.268546, -72.085064)",
NEW YORK,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,26,,48,,349,,381,,"NEW YORK
(42.826892, -75.544286)",
MONTANA,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,3,,3,,9,,57,,79,,"MONTANA
(47.062617, -109.430168)",
ALABAMA,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,5,,21,,47,,306,,288,,"ALABAMA
(32.839182, -86.631125)",
NORTH CAROLINA,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,31,,169,,303,,387,,"NORTH CAROLINA
(35.47995, -79.180571)",
INDIANA,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,28,,58,,212,,"INDIANA
(39.76845, -86.156212)",
IDAHO,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,5,,119,,57,,108,,"IDAHO
(43.680635, -114.364237)",
MICHIGAN,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,17,,35,,268,,333,,"MICHIGAN
(44.66399, -84.711206)",
RHODE ISLAND,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,44,,24,,17,,"RHODE ISLAND
(41.707447, -71.522488)",
NEW JERSEY,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,17,,48,,145,,344,,"NEW JERSEY
(40.104655, -74.386686)",
NEW MEXICO,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,7,,26,,77,,106,,"NEW MEXICO
(34.520396, -106.244402)",
MISSOURI,2016,21,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,17,,42,,28,,288,,"MISSOURI
(38.636168, -92.566292)",
ALASKA,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,1,,7,,27,,18,,"ALASKA
(64.836661, -147.738891)",
COLORADO,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,9,,30,,,-,171,,"COLORADO
(38.841772, -106.132562)",
PUERTO RICO,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,27,,165,,205,,"PUERTO RICO
(18.215692, -66.414655)",
IOWA,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,26,,196,,229,,"IOWA
(42.46942, -93.815856)",
GUAM,2016,21,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
UTAH,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,30,,138,,132,,"UTAH
(39.359772, -111.584173)",
HAWAII,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,12,,78,,87,,"HAWAII
(21.30992, -157.858158)",
KANSAS,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,8,,25,,111,,162,,"KANSAS
(38.345528, -98.201847)",
MINNESOTA,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,67,,,-,286,,"MINNESOTA
(44.943719, -93.094281)",
FLORIDA,2016,21,,-,0,,1,,1,,,-,,-,0,,0,,,-,,-,73,,113,,191,,1466,,1487,,"FLORIDA
(28.915325, -81.922409)",
GEORGIA,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,20,,34,,85,,474,,497,,"GEORGIA
(32.836038, -83.631709)",
DELAWARE,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,11,,17,,37,,"DELAWARE
(39.008676, -75.574561)",
CONNECTICUT,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,7,,22,,133,,158,,"CONNECTICUT
(41.544654, -72.651713)",
OKLAHOMA,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,14,,14,,61,,182,,136,,"OKLAHOMA
(35.468494, -97.521264)",
OREGON,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,4,,9,,21,,125,,163,,"OREGON
(44.567912, -120.156945)",
NORTH DAKOTA,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,8,,40,,37,,"NORTH DAKOTA
(47.475879, -100.121011)",
TENNESSEE,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,16,,33,,255,,247,,"TENNESSEE
(35.681402, -85.774444)",
WEST VIRGINIA,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,12,,38,,67,,"WEST VIRGINIA
(38.668501, -80.709421)",
TEXAS,2016,21,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,33,,103,,387,,1214,,1232,,"TEXAS
(31.827233, -99.423022)",
VIRGINIA,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,9,,20,,55,,260,,272,,"VIRGINIA
(37.542699, -78.45822)",
WISCONSIN,2016,21,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,,-,11,,45,,50,,360,,"WISCONSIN
(44.395526, -89.834513)",
UNITED STATES,2016,22,,-,0,,2,,2,,1,,,-,0,,0,,,-,1,,350,,1004,,2256,,12575,,15330,,,
NEW ENGLAND,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,34,,87,,628,,692,,,
MID. ATLANTIC,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,31,,77,,170,,1161,,1523,,,
NEW YORK CITY,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,1,,19,,17,,35,,287,,286,,"NEW YORK CITY
",
E.N. CENTRAL,2016,22,,-,0,,0,,,-,1,,,-,0,,0,,,-,,-,29,,89,,185,,1303,,2075,,,
W.N. CENTRAL,2016,22,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,9,,55,,138,,538,,1265,,,
S. ATLANTIC,2016,22,,-,0,,2,,2,,,-,,-,0,,0,,,-,,-,115,,274,,490,,3224,,3571,,,
DIST. OF COL.,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,28,,1,,28,,"DIST. OF COL.
",
E.S. CENTRAL,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,18,,63,,134,,995,,1021,,,
W.S. CENTRAL,2016,22,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,114,,167,,476,,2022,,1959,,,
MOUNTAIN,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,12,,56,,187,,636,,1102,,,
PACIFIC,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,21,,116,,1110,,2068,,2122,,,
AMER. SAMOA,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2016,22,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
UTAH,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,8,,30,,143,,140,,"UTAH
(39.359772, -111.584173)",
INDIANA,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,10,,28,,58,,236,,"INDIANA
(39.76845, -86.156212)",
NEW YORK,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,26,,48,,349,,412,,"NEW YORK
(42.826892, -75.544286)",
ALASKA,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,2,,1,,7,,29,,20,,"ALASKA
(64.836661, -147.738891)",
PENNSYLVANIA,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,12,,24,,69,,357,,457,,"PENNSYLVANIA
(40.789676, -77.858055)",
PUERTO RICO,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,27,,165,,224,,"PUERTO RICO
(18.215692, -66.414655)",
HAWAII,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,6,,12,,80,,89,,"HAWAII
(21.30992, -157.858158)",
MONTANA,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,3,,9,,60,,82,,"MONTANA
(47.062617, -109.430168)",
MINNESOTA,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,11,,67,,,-,306,,"MINNESOTA
(44.943719, -93.094281)",
WASHINGTON,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,0,,1035,,235,,,-,"WASHINGTON
(47.517368, -120.467672)",
TEXAS,2016,22,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,70,,104,,387,,1315,,1320,,"TEXAS
(31.827233, -99.423022)",
MISSOURI,2016,22,,-,0,,1,,,-,,-,,-,0,,0,,,-,,-,,-,16,,42,,28,,303,,"MISSOURI
(38.636168, -92.566292)",
ALABAMA,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,8,,21,,47,,333,,311,,"ALABAMA
(32.839182, -86.631125)",
RHODE ISLAND,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,44,,24,,17,,"RHODE ISLAND
(41.707447, -71.522488)",
MAINE,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,2,,8,,36,,45,,"MAINE
(45.252223, -68.986647)",
DELAWARE,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,2,,11,,20,,39,,"DELAWARE
(39.008676, -75.574561)",
KENTUCKY,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,9,,76,,199,,176,,"KENTUCKY
(37.64591, -84.774043)",
WEST VIRGINIA,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,12,,40,,74,,"WEST VIRGINIA
(38.668501, -80.709421)",
LOUISIANA,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,22,,23,,62,,358,,322,,"LOUISIANA
(31.2931, -92.463284)",
NEW JERSEY,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,16,,48,,168,,368,,"NEW JERSEY
(40.104655, -74.386686)",
NEW HAMPSHIRE,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,3,,12,,41,,56,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
COLORADO,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,9,,30,,,-,183,,"COLORADO
(38.841772, -106.132562)",
NORTH DAKOTA,2016,22,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,1,,2,,8,,43,,42,,"NORTH DAKOTA
(47.475879, -100.121011)",
