Reporting Area,MMWR Year,MMWR Week,"Invasive Pneumococcal disease, All ages, Current week","Invasive Pneumococcal disease§, All ages, Current week, flag","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Med","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Med, flag","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Max","Invasive Pneumococcal disease§, All ages, Previous 52 weeks Max, flag","Invasive Pneumococcal disease§, All ages, Cum 2015","Invasive Pneumococcal disease§, All ages, Cum 2015, flag","Invasive Pneumococcal disease§, All ages, Cum 2014","Invasive Pneumococcal disease§, All ages, Cum 2014, flag","Invasive Pneumococcal disease§, Age LT 5, Current week","Invasive Pneumococcal disease§, Age LT 5, Current week, flag","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Med","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Med, flag","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Max","Invasive Pneumococcal disease§, Age LT 5, Previous 52 weeks Max, flag","Invasive Pneumococcal disease§, Age LT 5, Cum 2015","Invasive Pneumococcal disease§, Age LT 5, Cum 2015, flag","Invasive Pneumococcal disease§, Age LT 5, Cum 2014","Invasive Pneumococcal disease§, Age LT 5, Cum 2014, flag","Legionellosis, Current week","Legionellosis, Current week, flag","Legionellosis, Previous 52 weeks Med","Legionellosis, Previous 52 weeks Med, flag","Legionellosis, Previous 52 weeks Max","Legionellosis, Previous 52 weeks Max, flag","Legionellosis, Cum 2015","Legionellosis, Cum 2015, flag","Legionellosis, Cum 2014","Legionellosis, Cum 2014, flag",Location 1,Location 2
MID. ATLANTIC,2015,45,28,,42,,118,,1877,,1584,,1,,2,,11,,94,,89,,14,,21,,98,,1241,,994,,,
NEW YORK CITY,2015,45,6,,13,,28,,544,,529,,,-,0,,3,,24,,25,,4,,5,,84,,382,,181,,"NEW YORK CITY
",
E.N. CENTRAL,2015,45,25,,52,,123,,2170,,2077,,2,,3,,10,,151,,97,,6,,19,,96,,1114,,966,,,
W.N. CENTRAL,2015,45,3,,24,,49,,973,,764,,,-,1,,7,,65,,62,,,-,4,,22,,240,,220,,,
S. ATLANTIC,2015,45,18,,49,,130,,2160,,2413,,,-,4,,10,,190,,194,,14,,19,,30,,839,,831,,,
DIST. OF COL.,2015,45,3,,1,,5,,57,,60,,,-,0,,2,,4,,2,,,-,0,,2,,1,,8,,"DIST. OF COL.
",
E.S. CENTRAL,2015,45,21,,30,,75,,1306,,1126,,,-,2,,4,,98,,83,,1,,5,,15,,266,,316,,,
W.S. CENTRAL,2015,45,12,,40,,229,,1701,,1666,,1,,4,,15,,171,,162,,1,,8,,35,,321,,309,,,
MOUNTAIN,2015,45,7,,33,,66,,1404,,1585,,,-,2,,8,,103,,95,,1,,3,,7,,163,,185,,,
PACIFIC,2015,45,1,,3,,8,,138,,149,,,-,0,,2,,10,,17,,1,,10,,22,,397,,334,,,
AMER. SAMOA,2015,45,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,45,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,45,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MICHIGAN,2015,45,2,,14,,37,,590,,482,,,-,1,,3,,38,,23,,,-,3,,9,,146,,198,,"MICHIGAN
(44.66399, -84.711206)",
VERMONT,2015,45,1,,1,,4,,52,,44,,,-,0,,1,,4,,1,,,-,0,,2,,15,,6,,"VERMONT
(43.622479, -72.51927)",
INDIANA,2015,45,,-,11,,33,,447,,498,,,-,0,,3,,25,,26,,,-,2,,8,,131,,104,,"INDIANA
(39.76845, -86.156212)",
OKLAHOMA,2015,45,,N,0,,0,,,N,,N,1,,0,,2,,15,,23,,,-,0,,9,,33,,25,,"OKLAHOMA
(35.468494, -97.521264)",
RHODE ISLAND,2015,45,,-,1,,8,,49,,53,,,-,0,,2,,1,,1,,,-,0,,6,,21,,20,,"RHODE ISLAND
(41.707447, -71.522488)",
MISSOURI,2015,45,,N,0,,0,,,N,,N,,-,0,,1,,2,,23,,,-,2,,19,,113,,86,,"MISSOURI
(38.636168, -92.566292)",
SOUTH DAKOTA,2015,45,3,,2,,11,,91,,78,,,N,0,,0,,,N,,N,,-,0,,2,,7,,10,,"SOUTH DAKOTA
(44.35371, -100.373709)",
MONTANA,2015,45,1,,1,,5,,52,,34,,,-,0,,1,,,-,1,,,-,0,,1,,5,,3,,"MONTANA
(47.062617, -109.430168)",
KANSAS,2015,45,,-,3,,7,,133,,113,,,-,0,,2,,12,,,N,,-,0,,4,,27,,18,,"KANSAS
(38.345528, -98.201847)",
UTAH,2015,45,,-,4,,13,,122,,149,,,-,0,,3,,12,,16,,,-,0,,2,,28,,24,,"UTAH
(39.359772, -111.584173)",
NORTH CAROLINA,2015,45,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,4,,3,,9,,128,,161,,"NORTH CAROLINA
(35.47995, -79.180571)",
ARIZONA,2015,45,5,,9,,40,,529,,630,,,-,1,,5,,38,,32,,1,,2,,4,,81,,55,,"ARIZONA
(34.869712, -111.760902)",
NEW HAMPSHIRE,2015,45,,-,1,,7,,64,,77,,,-,0,,2,,5,,4,,,-,0,,5,,28,,12,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
WISCONSIN,2015,45,4,,7,,20,,322,,353,,1,,0,,2,,23,,14,,,-,0,,4,,29,,85,,"WISCONSIN
(44.395526, -89.834513)",
FLORIDA,2015,45,5,,9,,17,,373,,705,,,-,1,,6,,61,,70,,6,,6,,13,,274,,245,,"FLORIDA
(28.915325, -81.922409)",
MISSISSIPPI,2015,45,2,,5,,16,,193,,188,,,-,0,,3,,23,,19,,,-,0,,4,,36,,31,,"MISSISSIPPI
(32.738663, -89.537312)",
LOUISIANA,2015,45,3,,6,,16,,271,,311,,,-,0,,4,,24,,21,,,-,0,,4,,32,,55,,"LOUISIANA
(31.2931, -92.463284)",
NEW MEXICO,2015,45,,-,4,,15,,228,,261,,,-,0,,4,,14,,13,,,-,0,,2,,12,,5,,"NEW MEXICO
(34.520396, -106.244402)",
GUAM,2015,45,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
OREGON,2015,45,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,1,,1,,3,,42,,24,,"OREGON
(44.567912, -120.156945)",
GEORGIA,2015,45,3,,18,,49,,754,,699,,,-,1,,4,,54,,49,,,-,2,,8,,87,,82,,"GEORGIA
(32.836038, -83.631709)",
DELAWARE,2015,45,,-,1,,5,,59,,33,,,-,0,,1,,4,,1,,,-,0,,3,,20,,16,,"DELAWARE
(39.008676, -75.574561)",
NEW JERSEY,2015,45,,-,8,,27,,300,,419,,,-,0,,2,,8,,31,,,-,3,,9,,141,,172,,"NEW JERSEY
(40.104655, -74.386686)",
NEVADA,2015,45,,-,2,,10,,123,,112,,,-,0,,2,,9,,6,,,-,0,,2,,19,,20,,"NEVADA
(39.491833, -117.070159)",
PENNSYLVANIA,2015,45,3,,9,,23,,389,,,N,,-,0,,3,,24,,,N,2,,6,,22,,319,,279,,"PENNSYLVANIA
(40.789676, -77.858055)",
KENTUCKY,2015,45,,-,4,,10,,181,,156,,,-,0,,2,,7,,10,,1,,1,,7,,73,,86,,"KENTUCKY
(37.64591, -84.774043)",
WASHINGTON,2015,45,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,11,,36,,27,,"WASHINGTON
(47.517368, -120.467672)",
MAINE,2015,45,,-,3,,7,,110,,113,,,-,0,,1,,3,,5,,,-,0,,2,,14,,16,,"MAINE
(45.252223, -68.986647)",
ILLINOIS,2015,45,,N,0,,0,,,N,,N,,-,0,,3,,17,,,-,,-,3,,49,,273,,235,,"ILLINOIS
(40.477092, -88.993221)",
IOWA,2015,45,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,3,,31,,31,,"IOWA
(42.46942, -93.815856)",
MARYLAND,2015,45,6,,8,,25,,367,,353,,,-,0,,3,,20,,24,,1,,2,,9,,128,,131,,"MARYLAND
(39.290443, -76.612333)",
COLORADO,2015,45,,-,8,,24,,334,,376,,,-,0,,3,,21,,18,,,-,0,,2,,9,,61,,"COLORADO
(38.841772, -106.132562)",
OHIO,2015,45,19,,18,,54,,811,,744,,1,,1,,4,,48,,34,,6,,8,,74,,535,,344,,"OHIO
(40.056807, -82.405897)",
IDAHO,2015,45,,N,0,,0,,,N,,N,,-,0,,1,,8,,6,,,-,0,,2,,9,,15,,"IDAHO
(43.680635, -114.364237)",
ALABAMA,2015,45,3,,5,,16,,232,,170,,,-,0,,2,,23,,14,,,-,1,,6,,53,,57,,"ALABAMA
(32.839182, -86.631125)",
NEW YORK,2015,45,19,,16,,63,,644,,636,,1,,1,,9,,38,,33,,8,,7,,25,,399,,362,,"NEW YORK
(42.826892, -75.544286)",
TENNESSEE,2015,45,16,,14,,51,,700,,612,,,-,1,,4,,45,,40,,,-,2,,8,,104,,142,,"TENNESSEE
(35.681402, -85.774444)",
MINNESOTA,2015,45,,-,13,,36,,576,,383,,,-,0,,5,,40,,27,,,-,1,,5,,45,,50,,"MINNESOTA
(44.943719, -93.094281)",
ALASKA,2015,45,1,,2,,7,,85,,71,,,-,0,,1,,7,,8,,,-,0,,0,,,-,2,,"ALASKA
(64.836661, -147.738891)",
WEST VIRGINIA,2015,45,,-,3,,14,,176,,206,,,-,0,,2,,13,,10,,,-,1,,4,,25,,40,,"WEST VIRGINIA
(38.668501, -80.709421)",
HAWAII,2015,45,,-,1,,5,,53,,78,,,-,0,,1,,3,,9,,,-,0,,1,,6,,6,,"HAWAII
(21.30992, -157.858158)",
NORTH DAKOTA,2015,45,,-,2,,6,,73,,68,,,-,0,,1,,5,,2,,,-,0,,1,,3,,4,,"NORTH DAKOTA
(47.475879, -100.121011)",
SOUTH CAROLINA,2015,45,1,,7,,32,,355,,341,,,-,0,,3,,15,,22,,,-,1,,3,,53,,39,,"SOUTH CAROLINA
(34.009286, -81.037094)",
MASSACHUSETTS,2015,45,,-,8,,29,,363,,430,,,-,0,,3,,18,,25,,,-,3,,8,,128,,120,,"MASSACHUSETTS
(42.268546, -72.085064)",
WYOMING,2015,45,1,,0,,4,,16,,23,,,-,0,,1,,1,,3,,,-,0,,0,,,-,2,,"WYOMING
(43.23558, -108.110518)",
CONNECTICUT,2015,45,,-,4,,11,,179,,196,,,-,0,,1,,4,,8,,1,,1,,4,,48,,53,,"CONNECTICUT
(41.544654, -72.651713)",
NEBRASKA,2015,45,,-,2,,8,,100,,122,,,-,0,,4,,6,,10,,,-,0,,3,,14,,21,,"NEBRASKA
(41.640503, -99.367122)",
TEXAS,2015,45,6,,27,,183,,1191,,1146,,,-,2,,12,,115,,98,,1,,5,,26,,225,,197,,"TEXAS
(31.827233, -99.423022)",
CALIFORNIA,2015,45,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,8,,16,,313,,275,,"CALIFORNIA
(37.640735, -121.002435)",
PUERTO RICO,2015,45,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,11,,9,,"PUERTO RICO
(18.215692, -66.414655)",
ARKANSAS,2015,45,3,,5,,37,,239,,209,,,-,0,,3,,17,,20,,,-,0,,4,,31,,32,,"ARKANSAS
(34.748745, -92.275105)",
VIRGINIA,2015,45,,-,0,,2,,19,,16,,,-,0,,2,,19,,16,,3,,3,,9,,123,,109,,"VIRGINIA
(37.542699, -78.45822)",
UNITED STATES,2015,46,169,,300,,761,,12817,,12556,,13,,22,,41,,941,,870,,39,,95,,223,,4916,,4485,,,
NEW ENGLAND,2015,46,6,,20,,55,,851,,935,,,-,0,,5,,36,,44,,,-,5,,15,,264,,234,,,
MID. ATLANTIC,2015,46,21,,41,,118,,1899,,1626,,,-,2,,11,,94,,94,,13,,21,,98,,1255,,1012,,,
NEW YORK CITY,2015,46,5,,13,,28,,549,,540,,,-,0,,3,,24,,27,,4,,5,,84,,386,,186,,"NEW YORK CITY
",
E.N. CENTRAL,2015,46,25,,51,,123,,2218,,2129,,2,,3,,10,,153,,102,,8,,18,,97,,1139,,1003,,,
W.N. CENTRAL,2015,46,,-,24,,49,,976,,781,,,-,1,,7,,65,,62,,1,,4,,22,,246,,224,,,
S. ATLANTIC,2015,46,47,,49,,130,,2211,,2461,,5,,4,,10,,197,,199,,6,,19,,30,,848,,841,,,
DIST. OF COL.,2015,46,1,,1,,5,,58,,61,,1,,0,,2,,5,,2,,,-,0,,2,,2,,8,,"DIST. OF COL.
",
E.S. CENTRAL,2015,46,25,,30,,75,,1343,,1150,,1,,2,,4,,102,,87,,,-,5,,15,,266,,321,,,
W.S. CENTRAL,2015,46,34,,39,,229,,1754,,1706,,5,,4,,15,,180,,166,,,-,8,,35,,322,,315,,,
MOUNTAIN,2015,46,10,,33,,66,,1424,,1614,,,-,2,,8,,104,,98,,3,,3,,7,,167,,187,,,
PACIFIC,2015,46,1,,3,,8,,141,,154,,,-,0,,2,,10,,18,,8,,10,,22,,409,,348,,,
AMER. SAMOA,2015,46,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
VIRGIN ISL.,2015,46,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NEVADA,2015,46,1,,2,,10,,126,,112,,,-,0,,2,,10,,6,,1,,0,,2,,20,,20,,"NEVADA
(39.491833, -117.070159)",
FLORIDA,2015,46,6,,9,,17,,379,,715,,1,,1,,6,,62,,72,,3,,6,,13,,277,,247,,"FLORIDA
(28.915325, -81.922409)",
MONTANA,2015,46,,-,1,,5,,53,,35,,,-,0,,0,,,-,2,,1,,0,,1,,6,,3,,"MONTANA
(47.062617, -109.430168)",
OHIO,2015,46,19,,18,,54,,829,,770,,2,,1,,4,,50,,38,,8,,8,,74,,543,,369,,"OHIO
(40.056807, -82.405897)",
WEST VIRGINIA,2015,46,,-,3,,14,,177,,209,,,-,0,,2,,13,,10,,,-,0,,4,,25,,42,,"WEST VIRGINIA
(38.668501, -80.709421)",
ARKANSAS,2015,46,2,,5,,37,,241,,214,,,-,0,,3,,17,,21,,,-,0,,4,,32,,33,,"ARKANSAS
(34.748745, -92.275105)",
ILLINOIS,2015,46,,N,0,,0,,,N,,N,,-,0,,3,,17,,,-,,-,3,,49,,275,,237,,"ILLINOIS
(40.477092, -88.993221)",
OKLAHOMA,2015,46,,N,0,,0,,,N,,N,,-,0,,2,,15,,23,,,-,0,,9,,33,,26,,"OKLAHOMA
(35.468494, -97.521264)",
MARYLAND,2015,46,10,,8,,25,,377,,360,,1,,0,,3,,21,,24,,1,,2,,9,,129,,132,,"MARYLAND
(39.290443, -76.612333)",
IOWA,2015,46,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,1,,3,,32,,32,,"IOWA
(42.46942, -93.815856)",
UTAH,2015,46,,-,3,,13,,122,,156,,,-,0,,3,,12,,17,,,-,0,,2,,28,,25,,"UTAH
(39.359772, -111.584173)",
LOUISIANA,2015,46,4,,6,,16,,275,,313,,1,,0,,4,,25,,21,,,-,0,,4,,32,,56,,"LOUISIANA
(31.2931, -92.463284)",
ALASKA,2015,46,1,,2,,7,,87,,73,,,-,0,,1,,7,,8,,,-,0,,0,,,-,2,,"ALASKA
(64.836661, -147.738891)",
CONNECTICUT,2015,46,,-,3,,11,,179,,202,,,-,0,,1,,4,,8,,,-,1,,4,,48,,54,,"CONNECTICUT
(41.544654, -72.651713)",
KENTUCKY,2015,46,2,,4,,10,,188,,156,,1,,0,,2,,9,,10,,,-,1,,7,,73,,88,,"KENTUCKY
(37.64591, -84.774043)",
CALIFORNIA,2015,46,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,8,,16,,317,,284,,"CALIFORNIA
(37.640735, -121.002435)",
COLORADO,2015,46,,-,8,,24,,334,,384,,,-,0,,3,,21,,18,,,-,0,,2,,9,,62,,"COLORADO
(38.841772, -106.132562)",
OREGON,2015,46,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,1,,1,,3,,43,,26,,"OREGON
(44.567912, -120.156945)",
RHODE ISLAND,2015,46,,-,1,,8,,49,,54,,,-,0,,2,,1,,1,,,-,0,,6,,21,,21,,"RHODE ISLAND
(41.707447, -71.522488)",
MISSOURI,2015,46,,N,0,,0,,,N,,N,,-,0,,1,,2,,23,,1,,2,,19,,117,,88,,"MISSOURI
(38.636168, -92.566292)",
NEW MEXICO,2015,46,,-,4,,15,,233,,266,,,-,0,,4,,14,,13,,,-,0,,2,,12,,5,,"NEW MEXICO
(34.520396, -106.244402)",
KANSAS,2015,46,,-,3,,7,,136,,115,,,-,0,,2,,12,,,N,,-,0,,4,,27,,18,,"KANSAS
(38.345528, -98.201847)",
WISCONSIN,2015,46,3,,7,,20,,329,,359,,,-,0,,2,,23,,14,,,-,1,,4,,38,,86,,"WISCONSIN
(44.395526, -89.834513)",
GEORGIA,2015,46,15,,18,,49,,772,,720,,1,,1,,4,,57,,52,,,-,2,,8,,88,,83,,"GEORGIA
(32.836038, -83.631709)",
MICHIGAN,2015,46,3,,14,,37,,608,,491,,,-,1,,3,,38,,24,,,-,3,,9,,147,,201,,"MICHIGAN
(44.66399, -84.711206)",
ALABAMA,2015,46,3,,5,,16,,241,,175,,,-,0,,2,,24,,15,,,-,1,,6,,53,,57,,"ALABAMA
(32.839182, -86.631125)",
SOUTH DAKOTA,2015,46,,-,2,,11,,91,,80,,,N,0,,0,,,N,,N,,-,0,,2,,7,,10,,"SOUTH DAKOTA
(44.35371, -100.373709)",
NEBRASKA,2015,46,,-,2,,8,,100,,124,,,-,0,,4,,6,,10,,,-,0,,3,,14,,21,,"NEBRASKA
(41.640503, -99.367122)",
MISSISSIPPI,2015,46,1,,5,,16,,194,,195,,,-,0,,3,,23,,19,,,-,0,,4,,36,,31,,"MISSISSIPPI
(32.738663, -89.537312)",
MASSACHUSETTS,2015,46,5,,8,,29,,396,,437,,,-,0,,3,,19,,25,,,-,3,,8,,138,,124,,"MASSACHUSETTS
(42.268546, -72.085064)",
SOUTH CAROLINA,2015,46,15,,7,,32,,370,,347,,1,,0,,3,,16,,22,,2,,1,,3,,55,,39,,"SOUTH CAROLINA
(34.009286, -81.037094)",
VIRGINIA,2015,46,,-,0,,2,,19,,16,,,-,0,,2,,19,,16,,,-,3,,9,,123,,109,,"VIRGINIA
(37.542699, -78.45822)",
DELAWARE,2015,46,,-,1,,5,,59,,33,,,-,0,,1,,4,,1,,,-,0,,3,,21,,17,,"DELAWARE
(39.008676, -75.574561)",
WASHINGTON,2015,46,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,7,,0,,11,,43,,29,,"WASHINGTON
(47.517368, -120.467672)",
NEW JERSEY,2015,46,,-,8,,27,,299,,428,,,-,0,,2,,8,,31,,,-,3,,9,,140,,174,,"NEW JERSEY
(40.104655, -74.386686)",
NORTH DAKOTA,2015,46,,-,2,,6,,73,,69,,,-,0,,1,,5,,2,,,-,0,,1,,3,,4,,"NORTH DAKOTA
(47.475879, -100.121011)",
HAWAII,2015,46,,-,1,,5,,54,,81,,,-,0,,1,,3,,10,,,-,0,,1,,6,,7,,"HAWAII
(21.30992, -157.858158)",
TEXAS,2015,46,28,,26,,183,,1238,,1179,,4,,2,,12,,123,,101,,,-,5,,26,,225,,200,,"TEXAS
(31.827233, -99.423022)",
NEW YORK,2015,46,8,,16,,63,,652,,658,,,-,1,,9,,38,,36,,4,,7,,25,,403,,366,,"NEW YORK
(42.826892, -75.544286)",
TENNESSEE,2015,46,19,,15,,51,,720,,624,,,-,1,,4,,46,,43,,,-,2,,8,,104,,145,,"TENNESSEE
(35.681402, -85.774444)",
MAINE,2015,46,,-,3,,7,,110,,117,,,-,0,,1,,3,,5,,,-,0,,2,,14,,17,,"MAINE
(45.252223, -68.986647)",
NEW HAMPSHIRE,2015,46,,-,1,,7,,64,,78,,,-,0,,2,,5,,4,,,-,0,,5,,28,,12,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
ARIZONA,2015,46,9,,9,,40,,540,,638,,,-,1,,5,,38,,33,,,-,2,,4,,82,,55,,"ARIZONA
(34.869712, -111.760902)",
WYOMING,2015,46,,-,0,,4,,16,,23,,,-,0,,1,,1,,3,,,-,0,,0,,,-,2,,"WYOMING
(43.23558, -108.110518)",
PUERTO RICO,2015,46,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,11,,10,,"PUERTO RICO
(18.215692, -66.414655)",
MINNESOTA,2015,46,,-,13,,36,,576,,393,,,-,0,,5,,40,,27,,,-,1,,5,,46,,51,,"MINNESOTA
(44.943719, -93.094281)",
VERMONT,2015,46,1,,1,,4,,53,,47,,,-,0,,1,,4,,1,,,-,0,,2,,15,,6,,"VERMONT
(43.622479, -72.51927)",
GUAM,2015,46,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
INDIANA,2015,46,,-,10,,33,,452,,509,,,-,0,,3,,25,,26,,,-,2,,8,,136,,110,,"INDIANA
(39.76845, -86.156212)",
PENNSYLVANIA,2015,46,8,,8,,23,,399,,,N,,-,0,,3,,24,,,N,5,,5,,22,,326,,286,,"PENNSYLVANIA
(40.789676, -77.858055)",
IDAHO,2015,46,,N,0,,0,,,N,,N,,-,0,,1,,8,,6,,1,,0,,2,,10,,15,,"IDAHO
(43.680635, -114.364237)",
NORTH CAROLINA,2015,46,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,3,,9,,128,,164,,"NORTH CAROLINA
(35.47995, -79.180571)",
UNITED STATES,2015,47,151,,301,,761,,13063,,12813,,12,,22,,41,,968,,893,,37,,95,,223,,4999,,4580,,,
NEW ENGLAND,2015,47,11,,20,,55,,880,,953,,1,,0,,5,,38,,45,,3,,5,,15,,271,,237,,,
MID. ATLANTIC,2015,47,29,,41,,118,,1934,,1655,,1,,2,,11,,99,,96,,6,,21,,98,,1265,,1031,,,
NEW YORK CITY,2015,47,10,,13,,28,,563,,548,,,-,0,,3,,28,,28,,2,,5,,84,,388,,191,,"NEW YORK CITY
",
E.N. CENTRAL,2015,47,27,,48,,123,,2258,,2181,,1,,3,,10,,154,,107,,7,,17,,97,,1155,,1022,,,
W.N. CENTRAL,2015,47,6,,24,,49,,984,,795,,,-,1,,7,,65,,64,,,-,4,,22,,248,,227,,,
S. ATLANTIC,2015,47,25,,49,,130,,2255,,2515,,2,,4,,10,,200,,206,,13,,18,,30,,868,,862,,,
DIST. OF COL.,2015,47,4,,1,,5,,62,,61,,,-,0,,2,,5,,2,,,-,0,,2,,2,,9,,"DIST. OF COL.
",
E.S. CENTRAL,2015,47,11,,31,,75,,1360,,1178,,,-,2,,4,,104,,89,,4,,5,,15,,272,,328,,,
W.S. CENTRAL,2015,47,28,,40,,229,,1797,,1739,,6,,4,,15,,188,,169,,2,,8,,35,,329,,324,,,
MOUNTAIN,2015,47,12,,33,,66,,1452,,1639,,1,,2,,8,,110,,99,,1,,3,,7,,176,,191,,,
PACIFIC,2015,47,2,,3,,8,,143,,158,,,-,0,,2,,10,,18,,1,,10,,22,,415,,358,,,
AMER. SAMOA,2015,47,,N,,-,,-,,N,,N,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2015,47,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,47,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
ALASKA,2015,47,2,,2,,7,,89,,77,,,-,0,,1,,7,,8,,,-,0,,0,,,-,2,,"ALASKA
(64.836661, -147.738891)",
WEST VIRGINIA,2015,47,,-,3,,14,,177,,210,,,-,0,,2,,13,,10,,,-,0,,4,,25,,42,,"WEST VIRGINIA
(38.668501, -80.709421)",
MICHIGAN,2015,47,4,,14,,37,,618,,508,,,-,1,,3,,38,,25,,,-,3,,9,,150,,208,,"MICHIGAN
(44.66399, -84.711206)",
DELAWARE,2015,47,1,,1,,5,,63,,33,,,-,0,,1,,4,,1,,1,,0,,3,,22,,17,,"DELAWARE
(39.008676, -75.574561)",
HAWAII,2015,47,,-,1,,5,,54,,81,,,-,0,,1,,3,,10,,,-,0,,1,,6,,7,,"HAWAII
(21.30992, -157.858158)",
ILLINOIS,2015,47,,N,0,,0,,,N,,N,,-,0,,3,,17,,,-,,-,4,,49,,277,,237,,"ILLINOIS
(40.477092, -88.993221)",
FLORIDA,2015,47,5,,9,,17,,384,,723,,1,,1,,6,,63,,73,,4,,6,,13,,281,,252,,"FLORIDA
(28.915325, -81.922409)",
NEVADA,2015,47,,-,3,,10,,130,,116,,,-,0,,2,,11,,6,,1,,0,,2,,23,,20,,"NEVADA
(39.491833, -117.070159)",
MINNESOTA,2015,47,,-,13,,36,,576,,401,,,-,0,,5,,40,,29,,,-,1,,5,,46,,51,,"MINNESOTA
(44.943719, -93.094281)",
NEW JERSEY,2015,47,,-,8,,27,,299,,433,,,-,0,,2,,8,,31,,,-,3,,9,,140,,178,,"NEW JERSEY
(40.104655, -74.386686)",
PENNSYLVANIA,2015,47,1,,9,,23,,402,,,N,,-,0,,3,,24,,,N,1,,6,,22,,331,,291,,"PENNSYLVANIA
(40.789676, -77.858055)",
WASHINGTON,2015,47,,N,0,,0,,,N,,N,,N,0,,0,,,N,,N,,-,0,,11,,43,,32,,"WASHINGTON
(47.517368, -120.467672)",
LOUISIANA,2015,47,5,,6,,16,,281,,316,,,-,0,,4,,25,,22,,,-,0,,4,,32,,57,,"LOUISIANA
(31.2931, -92.463284)",
MARYLAND,2015,47,5,,8,,25,,383,,372,,,-,0,,3,,21,,27,,,-,2,,9,,130,,133,,"MARYLAND
(39.290443, -76.612333)",
ARKANSAS,2015,47,5,,5,,37,,251,,216,,,-,0,,3,,19,,22,,,-,0,,4,,32,,33,,"ARKANSAS
(34.748745, -92.275105)",
GUAM,2015,47,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.3532, 144.653198)",
NORTH DAKOTA,2015,47,,-,2,,6,,74,,69,,,-,0,,1,,5,,2,,,-,0,,1,,3,,4,,"NORTH DAKOTA
(47.475879, -100.121011)",
PUERTO RICO,2015,47,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,2,,14,,11,,"PUERTO RICO
(18.215692, -66.414655)",
IDAHO,2015,47,,N,0,,0,,,N,,N,,-,0,,1,,9,,6,,,-,0,,2,,10,,16,,"IDAHO
(43.680635, -114.364237)",
NEW MEXICO,2015,47,,-,4,,15,,244,,269,,,-,0,,4,,17,,13,,,-,0,,2,,12,,6,,"NEW MEXICO
(34.520396, -106.244402)",
MAINE,2015,47,,-,3,,7,,110,,119,,,-,0,,1,,3,,5,,,-,0,,2,,14,,17,,"MAINE
(45.252223, -68.986647)",
KENTUCKY,2015,47,1,,4,,10,,191,,158,,,-,0,,2,,9,,10,,2,,1,,7,,76,,90,,"KENTUCKY
(37.64591, -84.774043)",
UTAH,2015,47,,-,3,,13,,122,,162,,,-,0,,3,,12,,18,,,-,0,,2,,28,,25,,"UTAH
(39.359772, -111.584173)",
OHIO,2015,47,20,,18,,54,,849,,792,,1,,1,,4,,51,,40,,7,,8,,74,,550,,376,,"OHIO
(40.056807, -82.405897)",
