Reporting Area,MMWR Year,MMWR Week,"Hepatitis (viral, acute), type A, Current week","Hepatitis (viral, acute), type A, Current week, flag ","Hepatitis (viral, acute), type A, Previous 52 weeks Med","Hepatitis (viral, acute), type A, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type A, Previous 52 weeks Max","Hepatitis (viral, acute), type A, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type A, Cum 2014","Hepatitis (viral, acute), type A, Cum 2014, flag","Hepatitis (viral, acute), type A, Cum 2013","Hepatitis (viral, acute), type A, Cum 2013, flag","Hepatitis (viral, acute), type B, Current week","Hepatitis (viral, acute), type B, Current week, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Med","Hepatitis (viral, acute), type B, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type B, Previous 52 weeks Max","Hepatitis (viral, acute), type B, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type B, Cum 2014","Hepatitis (viral, acute), type B, Cum 2014, flag","Hepatitis (viral, acute), type B, Cum 2013","Hepatitis (viral, acute), type B, Cum 2013, flag","Hepatitis (viral, acute), type C, Current week","Hepatitis (viral, acute), type C, Current week, flag","Hepatitis (viral, acute), type C, Previous 52 weeks Med","Hepatitis (viral, acute), type C, Previous 52 weeks Med, flag","Hepatitis (viral, acute), type C, Previous 52 weeks Max","Hepatitis (viral, acute), type C, Previous 52 weeks Max, flag","Hepatitis (viral, acute), type C, Cum 2014","Hepatitis (viral, acute), type C, Cum 2014, flag","Hepatitis (viral, acute), type C, Cum 2013","Hepatitis (viral, acute), type C, Cum 2013, flag",Location 1,Location 2
SOUTH DAKOTA,2014,26,,-,0,,1,,,-,,-,,-,0,,1,,1,,3,,,-,0,,1,,,-,,-,"SOUTH DAKOTA
(44.35313342000046, -100.37352811899967)",
AMER. SAMOA,2014,26,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
(39.52368635500045, -99.11415045099966)",
SOUTH CAROLINA,2014,26,,-,0,,1,,4,,5,,,-,1,,3,,14,,24,,,-,0,,1,,2,,,-,"SOUTH CAROLINA
(33.99882060100049, -81.04536765699964)",
ARIZONA,2014,26,,-,0,,4,,14,,41,,,-,0,,2,,5,,10,,,U,0,,0,,,U,,U,"ARIZONA
(34.865973091000455, -111.76380949799972)",
MARYLAND,2014,26,,-,0,,3,,12,,16,,1,,1,,3,,16,,27,,,-,1,,3,,22,,29,,"MARYLAND
(39.2905806980005, -76.60925970899967)",
MAINE,2014,26,,-,0,,2,,2,,3,,,-,0,,1,,4,,8,,,-,0,,2,,17,,4,,"MAINE
(45.254228663000504, -68.98502952999962)",
NORTH CAROLINA,2014,26,,-,0,,2,,16,,28,,,-,1,,16,,53,,30,,,-,1,,9,,28,,32,,"NORTH CAROLINA
(35.46622388600048, -79.15924924699965)",
WASHINGTON,2014,26,1,,0,,4,,8,,13,,,-,0,,7,,12,,8,,1,,1,,9,,34,,22,,"WASHINGTON
(47.522287905000496, -120.47002746299972)",
NEW HAMPSHIRE,2014,26,,-,0,,1,,2,,5,,,-,0,,2,,,-,,-,,N,0,,0,,,N,,N,"NEW HAMPSHIRE
(43.6559537330005, -71.50035726399966)",
NEW JERSEY,2014,26,,-,1,,6,,8,,30,,,-,0,,4,,2,,33,,,-,1,,4,,15,,62,,"NEW JERSEY
(40.1305700530005, -74.27368565099965)",
GUAM,2014,26,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.355173397000442, 144.70297250000056)",
MISSOURI,2014,26,,-,0,,2,,11,,1,,,-,1,,4,,18,,23,,,-,0,,2,,4,,,-,"MISSOURI
(38.63579372300046, -92.56629737199967)",
FLORIDA,2014,26,,-,2,,6,,46,,32,,5,,7,,13,,165,,141,,1,,2,,6,,45,,67,,"FLORIDA
(28.932042899000464, -81.92895558499964)",
HAWAII,2014,26,,-,0,,1,,,-,14,,,-,0,,1,,2,,3,,,-,0,,0,,,-,,-,"HAWAII
(21.30485166200043, -157.85774691599974)",
IOWA,2014,26,,-,0,,3,,4,,1,,,-,0,,2,,5,,7,,,-,0,,0,,,-,,-,"IOWA
(42.469404401000475, -93.81648936699969)",
INDIANA,2014,26,,-,0,,3,,12,,14,,,-,2,,7,,49,,45,,,-,2,,8,,28,,80,,"INDIANA
(39.76691364600049, -86.14995579899966)",
MISSISSIPPI,2014,26,,-,0,,1,,2,,1,,,-,1,,3,,16,,29,,,U,0,,0,,,U,,U,"MISSISSIPPI
(32.74551123200047, -89.53802764499966)",
PUERTO RICO,2014,26,,-,0,,1,,1,,8,,,-,0,,2,,6,,25,,,N,0,,0,,,N,,N,"PUERTO RICO
(26.649497232000442, -98.34556876399967)",
DELAWARE,2014,26,,-,0,,1,,,-,1,,,-,0,,1,,4,,6,,,U,0,,0,,,U,,U,"DELAWARE
(39.00883351400046, -75.57773943699965)",
UNITED STATES,2014,27,8,,26,,55,,523,,876,,23,,55,,76,,1257,,1483,,17,,38,,67,,826,,1041,,,
NEW ENGLAND,2014,27,,-,1,,6,,35,,51,,,-,1,,7,,28,,42,,,-,3,,8,,72,,107,,,
MID. ATLANTIC,2014,27,,-,4,,16,,64,,126,,2,,3,,9,,76,,122,,6,,5,,15,,129,,158,,,
E.N. CENTRAL,2014,27,1,,4,,9,,82,,157,,4,,10,,17,,229,,239,,2,,7,,35,,153,,188,,,
W.N. CENTRAL,2014,27,,-,1,,6,,25,,27,,,-,2,,5,,34,,55,,1,,1,,4,,21,,39,,,
S. ATLANTIC,2014,27,4,,5,,11,,119,,116,,8,,17,,26,,431,,432,,1,,7,,18,,168,,197,,,
DIST. OF COL.,2014,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2014,27,,-,1,,4,,17,,28,,2,,11,,17,,277,,299,,2,,6,,13,,143,,192,,,
W.S. CENTRAL,2014,27,3,,3,,12,,70,,50,,4,,5,,18,,93,,155,,1,,1,,9,,40,,54,,,
MOUNTAIN,2014,27,,-,2,,8,,40,,120,,1,,1,,5,,24,,50,,1,,1,,5,,37,,39,,,
PACIFIC,2014,27,,-,4,,11,,71,,201,,2,,4,,13,,65,,89,,3,,3,,10,,63,,67,,,
AMER. SAMOA,2014,27,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,27,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NEBRASKA,2014,27,,-,0,,2,,1,,5,,,-,0,,2,,3,,3,,,-,0,,1,,1,,1,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
TEXAS,2014,27,,-,2,,8,,54,,40,,,-,2,,10,,43,,69,,1,,0,,4,,16,,14,,"TEXAS
(31.827240712000446, -99.4267664729997)",
OREGON,2014,27,,-,0,,3,,6,,11,,1,,0,,4,,17,,16,,,-,0,,2,,8,,7,,"OREGON
(44.56745218600048, -120.15502977999972)",
NEW HAMPSHIRE,2014,27,,-,0,,1,,2,,5,,,-,0,,2,,,-,,-,,N,0,,0,,,N,,N,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
INDIANA,2014,27,,-,0,,3,,12,,14,,,-,2,,7,,50,,47,,,-,2,,8,,28,,86,,"INDIANA
(39.76691072200049, -86.14995579899966)",
MARYLAND,2014,27,,-,0,,3,,12,,16,,,-,1,,3,,16,,27,,,-,1,,3,,22,,30,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
HAWAII,2014,27,,-,0,,1,,,-,14,,,-,0,,1,,2,,3,,,-,0,,0,,,-,,-,"HAWAII
(21.304853205000427, -157.85774691599974)",
FLORIDA,2014,27,3,,2,,6,,49,,34,,7,,7,,13,,172,,149,,1,,2,,6,,47,,69,,"FLORIDA
(28.93204444200046, -81.92895558499964)",
COLORADO,2014,27,,-,0,,2,,7,,41,,,-,0,,2,,1,,13,,,-,0,,2,,4,,13,,"COLORADO
(38.84384201300048, -106.13360888799969)",
VIRGINIA,2014,27,,-,0,,3,,13,,15,,,-,1,,5,,28,,36,,,-,1,,5,,24,,17,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
GUAM,2014,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.480998894000436, 144.73149801400064)",
SOUTH CAROLINA,2014,27,,-,0,,1,,4,,5,,,-,1,,3,,15,,24,,,-,0,,1,,2,,,-,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
KENTUCKY,2014,27,,-,0,,2,,5,,16,,,-,4,,8,,75,,91,,,-,4,,9,,80,,121,,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
ILLINOIS,2014,27,,-,1,,5,,28,,27,,,-,1,,5,,23,,51,,,-,0,,2,,5,,24,,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
WASHINGTON,2014,27,,-,0,,4,,8,,16,,1,,0,,7,,13,,8,,2,,1,,9,,35,,23,,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
WYOMING,2014,27,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.235543013000495, -108.10982744299969)",
MASSACHUSETTS,2014,27,,-,1,,3,,15,,25,,,-,1,,7,,13,,33,,,-,3,,7,,51,,100,,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
CALIFORNIA,2014,27,,-,3,,9,,56,,159,,,-,2,,7,,32,,61,,1,,1,,4,,20,,37,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
WISCONSIN,2014,27,,-,0,,3,,4,,19,,,-,0,,2,,9,,5,,,-,0,,3,,5,,24,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
MISSISSIPPI,2014,27,,-,0,,1,,2,,1,,,-,1,,3,,19,,29,,,U,0,,0,,,U,,U,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
ALASKA,2014,27,,-,0,,1,,1,,1,,,-,0,,1,,1,,1,,,-,0,,0,,,-,,-,"ALASKA
(64.84507631500048, -147.72205669099972)",
NEW YORK,2014,27,,-,1,,5,,14,,30,,,-,1,,3,,19,,25,,4,,2,,11,,54,,47,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
NEW JERSEY,2014,27,,-,0,,6,,8,,31,,,-,0,,4,,2,,33,,,-,1,,4,,20,,63,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
MISSOURI,2014,27,,-,0,,2,,12,,1,,,-,1,,4,,19,,23,,1,,0,,2,,5,,,-,"MISSOURI
(38.63579079900046, -92.56629737199967)",
IDAHO,2014,27,,-,0,,1,,1,,4,,1,,0,,2,,3,,6,,,-,0,,1,,2,,6,,"IDAHO
(43.68263160000049, -114.3637261449997)",
ARIZONA,2014,27,,-,0,,4,,14,,42,,,-,0,,2,,7,,11,,,U,0,,0,,,U,,U,"ARIZONA
(34.865970167000455, -111.76380949799972)",
NEVADA,2014,27,,-,0,,2,,4,,12,,,-,0,,3,,11,,17,,,-,0,,1,,2,,6,,"NEVADA
(39.493242807000456, -117.07183978499972)",
NEW MEXICO,2014,27,,-,0,,2,,7,,12,,,-,0,,1,,,-,1,,,-,0,,2,,6,,1,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
WEST VIRGINIA,2014,27,,-,0,,1,,3,,1,,,-,4,,8,,86,,91,,,-,1,,6,,32,,23,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
NORTH CAROLINA,2014,27,,-,0,,2,,16,,28,,,-,1,,16,,53,,34,,,-,1,,9,,29,,32,,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
OHIO,2014,27,1,,0,,4,,15,,39,,4,,4,,12,,121,,108,,,-,2,,30,,68,,16,,"OHIO
(40.06021184000048, -82.40425685299965)",
SOUTH DAKOTA,2014,27,,-,0,,1,,,-,,-,,-,0,,1,,1,,3,,,-,0,,1,,,-,,-,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
LOUISIANA,2014,27,,-,0,,3,,5,,5,,,-,1,,8,,28,,29,,,-,0,,3,,11,,12,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
KANSAS,2014,27,,-,0,,3,,3,,3,,,-,0,,1,,4,,8,,,-,0,,3,,14,,9,,"KANSAS
(38.3477418760005, -98.20077655499966)",
RHODE ISLAND,2014,27,,-,0,,1,,3,,2,,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
PUERTO RICO,2014,27,,-,0,,1,,1,,8,,,-,0,,2,,6,,27,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
NEW YORK CITY,2014,27,,-,1,,7,,23,,32,,,-,1,,4,,23,,38,,,-,0,,4,,12,,6,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
TENNESSEE,2014,27,,-,0,,2,,6,,9,,2,,5,,10,,130,,134,,2,,2,,4,,49,,60,,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
VERMONT,2014,27,,-,0,,1,,2,,6,,,-,0,,2,,4,,,-,,-,0,,1,,,-,3,,"VERMONT
(43.62538000100045, -72.51763944499965)",
OKLAHOMA,2014,27,3,,0,,4,,10,,2,,4,,0,,5,,15,,22,,,-,0,,5,,8,,15,,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
GEORGIA,2014,27,1,,1,,3,,22,,16,,1,,2,,6,,57,,65,,,-,0,,4,,12,,26,,"GEORGIA
(32.83968158500045, -83.62757601199968)",
MAINE,2014,27,,-,0,,2,,2,,3,,,-,0,,1,,5,,8,,,-,0,,2,,18,,4,,"MAINE
(45.2542257390005, -68.98502952999962)",
MONTANA,2014,27,,-,0,,1,,4,,3,,,-,0,,1,,,-,,-,1,,0,,2,,8,,9,,"MONTANA
(47.06652759400049, -109.42441687999968)",
UTAH,2014,27,,-,0,,2,,3,,6,,,-,0,,1,,2,,2,,,-,0,,2,,15,,4,,"UTAH
(39.36070082200047, -111.5871285339997)",
NORTH DAKOTA,2014,27,,-,0,,2,,3,,2,,,-,0,,1,,1,,,-,,-,0,,1,,,-,2,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
WISCONSIN,2014,31,,-,0,,3,,4,,25,,54,,0,,2,,66,,5,,,-,0,,3,,5,,25,,"WISCONSIN
",
CONNECTICUT,2014,27,,-,0,,3,,11,,10,,,-,0,,2,,6,,1,,,-,0,,1,,3,,,-,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
DELAWARE,2014,27,,-,0,,1,,,-,1,,,-,0,,1,,4,,6,,,U,0,,0,,,U,,U,"DELAWARE
(39.00883059000046, -75.57773943699965)",
ALABAMA,2014,27,,-,0,,2,,4,,2,,,-,2,,5,,53,,45,,,-,0,,5,,14,,11,,"ALABAMA
(32.84057034900047, -86.63185803899967)",
MINNESOTA,2014,27,,-,0,,2,,2,,15,,,-,0,,2,,1,,11,,,-,0,,3,,1,,27,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
MICHIGAN,2014,27,,-,1,,4,,23,,58,,,-,1,,4,,26,,28,,2,,1,,5,,47,,38,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
PENNSYLVANIA,2014,27,,-,1,,4,,19,,33,,2,,1,,4,,32,,26,,2,,1,,6,,43,,42,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
IOWA,2014,27,,-,0,,3,,4,,1,,,-,0,,2,,5,,7,,,-,0,,0,,,-,,-,"IOWA
(42.469401477000474, -93.81648936699969)",
ARKANSAS,2014,27,,-,0,,1,,1,,3,,,-,0,,4,,7,,35,,,-,0,,5,,5,,13,,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
UNITED STATES,2014,28,9,,26,,55,,546,,920,,25,,55,,76,,1317,,1557,,25,,39,,67,,892,,1071,,,
NEW ENGLAND,2014,28,,-,1,,6,,36,,52,,,-,1,,7,,29,,44,,,-,3,,8,,72,,110,,,
MID. ATLANTIC,2014,28,1,,4,,16,,66,,137,,7,,3,,9,,83,,129,,,-,6,,15,,131,,162,,,
E.N. CENTRAL,2014,28,1,,4,,9,,83,,161,,4,,10,,17,,238,,251,,5,,7,,35,,168,,192,,,
W.N. CENTRAL,2014,28,,-,1,,6,,25,,29,,,-,2,,5,,34,,57,,,-,1,,4,,21,,42,,,
S. ATLANTIC,2014,28,4,,5,,11,,124,,121,,2,,17,,26,,442,,457,,8,,7,,18,,189,,200,,,
DIST. OF COL.,2014,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2014,28,,-,1,,4,,18,,30,,7,,11,,17,,290,,313,,5,,6,,13,,157,,198,,,
W.S. CENTRAL,2014,28,2,,3,,12,,72,,55,,3,,5,,18,,101,,159,,1,,1,,9,,42,,55,,,
MOUNTAIN,2014,28,1,,2,,8,,43,,125,,,-,1,,5,,26,,52,,,-,2,,5,,39,,42,,,
PACIFIC,2014,28,,-,4,,10,,79,,210,,2,,4,,13,,74,,95,,6,,3,,10,,73,,70,,,
AMER. SAMOA,2014,28,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2014,28,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
INDIANA,2014,28,,-,0,,3,,12,,16,,,-,2,,7,,51,,49,,,-,2,,8,,31,,89,,"INDIANA
(39.76691072200049, -86.14995579899966)",
GUAM,2014,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.480998894000436, 144.73149801400064)",
CALIFORNIA,2014,28,,-,3,,9,,64,,167,,1,,2,,7,,37,,63,,,-,1,,4,,24,,37,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
ALASKA,2014,28,,-,0,,1,,1,,1,,,-,0,,1,,2,,1,,,-,0,,0,,,-,,-,"ALASKA
(64.84507631500048, -147.72205669099972)",
DELAWARE,2014,28,,-,0,,1,,,-,1,,,-,0,,1,,4,,6,,,U,0,,0,,,U,,U,"DELAWARE
(39.00883059000046, -75.57773943699965)",
NORTH DAKOTA,2014,28,,-,0,,2,,3,,2,,,-,0,,1,,1,,,-,,-,0,,1,,,-,2,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
NORTH CAROLINA,2014,28,,-,0,,2,,16,,28,,,-,1,,16,,56,,36,,5,,1,,9,,45,,32,,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
VERMONT,2014,28,,-,0,,1,,2,,7,,,-,0,,2,,4,,,-,,-,0,,0,,,-,3,,"VERMONT
(43.62538000100045, -72.51763944499965)",
COLORADO,2014,28,,-,0,,2,,7,,43,,,-,0,,2,,1,,14,,,-,0,,2,,4,,13,,"COLORADO
(38.84384201300048, -106.13360888799969)",
MISSISSIPPI,2014,28,,-,0,,1,,2,,1,,1,,1,,3,,20,,32,,,U,0,,0,,,U,,U,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
WASHINGTON,2014,28,,-,0,,4,,8,,16,,,-,0,,7,,13,,8,,5,,1,,9,,40,,26,,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
PENNSYLVANIA,2014,28,,-,1,,4,,19,,36,,1,,1,,4,,33,,27,,,-,1,,6,,45,,43,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
KENTUCKY,2014,28,,-,0,,2,,5,,17,,2,,4,,8,,80,,94,,2,,4,,9,,90,,123,,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
TEXAS,2014,28,2,,2,,8,,56,,41,,3,,2,,10,,48,,71,,1,,0,,4,,17,,15,,"TEXAS
(31.827240712000446, -99.4267664729997)",
FLORIDA,2014,28,1,,2,,6,,50,,36,,2,,7,,13,,176,,157,,1,,2,,6,,49,,70,,"FLORIDA
(28.93204444200046, -81.92895558499964)",
NEW MEXICO,2014,28,,-,0,,2,,8,,13,,,-,0,,1,,,-,1,,,-,0,,2,,6,,1,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
MISSOURI,2014,28,,-,0,,2,,12,,1,,,-,1,,4,,19,,24,,,-,0,,2,,5,,,-,"MISSOURI
(38.63579079900046, -92.56629737199967)",
PUERTO RICO,2014,28,,-,0,,1,,2,,8,,,-,0,,2,,9,,27,,,N,0,,0,,,N,,N,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
MINNESOTA,2014,28,,-,0,,2,,2,,15,,,-,0,,2,,1,,12,,,-,0,,3,,1,,29,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
MICHIGAN,2014,28,,-,1,,4,,23,,59,,,-,1,,4,,27,,29,,2,,2,,5,,55,,39,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
MARYLAND,2014,28,1,,0,,3,,13,,17,,,-,1,,3,,16,,28,,2,,1,,3,,24,,30,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
SOUTH CAROLINA,2014,28,,-,0,,1,,4,,5,,,-,1,,3,,15,,26,,,-,0,,1,,2,,,-,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
NEVADA,2014,28,,-,0,,2,,5,,12,,,-,0,,3,,11,,17,,,-,0,,1,,2,,7,,"NEVADA
(39.493242807000456, -117.07183978499972)",
NEW YORK CITY,2014,28,1,,1,,7,,24,,35,,4,,1,,4,,27,,42,,,-,0,,4,,12,,7,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
OKLAHOMA,2014,28,,-,0,,4,,10,,6,,,-,0,,5,,15,,22,,,-,0,,5,,8,,15,,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
MASSACHUSETTS,2014,28,,-,0,,3,,15,,25,,,-,1,,7,,13,,35,,,-,3,,7,,51,,103,,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
KANSAS,2014,28,,-,0,,3,,3,,3,,,-,0,,1,,4,,8,,,-,0,,3,,14,,10,,"KANSAS
(38.3477418760005, -98.20077655499966)",
OHIO,2014,28,1,,0,,4,,16,,39,,3,,4,,12,,124,,115,,3,,2,,30,,71,,16,,"OHIO
(40.06021184000048, -82.40425685299965)",
WYOMING,2014,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"WYOMING
(43.235543013000495, -108.10982744299969)",
IOWA,2014,28,,-,0,,3,,4,,1,,,-,0,,2,,5,,7,,,-,0,,0,,,-,,-,"IOWA
(42.469401477000474, -93.81648936699969)",
ARIZONA,2014,28,,-,0,,4,,14,,44,,,-,0,,2,,8,,11,,,U,0,,0,,,U,,U,"ARIZONA
(34.865970167000455, -111.76380949799972)",
MAINE,2014,28,,-,0,,2,,2,,3,,,-,0,,1,,6,,8,,,-,0,,2,,18,,4,,"MAINE
(45.2542257390005, -68.98502952999962)",
WEST VIRGINIA,2014,28,,-,0,,1,,4,,1,,,-,4,,8,,89,,98,,,-,1,,6,,32,,23,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
NEW YORK,2014,28,,-,1,,5,,14,,33,,2,,1,,3,,21,,25,,,-,2,,11,,54,,48,,"NEW YORK
(42.82700178100049, -75.54396639699968)",
HAWAII,2014,28,,-,0,,1,,,-,14,,,-,0,,1,,3,,3,,,-,0,,0,,,-,,-,"HAWAII
(21.304853205000427, -157.85774691599974)",
MONTANA,2014,28,,-,0,,1,,4,,3,,,-,0,,1,,,-,,-,,-,0,,2,,8,,11,,"MONTANA
(47.06652759400049, -109.42441687999968)",
RHODE ISLAND,2014,28,,-,0,,1,,3,,2,,,U,0,,0,,,U,,U,,U,0,,0,,,U,,U,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
OREGON,2014,28,,-,0,,3,,6,,12,,1,,0,,4,,19,,20,,1,,0,,2,,9,,7,,"OREGON
(44.56745218600048, -120.15502977999972)",
UTAH,2014,28,,-,0,,2,,3,,6,,,-,0,,1,,3,,3,,,-,0,,2,,16,,4,,"UTAH
(39.36070082200047, -111.5871285339997)",
NEBRASKA,2014,28,,-,0,,2,,1,,7,,,-,0,,2,,3,,3,,,-,0,,1,,1,,1,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
IDAHO,2014,28,1,,0,,1,,2,,4,,,-,0,,2,,3,,6,,,-,0,,1,,3,,6,,"IDAHO
(43.68263160000049, -114.3637261449997)",
WISCONSIN,2014,28,,-,0,,3,,4,,20,,1,,0,,2,,10,,5,,,-,0,,3,,5,,24,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
VIRGINIA,2014,28,,-,0,,3,,13,,15,,,-,1,,5,,29,,39,,,-,1,,5,,25,,17,,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
NEW JERSEY,2014,28,,-,0,,6,,9,,33,,,-,0,,4,,2,,35,,,-,1,,4,,20,,64,,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
ARKANSAS,2014,28,,-,0,,1,,1,,3,,,-,0,,4,,8,,36,,,-,0,,5,,6,,13,,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
GEORGIA,2014,28,2,,1,,3,,24,,18,,,-,2,,6,,57,,67,,,-,0,,4,,12,,28,,"GEORGIA
(32.83968158500045, -83.62757601199968)",
TENNESSEE,2014,28,,-,0,,2,,7,,10,,3,,5,,10,,133,,140,,3,,2,,4,,53,,63,,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
CONNECTICUT,2014,28,,-,0,,3,,12,,10,,,-,0,,2,,6,,1,,,-,0,,1,,3,,,-,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
ILLINOIS,2014,28,,-,1,,5,,28,,27,,,-,1,,5,,26,,53,,,-,0,,2,,6,,24,,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
SOUTH DAKOTA,2014,28,,-,0,,1,,,-,,-,,-,0,,1,,1,,3,,,-,0,,1,,,-,,-,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
ALABAMA,2014,28,,-,0,,2,,4,,2,,1,,2,,5,,57,,47,,,-,0,,5,,14,,12,,"ALABAMA
(32.84057034900047, -86.63185803899967)",
LOUISIANA,2014,28,,-,0,,3,,5,,5,,,-,1,,8,,30,,30,,,-,0,,3,,11,,12,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
NEW HAMPSHIRE,2014,28,,-,0,,1,,2,,5,,,-,0,,2,,,-,,-,,N,0,,0,,,N,,N,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
UNITED STATES,2014,29,8,,26,,55,,554,,955,,17,,55,,76,,1361,,1617,,17,,39,,67,,939,,1101,,,
NEW ENGLAND,2014,29,,-,1,,6,,36,,52,,,-,1,,7,,30,,47,,,-,3,,9,,83,,114,,,
MID. ATLANTIC,2014,29,1,,4,,16,,67,,141,,2,,3,,9,,87,,133,,2,,6,,15,,134,,165,,,
E.N. CENTRAL,2014,29,2,,4,,9,,84,,165,,2,,10,,17,,243,,262,,3,,7,,35,,178,,199,,,
W.N. CENTRAL,2014,29,,-,1,,6,,25,,33,,,-,2,,5,,36,,60,,,-,1,,4,,23,,43,,,
S. ATLANTIC,2014,29,3,,5,,11,,127,,126,,8,,17,,26,,457,,477,,9,,7,,18,,200,,203,,,
