Reporting Area,MMWR Year,MMWR Week,"Mumps, Current week","Mumps, Current week, flag","Mumps, Previous 52 weeks Med","Mumps, Previous 52 weeks Med, flag","Mumps, Previous 52 weeks Max","Mumps, Previous 52 weeks Max, flag","Mumps, Cum 2016","Mumps, Cum 2016, flag","Mumps, Cum 2015","Mumps, Cum 2015, flag","Pertussis, Current week","Pertussis, Current week, flag","Pertussis, Previous 52 weeks Med","Pertussis, Previous 52 weeks Med, flag","Pertussis, Previous 52 weeks Max","Pertussis, Previous 52 weeks Max, flag","Pertussis, Cum 2016","Pertussis, Cum 2016, flag","Pertussis, Cum 2015","Pertussis, Cum 2015, flag","Rabies, animal, Current week","Rabies, animal, Current week, flag","Rabies, animal, Previous 52 weeks Med","Rabies, animal, Previous 52 weeks Med, flag","Rabies, animal, Previous 52 weeks Max","Rabies, animal, Previous 52 weeks Max, flag","Rabies, animal, Cum 2016","Rabies, animal, Cum 2016, flag","Rabies, animal, Cum 2015","Rabies, animal, Cum 2015, flag",Location 1,Location 2
VERMONT,2016,19,,-,0,,1,,,-,1,,,-,1,,8,,36,,5,,1,,0,,3,,16,,6,,"VERMONT
(43.622479, -72.51927)",
LOUISIANA,2016,19,,-,0,,1,,,-,1,,,-,1,,4,,22,,18,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
IOWA,2016,19,1,,12,,47,,337,,3,,,-,2,,11,,30,,57,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
ALASKA,2016,19,,-,0,,0,,,-,,-,,-,1,,7,,45,,55,,,-,0,,3,,9,,3,,"ALASKA
(64.836661, -147.738891)",
HAWAII,2016,19,,-,0,,1,,2,,,-,,-,1,,4,,12,,15,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
GEORGIA,2016,19,1,,0,,0,,1,,,-,,-,3,,10,,26,,79,,,-,0,,0,,,-,,-,"GEORGIA
(32.836038, -83.631709)",
CONNECTICUT,2016,19,,-,0,,8,,24,,,-,,-,1,,4,,20,,25,,1,,3,,12,,42,,45,,"CONNECTICUT
(41.544654, -72.651713)",
WISCONSIN,2016,19,,-,0,,17,,4,,1,,1,,15,,34,,293,,243,,,N,0,,0,,,N,,N,"WISCONSIN
(44.395526, -89.834513)",
OHIO,2016,19,5,,0,,20,,44,,14,,16,,15,,34,,340,,331,,1,,0,,5,,3,,10,,"OHIO
(40.056807, -82.405897)",
FLORIDA,2016,19,,-,0,,1,,4,,4,,7,,6,,15,,133,,136,,,-,0,,15,,24,,84,,"FLORIDA
(28.915325, -81.922409)",
VIRGINIA,2016,19,,-,0,,2,,5,,26,,,-,4,,35,,58,,95,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
RHODE ISLAND,2016,19,,-,0,,1,,,-,,-,,-,0,,5,,10,,7,,,-,0,,2,,3,,4,,"RHODE ISLAND
(41.707447, -71.522488)",
WYOMING,2016,19,,-,0,,0,,,-,,-,,-,0,,4,,13,,11,,,-,0,,2,,,-,5,,"WYOMING
(43.23558, -108.110518)",
TENNESSEE,2016,19,,-,0,,1,,2,,2,,3,,2,,8,,42,,89,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
ILLINOIS,2016,19,1,,11,,33,,236,,27,,,-,15,,30,,249,,201,,1,,1,,18,,4,,5,,"ILLINOIS
(40.477092, -88.993221)",
SOUTH DAKOTA,2016,19,,-,0,,0,,,-,,-,,-,0,,2,,5,,4,,,-,0,,2,,4,,13,,"SOUTH DAKOTA
(44.35371, -100.373709)",
ARKANSAS,2016,19,,-,0,,1,,,-,3,,,-,1,,7,,16,,11,,2,,0,,5,,7,,32,,"ARKANSAS
(34.748745, -92.275105)",
TEXAS,2016,19,,-,0,,5,,20,,9,,18,,25,,119,,331,,441,,11,,15,,71,,205,,317,,"TEXAS
(31.827233, -99.423022)",
NEBRASKA,2016,19,,-,0,,1,,2,,,-,3,,3,,13,,77,,385,,,-,0,,5,,2,,9,,"NEBRASKA
(41.640503, -99.367122)",
NEW HAMPSHIRE,2016,19,,-,0,,5,,7,,,-,,-,1,,3,,11,,10,,,-,0,,2,,6,,6,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
MARYLAND,2016,19,,-,0,,5,,,-,5,,2,,2,,8,,30,,58,,,-,7,,20,,88,,91,,"MARYLAND
(39.290443, -76.612333)",
ALABAMA,2016,19,,-,0,,1,,1,,1,,,-,3,,8,,69,,72,,3,,1,,6,,27,,30,,"ALABAMA
(32.839182, -86.631125)",
MICHIGAN,2016,19,,-,0,,2,,5,,1,,1,,8,,25,,110,,176,,,-,0,,4,,2,,1,,"MICHIGAN
(44.66399, -84.711206)",
MINNESOTA,2016,19,,-,0,,4,,19,,2,,,-,9,,27,,84,,183,,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
IDAHO,2016,19,1,,0,,0,,1,,8,,1,,2,,13,,33,,105,,,-,0,,1,,,-,,-,"IDAHO
(43.680635, -114.364237)",
NEW JERSEY,2016,19,,-,0,,3,,4,,11,,,-,10,,23,,141,,120,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
MAINE,2016,19,,-,0,,1,,4,,,-,4,,3,,10,,66,,164,,1,,1,,6,,23,,9,,"MAINE
(45.252223, -68.986647)",
GUAM,2016,19,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
MISSISSIPPI,2016,19,,-,0,,0,,,-,,-,,-,0,,2,,1,,5,,,-,0,,2,,1,,,-,"MISSISSIPPI
(32.738663, -89.537312)",
UTAH,2016,19,,-,0,,0,,,-,,-,,-,6,,19,,45,,257,,,-,0,,4,,,-,,-,"UTAH
(39.359772, -111.584173)",
MISSOURI,2016,19,,-,0,,0,,,-,1,,,-,0,,0,,,-,50,,,-,0,,0,,,-,,-,"MISSOURI
(38.636168, -92.566292)",
MASSACHUSETTS,2016,19,,-,0,,22,,92,,1,,,-,4,,13,,24,,70,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
COLORADO,2016,19,,-,0,,3,,9,,5,,12,,16,,26,,302,,393,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
ARIZONA,2016,19,,-,0,,1,,3,,,-,2,,9,,30,,162,,280,,,N,0,,0,,,N,,N,"ARIZONA
(34.869712, -111.760902)",
UNITED STATES,2016,20,7,,44,,105,,1148,,186,,115,,318,,1877,,4884,,8071,,48,,68,,129,,894,,1310,,,
NEW ENGLAND,2016,20,,-,0,,27,,159,,2,,3,,11,,26,,188,,284,,2,,5,,13,,94,,76,,,
MID. ATLANTIC,2016,20,1,,2,,12,,27,,47,,22,,53,,90,,941,,763,,7,,12,,33,,207,,221,,,
NEW YORK CITY,2016,20,,-,1,,10,,12,,19,,,-,8,,22,,93,,83,,,-,0,,1,,,-,3,,"NEW YORK CITY
",
NEVADA,2016,21,,-,0,,0,,,-,,-,,-,0,,7,,1,,70,,,-,0,,2,,,-,1,,"NEVADA
(39.491833, -117.070159)",
E.N. CENTRAL,2016,20,1,,16,,52,,434,,49,,14,,58,,96,,1081,,1055,,3,,1,,18,,13,,21,,,
W.N. CENTRAL,2016,20,3,,16,,48,,412,,6,,2,,27,,64,,227,,952,,4,,3,,10,,40,,82,,,
S. ATLANTIC,2016,20,1,,1,,8,,36,,40,,8,,30,,77,,434,,636,,12,,16,,37,,221,,403,,,
DIST. OF COL.,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,20,,-,0,,3,,9,,6,,3,,12,,34,,372,,216,,2,,2,,6,,32,,40,,,
W.S. CENTRAL,2016,20,1,,0,,3,,21,,16,,22,,28,,122,,400,,514,,18,,17,,72,,246,,382,,,
MOUNTAIN,2016,20,,-,0,,6,,31,,13,,26,,39,,75,,630,,1384,,,-,1,,6,,2,,8,,,
PACIFIC,2016,20,,-,1,,7,,19,,7,,15,,43,,1407,,611,,2267,,,-,3,,12,,39,,77,,,
AMER. SAMOA,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,U,0,,0,,,U,,U,"AMER. SAMOA
",
C.N.M.I.,2016,20,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,20,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
KANSAS,2016,20,,-,0,,2,,6,,,-,,-,4,,18,,22,,184,,3,,1,,7,,29,,50,,"KANSAS
(38.345528, -98.201847)",
SOUTH CAROLINA,2016,20,,-,0,,1,,2,,,-,,-,2,,17,,35,,53,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
COLORADO,2016,20,,-,0,,3,,9,,5,,16,,16,,26,,318,,404,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
TEXAS,2016,20,1,,0,,3,,21,,11,,22,,25,,119,,361,,472,,18,,15,,71,,224,,324,,"TEXAS
(31.827233, -99.423022)",
VERMONT,2016,20,,-,0,,0,,,-,1,,,-,1,,8,,38,,5,,,-,0,,3,,16,,7,,"VERMONT
(43.622479, -72.51927)",
IDAHO,2016,20,,-,0,,1,,1,,8,,,-,2,,11,,33,,107,,,-,0,,1,,,-,,-,"IDAHO
(43.680635, -114.364237)",
VIRGINIA,2016,20,1,,0,,2,,6,,27,,,-,4,,35,,58,,104,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
PENNSYLVANIA,2016,20,,-,0,,2,,1,,6,,8,,19,,37,,470,,345,,,-,4,,15,,,-,114,,"PENNSYLVANIA
(40.789676, -77.858055)",
GUAM,2016,20,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
ALABAMA,2016,20,,-,0,,1,,1,,1,,,-,3,,8,,73,,75,,2,,1,,6,,29,,36,,"ALABAMA
(32.839182, -86.631125)",
NEBRASKA,2016,20,2,,0,,2,,6,,,-,2,,3,,13,,79,,386,,1,,0,,5,,3,,11,,"NEBRASKA
(41.640503, -99.367122)",
MICHIGAN,2016,20,,-,0,,2,,5,,1,,,-,8,,25,,110,,184,,,-,0,,4,,2,,4,,"MICHIGAN
(44.66399, -84.711206)",
NEW JERSEY,2016,20,,-,0,,3,,4,,12,,,-,10,,23,,142,,126,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
MONTANA,2016,20,,-,0,,6,,18,,,-,,-,1,,18,,4,,157,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
CALIFORNIA,2016,20,,-,0,,2,,13,,7,,,-,28,,88,,313,,1936,,,-,2,,11,,26,,74,,"CALIFORNIA
(37.640735, -121.002435)",
MISSOURI,2016,20,,-,0,,7,,,-,1,,,-,2,,13,,2,,119,,,-,0,,4,,4,,8,,"MISSOURI
(38.636168, -92.566292)",
NEVADA,2016,20,,-,0,,0,,,-,,-,,-,0,,7,,,-,68,,,-,0,,2,,,-,1,,"NEVADA
(39.491833, -117.070159)",
ARIZONA,2016,20,,-,0,,1,,3,,,-,10,,9,,30,,176,,294,,,N,0,,0,,,N,,N,"ARIZONA
(34.869712, -111.760902)",
ARKANSAS,2016,20,,-,0,,1,,,-,3,,,-,1,,7,,16,,11,,,-,0,,5,,7,,32,,"ARKANSAS
(34.748745, -92.275105)",
TENNESSEE,2016,20,,-,0,,1,,3,,2,,3,,3,,8,,45,,92,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
HAWAII,2016,20,,-,0,,1,,2,,,-,,-,1,,4,,22,,15,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
CONNECTICUT,2016,20,,-,0,,9,,26,,,-,,-,1,,4,,21,,25,,1,,3,,12,,45,,50,,"CONNECTICUT
(41.544654, -72.651713)",
ALASKA,2016,20,,-,0,,0,,,-,,-,3,,2,,7,,52,,57,,,-,0,,3,,9,,3,,"ALASKA
(64.836661, -147.738891)",
WEST VIRGINIA,2016,20,,-,0,,0,,,-,1,,,-,1,,7,,10,,22,,2,,0,,5,,9,,12,,"WEST VIRGINIA
(38.668501, -80.709421)",
MISSISSIPPI,2016,20,,-,0,,0,,,-,,-,,-,0,,2,,1,,5,,,-,0,,2,,1,,,-,"MISSISSIPPI
(32.738663, -89.537312)",
FLORIDA,2016,20,,-,0,,1,,4,,4,,7,,7,,15,,142,,143,,,-,0,,15,,25,,84,,"FLORIDA
(28.915325, -81.922409)",
MARYLAND,2016,20,,-,0,,5,,,-,5,,,-,2,,7,,31,,59,,,-,7,,20,,88,,99,,"MARYLAND
(39.290443, -76.612333)",
WASHINGTON,2016,20,,-,0,,7,,,-,,-,12,,0,,1382,,169,,,-,,-,0,,10,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
UTAH,2016,20,,-,0,,0,,,-,,-,,-,6,,19,,48,,262,,,-,0,,4,,,-,,-,"UTAH
(39.359772, -111.584173)",
OHIO,2016,20,1,,0,,20,,45,,14,,12,,16,,34,,352,,340,,2,,0,,5,,5,,11,,"OHIO
(40.056807, -82.405897)",
RHODE ISLAND,2016,20,,-,0,,1,,,-,,-,,-,0,,5,,10,,7,,,-,0,,2,,3,,4,,"RHODE ISLAND
(41.707447, -71.522488)",
INDIANA,2016,20,,-,0,,19,,134,,,-,,-,4,,9,,46,,62,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
DELAWARE,2016,20,,-,0,,1,,,-,1,,,-,0,,3,,7,,3,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
NORTH DAKOTA,2016,20,,-,0,,3,,10,,,-,,-,0,,4,,3,,11,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
NEW MEXICO,2016,20,,-,0,,1,,,-,,-,,-,3,,13,,38,,81,,,-,0,,1,,2,,2,,"NEW MEXICO
(34.520396, -106.244402)",
NEW YORK,2016,20,1,,0,,4,,10,,10,,14,,12,,48,,236,,209,,7,,7,,33,,207,,104,,"NEW YORK
(42.826892, -75.544286)",
WYOMING,2016,20,,-,0,,0,,,-,,-,,-,0,,4,,13,,11,,,-,0,,2,,,-,5,,"WYOMING
(43.23558, -108.110518)",
ILLINOIS,2016,20,,-,11,,33,,244,,33,,,-,15,,30,,265,,215,,1,,1,,18,,6,,6,,"ILLINOIS
(40.477092, -88.993221)",
IOWA,2016,20,1,,14,,47,,370,,3,,,-,2,,11,,32,,59,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
OKLAHOMA,2016,20,,-,0,,0,,,-,1,,,-,0,,9,,,-,12,,,-,0,,23,,15,,26,,"OKLAHOMA
(35.468494, -97.521264)",
NEW HAMPSHIRE,2016,20,,-,0,,5,,7,,,-,,-,1,,3,,11,,10,,,-,0,,2,,6,,6,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
GEORGIA,2016,20,,-,0,,1,,1,,,-,1,,4,,15,,66,,81,,,-,3,,9,,,-,93,,"GEORGIA
(32.836038, -83.631709)",
OREGON,2016,20,,-,0,,2,,4,,,-,,-,6,,27,,55,,259,,,-,0,,4,,4,,,-,"OREGON
(44.567912, -120.156945)",
WISCONSIN,2016,20,,-,0,,17,,6,,1,,2,,15,,34,,308,,254,,,N,0,,0,,,N,,N,"WISCONSIN
(44.395526, -89.834513)",
MAINE,2016,20,,-,0,,1,,4,,,-,3,,3,,10,,72,,164,,1,,1,,6,,24,,9,,"MAINE
(45.252223, -68.986647)",
MASSACHUSETTS,2016,20,,-,0,,24,,122,,1,,,-,4,,13,,36,,73,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
SOUTH DAKOTA,2016,20,,-,0,,0,,,-,,-,,-,0,,2,,5,,4,,,-,0,,2,,4,,13,,"SOUTH DAKOTA
(44.35371, -100.373709)",
LOUISIANA,2016,20,,-,0,,1,,,-,1,,,-,1,,4,,23,,19,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
PUERTO RICO,2016,20,,-,0,,1,,1,,2,,,-,0,,1,,2,,6,,,-,0,,2,,,-,4,,"PUERTO RICO
(18.215692, -66.414655)",
NORTH CAROLINA,2016,20,,-,0,,8,,23,,2,,,-,6,,31,,85,,171,,10,,7,,12,,99,,115,,"NORTH CAROLINA
(35.47995, -79.180571)",
MINNESOTA,2016,20,,-,0,,4,,20,,2,,,-,9,,27,,84,,189,,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
KENTUCKY,2016,20,,-,0,,3,,5,,3,,,-,6,,27,,253,,44,,,-,0,,2,,2,,4,,"KENTUCKY
(37.64591, -84.774043)",
UNITED STATES,2016,21,9,,47,,108,,1192,,210,,116,,317,,1922,,5166,,8443,,14,,68,,128,,919,,1397,,,
NEW ENGLAND,2016,21,,-,0,,29,,166,,2,,7,,11,,26,,208,,290,,3,,5,,13,,105,,83,,,
MID. ATLANTIC,2016,21,,-,2,,12,,28,,53,,27,,53,,90,,992,,796,,3,,12,,33,,210,,242,,,
NEW YORK CITY,2016,21,,-,1,,10,,12,,19,,,-,8,,22,,94,,91,,,-,0,,1,,,-,4,,"NEW YORK CITY
",
E.N. CENTRAL,2016,21,2,,16,,52,,439,,53,,16,,59,,96,,1130,,1089,,2,,1,,19,,15,,24,,,
W.N. CENTRAL,2016,21,7,,16,,48,,443,,6,,3,,26,,64,,287,,973,,3,,3,,10,,43,,85,,,
S. ATLANTIC,2016,21,,-,1,,8,,36,,41,,7,,29,,77,,459,,673,,,-,16,,36,,224,,426,,,
DIST. OF COL.,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"DIST. OF COL.
",
E.S. CENTRAL,2016,21,,-,0,,3,,9,,6,,3,,12,,34,,377,,220,,,-,2,,5,,32,,40,,,
W.S. CENTRAL,2016,21,,-,0,,3,,21,,17,,15,,28,,163,,420,,554,,3,,18,,72,,249,,404,,,
MOUNTAIN,2016,21,,-,0,,6,,31,,13,,29,,39,,75,,675,,1427,,,-,1,,6,,2,,10,,,
PACIFIC,2016,21,,-,1,,7,,19,,19,,9,,43,,1410,,618,,2421,,,-,3,,12,,39,,83,,,
AMER. SAMOA,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,U,0,,0,,,U,,U,"AMER. SAMOA
",
C.N.M.I.,2016,21,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2016,21,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
PENNSYLVANIA,2016,21,,-,0,,2,,2,,6,,12,,19,,37,,487,,355,,,-,4,,15,,,-,123,,"PENNSYLVANIA
(40.789676, -77.858055)",
SOUTH CAROLINA,2016,21,,-,0,,1,,2,,,-,,-,2,,17,,35,,59,,,N,0,,0,,,N,,N,"SOUTH CAROLINA
(34.009286, -81.037094)",
SOUTH DAKOTA,2016,21,,-,0,,0,,,-,,-,,-,0,,2,,5,,4,,1,,0,,2,,5,,13,,"SOUTH DAKOTA
(44.35371, -100.373709)",
ARIZONA,2016,21,,-,0,,1,,3,,,-,2,,9,,30,,178,,300,,,N,0,,0,,,N,,N,"ARIZONA
(34.869712, -111.760902)",
MAINE,2016,21,,-,0,,1,,4,,,-,5,,3,,10,,82,,167,,1,,1,,6,,25,,9,,"MAINE
(45.252223, -68.986647)",
NEW MEXICO,2016,21,,-,0,,1,,,-,,-,,-,3,,13,,40,,85,,,-,0,,1,,2,,2,,"NEW MEXICO
(34.520396, -106.244402)",
NEBRASKA,2016,21,7,,0,,3,,14,,,-,3,,3,,13,,82,,386,,1,,0,,5,,4,,11,,"NEBRASKA
(41.640503, -99.367122)",
ALASKA,2016,21,,-,0,,0,,,-,,-,,-,2,,7,,52,,60,,,-,0,,3,,9,,3,,"ALASKA
(64.836661, -147.738891)",
OREGON,2016,21,,-,0,,2,,4,,,-,,-,6,,27,,54,,277,,,-,0,,4,,4,,1,,"OREGON
(44.567912, -120.156945)",
IOWA,2016,21,,-,15,,47,,392,,3,,,-,2,,11,,36,,61,,,-,0,,0,,,-,,-,"IOWA
(42.46942, -93.815856)",
MASSACHUSETTS,2016,21,,-,0,,24,,122,,1,,,-,4,,13,,36,,75,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.268546, -72.085064)",
PUERTO RICO,2016,21,,-,0,,1,,1,,2,,,-,0,,1,,2,,7,,,-,0,,2,,,-,5,,"PUERTO RICO
(18.215692, -66.414655)",
GUAM,2016,21,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.3532, 144.653198)",
NEW JERSEY,2016,21,,-,0,,3,,4,,15,,,-,10,,23,,161,,134,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.104655, -74.386686)",
NEW HAMPSHIRE,2016,21,,-,0,,5,,7,,,-,,-,1,,3,,12,,9,,,-,0,,2,,8,,7,,"NEW HAMPSHIRE
(43.657736, -71.500736)",
VERMONT,2016,21,,-,0,,0,,,-,1,,2,,1,,8,,45,,5,,2,,0,,3,,18,,7,,"VERMONT
(43.622479, -72.51927)",
INDIANA,2016,21,,-,0,,19,,134,,,-,,-,4,,9,,53,,65,,,-,0,,0,,,-,,-,"INDIANA
(39.76845, -86.156212)",
IDAHO,2016,21,,-,0,,1,,1,,8,,2,,2,,11,,35,,112,,,-,0,,1,,,-,1,,"IDAHO
(43.680635, -114.364237)",
HAWAII,2016,21,,-,0,,1,,2,,,-,,-,1,,4,,22,,16,,,-,0,,0,,,-,,-,"HAWAII
(21.30992, -157.858158)",
KENTUCKY,2016,21,,-,0,,3,,5,,3,,,-,6,,27,,253,,45,,,-,0,,2,,2,,4,,"KENTUCKY
(37.64591, -84.774043)",
TEXAS,2016,21,,-,0,,3,,21,,12,,15,,25,,119,,380,,505,,,-,15,,71,,224,,341,,"TEXAS
(31.827233, -99.423022)",
DELAWARE,2016,21,,-,0,,1,,,-,1,,,-,0,,3,,7,,3,,,-,0,,0,,,-,,-,"DELAWARE
(39.008676, -75.574561)",
WASHINGTON,2016,21,,-,0,,7,,,-,,-,9,,0,,1382,,177,,,-,,-,0,,10,,,-,,-,"WASHINGTON
(47.517368, -120.467672)",
FLORIDA,2016,21,,-,0,,1,,4,,5,,6,,7,,15,,148,,145,,,-,0,,15,,28,,84,,"FLORIDA
(28.915325, -81.922409)",
OKLAHOMA,2016,21,,-,0,,0,,,-,1,,,-,0,,41,,,-,16,,3,,1,,23,,18,,27,,"OKLAHOMA
(35.468494, -97.521264)",
NORTH CAROLINA,2016,21,,-,0,,8,,23,,2,,,-,6,,31,,93,,171,,,-,7,,12,,99,,122,,"NORTH CAROLINA
(35.47995, -79.180571)",
MARYLAND,2016,21,,-,0,,5,,,-,5,,1,,2,,7,,34,,62,,,-,7,,20,,88,,106,,"MARYLAND
(39.290443, -76.612333)",
KANSAS,2016,21,,-,0,,2,,6,,,-,,-,4,,18,,29,,193,,1,,1,,7,,30,,52,,"KANSAS
(38.345528, -98.201847)",
UTAH,2016,21,,-,0,,0,,,-,,-,,-,6,,19,,58,,276,,,-,0,,4,,,-,1,,"UTAH
(39.359772, -111.584173)",
TENNESSEE,2016,21,,-,0,,1,,3,,2,,3,,3,,8,,49,,92,,,-,0,,0,,,-,,-,"TENNESSEE
(35.681402, -85.774444)",
MINNESOTA,2016,21,,-,0,,4,,21,,2,,,-,9,,27,,130,,198,,,-,0,,0,,,-,,-,"MINNESOTA
(44.943719, -93.094281)",
OHIO,2016,21,2,,0,,20,,47,,14,,15,,16,,34,,367,,348,,1,,0,,5,,6,,11,,"OHIO
(40.056807, -82.405897)",
CONNECTICUT,2016,21,,-,0,,11,,33,,,-,,-,1,,4,,23,,27,,,-,3,,12,,46,,56,,"CONNECTICUT
(41.544654, -72.651713)",
ARKANSAS,2016,21,,-,0,,1,,,-,3,,,-,1,,7,,17,,12,,,-,0,,5,,7,,36,,"ARKANSAS
(34.748745, -92.275105)",
GEORGIA,2016,21,,-,0,,1,,1,,,-,,-,4,,15,,71,,85,,,-,3,,9,,,-,102,,"GEORGIA
(32.836038, -83.631709)",
VIRGINIA,2016,21,,-,0,,2,,6,,27,,,-,4,,35,,61,,125,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542699, -78.45822)",
MISSISSIPPI,2016,21,,-,0,,0,,,-,,-,,-,0,,2,,1,,5,,,-,0,,2,,1,,,-,"MISSISSIPPI
(32.738663, -89.537312)",
ALABAMA,2016,21,,-,0,,1,,1,,1,,,-,3,,8,,74,,78,,,-,1,,4,,29,,36,,"ALABAMA
(32.839182, -86.631125)",
WISCONSIN,2016,21,,-,0,,17,,6,,2,,,-,15,,34,,313,,263,,,N,0,,0,,,N,,N,"WISCONSIN
(44.395526, -89.834513)",
WYOMING,2016,21,,-,0,,0,,,-,,-,1,,0,,4,,14,,11,,,-,0,,2,,,-,5,,"WYOMING
(43.23558, -108.110518)",
MISSOURI,2016,21,,-,0,,7,,,-,1,,,-,2,,13,,2,,120,,,-,0,,4,,4,,9,,"MISSOURI
(38.636168, -92.566292)",
NORTH DAKOTA,2016,21,,-,0,,3,,10,,,-,,-,0,,4,,3,,11,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475879, -100.121011)",
RHODE ISLAND,2016,21,,-,0,,1,,,-,,-,,-,0,,5,,10,,7,,,-,0,,2,,8,,4,,"RHODE ISLAND
(41.707447, -71.522488)",
NEW YORK,2016,21,,-,0,,4,,10,,13,,15,,12,,48,,250,,216,,3,,7,,33,,210,,115,,"NEW YORK
(42.826892, -75.544286)",
ILLINOIS,2016,21,,-,11,,33,,246,,35,,,-,15,,31,,283,,225,,,-,1,,18,,6,,8,,"ILLINOIS
(40.477092, -88.993221)",
COLORADO,2016,21,,-,0,,3,,9,,5,,21,,16,,26,,341,,414,,,-,0,,0,,,-,,-,"COLORADO
(38.841772, -106.132562)",
WEST VIRGINIA,2016,21,,-,0,,0,,,-,1,,,-,1,,7,,10,,23,,,-,0,,4,,9,,12,,"WEST VIRGINIA
(38.668501, -80.709421)",
MICHIGAN,2016,21,,-,0,,2,,6,,2,,1,,8,,25,,114,,188,,1,,0,,4,,3,,5,,"MICHIGAN
(44.66399, -84.711206)",
MONTANA,2016,21,,-,0,,6,,18,,,-,3,,1,,18,,8,,159,,,-,0,,0,,,-,,-,"MONTANA
(47.062617, -109.430168)",
LOUISIANA,2016,21,,-,0,,1,,,-,1,,,-,1,,4,,23,,21,,,-,0,,0,,,-,,-,"LOUISIANA
(31.2931, -92.463284)",
CALIFORNIA,2016,21,,-,0,,2,,13,,19,,,-,28,,91,,313,,2068,,,-,2,,11,,26,,79,,"CALIFORNIA
(37.640735, -121.002435)",
UNITED STATES,2016,22,11,,47,,114,,1272,,226,,84,,314,,1890,,5466,,8820,,37,,67,,128,,1038,,1489,,,
NEW ENGLAND,2016,22,,-,1,,32,,191,,2,,4,,12,,26,,225,,303,,3,,5,,13,,111,,94,,,
MID. ATLANTIC,2016,22,,-,2,,12,,34,,54,,9,,53,,79,,1018,,839,,,-,11,,33,,210,,253,,,
NEW YORK CITY,2016,22,,-,1,,10,,16,,19,,,-,8,,22,,102,,96,,,-,0,,1,,,-,4,,"NEW YORK CITY
",
E.N. CENTRAL,2016,22,3,,16,,53,,459,,64,,8,,60,,96,,1198,,1134,,3,,1,,19,,24,,29,,,
