Reporting Area,MMWR Year,MMWR Week,"Babesiosis, Current week","Babesiosis, Current week, flag","Babesiosis, Previous 52 weeks Med","Babesiosis, Previous 52 weeks Med, flag","Babesiosis, Previous 52 weeks Max","Babesiosis, Previous 52 weeks Max, flag","Babesiosis, Cum 2014","Babesiosis, Cum 2014, flag","Babesiosis, Cum 2013","Babesiosis, Cum 2013, flag","Coccidioidomycosis, Cum 2013, flag",Location 1,Location 2
SOUTH DAKOTA,2014,28,,-,0,,1,,,-,1,,N,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
VIRGINIA,2014,28,,N,0,,0,,,N,,N,N,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
MONTANA,2014,28,,-,0,,0,,,-,,-,,"MONTANA
(47.06652759400049, -109.42441687999968)",
HAWAII,2014,28,,N,0,,0,,,N,,N,N,"HAWAII
(21.304853205000427, -157.85774691599974)",
PUERTO RICO,2014,28,,N,0,,0,,,N,,N,N,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
MISSISSIPPI,2014,28,,N,0,,0,,,N,,N,N,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
UNITED STATES,2014,29,28,,17,,148,,264,,675,,,,
NEW ENGLAND,2014,29,12,,5,,83,,155,,407,,,,
MID. ATLANTIC,2014,29,15,,7,,57,,101,,203,,-,,
E.N. CENTRAL,2014,29,,-,0,,11,,4,,29,,,,
W.N. CENTRAL,2014,29,,-,0,,10,,,-,29,,,,
S. ATLANTIC,2014,29,1,,0,,2,,2,,3,,,,
DIST. OF COL.,2014,29,,N,0,,0,,,N,,N,-,"DIST. OF COL.
",
E.S. CENTRAL,2014,29,,-,0,,0,,,-,,-,-,,
W.S. CENTRAL,2014,29,,-,0,,1,,,-,1,,,,
MOUNTAIN,2014,29,,-,0,,0,,,-,,-,,,
PACIFIC,2014,29,,-,0,,1,,2,,3,,,,
AMER. SAMOA,2014,29,,N,,-,,-,,N,,N,N,"AMER. SAMOA
",
C.N.M.I.,2014,29,,-,,-,,-,,-,,-,-,"C.N.M.I.
",
VIRGIN ISL.,2014,29,,N,0,,0,,,N,,N,-,"VIRGIN ISL.
",
HAWAII,2014,29,,N,0,,0,,,N,,N,N,"HAWAII
(21.304853205000427, -157.85774691599974)",
DELAWARE,2014,29,,-,0,,1,,,-,1,,-,"DELAWARE
(39.00883059000046, -75.57773943699965)",
KANSAS,2014,29,,N,0,,0,,,N,,N,N,"KANSAS
(38.3477418760005, -98.20077655499966)",
FLORIDA,2014,29,,N,0,,0,,,N,,N,N,"FLORIDA
(28.93204444200046, -81.92895558499964)",
NEW HAMPSHIRE,2014,29,,-,0,,2,,6,,13,,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
PENNSYLVANIA,2014,29,,N,0,,0,,,N,,N,N,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
MISSOURI,2014,29,,N,0,,0,,,N,,N,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
GEORGIA,2014,29,,N,0,,0,,,N,,N,N,"GEORGIA
(32.83968158500045, -83.62757601199968)",
MICHIGAN,2014,29,,-,0,,1,,1,,,-,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
NEBRASKA,2014,29,,-,0,,0,,,-,1,,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
CALIFORNIA,2014,29,,-,0,,1,,2,,3,,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
WASHINGTON,2014,29,,-,0,,1,,,-,,-,N,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
SOUTH DAKOTA,2014,29,,-,0,,0,,,-,1,,N,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
MISSISSIPPI,2014,29,,N,0,,0,,,N,,N,N,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
VERMONT,2014,29,,-,0,,2,,,-,1,,N,"VERMONT
(43.62538000100045, -72.51763944499965)",
ARIZONA,2014,29,,N,0,,0,,,N,,N,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
ALASKA,2014,29,,N,0,,0,,,N,,N,-,"ALASKA
(64.84507631500048, -147.72205669099972)",
TENNESSEE,2014,29,,-,0,,0,,,-,,-,N,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
OREGON,2014,29,,-,0,,0,,,-,,-,,"OREGON
(44.56745218600048, -120.15502977999972)",
WYOMING,2014,29,,-,0,,0,,,-,,-,,"WYOMING
(43.235543013000495, -108.10982744299969)",
COLORADO,2014,29,,N,0,,0,,,N,,N,N,"COLORADO
(38.84384201300048, -106.13360888799969)",
NORTH CAROLINA,2014,29,,N,0,,0,,,N,,N,N,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
UTAH,2014,29,,-,0,,0,,,-,,-,,"UTAH
(39.36070082200047, -111.5871285339997)",
KENTUCKY,2014,29,,N,0,,0,,,N,,N,N,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
VIRGINIA,2014,29,,N,0,,0,,,N,,N,N,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
NEVADA,2014,29,,N,0,,0,,,N,,N,,"NEVADA
(39.493242807000456, -117.07183978499972)",
OHIO,2014,29,,N,0,,0,,,N,,N,,"OHIO
(40.06021184000048, -82.40425685299965)",
NEW MEXICO,2014,29,,N,0,,0,,,N,,N,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
MINNESOTA,2014,29,,-,0,,10,,,-,26,,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
NEW JERSEY,2014,29,1,,1,,25,,33,,114,,N,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
ALABAMA,2014,29,,-,0,,0,,,-,,-,N,"ALABAMA
(32.84057034900047, -86.63185803899967)",
ILLINOIS,2014,29,,-,0,,0,,,-,,-,N,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
MARYLAND,2014,29,1,,0,,1,,2,,2,,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
MONTANA,2014,29,,-,0,,0,,,-,,-,,"MONTANA
(47.06652759400049, -109.42441687999968)",
WISCONSIN,2014,29,,-,0,,11,,3,,29,,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
SOUTH CAROLINA,2014,29,,-,0,,1,,,-,,-,N,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
TEXAS,2014,29,,N,0,,1,,,N,,N,N,"TEXAS
(31.827240712000446, -99.4267664729997)",
LOUISIANA,2014,29,,-,0,,1,,,-,1,,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
NEW YORK CITY,2014,29,5,,0,,11,,16,,19,,N,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
CONNECTICUT,2014,29,,-,1,,36,,27,,146,,N,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
PUERTO RICO,2014,29,,N,0,,0,,,N,,N,N,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
WEST VIRGINIA,2014,29,,-,0,,0,,,-,,-,N,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
MASSACHUSETTS,2014,29,1,,2,,45,,80,,238,,-,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
MAINE,2014,29,3,,0,,6,,9,,9,,N,"MAINE
(45.2542257390005, -68.98502952999962)",
IDAHO,2014,29,,N,0,,0,,,N,,N,N,"IDAHO
(43.68263160000049, -114.3637261449997)",
RHODE ISLAND,2014,29,8,,0,,27,,33,,,-,-,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
OKLAHOMA,2014,29,,N,0,,0,,,N,,N,N,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
NORTH DAKOTA,2014,29,,-,0,,0,,,-,1,,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
ARKANSAS,2014,29,,N,0,,0,,,N,,N,N,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
NEW YORK,2014,29,9,,3,,52,,52,,70,,N,"NEW YORK
(42.82700178100049, -75.54396639699968)",
IOWA,2014,29,,N,0,,0,,,N,,N,N,"IOWA
(42.469401477000474, -93.81648936699969)",
INDIANA,2014,29,,-,0,,1,,,-,,-,N,"INDIANA
(39.76691072200049, -86.14995579899966)",
GUAM,2014,29,,-,0,,0,,,-,,-,,"GUAM
(13.480998894000436, 144.73149801400064)",
UNITED STATES,2014,30,53,,18,,144,,381,,789,,,,
NEW ENGLAND,2014,30,15,,5,,83,,227,,470,,,,
MID. ATLANTIC,2014,30,38,,7,,52,,144,,247,,-,,
E.N. CENTRAL,2014,30,,-,0,,9,,7,,33,,,,
W.N. CENTRAL,2014,30,,-,0,,10,,,-,31,,,,
S. ATLANTIC,2014,30,,-,0,,2,,1,,4,,,,
DIST. OF COL.,2014,30,,N,0,,0,,,N,,N,-,"DIST. OF COL.
",
E.S. CENTRAL,2014,30,,-,0,,0,,,-,,-,-,,
W.S. CENTRAL,2014,30,,-,0,,1,,,-,1,,,,
MOUNTAIN,2014,30,,-,0,,0,,,-,,-,,,
PACIFIC,2014,30,,-,0,,1,,2,,3,,,,
AMER. SAMOA,2014,30,,N,,-,,-,,N,,N,N,"AMER. SAMOA
",
C.N.M.I.,2014,30,,-,,-,,-,,-,,-,-,"C.N.M.I.
",
VIRGIN ISL.,2014,30,,N,0,,0,,,N,,N,-,"VIRGIN ISL.
",
MICHIGAN,2014,30,,-,0,,1,,1,,,-,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
WEST VIRGINIA,2014,30,,-,0,,0,,,-,,-,N,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
WYOMING,2014,30,,-,0,,0,,,-,,-,,"WYOMING
(43.235543013000495, -108.10982744299969)",
NEW HAMPSHIRE,2014,30,1,,0,,2,,7,,13,,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
RHODE ISLAND,2014,30,8,,1,,27,,41,,,-,-,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
OREGON,2014,30,,-,0,,0,,,-,,-,,"OREGON
(44.56745218600048, -120.15502977999972)",
FLORIDA,2014,30,,N,0,,0,,,N,,N,N,"FLORIDA
(28.93204444200046, -81.92895558499964)",
CALIFORNIA,2014,30,,-,0,,1,,2,,3,,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
MONTANA,2014,30,,-,0,,0,,,-,,-,,"MONTANA
(47.06652759400049, -109.42441687999968)",
IDAHO,2014,30,,N,0,,0,,,N,,N,N,"IDAHO
(43.68263160000049, -114.3637261449997)",
NEW MEXICO,2014,30,,N,0,,0,,,N,,N,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
NORTH DAKOTA,2014,30,,-,0,,0,,,-,1,,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
OKLAHOMA,2014,30,,N,0,,0,,,N,,N,N,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
VERMONT,2014,30,,-,0,,2,,,-,1,,N,"VERMONT
(43.62538000100045, -72.51763944499965)",
PUERTO RICO,2014,30,,N,0,,0,,,N,,N,N,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
MAINE,2014,30,4,,0,,6,,15,,10,,N,"MAINE
(45.2542257390005, -68.98502952999962)",
CONNECTICUT,2014,30,,-,1,,36,,56,,182,,N,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
TENNESSEE,2014,30,,-,0,,0,,,-,,-,N,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
UTAH,2014,30,,-,0,,0,,,-,,-,,"UTAH
(39.36070082200047, -111.5871285339997)",
HAWAII,2014,30,,N,0,,0,,,N,,N,N,"HAWAII
(21.304853205000427, -157.85774691599974)",
WISCONSIN,2014,30,,-,0,,9,,6,,33,,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
NEVADA,2014,30,,N,0,,0,,,N,,N,,"NEVADA
(39.493242807000456, -117.07183978499972)",
INDIANA,2014,30,,-,0,,1,,,-,,-,N,"INDIANA
(39.76691072200049, -86.14995579899966)",
NEW JERSEY,2014,30,,-,1,,16,,39,,130,,N,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
NORTH CAROLINA,2014,30,,N,0,,0,,,N,,N,N,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
NEW YORK,2014,30,28,,3,,52,,81,,88,,N,"NEW YORK
(42.82700178100049, -75.54396639699968)",
DELAWARE,2014,30,,-,0,,1,,,-,1,,-,"DELAWARE
(39.00883059000046, -75.57773943699965)",
PENNSYLVANIA,2014,30,,N,0,,0,,,N,,N,N,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
LOUISIANA,2014,30,,-,0,,1,,,-,1,,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
KENTUCKY,2014,30,,N,0,,0,,,N,,N,N,"KENTUCKY
(37.645970985000474, -84.77496612599964)",
WASHINGTON,2014,30,,-,0,,1,,,-,,-,N,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
MISSISSIPPI,2014,30,,N,0,,0,,,N,,N,N,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
KANSAS,2014,30,,N,0,,0,,,N,,N,N,"KANSAS
(38.3477418760005, -98.20077655499966)",
ALABAMA,2014,30,,-,0,,0,,,-,,-,N,"ALABAMA
(32.84057034900047, -86.63185803899967)",
SOUTH DAKOTA,2014,30,,-,0,,0,,,-,1,,N,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
GUAM,2014,30,,-,0,,0,,,-,,-,,"GUAM
(13.480998894000436, 144.73149801400064)",
ARKANSAS,2014,30,,N,0,,0,,,N,,N,N,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
MISSOURI,2014,30,,N,0,,0,,,N,,N,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
COLORADO,2014,30,,N,0,,0,,,N,,N,N,"COLORADO
(38.84384201300048, -106.13360888799969)",
MINNESOTA,2014,30,,-,0,,10,,,-,28,,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
NEBRASKA,2014,30,,-,0,,0,,,-,1,,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
SOUTH CAROLINA,2014,30,,-,0,,1,,,-,,-,N,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
ALASKA,2014,30,,N,0,,0,,,N,,N,-,"ALASKA
(64.84507631500048, -147.72205669099972)",
ARIZONA,2014,30,,N,0,,0,,,N,,N,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
TEXAS,2014,30,,N,0,,1,,,N,,N,N,"TEXAS
(31.827240712000446, -99.4267664729997)",
MASSACHUSETTS,2014,30,2,,2,,33,,108,,264,,-,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
IOWA,2014,30,,N,0,,0,,,N,,N,N,"IOWA
(42.469401477000474, -93.81648936699969)",
VIRGINIA,2014,30,,N,0,,0,,,N,,N,N,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
ILLINOIS,2014,30,,-,0,,0,,,-,,-,N,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
NEW YORK CITY,2014,30,10,,0,,11,,24,,29,,N,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
GEORGIA,2014,30,,N,0,,0,,,N,,N,N,"GEORGIA
(32.83968158500045, -83.62757601199968)",
OHIO,2014,30,,N,0,,0,,,N,,N,,"OHIO
(40.06021184000048, -82.40425685299965)",
MARYLAND,2014,30,,-,0,,1,,1,,3,,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
UNITED STATES,2014,31,67,,18,,144,,448,,933,,,,
NEW ENGLAND,2014,31,16,,5,,83,,244,,553,,,,
CONNECTICUT,2014,31,,-,1,,28,,56,,210,,N,"CONNECTICUT
",
MAINE,2014,31,,-,0,,6,,16,,15,,N,"MAINE
",
MASSACHUSETTS,2014,31,,-,2,,33,,108,,297,,-,"MASSACHUSETTS
",
NEW HAMPSHIRE,2014,31,,-,0,,2,,7,,14,,,"NEW HAMPSHIRE
",
RHODE ISLAND,2014,31,16,,1,,27,,57,,16,,-,"RHODE ISLAND
",
VERMONT,2014,31,,-,0,,2,,,-,1,,N,"VERMONT
",
MID. ATLANTIC,2014,31,51,,7,,52,,194,,290,,-,,
NEW JERSEY,2014,31,,-,1,,10,,39,,140,,N,"NEW JERSEY
",
NEW YORK,2014,31,49,,3,,52,,130,,110,,N,"NEW YORK
",
NEW YORK CITY,2014,31,2,,0,,11,,25,,40,,N,"NEW YORK CITY
",
PENNSYLVANIA,2014,31,,N,0,,0,,,N,,N,N,"PENNSYLVANIA
",
E.N. CENTRAL,2014,31,,-,0,,9,,6,,39,,,,
ILLINOIS,2014,31,,-,0,,0,,,-,,-,N,"ILLINOIS
",
MICHIGAN,2014,31,,-,0,,1,,1,,,-,,"MICHIGAN
",
OHIO,2014,31,,N,0,,0,,,N,,N,,"OHIO
",
WISCONSIN,2014,31,,-,0,,9,,5,,39,,,"WISCONSIN
",
W.N. CENTRAL,2014,31,,-,0,,10,,,-,41,,,,
IOWA,2014,31,,N,0,,0,,,N,,N,N,"IOWA
",
KANSAS,2014,31,,N,0,,0,,,N,,N,N,"KANSAS
",
MINNESOTA,2014,31,,-,0,,10,,,-,38,,,"MINNESOTA
",
MISSOURI,2014,31,,N,0,,0,,,N,,N,,"MISSOURI
",
NEBRASKA,2014,31,,-,0,,0,,,-,1,,,"NEBRASKA
",
NORTH DAKOTA,2014,31,,-,0,,0,,,-,1,,,"NORTH DAKOTA
",
SOUTH DAKOTA,2014,31,,-,0,,0,,,-,1,,N,"SOUTH DAKOTA
",
S. ATLANTIC,2014,31,,-,0,,2,,2,,6,,,,
DELAWARE,2014,31,,-,0,,1,,1,,2,,-,"DELAWARE
",
DIST. OF COL.,2014,31,,N,0,,0,,,N,,N,-,"DIST. OF COL.
",
FLORIDA,2014,31,,N,0,,0,,,N,,N,N,"FLORIDA
",
GEORGIA,2014,31,,N,0,,0,,,N,,N,N,"GEORGIA
",
MARYLAND,2014,31,,-,0,,1,,1,,4,,,"MARYLAND
",
NORTH CAROLINA,2014,31,,N,0,,0,,,N,,N,N,"NORTH CAROLINA
",
VIRGINIA,2014,31,,N,0,,0,,,N,,N,N,"VIRGINIA
",
WEST VIRGINIA,2014,31,,-,0,,0,,,-,,-,N,"WEST VIRGINIA
",
E.S. CENTRAL,2014,31,,-,0,,0,,,-,,-,-,,
ALABAMA,2014,31,,-,0,,0,,,-,,-,N,"ALABAMA
",
KENTUCKY,2014,31,,N,0,,0,,,N,,N,N,"KENTUCKY
",
MISSISSIPPI,2014,31,,N,0,,0,,,N,,N,N,"MISSISSIPPI
",
TENNESSEE,2014,31,,-,0,,0,,,-,,-,N,"TENNESSEE
",
W.S. CENTRAL,2014,31,,-,0,,1,,,-,1,,,,
LOUISIANA,2014,31,,-,0,,1,,,-,1,,,"LOUISIANA
",
TEXAS,2014,31,,N,0,,1,,,N,,N,N,"TEXAS
",
MOUNTAIN,2014,31,,-,0,,0,,,-,,-,,,
ARIZONA,2014,31,,N,0,,0,,,N,,N,,"ARIZONA
",
COLORADO,2014,31,,N,0,,0,,,N,,N,N,"COLORADO
",
IDAHO,2014,31,,N,0,,0,,,N,,N,N,"IDAHO
",
MONTANA,2014,31,,-,0,,0,,,-,,-,,"MONTANA
",
NEVADA,2014,31,,N,0,,0,,,N,,N,,"NEVADA
",
NEW MEXICO,2014,31,,N,0,,0,,,N,,N,,"NEW MEXICO
",
UTAH,2014,31,,-,0,,0,,,-,,-,,"UTAH
",
WYOMING,2014,31,,-,0,,0,,,-,,-,,"WYOMING
",
PACIFIC,2014,31,,-,0,,1,,2,,3,,,,
ALASKA,2014,31,,N,0,,0,,,N,,N,-,"ALASKA
",
CALIFORNIA,2014,31,,-,0,,1,,2,,3,,,"CALIFORNIA
",
OREGON,2014,31,,-,0,,0,,,-,,-,,"OREGON
",
WASHINGTON,2014,31,,-,0,,1,,,-,,-,N,"WASHINGTON
",
AMER. SAMOA,2014,31,,N,,-,,-,,N,,N,N,"AMER. SAMOA
",
C.N.M.I.,2014,31,,-,,-,,-,,-,,-,-,"C.N.M.I.
",
GUAM,2014,31,,-,0,,0,,,-,,-,,"GUAM
",
PUERTO RICO,2014,31,,N,0,,0,,,N,,N,N,"PUERTO RICO
",
VIRGIN ISL.,2014,31,,N,0,,0,,,N,,N,-,"VIRGIN ISL.
",
INDIANA,2014,31,,-,0,,1,,,-,,-,N,"INDIANA
(39.76691072200049, -86.14995579899966)",
SOUTH CAROLINA,2014,31,,-,0,,1,,,-,,-,N,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
OKLAHOMA,2014,31,,N,0,,0,,,N,,N,N,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
ARKANSAS,2014,31,,N,0,,0,,,N,,N,N,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
HAWAII,2014,31,,N,0,,0,,,N,,N,N,"HAWAII
(21.304853205000427, -157.85774691599974)",
UNITED STATES,2014,32,46,,18,,119,,566,,1051,,,,
NEW ENGLAND,2014,32,11,,5,,72,,291,,625,,,,
MID. ATLANTIC,2014,32,35,,7,,55,,265,,327,,-,,
E.N. CENTRAL,2014,32,,-,0,,9,,6,,46,,,,
W.N. CENTRAL,2014,32,,-,0,,5,,,-,42,,,,
S. ATLANTIC,2014,32,,-,0,,1,,2,,7,,,,
DIST. OF COL.,2014,32,,N,0,,0,,,N,,N,-,"DIST. OF COL.
",
E.S. CENTRAL,2014,32,,-,0,,0,,,-,,-,-,,
W.S. CENTRAL,2014,32,,-,0,,1,,,-,1,,,,
MOUNTAIN,2014,32,,-,0,,0,,,-,,-,,,
PACIFIC,2014,32,,-,0,,1,,2,,3,,,,
AMER. SAMOA,2014,32,,N,,-,,-,,N,,N,N,"AMER. SAMOA
",
C.N.M.I.,2014,32,,-,,-,,-,,-,,-,-,"C.N.M.I.
",
VIRGIN ISL.,2014,32,,N,0,,0,,,N,,N,-,"VIRGIN ISL.
",
NEW YORK CITY,2014,32,1,,0,,10,,26,,47,,N,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
NEW YORK,2014,32,34,,3,,52,,164,,134,,N,"NEW YORK
(42.82700178100049, -75.54396639699968)",
NEW JERSEY,2014,32,,-,1,,15,,75,,146,,N,"NEW JERSEY
(40.13057159500045, -74.27368565099965)",
ALABAMA,2014,32,,-,0,,0,,,-,,-,N,"ALABAMA
(32.84057034900047, -86.63185803899967)",
RHODE ISLAND,2014,32,10,,1,,27,,69,,38,,-,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
WISCONSIN,2014,32,,-,0,,9,,5,,46,,,"WISCONSIN
(44.393191877000504, -89.81636715299965)",
HAWAII,2014,32,,N,0,,0,,,N,,N,N,"HAWAII
(21.304853205000427, -157.85774691599974)",
KANSAS,2014,32,,N,0,,0,,,N,,N,N,"KANSAS
(38.3477418760005, -98.20077655499966)",
SOUTH CAROLINA,2014,32,,-,0,,1,,,-,1,,N,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
LOUISIANA,2014,32,,-,0,,1,,,-,1,,,"LOUISIANA
(31.312664106000454, -92.44567554599968)",
WASHINGTON,2014,32,,-,0,,1,,,-,,-,N,"WASHINGTON
(47.5222894470005, -120.47002746299972)",
MASSACHUSETTS,2014,32,,-,2,,25,,108,,322,,-,"MASSACHUSETTS
(42.27687014100047, -72.08268985899963)",
SOUTH DAKOTA,2014,32,,-,0,,0,,,-,1,,N,"SOUTH DAKOTA
(44.35313049600046, -100.37352811899967)",
FLORIDA,2014,32,,N,0,,0,,,N,,N,N,"FLORIDA
(28.93204444200046, -81.92895558499964)",
ARIZONA,2014,32,,N,0,,0,,,N,,N,,"ARIZONA
(34.865970167000455, -111.76380949799972)",
MONTANA,2014,32,,-,0,,0,,,-,,-,,"MONTANA
(47.06652759400049, -109.42441687999968)",
IOWA,2014,32,,N,0,,0,,,N,,N,N,"IOWA
(42.469401477000474, -93.81648936699969)",
NEVADA,2014,32,,N,0,,0,,,N,,N,,"NEVADA
(39.493242807000456, -117.07183978499972)",
IDAHO,2014,32,,N,0,,0,,,N,,N,N,"IDAHO
(43.68263160000049, -114.3637261449997)",
VIRGINIA,2014,32,,N,0,,0,,,N,,N,N,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
UTAH,2014,32,,-,0,,0,,,-,,-,,"UTAH
(39.36070082200047, -111.5871285339997)",
MICHIGAN,2014,32,,-,0,,1,,1,,,-,,"MICHIGAN
(44.66132176400049, -84.71438724399968)",
OREGON,2014,32,,-,0,,0,,,-,,-,,"OREGON
(44.56745218600048, -120.15502977999972)",
VERMONT,2014,32,,-,0,,2,,,-,1,,N,"VERMONT
(43.62538000100045, -72.51763944499965)",
INDIANA,2014,32,,-,0,,1,,,-,,-,N,"INDIANA
(39.76691072200049, -86.14995579899966)",
TEXAS,2014,32,,N,0,,1,,,N,,N,N,"TEXAS
(31.827240712000446, -99.4267664729997)",
PENNSYLVANIA,2014,32,,N,0,,0,,,N,,N,N,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
MISSOURI,2014,32,,N,0,,0,,,N,,N,,"MISSOURI
(38.63579079900046, -92.56629737199967)",
CONNECTICUT,2014,32,,-,1,,19,,86,,229,,N,"CONNECTICUT
(41.56266101800048, -72.64983753699966)",
ILLINOIS,2014,32,,-,0,,0,,,-,,-,N,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
CALIFORNIA,2014,32,,-,0,,1,,2,,3,,,"CALIFORNIA
(37.63864203100047, -120.99999889499969)",
TENNESSEE,2014,32,,-,0,,0,,,-,,-,N,"TENNESSEE
(35.68094014000047, -85.77448642199965)",
WYOMING,2014,32,,-,0,,0,,,-,,-,,"WYOMING
(43.235543013000495, -108.10982744299969)",
PUERTO RICO,2014,32,,N,0,,0,,,N,,N,N,"PUERTO RICO
(18.24828934900046, -66.49988980099965)",
DELAWARE,2014,32,,-,0,,1,,1,,2,,-,"DELAWARE
(39.00883059000046, -75.57773943699965)",
OHIO,2014,32,,N,0,,0,,,N,,N,,"OHIO
(40.06021184000048, -82.40425685299965)",
MARYLAND,2014,32,,-,0,,1,,1,,4,,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
NORTH DAKOTA,2014,32,,-,0,,0,,,-,1,,,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
MISSISSIPPI,2014,32,,N,0,,0,,,N,,N,N,"MISSISSIPPI
(32.745512774000474, -89.53802764499966)",
COLORADO,2014,32,,N,0,,0,,,N,,N,N,"COLORADO
(38.84384201300048, -106.13360888799969)",
MINNESOTA,2014,32,,-,0,,5,,,-,39,,,"MINNESOTA
(46.35564575300049, -94.79419697699967)",
NEW MEXICO,2014,32,,N,0,,0,,,N,,N,,"NEW MEXICO
(34.520884020000494, -106.24057768899968)",
NORTH CAROLINA,2014,32,,N,0,,0,,,N,,N,N,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
ALASKA,2014,32,,N,0,,0,,,N,,N,-,"ALASKA
(64.84507631500048, -147.72205669099972)",
NEBRASKA,2014,32,,-,0,,0,,,-,1,,,"NEBRASKA
(41.641041981000456, -99.36571864599966)",
GUAM,2014,32,,-,0,,0,,,-,,-,,"GUAM
(13.480998894000436, 144.73149801400064)",
ARKANSAS,2014,32,,N,0,,0,,,N,,N,N,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
MAINE,2014,32,1,,0,,6,,17,,19,,N,"MAINE
(45.2542257390005, -68.98502952999962)",
WEST VIRGINIA,2014,32,,-,0,,0,,,-,,-,N,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
NEW HAMPSHIRE,2014,32,,-,0,,3,,11,,16,,,"NEW HAMPSHIRE
(43.65595081000049, -71.50035726399966)",
