Reporting Area,MMWR Year,MMWR Week,"Mumps, Current week","Mumps, Current week, flag","Mumps, Previous 52 weeks Med","Mumps, Previous 52 weeks Med, flag","Mumps, Previous 52 weeks Max","Mumps, Previous 52 weeks Max, flag","Mumps, Cum 2014","Mumps, Cum 2014, flag","Mumps, Cum 2013","Mumps, Cum 2013, flag","Pertussis, Current week","Pertussis, Current week, flag","Pertussis, Previous 52 weeks Med","Pertussis, Previous 52 weeks Med, flag","Pertussis, Previous 52 weeks Max","Pertussis, Previous 52 weeks Max, flag","Pertussis, Cum 2014","Pertussis, Cum 2014, flag","Pertussis, Cum 2013","Pertussis, Cum 2013, flag","Rabies, animal, Current week","Rabies, animal, Current week, flag","Rabies, animal, Previous 52 weeks Med","Rabies, animal, Previous 52 weeks Med, flag","Rabies, animal, Previous 52 weeks Max","Rabies, animal, Previous 52 weeks Max, flag","Rabies, animal, Cum 2014","Rabies, animal, Cum 2014, flag","Rabies, animal, Cum 2013","Rabies, animal, Cum 2013, flag",Location 1,Location 2
VIRGINIA,2014,47,,-,0,,8,,17,,109,,3,,9,,30,,413,,338,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542682294000485, -78.45788924199968)",
COLORADO,2014,47,1,,0,,1,,2,,4,,27,,23,,63,,997,,1234,,,-,0,,0,,,-,,-,"COLORADO
(38.84384201300048, -106.13360888799969)",
NORTH CAROLINA,2014,47,,-,0,,2,,3,,4,,31,,11,,43,,619,,511,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.46622096200048, -79.15924924699965)",
MARYLAND,2014,47,,-,0,,1,,1,,87,,2,,3,,16,,158,,189,,,-,6,,19,,301,,355,,"MARYLAND
(39.29058224000045, -76.60925970899967)",
NEW ENGLAND,2014,47,,-,0,,2,,7,,78,,21,,13,,45,,816,,1076,,,-,4,,16,,250,,286,,"NEW ENGLAND
(53.0500595200005, -105.40101878999968)",
OHIO,2014,47,1,,2,,97,,543,,12,,25,,25,,104,,1310,,1086,,,-,0,,5,,23,,61,,"OHIO
(40.06021184000048, -82.40425685299965)",
NORTH DAKOTA,2014,47,,-,0,,0,,,-,1,,,-,0,,8,,34,,75,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.47531892900048, -100.11842599699969)",
WEST VIRGINIA,2014,47,,-,0,,0,,,-,,-,,-,0,,3,,15,,16,,1,,1,,5,,36,,66,,"WEST VIRGINIA
(38.66551303900047, -80.71263935099967)",
RHODE ISLAND,2014,47,,-,0,,0,,,-,3,,,-,0,,23,,85,,127,,,-,0,,4,,20,,25,,"RHODE ISLAND
(41.708284362000484, -71.52246918099962)",
UNITED STATES,2014,47,4,,11,,117,,1069,,572,,286,,521,,1036,,24711,,24924,,25,,57,,137,,2621,,3549,,"UNITED STATES
(39.759995942000444, -98.49999896099968)",
VERMONT,2014,47,,-,0,,0,,,-,1,,,-,0,,5,,41,,113,,,-,1,,4,,51,,46,,"VERMONT
(43.62538000100045, -72.51763944499965)",
GEORGIA,2014,47,,-,0,,4,,4,,7,,,-,6,,20,,324,,280,,,-,0,,8,,,-,274,,"GEORGIA
(32.83968158500045, -83.62757601199968)",
NEW YORK CITY,2014,47,,-,1,,24,,113,,32,,,-,2,,10,,91,,128,,,-,0,,3,,,-,54,,"NEW YORK CITY
(40.71426755700048, -74.00596858999967)",
ILLINOIS,2014,47,,-,1,,15,,120,,26,,,-,11,,23,,482,,713,,,-,0,,6,,40,,53,,"ILLINOIS
(40.48501433000047, -88.99770813999965)",
PENNSYLVANIA,2014,47,,-,0,,2,,9,,21,,18,,14,,26,,624,,559,,,-,0,,9,,,-,323,,"PENNSYLVANIA
(40.79373260300048, -77.86069775999965)",
UNITED STATES,2014,48,,-,11,,117,,1078,,573,,143,,507,,1036,,25223,,25503,,14,,57,,137,,2687,,3583,,,
NEW ENGLAND,2014,48,,-,0,,2,,7,,78,,13,,15,,45,,861,,1085,,1,,5,,16,,298,,291,,,
MID. ATLANTIC,2014,48,,-,2,,25,,163,,141,,35,,34,,63,,1713,,1720,,2,,7,,15,,344,,700,,,
E.N. CENTRAL,2014,48,,-,5,,107,,764,,49,,19,,89,,200,,4171,,4442,,,-,1,,12,,100,,163,,,
W.N. CENTRAL,2014,48,,-,0,,6,,26,,15,,11,,36,,67,,1676,,2311,,,-,2,,8,,116,,215,,,
S. ATLANTIC,2014,48,,-,0,,9,,44,,211,,12,,56,,92,,2602,,2299,,,-,8,,86,,418,,808,,,
DIST. OF COL.,2014,48,,-,0,,4,,16,,1,,,-,0,,4,,17,,36,,,U,0,,0,,,U,,U,"DIST. OF COL.
",
E.S. CENTRAL,2014,48,,-,0,,2,,8,,13,,3,,19,,30,,880,,798,,,-,1,,7,,72,,57,,,
W.S. CENTRAL,2014,48,,-,0,,2,,16,,19,,14,,59,,499,,2605,,4114,,11,,21,,77,,1066,,1069,,,
MOUNTAIN,2014,48,,-,0,,3,,25,,13,,28,,74,,143,,3375,,5485,,,-,1,,7,,52,,69,,,
PACIFIC,2014,48,,-,0,,3,,25,,34,,8,,114,,326,,7340,,3249,,,-,5,,21,,221,,211,,,
AMER. SAMOA,2014,48,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2014,48,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,48,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
NEW MEXICO,2014,48,,-,0,,1,,1,,1,,,-,6,,17,,303,,570,,,-,0,,2,,9,,10,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
NORTH CAROLINA,2014,48,,-,0,,2,,3,,4,,3,,11,,43,,625,,519,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
TENNESSEE,2014,48,,-,0,,1,,4,,7,,2,,6,,16,,285,,223,,,-,0,,0,,,-,,-,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
GEORGIA,2014,48,,-,0,,4,,4,,7,,,-,6,,20,,324,,289,,,-,0,,8,,,-,279,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
ALASKA,2014,48,,-,0,,1,,1,,,-,2,,1,,17,,125,,314,,,-,0,,1,,3,,7,,"ALASKA
(64.84507799500005, -147.72205958799998)",
KANSAS,2014,48,,-,0,,1,,1,,,-,,-,5,,18,,281,,372,,,-,1,,5,,52,,57,,"KANSAS
(38.347742794000055, -98.20077822999997)",
CONNECTICUT,2014,48,,-,0,,0,,,-,4,,,-,1,,6,,61,,57,,,-,2,,13,,171,,143,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
IDAHO,2014,48,,-,0,,3,,10,,,-,4,,7,,23,,341,,212,,,-,0,,2,,10,,26,,"IDAHO
(43.68263174800006, -114.36372693399994)",
NEVADA,2014,48,,-,0,,1,,2,,5,,,-,2,,8,,113,,171,,,-,0,,4,,11,,13,,"NEVADA
(39.49324221300003, -117.07183885899997)",
WEST VIRGINIA,2014,48,,-,0,,0,,,-,,-,,-,0,,3,,15,,16,,,-,1,,5,,36,,70,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
ARKANSAS,2014,48,,-,0,,1,,1,,3,,2,,5,,30,,247,,413,,,-,1,,23,,145,,147,,"ARKANSAS
(34.74865329300047, -92.27448794899965)",
TEXAS,2014,48,,-,0,,2,,13,,13,,12,,47,,353,,2175,,3354,,6,,17,,72,,827,,834,,"TEXAS
(31.827240467000024, -99.42676785299994)",
KENTUCKY,2014,48,,-,0,,1,,2,,2,,,-,6,,17,,268,,337,,,-,0,,2,,8,,14,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
INDIANA,2014,48,,-,0,,3,,23,,3,,,-,7,,24,,347,,573,,,-,0,,4,,4,,10,,"INDIANA
(39.76691072200049, -86.14995579899966)",
MONTANA,2014,48,,-,0,,0,,,-,,-,4,,8,,25,,394,,588,,,N,0,,0,,,N,,N,"MONTANA
(47.06652795700006, -109.42441587999997)",
VIRGINIA,2014,48,,-,0,,8,,17,,109,,,-,9,,30,,413,,347,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
MISSISSIPPI,2014,48,,-,0,,0,,,-,,-,,-,1,,5,,67,,56,,,-,0,,1,,1,,5,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
MAINE,2014,48,,-,0,,0,,,-,1,,13,,6,,27,,414,,316,,,-,1,,3,,41,,49,,"MAINE
(45.25422910300006, -68.98502586699993)",
CALIFORNIA,2014,48,,-,0,,3,,18,,29,,2,,99,,300,,6416,,1760,,,-,3,,21,,212,,194,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
ILLINOIS,2014,48,,-,1,,15,,122,,26,,,-,12,,24,,526,,726,,,-,0,,6,,40,,53,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
HAWAII,2014,48,,-,0,,0,,,-,,-,,-,0,,4,,36,,50,,,-,0,,0,,,-,,-,"HAWAII
(21.304853205000427, -157.85774691599974)",
NEW YORK CITY,2014,48,,-,1,,24,,113,,32,,,-,2,,7,,91,,135,,,-,0,,2,,,-,54,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
WISCONSIN,2014,48,,-,0,,10,,62,,2,,,-,22,,46,,971,,1146,,,N,0,,0,,,N,,N,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
NEBRASKA,2014,48,,-,0,,0,,,-,,-,9,,3,,18,,230,,210,,,-,0,,3,,19,,34,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
LOUISIANA,2014,48,,-,0,,0,,,-,2,,,-,1,,6,,70,,204,,,-,0,,0,,,-,7,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
NEW HAMPSHIRE,2014,48,,-,0,,2,,2,,1,,,-,1,,5,,71,,127,,,-,0,,2,,14,,28,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
MISSOURI,2014,48,,-,0,,2,,6,,8,,2,,9,,23,,433,,506,,,-,0,,3,,25,,39,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
MICHIGAN,2014,48,,-,0,,2,,14,,6,,5,,20,,46,,1003,,832,,,-,0,,4,,35,,39,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
RHODE ISLAND,2014,48,,-,0,,0,,,-,3,,,-,0,,23,,85,,134,,,-,0,,4,,20,,25,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
MINNESOTA,2014,48,,-,0,,6,,15,,3,,,-,10,,27,,435,,788,,,-,0,,2,,,-,58,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
OKLAHOMA,2014,48,,-,0,,1,,2,,1,,,-,0,,112,,113,,143,,5,,0,,17,,94,,81,,"OKLAHOMA
(35.472031425000466, -97.52106845499969)",
OREGON,2014,48,,-,0,,1,,1,,3,,3,,7,,16,,357,,465,,,-,0,,3,,6,,10,,"OREGON
(44.56745049300008, -120.15502935599994)",
OHIO,2014,48,,-,2,,97,,543,,12,,14,,25,,104,,1324,,1165,,,-,0,,5,,21,,61,,"OHIO
(40.060212455000055, -82.40425667899996)",
WYOMING,2014,48,,-,0,,0,,,-,,-,,-,0,,6,,53,,71,,,-,0,,1,,,-,8,,"WYOMING
(43.23554100600006, -108.10982701399996)",
SOUTH DAKOTA,2014,48,,-,0,,0,,,-,,-,,-,1,,11,,104,,63,,,-,0,,2,,20,,27,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
ALABAMA,2014,48,,-,0,,1,,2,,4,,1,,5,,13,,260,,182,,,-,1,,7,,63,,38,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
DELAWARE,2014,48,,-,0,,0,,,-,,-,,-,1,,35,,204,,35,,,-,0,,0,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
GUAM,2014,48,,-,0,,0,,,-,8,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
UTAH,2014,48,,-,0,,1,,1,,2,,,-,19,,38,,756,,1215,,,-,0,,4,,22,,12,,"UTAH
(39.36070123200005, -111.58712831499997)",
VERMONT,2014,48,,-,0,,0,,,-,1,,,-,0,,5,,41,,113,,1,,1,,4,,52,,46,,"VERMONT
(43.62538389600007, -72.51763667599994)",
COLORADO,2014,48,,-,0,,1,,2,,4,,20,,23,,63,,1018,,1277,,,-,0,,0,,,-,,-,"COLORADO
(38.84384342200008, -106.13360911499996)",
PENNSYLVANIA,2014,48,,-,0,,2,,9,,21,,16,,14,,26,,648,,573,,,-,0,,9,,,-,327,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
ARIZONA,2014,48,,-,0,,2,,9,,1,,,-,7,,27,,397,,1381,,,N,0,,0,,,N,,N,"ARIZONA
(34.86597351900008, -111.76380664699997)",
NEW YORK,2014,48,,-,0,,1,,9,,10,,19,,15,,40,,713,,636,,2,,7,,15,,344,,319,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
SOUTH CAROLINA,2014,48,,-,0,,1,,2,,2,,3,,3,,9,,147,,204,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882214300044, -81.04536765699964)",
MASSACHUSETTS,2014,48,,-,0,,2,,5,,68,,,-,4,,11,,189,,338,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
MARYLAND,2014,48,,-,0,,1,,1,,87,,,-,3,,16,,159,,195,,,-,6,,19,,301,,356,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
IOWA,2014,48,,-,0,,1,,4,,3,,,-,3,,11,,158,,295,,,-,0,,0,,,-,,-,"IOWA
(42.469401411000035, -93.81648725599996)",
NORTH DAKOTA,2014,48,,-,0,,0,,,-,1,,,-,0,,8,,35,,77,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
WASHINGTON,2014,48,,-,0,,1,,5,,2,,1,,8,,50,,406,,660,,,-,0,,12,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
FLORIDA,2014,48,,-,0,,1,,1,,1,,6,,15,,32,,698,,658,,,-,0,,81,,81,,103,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
PUERTO RICO,2014,48,,-,0,,0,,,-,3,,,-,0,,2,,8,,32,,,-,1,,5,,43,,52,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
NEW JERSEY,2014,48,,-,0,,9,,32,,78,,,-,6,,15,,261,,376,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
UNITED STATES,2014,49,2,,11,,117,,1089,,575,,260,,505,,1036,,25916,,26234,,26,,57,,137,,2722,,3621,,,
NEW ENGLAND,2014,49,,-,0,,2,,7,,78,,9,,16,,45,,874,,1096,,,-,5,,16,,298,,294,,,
MID. ATLANTIC,2014,49,1,,2,,25,,165,,142,,39,,34,,63,,1771,,1755,,4,,7,,15,,348,,707,,,
E.N. CENTRAL,2014,49,,-,5,,107,,765,,49,,52,,87,,200,,4324,,4642,,,-,1,,12,,100,,163,,,
W.N. CENTRAL,2014,49,1,,0,,6,,28,,15,,29,,36,,67,,1750,,2378,,2,,2,,8,,119,,217,,,
S. ATLANTIC,2014,49,,-,0,,9,,44,,212,,19,,55,,93,,2614,,2374,,,-,7,,92,,424,,815,,,
DIST. OF COL.,2014,49,,-,0,,4,,16,,1,,1,,0,,4,,18,,40,,,U,0,,0,,,U,,U,"DIST. OF COL.
",
E.S. CENTRAL,2014,49,,-,0,,2,,8,,13,,6,,18,,30,,890,,827,,,-,1,,7,,72,,58,,,
W.S. CENTRAL,2014,49,,-,0,,2,,16,,19,,21,,59,,499,,2638,,4203,,20,,21,,77,,1088,,1085,,,
MOUNTAIN,2014,49,,-,0,,3,,25,,13,,35,,73,,143,,3483,,5628,,,-,1,,7,,52,,70,,,
PACIFIC,2014,49,,-,0,,6,,31,,34,,50,,115,,328,,7572,,3331,,,-,5,,21,,221,,212,,,
AMER. SAMOA,2014,49,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2014,49,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,49,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
MONTANA,2014,49,,-,0,,0,,,-,,-,9,,8,,25,,430,,613,,,N,0,,0,,,N,,N,"MONTANA
(47.06652795700006, -109.42441587999997)",
NEW YORK CITY,2014,49,,-,1,,24,,114,,33,,,-,2,,6,,95,,137,,,-,0,,2,,,-,54,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
NORTH CAROLINA,2014,49,,-,0,,2,,3,,4,,9,,11,,43,,634,,535,,,-,0,,0,,,-,,-,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
VIRGINIA,2014,49,,-,0,,8,,17,,109,,,-,9,,30,,413,,362,,,-,0,,0,,,-,,-,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
MISSISSIPPI,2014,49,,-,0,,0,,,-,,-,,-,1,,5,,67,,58,,,-,0,,1,,1,,5,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
NEBRASKA,2014,49,,-,0,,0,,,-,,-,20,,3,,19,,251,,225,,,-,0,,3,,19,,34,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
HAWAII,2014,49,,-,0,,0,,,-,,-,,-,0,,4,,36,,50,,,-,0,,0,,,-,,-,"HAWAII
(21.30485232600006, -157.85774798099996)",
KANSAS,2014,49,,-,0,,1,,1,,,-,,-,6,,18,,300,,384,,,-,1,,5,,53,,57,,"KANSAS
(38.347742794000055, -98.20077822999997)",
COLORADO,2014,49,,-,0,,1,,2,,4,,23,,23,,63,,1042,,1340,,,-,0,,0,,,-,,-,"COLORADO
(38.84384342200008, -106.13360911499996)",
UTAH,2014,49,,-,0,,1,,1,,2,,,-,18,,38,,776,,1239,,,-,0,,4,,22,,12,,"UTAH
(39.36070123200005, -111.58712831499997)",
NEW JERSEY,2014,49,,-,0,,9,,32,,78,,,-,6,,15,,264,,383,,,-,0,,0,,,-,,-,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
MASSACHUSETTS,2014,49,,-,0,,2,,5,,68,,,-,4,,11,,189,,340,,,-,0,,0,,,-,,-,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
ILLINOIS,2014,49,,-,1,,15,,122,,26,,,-,12,,26,,543,,744,,,-,0,,6,,40,,53,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
IOWA,2014,49,,-,0,,1,,4,,3,,,-,3,,11,,162,,300,,,-,0,,0,,,-,,-,"IOWA
(42.469401411000035, -93.81648725599996)",
MAINE,2014,49,,-,0,,0,,,-,1,,9,,6,,27,,427,,318,,,-,1,,3,,41,,49,,"MAINE
(45.25422910300006, -68.98502586699993)",
INDIANA,2014,49,,-,0,,3,,23,,3,,,-,8,,23,,398,,581,,,-,0,,4,,4,,10,,"INDIANA
(39.766913353000064, -86.14995646699998)",
SOUTH DAKOTA,2014,49,,-,0,,0,,,-,,-,,-,1,,11,,105,,64,,1,,0,,2,,21,,28,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
MISSOURI,2014,49,,-,0,,2,,6,,8,,9,,9,,23,,457,,517,,1,,0,,3,,26,,39,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
GUAM,2014,49,,-,0,,0,,,-,8,,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
NEW YORK,2014,49,1,,0,,1,,10,,10,,32,,15,,40,,745,,647,,4,,7,,15,,348,,322,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
OREGON,2014,49,,-,0,,1,,1,,3,,3,,7,,16,,367,,470,,,-,0,,3,,6,,10,,"OREGON
(44.56745049300008, -120.15502935599994)",
PENNSYLVANIA,2014,49,,-,0,,2,,9,,21,,7,,14,,26,,667,,588,,,-,0,,9,,,-,331,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
FLORIDA,2014,49,,-,0,,1,,1,,1,,4,,15,,32,,702,,674,,,-,0,,87,,87,,103,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
MICHIGAN,2014,49,,-,0,,2,,15,,6,,9,,20,,46,,1045,,867,,,-,0,,4,,35,,39,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
ALABAMA,2014,49,,-,0,,1,,2,,4,,,-,5,,13,,262,,187,,,-,1,,7,,63,,38,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
RHODE ISLAND,2014,49,,-,0,,0,,,-,3,,,-,0,,23,,85,,137,,,-,0,,4,,20,,25,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
IDAHO,2014,49,,-,0,,3,,10,,,-,3,,7,,23,,344,,217,,,-,0,,2,,10,,27,,"IDAHO
(43.68263174800006, -114.36372693399994)",
SOUTH CAROLINA,2014,49,,-,0,,1,,2,,2,,,-,3,,9,,147,,208,,,-,0,,0,,,-,,-,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
KENTUCKY,2014,49,,-,0,,1,,2,,2,,,-,6,,17,,268,,353,,,-,0,,2,,8,,15,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
GEORGIA,2014,49,,-,0,,4,,4,,8,,,-,6,,20,,324,,298,,,-,0,,8,,,-,283,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
DELAWARE,2014,49,,-,0,,0,,,-,,-,,-,1,,35,,204,,37,,,-,0,,0,,,-,,-,"DELAWARE
(39.00883389200004, -75.57773597599999)",
WISCONSIN,2014,49,,-,0,,10,,62,,2,,,-,22,,46,,971,,1181,,,N,0,,0,,,N,,N,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
OKLAHOMA,2014,49,,-,0,,1,,2,,1,,,-,0,,112,,113,,143,,1,,1,,17,,95,,82,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
CALIFORNIA,2014,49,,-,0,,6,,24,,29,,11,,100,,302,,6603,,1833,,,-,3,,21,,212,,195,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
CONNECTICUT,2014,49,,-,0,,0,,,-,4,,,-,1,,6,,61,,58,,,-,2,,13,,171,,144,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
NEW HAMPSHIRE,2014,49,,-,0,,2,,2,,1,,,-,1,,5,,71,,130,,,-,0,,2,,14,,29,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
MARYLAND,2014,49,,-,0,,1,,1,,87,,5,,3,,16,,157,,202,,,-,6,,19,,301,,359,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
TEXAS,2014,49,,-,0,,2,,13,,13,,20,,48,,353,,2206,,3431,,18,,17,,72,,847,,849,,"TEXAS
(31.827240467000024, -99.42676785299994)",
WASHINGTON,2014,49,,-,0,,1,,5,,2,,35,,7,,50,,440,,664,,,-,0,,12,,,-,,-,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
LOUISIANA,2014,49,,-,0,,0,,,-,2,,,-,1,,6,,70,,208,,,-,0,,0,,,-,7,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
MINNESOTA,2014,49,1,,0,,6,,17,,3,,,-,10,,27,,437,,810,,,-,0,,2,,,-,59,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
NEW MEXICO,2014,49,,-,0,,1,,1,,1,,,-,6,,17,,317,,579,,,-,0,,2,,9,,10,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
VERMONT,2014,49,,-,0,,0,,,-,1,,,-,0,,5,,41,,113,,,-,1,,4,,52,,47,,"VERMONT
(43.62538389600007, -72.51763667599994)",
PUERTO RICO,2014,49,,-,0,,0,,,-,3,,,-,0,,2,,9,,33,,2,,1,,5,,46,,53,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
TENNESSEE,2014,49,,-,0,,1,,4,,7,,6,,6,,16,,293,,229,,,-,0,,0,,,-,,-,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
WYOMING,2014,49,,-,0,,0,,,-,,-,,-,0,,6,,53,,71,,,-,0,,1,,,-,8,,"WYOMING
(43.23554100600006, -108.10982701399996)",
NORTH DAKOTA,2014,49,,-,0,,0,,,-,1,,,-,0,,8,,38,,78,,,-,0,,0,,,-,,-,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
ARKANSAS,2014,49,,-,0,,1,,1,,3,,1,,5,,30,,249,,421,,1,,1,,23,,146,,147,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
ARIZONA,2014,49,,-,0,,2,,9,,1,,,-,7,,27,,407,,1394,,,N,0,,0,,,N,,N,"ARIZONA
(34.86597351900008, -111.76380664699997)",
OHIO,2014,49,,-,2,,97,,543,,12,,43,,25,,104,,1367,,1269,,,-,0,,5,,21,,61,,"OHIO
(40.060212455000055, -82.40425667899996)",
WEST VIRGINIA,2014,49,,-,0,,0,,,-,,-,,-,0,,3,,15,,18,,,-,1,,5,,36,,70,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
NEVADA,2014,49,,-,0,,1,,2,,5,,,-,2,,8,,114,,175,,,-,0,,4,,11,,13,,"NEVADA
(39.49324221300003, -117.07183885899997)",
ALASKA,2014,49,,-,0,,1,,1,,,-,1,,1,,17,,126,,314,,,-,0,,1,,3,,7,,"ALASKA
(64.84507799500005, -147.72205958799998)",
UNITED STATES,2014,50,4,,11,,117,,1100,,582,,204,,503,,1036,,26610,,26924,,13,,57,,137,,2784,,3652,,,
NEW ENGLAND,2014,50,,-,0,,2,,7,,79,,10,,17,,45,,940,,1103,,1,,5,,16,,305,,296,,,
MID. ATLANTIC,2014,50,,-,2,,25,,166,,145,,46,,34,,63,,1829,,1799,,3,,7,,15,,351,,717,,,
E.N. CENTRAL,2014,50,1,,5,,107,,766,,50,,17,,89,,182,,4487,,4824,,,-,1,,12,,100,,164,,,
W.N. CENTRAL,2014,50,,-,0,,6,,29,,15,,40,,36,,63,,1817,,2423,,,-,2,,8,,120,,217,,,
S. ATLANTIC,2014,50,,-,0,,9,,44,,214,,7,,54,,94,,2650,,2444,,4,,8,,92,,467,,826,,,
DIST. OF COL.,2014,50,,-,0,,4,,16,,1,,,-,0,,3,,18,,40,,,U,0,,0,,,U,,U,"DIST. OF COL.
",
E.S. CENTRAL,2014,50,,-,0,,2,,8,,13,,8,,18,,30,,910,,854,,,-,1,,7,,72,,58,,,
W.S. CENTRAL,2014,50,2,,0,,2,,19,,19,,40,,57,,499,,2710,,4315,,5,,22,,77,,1096,,1091,,,
MOUNTAIN,2014,50,,-,0,,3,,26,,13,,20,,72,,134,,3525,,5762,,,-,1,,7,,52,,71,,,
PACIFIC,2014,50,1,,0,,6,,35,,34,,16,,116,,328,,7742,,3400,,,-,5,,21,,221,,212,,,
AMER. SAMOA,2014,50,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,N,,-,,-,,N,,N,"AMER. SAMOA
",
C.N.M.I.,2014,50,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2014,50,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
PUERTO RICO,2014,50,,-,0,,0,,,-,3,,,-,0,,2,,9,,33,,1,,1,,5,,47,,53,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
