Reporting Area,MMWR Year,MMWR Week,"Shiga toxin-producing E. coli (STEC)§, Current week","Shiga toxin-producing E. coli (STEC)§, Current week, flag","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Med","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Med, flag","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Max","Shiga toxin-producing E. coli (STEC)§, Previous 52 weeks Max, flag","Shiga toxin-producing E. coli (STEC)§, Cum 2015","Shiga toxin-producing E. coli (STEC)§, Cum 2015, flag","Shiga toxin-producing E. coli (STEC)§, Cum 2014","Shiga toxin-producing E. coli (STEC)§, Cum 2014, flag","Shigellosis, Current week","Shigellosis, Current week, flag","Shigellosis, Previous 52 weeks Med","Shigellosis, Previous 52 weeks Med, flag","Shigellosis, Previous 52 weeks Max","Shigellosis, Previous 52 weeks Max, flag","Shigellosis, Cum 2015","Shigellosis, Cum 2015, flag","Shigellosis, Cum 2014","Shigellosis, Cum 2014, flag",Location 1,Location 2
INDIANA,2015,23,,-,1,,11,,12,,31,,,-,20,,75,,110,,280,,"INDIANA
(39.766913353000064, -86.14995646699998)",
ARIZONA,2015,23,2,,1,,6,,31,,28,,5,,8,,18,,160,,103,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
MAINE,2015,23,,-,0,,4,,8,,7,,,-,0,,3,,1,,5,,"MAINE
(45.25422910300006, -68.98502586699993)",
RHODE ISLAND,2015,23,,-,0,,3,,3,,2,,,-,0,,7,,13,,8,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
NEW MEXICO,2015,23,,-,1,,3,,11,,17,,,-,1,,5,,21,,15,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
ALASKA,2015,23,1,,0,,4,,9,,2,,,-,0,,1,,2,,2,,"ALASKA
(64.84507799500005, -147.72205958799998)",
OKLAHOMA,2015,23,,-,1,,12,,29,,37,,,-,4,,42,,223,,17,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
ALABAMA,2015,23,,-,0,,3,,,-,13,,,-,10,,30,,190,,122,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
COLORADO,2015,23,,-,2,,14,,13,,50,,,-,1,,5,,6,,30,,"COLORADO
(38.84384342200008, -106.13360911499996)",
MARYLAND,2015,23,2,,1,,7,,31,,24,,4,,5,,12,,100,,79,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
VIRGINIA,2015,23,1,,2,,7,,25,,24,,9,,4,,18,,104,,61,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
WEST VIRGINIA,2015,23,,-,0,,3,,9,,3,,,-,0,,2,,3,,2,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
NEW JERSEY,2015,23,,-,1,,8,,18,,50,,,-,6,,17,,105,,70,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
VERMONT,2015,23,,-,0,,2,,4,,7,,,-,0,,2,,3,,1,,"VERMONT
(43.62538389600007, -72.51763667599994)",
UTAH,2015,23,,-,1,,7,,20,,21,,,-,0,,4,,10,,15,,"UTAH
(39.36070123200005, -111.58712831499997)",
KANSAS,2015,23,,-,1,,6,,27,,42,,,-,1,,4,,28,,22,,"KANSAS
(38.347742794000055, -98.20077822999997)",
WASHINGTON,2015,23,,-,1,,45,,51,,52,,1,,2,,18,,54,,68,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
ILLINOIS,2015,23,,-,3,,11,,44,,58,,,-,14,,89,,205,,200,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
MASSACHUSETTS,2015,23,,-,1,,6,,11,,32,,,-,3,,8,,49,,62,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
WISCONSIN,2015,23,,-,2,,14,,17,,62,,,-,5,,23,,69,,96,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
OREGON,2015,23,,-,4,,9,,63,,43,,,-,1,,6,,14,,17,,"OREGON
(44.56745049300008, -120.15502935599994)",
MINNESOTA,2015,23,,-,2,,31,,,-,73,,,-,0,,7,,,-,30,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
SOUTH CAROLINA,2015,23,,-,0,,3,,11,,3,,34,,3,,13,,100,,44,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
FLORIDA,2015,23,2,,2,,6,,51,,48,,45,,39,,86,,885,,1122,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
ARKANSAS,2015,23,,-,1,,5,,26,,39,,,-,3,,197,,20,,264,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
SOUTH DAKOTA,2015,23,,-,1,,4,,11,,6,,,-,5,,29,,88,,335,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
NEW YORK,2015,23,10,,4,,15,,68,,48,,5,,5,,26,,208,,85,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
MISSOURI,2015,23,,-,2,,14,,19,,62,,,-,28,,63,,172,,222,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
UNITED STATES,2015,24,48,,94,,235,,1653,,1978,,228,,425,,586,,7784,,7003,,,
NEW ENGLAND,2015,24,1,,4,,15,,72,,70,,3,,6,,14,,91,,103,,,
MID. ATLANTIC,2015,24,10,,10,,29,,201,,189,,10,,27,,82,,871,,352,,,
E.N. CENTRAL,2015,24,6,,11,,43,,186,,276,,15,,57,,165,,786,,927,,,
W.N. CENTRAL,2015,24,5,,9,,69,,134,,315,,6,,48,,100,,604,,861,,,
S. ATLANTIC,2015,24,4,,10,,19,,198,,190,,85,,82,,162,,1829,,2111,,,
DIST. OF COL.,2015,24,,-,0,,1,,,-,5,,,-,1,,8,,5,,40,,"DIST. OF COL.
",
E.S. CENTRAL,2015,24,,-,5,,16,,82,,94,,21,,34,,63,,664,,699,,,
W.S. CENTRAL,2015,24,18,,13,,81,,288,,318,,79,,82,,252,,2003,,1153,,,
MOUNTAIN,2015,24,4,,9,,29,,150,,193,,1,,12,,27,,229,,278,,,
PACIFIC,2015,24,,-,19,,68,,342,,333,,8,,38,,82,,707,,519,,,
AMER. SAMOA,2015,24,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,24,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,24,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
OKLAHOMA,2015,24,,-,1,,12,,30,,40,,9,,4,,42,,244,,18,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
PENNSYLVANIA,2015,24,4,,3,,9,,62,,63,,,-,4,,14,,87,,62,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
TENNESSEE,2015,24,,-,3,,9,,52,,42,,6,,12,,24,,129,,403,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
ARIZONA,2015,24,1,,1,,6,,37,,33,,1,,8,,18,,162,,106,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
NEW YORK CITY,2015,24,2,,2,,6,,49,,26,,8,,12,,51,,457,,127,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
WISCONSIN,2015,24,,-,2,,14,,17,,66,,,-,5,,23,,71,,104,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
CALIFORNIA,2015,24,,-,11,,27,,186,,227,,7,,34,,78,,610,,419,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
MICHIGAN,2015,24,1,,2,,8,,47,,50,,6,,8,,21,,186,,62,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
INDIANA,2015,24,,-,1,,11,,12,,34,,,-,16,,75,,110,,306,,"INDIANA
(39.766913353000064, -86.14995646699998)",
MONTANA,2015,24,1,,1,,5,,26,,17,,,-,0,,7,,10,,7,,"MONTANA
(47.06652795700006, -109.42441587999997)",
COLORADO,2015,24,1,,1,,14,,14,,53,,,-,1,,5,,6,,35,,"COLORADO
(38.84384342200008, -106.13360911499996)",
WASHINGTON,2015,24,,-,1,,45,,51,,53,,,-,2,,18,,54,,69,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
VIRGIN ISL.,2015,28,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
DELAWARE,2015,24,,-,0,,2,,2,,3,,,-,1,,4,,15,,33,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
TEXAS,2015,24,17,,9,,70,,199,,229,,68,,68,,171,,1676,,770,,"TEXAS
(31.827240467000024, -99.42676785299994)",
GEORGIA,2015,24,,-,1,,7,,43,,49,,21,,19,,41,,449,,375,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
OHIO,2015,24,5,,3,,12,,66,,62,,9,,11,,32,,211,,242,,"OHIO
(40.060212455000055, -82.40425667899996)",
WEST VIRGINIA,2015,24,,-,0,,3,,9,,4,,,-,0,,2,,3,,2,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
NORTH CAROLINA,2015,24,,-,1,,5,,22,,18,,1,,3,,85,,102,,265,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
RHODE ISLAND,2015,24,,-,0,,3,,3,,2,,,-,0,,7,,13,,8,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
NEW MEXICO,2015,24,,-,1,,3,,13,,18,,,-,1,,5,,21,,16,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
OREGON,2015,24,,-,4,,9,,69,,49,,,-,0,,6,,13,,18,,"OREGON
(44.56745049300008, -120.15502935599994)",
UTAH,2015,24,,-,1,,7,,20,,23,,,-,0,,4,,10,,15,,"UTAH
(39.36070123200005, -111.58712831499997)",
GUAM,2015,24,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
VIRGINIA,2015,24,1,,2,,7,,26,,27,,5,,4,,18,,110,,61,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
SOUTH DAKOTA,2015,24,,-,1,,4,,13,,8,,1,,6,,29,,109,,341,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
NEW YORK,2015,24,4,,4,,15,,72,,49,,2,,5,,26,,211,,86,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
KENTUCKY,2015,24,,-,1,,7,,21,,24,,7,,9,,30,,254,,54,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
NORTH DAKOTA,2015,24,,-,0,,4,,8,,16,,,-,0,,2,,7,,13,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
NEW JERSEY,2015,24,,-,1,,8,,18,,51,,,-,6,,17,,116,,77,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
CONNECTICUT,2015,24,,-,1,,4,,31,,16,,1,,1,,5,,22,,17,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
KANSAS,2015,24,,-,1,,6,,27,,43,,,-,1,,4,,28,,23,,"KANSAS
(38.347742794000055, -98.20077822999997)",
MINNESOTA,2015,24,,-,2,,31,,,-,81,,,-,0,,7,,,-,33,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
ALASKA,2015,24,,-,0,,4,,9,,2,,,-,0,,1,,2,,2,,"ALASKA
(64.84507799500005, -147.72205958799998)",
SOUTH CAROLINA,2015,24,,-,0,,3,,11,,3,,3,,3,,35,,104,,45,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
ALABAMA,2015,24,,-,0,,3,,,-,15,,8,,10,,30,,232,,130,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
MISSOURI,2015,24,,-,2,,8,,19,,76,,,-,28,,63,,172,,254,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
ARKANSAS,2015,24,1,,1,,5,,30,,42,,1,,3,,197,,21,,284,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
FLORIDA,2015,24,2,,2,,6,,53,,53,,52,,39,,86,,937,,1202,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
WYOMING,2015,24,,-,0,,4,,4,,4,,,-,0,,3,,,-,82,,"WYOMING
(43.23554100600006, -108.10982701399996)",
MAINE,2015,24,,-,0,,4,,8,,7,,,-,0,,3,,1,,5,,"MAINE
(45.25422910300006, -68.98502586699993)",
ILLINOIS,2015,24,,-,3,,11,,44,,64,,,-,14,,89,,208,,213,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
NEBRASKA,2015,24,5,,2,,9,,42,,38,,,-,3,,14,,33,,93,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
MASSACHUSETTS,2015,24,,-,1,,6,,16,,34,,2,,3,,8,,52,,64,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
NEVADA,2015,24,,-,0,,3,,7,,15,,,-,0,,6,,16,,12,,"NEVADA
(39.49324221300003, -117.07183885899997)",
IOWA,2015,24,,-,2,,15,,25,,53,,5,,2,,43,,255,,104,,"IOWA
(42.469401411000035, -93.81648725599996)",
IDAHO,2015,24,1,,2,,9,,29,,30,,,-,0,,2,,4,,5,,"IDAHO
(43.68263174800006, -114.36372693399994)",
NEW HAMPSHIRE,2015,24,,-,0,,2,,9,,4,,,-,0,,2,,,-,8,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
VERMONT,2015,24,1,,0,,2,,5,,7,,,-,0,,2,,3,,1,,"VERMONT
(43.62538389600007, -72.51763667599994)",
LOUISIANA,2015,24,,-,0,,12,,29,,7,,1,,2,,5,,62,,81,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
PUERTO RICO,2015,24,,-,0,,1,,,-,4,,,-,0,,3,,2,,8,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
MARYLAND,2015,24,1,,1,,7,,32,,28,,3,,5,,12,,104,,88,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
HAWAII,2015,24,,-,1,,5,,27,,2,,1,,1,,5,,28,,11,,"HAWAII
(21.30485232600006, -157.85774798099996)",
MISSISSIPPI,2015,24,,-,0,,2,,9,,13,,,-,2,,7,,49,,112,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
UNITED STATES,2015,25,82,,96,,235,,1814,,2121,,290,,424,,586,,8319,,7448,,,
NEW ENGLAND,2015,25,,-,4,,15,,74,,70,,6,,6,,14,,98,,107,,,
MID. ATLANTIC,2015,25,7,,10,,29,,214,,196,,19,,27,,82,,897,,368,,,
E.N. CENTRAL,2015,25,6,,11,,43,,208,,305,,12,,57,,165,,918,,1029,,,
W.N. CENTRAL,2015,25,2,,9,,69,,149,,351,,11,,48,,100,,651,,946,,,
S. ATLANTIC,2015,25,16,,10,,19,,218,,201,,74,,82,,162,,1916,,2210,,,
DIST. OF COL.,2015,25,,-,0,,1,,,-,4,,,-,1,,9,,5,,41,,"DIST. OF COL.
",
E.S. CENTRAL,2015,25,2,,4,,16,,90,,107,,8,,35,,63,,690,,733,,,
W.S. CENTRAL,2015,25,34,,13,,81,,333,,333,,125,,83,,252,,2148,,1228,,,
MOUNTAIN,2015,25,7,,9,,29,,164,,211,,8,,13,,27,,246,,286,,,
PACIFIC,2015,25,8,,20,,68,,364,,347,,27,,39,,82,,755,,541,,,
AMER. SAMOA,2015,25,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"AMER. SAMOA
",
C.N.M.I.,2015,25,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"C.N.M.I.
",
VIRGIN ISL.,2015,25,,-,0,,0,,,-,,-,,-,0,,0,,,-,,-,"VIRGIN ISL.
",
ARIZONA,2015,25,,-,1,,6,,37,,38,,7,,8,,18,,169,,112,,"ARIZONA
(34.86597351900008, -111.76380664699997)",
NEBRASKA,2015,25,2,,2,,9,,45,,41,,1,,3,,12,,34,,107,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
OKLAHOMA,2015,25,32,,1,,12,,62,,46,,46,,4,,42,,290,,18,,"OKLAHOMA
(35.472030747000076, -97.52106835299998)",
ILLINOIS,2015,25,,-,3,,11,,45,,72,,,-,15,,89,,298,,230,,"ILLINOIS
(40.48501223300008, -88.99770922699997)",
OREGON,2015,25,,-,4,,9,,72,,50,,1,,0,,6,,14,,19,,"OREGON
(44.56745049300008, -120.15502935599994)",
RHODE ISLAND,2015,25,,-,0,,3,,3,,2,,5,,0,,7,,18,,8,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
SOUTH CAROLINA,2015,25,1,,0,,3,,12,,4,,1,,3,,35,,106,,48,,"SOUTH CAROLINA
(33.99882216300006, -81.04536596899999)",
NORTH DAKOTA,2015,25,,-,0,,4,,8,,17,,,-,0,,2,,7,,13,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
NEVADA,2015,25,,-,0,,3,,7,,16,,,-,0,,6,,16,,12,,"NEVADA
(39.49324221300003, -117.07183885899997)",
GEORGIA,2015,25,,-,1,,7,,44,,50,,13,,19,,41,,472,,399,,"GEORGIA
(32.839683200000024, -83.62757885599996)",
UTAH,2015,25,,-,1,,7,,26,,24,,,-,0,,8,,19,,15,,"UTAH
(39.36070123200005, -111.58712831499997)",
TENNESSEE,2015,25,2,,3,,9,,60,,49,,2,,11,,24,,137,,420,,"TENNESSEE
(35.68094072700006, -85.77448666899994)",
CALIFORNIA,2015,25,,-,12,,27,,197,,237,,24,,34,,78,,655,,439,,"CALIFORNIA
(37.63864210000003, -120.99999644699994)",
NEW YORK,2015,25,2,,4,,15,,74,,53,,5,,5,,26,,216,,88,,"NEW YORK
(42.82700376100007, -75.54396609999998)",
WISCONSIN,2015,25,,-,2,,14,,17,,71,,,-,5,,23,,73,,110,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
NEW MEXICO,2015,25,,-,1,,3,,13,,19,,,-,1,,5,,21,,16,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
IOWA,2015,25,,-,2,,15,,30,,64,,10,,2,,42,,290,,109,,"IOWA
(42.469401411000035, -93.81648725599996)",
SOUTH DAKOTA,2015,25,,-,1,,4,,13,,9,,,-,6,,29,,116,,344,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
IDAHO,2015,25,4,,2,,9,,33,,30,,1,,0,,2,,5,,5,,"IDAHO
(43.68263174800006, -114.36372693399994)",
ALASKA,2015,25,2,,0,,4,,11,,2,,,-,0,,1,,2,,2,,"ALASKA
(64.84507799500005, -147.72205958799998)",
FLORIDA,2015,25,8,,2,,6,,63,,56,,42,,39,,86,,979,,1261,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
COLORADO,2015,25,,-,1,,14,,14,,61,,,-,1,,5,,6,,36,,"COLORADO
(38.84384342200008, -106.13360911499996)",
INDIANA,2015,25,,-,1,,11,,24,,40,,,-,12,,75,,124,,345,,"INDIANA
(39.766913353000064, -86.14995646699998)",
NEW JERSEY,2015,25,,-,1,,8,,18,,51,,,-,6,,17,,120,,83,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
VIRGINIA,2015,25,,-,2,,7,,27,,33,,3,,5,,18,,115,,63,,"VIRGINIA
(37.542680705000066, -78.45788932099998)",
KENTUCKY,2015,25,,-,1,,7,,21,,26,,5,,9,,30,,264,,61,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
GUAM,2015,25,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
PUERTO RICO,2015,25,,-,0,,1,,,-,4,,,-,0,,3,,2,,9,,"PUERTO RICO
(18.24828934900006, -66.49988980099994)",
MARYLAND,2015,25,6,,1,,7,,38,,29,,13,,5,,12,,117,,97,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
MASSACHUSETTS,2015,25,,-,1,,6,,17,,34,,1,,3,,8,,54,,66,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
MISSISSIPPI,2015,25,,-,0,,2,,9,,15,,,-,2,,7,,49,,118,,"MISSISSIPPI
(32.745513440000025, -89.53802722999995)",
TEXAS,2015,25,2,,9,,70,,211,,235,,76,,69,,171,,1770,,810,,"TEXAS
(31.827240467000024, -99.42676785299994)",
OHIO,2015,25,6,,3,,12,,72,,71,,8,,10,,32,,219,,263,,"OHIO
(40.060212455000055, -82.40425667899996)",
MAINE,2015,25,,-,0,,4,,9,,7,,,-,0,,3,,1,,5,,"MAINE
(45.25422910300006, -68.98502586699993)",
MICHIGAN,2015,25,,-,2,,8,,50,,51,,4,,9,,21,,204,,81,,"MICHIGAN
(44.66132238800003, -84.71438555599997)",
MONTANA,2015,25,3,,1,,5,,30,,19,,,-,0,,7,,10,,8,,"MONTANA
(47.06652795700006, -109.42441587999997)",
ARKANSAS,2015,25,,-,1,,5,,31,,45,,1,,2,,197,,22,,315,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
LOUISIANA,2015,25,,-,0,,12,,29,,7,,2,,2,,5,,66,,85,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
WASHINGTON,2015,25,6,,1,,45,,57,,56,,2,,2,,18,,56,,70,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
PENNSYLVANIA,2015,25,2,,3,,9,,70,,64,,7,,4,,14,,99,,64,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
NEW HAMPSHIRE,2015,25,,-,0,,2,,9,,4,,,-,0,,2,,,-,9,,"NEW HAMPSHIRE
(43.65595283500005, -71.50035697299995)",
HAWAII,2015,25,,-,1,,5,,27,,2,,,-,1,,5,,28,,11,,"HAWAII
(21.30485232600006, -157.85774798099996)",
VERMONT,2015,25,,-,0,,2,,5,,7,,,-,0,,2,,3,,1,,"VERMONT
(43.62538389600007, -72.51763667599994)",
ALABAMA,2015,25,,-,0,,3,,,-,17,,1,,10,,30,,240,,134,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
CONNECTICUT,2015,25,,-,1,,4,,31,,16,,,-,1,,5,,22,,18,,"CONNECTICUT
(41.56266070000004, -72.64983977999998)",
NEW YORK CITY,2015,25,3,,2,,6,,52,,28,,7,,12,,51,,462,,133,,"NEW YORK CITY
(40.71426755700003, -74.00596858999995)",
DELAWARE,2015,25,,-,0,,2,,2,,3,,,-,1,,4,,15,,34,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
MINNESOTA,2015,25,,-,2,,31,,,-,87,,,-,0,,7,,,-,33,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
WEST VIRGINIA,2015,25,,-,0,,3,,9,,4,,,-,0,,2,,3,,2,,"WEST VIRGINIA
(38.66551127300005, -80.71263755899997)",
WYOMING,2015,25,,-,0,,4,,4,,4,,,-,0,,3,,,-,82,,"WYOMING
(43.23554100600006, -108.10982701399996)",
NORTH CAROLINA,2015,25,1,,1,,5,,23,,18,,2,,3,,85,,104,,265,,"NORTH CAROLINA
(35.466220159000045, -79.15924997399998)",
MISSOURI,2015,25,,-,2,,8,,19,,84,,,-,26,,58,,172,,317,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
KANSAS,2015,25,,-,1,,4,,34,,49,,,-,1,,4,,32,,23,,"KANSAS
(38.347742794000055, -98.20077822999997)",
UNITED STATES,2015,26,80,,102,,236,,1995,,2278,,213,,423,,586,,8688,,7924,,,
NEW ENGLAND,2015,26,1,,3,,15,,78,,78,,1,,6,,14,,105,,116,,,
MID. ATLANTIC,2015,26,11,,10,,29,,227,,216,,21,,27,,82,,927,,383,,,
E.N. CENTRAL,2015,26,8,,11,,43,,223,,324,,7,,51,,165,,942,,1131,,,
W.N. CENTRAL,2015,26,2,,10,,69,,174,,389,,3,,48,,100,,672,,1019,,,
S. ATLANTIC,2015,26,13,,11,,21,,252,,217,,56,,82,,162,,2031,,2306,,,
DIST. OF COL.,2015,26,,-,0,,1,,,-,4,,1,,1,,9,,6,,44,,"DIST. OF COL.
",
E.S. CENTRAL,2015,26,1,,4,,16,,93,,122,,4,,35,,63,,701,,771,,,
W.S. CENTRAL,2015,26,,-,14,,81,,346,,346,,109,,83,,252,,2268,,1337,,,
MOUNTAIN,2015,26,7,,8,,29,,173,,222,,6,,13,,27,,258,,292,,,
PACIFIC,2015,26,37,,21,,68,,429,,364,,6,,39,,82,,784,,569,,,
KANSAS,2015,26,,-,1,,5,,40,,50,,,-,1,,4,,33,,23,,"KANSAS
(38.347742794000055, -98.20077822999997)",
TEXAS,2015,26,,-,10,,70,,214,,244,,90,,72,,171,,1870,,868,,"TEXAS
(31.827240467000024, -99.42676785299994)",
FLORIDA,2015,26,3,,2,,7,,65,,60,,38,,39,,86,,1017,,1321,,"FLORIDA
(28.932042722000062, -81.92895768899996)",
MARYLAND,2015,26,6,,1,,7,,51,,32,,1,,5,,13,,118,,107,,"MARYLAND
(39.290582950000044, -76.60925984299996)",
PENNSYLVANIA,2015,26,1,,3,,9,,74,,71,,7,,5,,14,,111,,67,,"PENNSYLVANIA
(40.79373362300004, -77.86069690799997)",
NORTH DAKOTA,2015,26,,-,0,,4,,14,,17,,,-,0,,2,,13,,14,,"NORTH DAKOTA
(47.475318609000055, -100.11842789099995)",
MASSACHUSETTS,2015,26,,-,1,,6,,19,,38,,1,,3,,8,,60,,72,,"MASSACHUSETTS
(42.27687400000008, -72.08268726299997)",
UTAH,2015,26,,-,1,,7,,27,,26,,,-,0,,8,,19,,15,,"UTAH
(39.36070123200005, -111.58712831499997)",
IDAHO,2015,26,5,,2,,9,,38,,31,,,-,0,,2,,5,,5,,"IDAHO
(43.68263174800006, -114.36372693399994)",
DELAWARE,2015,26,,-,0,,1,,2,,5,,,-,1,,4,,15,,36,,"DELAWARE
(39.00883389200004, -75.57773597599999)",
MISSOURI,2015,26,,-,1,,8,,19,,92,,,-,24,,58,,172,,369,,"MISSOURI
(38.63579147100006, -92.56629944499997)",
NEW JERSEY,2015,26,,-,1,,8,,18,,51,,,-,6,,17,,127,,86,,"NEW JERSEY
(40.130570807000026, -74.27368796999997)",
OHIO,2015,26,7,,3,,12,,79,,72,,6,,10,,32,,225,,277,,"OHIO
(40.060212455000055, -82.40425667899996)",
NEBRASKA,2015,26,2,,2,,9,,48,,45,,2,,3,,9,,36,,119,,"NEBRASKA
(41.64104362100005, -99.36571888999998)",
WASHINGTON,2015,26,36,,1,,45,,93,,62,,1,,2,,18,,57,,78,,"WASHINGTON
(47.52228790000004, -120.47002813699999)",
ARKANSAS,2015,26,,-,1,,5,,37,,47,,1,,2,,197,,22,,362,,"ARKANSAS
(34.74865032200006, -92.27448966799994)",
RHODE ISLAND,2015,26,,-,0,,3,,3,,2,,,-,0,,7,,18,,8,,"RHODE ISLAND
(41.70828106100004, -71.52246566099996)",
SOUTH DAKOTA,2015,26,,-,1,,4,,16,,10,,,-,6,,29,,116,,349,,"SOUTH DAKOTA
(44.35313004200003, -100.37352915599996)",
WISCONSIN,2015,26,,-,2,,14,,18,,81,,1,,5,,23,,77,,124,,"WISCONSIN
(44.39319064600005, -89.81636640199997)",
MINNESOTA,2015,26,,-,1,,31,,,-,98,,,-,0,,7,,,-,34,,"MINNESOTA
(46.35564896600005, -94.79419983199995)",
KENTUCKY,2015,26,,-,1,,7,,21,,29,,2,,9,,30,,267,,68,,"KENTUCKY
(37.64597313300004, -84.77496771599994)",
GUAM,2015,26,,-,,-,,-,,-,,-,,-,,-,,-,,-,,-,"GUAM
(13.480998894000038, 144.73149801400007)",
LOUISIANA,2015,26,,-,0,,12,,30,,8,,,-,2,,5,,66,,87,,"LOUISIANA
(31.312663324000027, -92.44567750499994)",
INDIANA,2015,26,,-,1,,11,,24,,41,,,-,12,,75,,127,,397,,"INDIANA
(39.766913353000064, -86.14995646699998)",
NEW MEXICO,2015,26,,-,1,,3,,13,,21,,,-,1,,5,,21,,17,,"NEW MEXICO
(34.52088149400004, -106.24057817299996)",
ALABAMA,2015,26,,-,0,,3,,,-,20,,,-,10,,30,,245,,141,,"ALABAMA
(32.84057234800002, -86.63185738799996)",
